"old",""
"ちょっと気味の悪い話を聞いてな――
本当は聞きたくなかったんだが
エリアマスターとしてこの地域の情報は
全て把握しておかないといけないし――","Let me tell you a slightly eerie story――
I really didn't want to hear it, but as an Area Master, I must know all the information about this area."
"ええい、道連れだ！
お前も聞いていけ！","Very well, come along!
You too, listen and go!"
"《罪人の修獄》って知ってるか？
あそこは獄死した罪人ばかりが
埋葬されていた地下墓場でな","Do you know about the Penitentiary for Sinners? It's an underground cemetery where only sinners who died in prison are buried."
"かなり前に使われなくなって閉鎖されたんだが
最近、いつの間にか鍵が――
開いてたそうだ――","It had been quite a while since it was last used and closed down, but recently, seemingly out of nowhere, the lock had been――
open――"
"いやぁ、俺はこの手の話は苦手なんだよ
獣やオークなら、俺の鍛えた筋肉と技で
何とかなるが
幽霊はそういう問題じゃないからな――","Well, I'm not good with this kind of talk. 
If it's about animals or orcs, I can handle it with my trained muscles and skills. 
But ghosts are a different problem, you know."
"いいところに来てくれた！
人並み外れた度胸のある覚者
そう、正にお前を待ってたんだ！","You've come to a good place!
An Arisen with extraordinary courage!
Yes, I've been waiting just for you!"
"この前話しただろう
《罪人の修獄》の鍵が
いつの間にか開いてたって件でな","We talked about it before, right?
Regarding the lock to ""Penitentiary,"" it seems it was somehow opened."
"ほっとくわけにはいかないから
調査のために何人か人をやってみたんだ","Because I can't just let it be, I tried assigning some people for the investigation."
"そうしたら、案の定というか何というか
――出たんだとさ――
女の笑う声があちこちから聞こえてきたらしい","Well, as expected, or rather, just as I thought—
―― There it is ――
The sound of a woman's laughter seemed to be coming from various directions."
"おれはそういうのはどうも苦手でな
こうなると、頼れるのはお前しかいない！
確かああいう類もイケるんだったよな？","I'm not very good at that kind of thing.
In this situation, the only one I can rely on is you!
I'm pretty sure that kind of thing is possible too, right?"
"今すぐに行ってくれとは言わない！
いや、言えない――
覚悟ができたら、あらためて声をかけてくれ","I'm not asking you to go now!
No, I can't tell you--
When you're ready, call on me again."
"よぉよぉ！
お前の最近の活躍っぷりときたら
寝てても噂が耳飛び込んでくるくらいだぞ！","Hey hey!
Your recent achievements, I've been hearing about them even when I'm sleeping!
You're making quite a buzz, aren't you!"
"今までのお前の働きが評価されて
報酬が更に良い物になったから
楽しみにしておいてくれ！","Your previous efforts have been recognized, and as a result, your rewards have become even better. 
Please look forward to it!"
"共にこのグリッテン砦を、そして神殿を支えていこう
これからもよろしくな！","Let us support Fort Gritten and the Temple together. 
So, let us continue to work together from now on."
