"old",""
"さて、これまで君が学んできたものを基礎とすると
これから私が教えるのは応用編だな
さらに深く論理を知り、属性と物質の
精――エリクシルの本質に迫る","Well, based on what you have learned so far, what I will teach you next is the advanced edition. Delve deeper into logic, the essence of attributes and materials, the essence of Elixirs."
"その理解と転化、そして組み換えこそが
《アルケミスト》の理","And thus, understanding, transformation, and recombination are the true essence of the Alchemist's order."
"さぁ、さっそく課題を出そう
君がその一端に触れてくれることを願うよ","Now, let's promptly submit the assignment. I hope you can lend a hand in that regard."
"ふむ、君のアルケミストとしての研鑽には
目を見張るものがある
十分応用を学べるレベルになっているようだね","Hmm, your dedication to studying as an Alchemist is truly remarkable. It seems you have reached a level where you can learn and apply skills extensively."
"もしも、君が錬金の道の奥深くへと
歩みを進めようというならば
わたしが直接手ほどきしたいところだが――
そうするべきかどうか、判断が難しい","If you are willing to take a step deeper into the path of alchemy, I would love to teach you directly--
but it's hard to decide if I should."
"神殿で君の訓練や戦いぶりを見てきた者
が賛成するなら、わたしは構わないが","If those who have witnessed your training and battles at the temple agree, I have no objections."
"なるほど、覚者か――","I see, an Arisen, huh?"
"予断を許さない状況のようだね","It seems like a situation that doesn't allow for any speculation."
"君のことは気になるが――
余計な詮索は止めにしておこう――互いにね","I'm curious about you--
but let's not pry too much into each other's affairs--we're both here for each other."
"生きていればこんな体験ができる
ああ、やはり人生は素晴らしいね","If you are alive, you can have such experiences,
Ah, indeed life is wonderful."
"過ぎたるは及ばざるがごとし、か","Excessive is as bad as useless."
"なぜ、こうなってしまったのか――
いつか明らかにしてみせよう
ああ、もちろん、楽しみで仕方がないよ","How did this happen--
I'll reveal it to you one day.
Oh, and of course, I'm looking forward to it!"
"あの日――黄金竜と白竜の戦い以来
我々が過ごしてきたこの時間を――
わたしが解き明かしてみせよう","Since that day - the battle between the Golden Dragon and hours.
This time we have spent, I will unravel it for you."
"過ちは、誰にでもある
それを正す勇気こそ、尊いのだ","Everyone makes mistakes.
It is the courage to correct them that is precious."
"すべてを知りつくしたつもりでも
まだこうして予測不能な出来事が起こる
うれしくもあり――恐ろしくもあり――だね","Even if you think you know everything, unexpected events can still happen. It's both exciting and terrifying, isn't it?"
"ああ、クラウスの友達か、どうしたんだい？","Ah, Klaus's friend, what's up?"
"錬金術師が始めたことは
錬金術師が終わらせる","What the alchemist started, the alchemist will finish."
"それが我々の覚悟だ","That is our Arisen's resolve."
"ディアマンテスは錬金術師の面汚し――","Diamantes is a disgrace to the alchemists."
"奴を倒せる日が来ようとは
ああ、堪え忍んだ甲斐があったというものだ","I never thought I'd see the day he'd be defeated. Oh, it's been worth it."
"神殿の連中によろしく伝えてくれ
心の準備ができたら、わたしの方から
挨拶に行きたいと思う","Please convey my regards to the temple personnel.
Once I am mentally prepared, I would like to go and greet them."
"さあ、今は早く帰った方がいい","Now, it's better to go home quickly."
