old,
"でも、どっから来るんだろうな
神殿の洋撃船でもなさそうだが","But I wonder where it's coming from.
It doesn't look like it's the Temple's Western blasting ship."
"――もう、何ていうかさ
あんたがローテスに来てくれて
本当に良かったよ","-You know, I was really glad when you came to Rotes."
"今まで騎士団も神殿も、ここまで
親身になってくれた人はいなかったしな
俺も、できる限りあんたの力になるよ","No one has ever been so
kind to me before, not the Knights or the Temple, and
I'll help you as much as I can, too."
"こんにちは、あらためて自己紹介ね
俺はこの一帯、ブリア海岸の
エリアマスターをやってるオニールだ","Hi, I'd like to introduce myself again.
I'm O'Neill, the
area master for this part of the Brier Coast."
"自慢の海と砂浜は見てくれたかい？
ちょっとばかりのんびりした気分に
なってしまうけど、見た目よりずっと危険だよ","Have you seen our boastful ocean and sandy beaches?
It makes you feel a little more relaxed
but it's a lot more dangerous than it looks!"
"海の影響だろうけど魔物もハイデルや
ミスリウとは違うから気をつけてくれ","I know it's probably the influence of the ocean, but be careful, the demons aren't the same as Heidel or
Mysree."
"あとは――目下の問題と言えば
海賊まがいのならず者《ブリア宝奪団》だな
今はそれが一番の悩みの種だね","The other thing - the problem at hand is
the pirate-like ruffians, the Briar Treasure Robbers.
That's the biggest problem we have right now."
"まあ、わからないことがあったら
とりあえず聞いてくれよ","Well, if there's something you don't understand, please ask me
for now"
"いやー、さすが覚者さん！
何かと任せちゃって申し訳ない
これからもよろしくな","Wow, you're truly an Arisen!
I'm sorry for relying on you so much
From now on, please take care of me as well"
"やぁ、ありがとう
また仕事手伝ってくれよな","Hey, thank you
Please help me with my work again"
来てくれたら支援品をあげるからさ！,I'll give you support items if you come
"やぁ、ありがとう
また仕事、手伝ってくれよな","Hey, thank you
Please help me with my work again"
"あ、覚者さん聞いてくれよ
村のすぐ裏にある《隠れ浜》なんだけどさ","Oh, Arisen, listen to me:
There's a ""Hidden Beach"" right behind the village."
"特に最近、そこにガラの悪そうなのが
ちょいちょい出入りしてるみたいなんだよ
例の《ブリア宝奪団》の奴らかなぁ","Especially lately, there seems to be a lot of bad guys
going in and out of there every now and then.
I wonder if they're from the Briar Treasure Troop."
とにかく、怪しいのがいたら何とかしてくれよ,"Anyway, if you see something suspicious, please take care of it."
"お、そうだ！
あんたに渡すものがあったんだ","Oh, yeah!
I had something for you."
"見てくれ、今日は結構良い物があってさ
持ってってくれよ！","Look, I've got some pretty good stuff today.
Take it!"
"覚者さん、海岸を少し行ったところに
廃墟があるんだけどさ
そこに地下倉庫があるのを知ってるか？","Arisen, there's an abandoned
a little ways down the coast.
Did you know there's an underground warehouse there?"
"村のみんなが《海辺の地下室》って
呼んでる場所だよ
危ないから封鎖してたんだけど","The villagers all call that place
the ""Seaside Cellar"".
It was sealed off because of the danger though."
"その中から、話し声が聞こえてさ
どうも誰かが入り込んでるみたいなんだ
中を見ようと思ったけど勇気が無くて――","I heard voices coming from within.
It seems that someone is inside.
I wanted to look in, but I didn't have the courage--"
"もし通りかかったら見てみてくれよ
今度こそ《ブリア宝奪団》かもしれないな","If you're passing by, take a look.
It may be the ""Breya Treasure Bandits"" this time."
"顔出してくれてありがとうな
そうだ、これ使ってくれよ
何かの足しにはなるだろ","Thank you for showing up.
Oh yes, please use this.
It may be of some help."
"覚者さん、ちょっと相談乗ってくれよ
ハーピーの営巣地、知ってるか？
ほら、《鳥寄せ岩》","Hey, Arisen, a little advice for you.
Do you know where the harpies are nesting?
You know, the birdbath rock."
"あそこに、卵を抱えた親ハーピーが
群がるようになってさ
《マーテル・ハーピー》って言って、普通の
ハーピーより凶暴なんだよ","There, the parent harpies with their eggs
started swarming
and they are called ""Martell Harpies"" and they are more ferocious than the normal
harpies."
"このままだとルドルフォの爺さんに
配達にいくのも大変だ
手が空いたらでいいから、退治頼めないかい？","If this keeps up, it's going to be hard to get old Rudolfo to
deliver the goods.
When you get around to it, can you ask him to exterminate them for you?"
"丁度いいとこにきたな
これ、余りものだけど持ってってくれ","You've come to the right place.
Here, take this, it's a leftover."
"いやー、さすが覚者さん！
何かと任せちゃって申し訳ない","Lord, you're amazing!
I'm sorry to keep asking you for things"
"もっと良い物渡せるように頑張るからさ
これからもよろしくな","I'll do my best to get you better items, so please continue to take care of me
"
ああ、覚者さん良い所に！,"Ah, you're in a good place, Arisen!"
"南の浜辺――《青爪浜》には行った事が
あるかい？","Have you ever been to the southern shore, Blue Claw Beach?
"
"そこへ行く途中のキャンプ跡に
いつの間にかホブゴブリンが居付いちゃった
ようなんだ
体格も大きいし、村の方に来たら大変だ！","On the way there, we came across the remains of a camp
and before we knew it, a hobgoblin had settled there.
It's a big guy.
He's big, and if he comes towards the village, it's going to be a big problem!"
"もし見かけたら退治してくれよ
騎士団にも連絡したんだけど、なかなか
返事が来なくてさ","If you see him, please exterminate him.
I've contacted the Knights of Columbus, but they haven't gotten back to me
."
そうだ覚者さん、ビッグニュースだよ！,"Hey, Arisen! I have big news!"
"例の財宝なんだけど
ありそうな場所が分かったんだ！","I found the treasure
and I think I know where it might be!"
"結論から言うと、それは
ルフロー近くにある《潮騒洞窟》――","As it turns out, it's
the 《Tidal Caverns Cave》 near LeFlore--"
"なぁ、興味あるよな？
探しにってみないかい？","Hey, you're interested, right?
Would you like to come and look for it?"
"ずっと封鎖されてたんだけど
今は入れるようにしておいたから
行くってなったら俺に話しかけてくれよ
財宝について詳しく話すからさ","It was sealed for a long time,
but I've opened it for you now.
Let me know if you decide to go and
I'll tell you more about the treasure."
"か、覚者さん――
ちょっと聞いてほしいことが
あ、あるんだけどさ――","Ah, Arisen--
There's something I'd like to,
ah, speak with you about--"
"――え！？
いや、俺は特になにも――
っていうか全然怖がってないけど！","--What?
No, I'm not particularly scared of anything--
I mean, I'm not scared at all!"
"とにかく聞いてくれよ
ほら、南の浜辺に廃村があるって話は
前にしただろ？","Anyway, listen,
see, I told you before
that there's an abandoned village on the southern beach, right?"
"ルフローっていうだいぶ前に滅んだ村さ
行ったことはあるかい？","There's a long-defunct village called Leflor.
Have you ever been there?"
"一夜で滅んだことだけははっきりしてるけど
大波が来たのか、魔物にやられたのか
本当のところは謎なんだ
財宝の件もまだ分からないんだけどさ","The only thing that's clear is that it was destroyed overnight.
Was it a big wave or did the demons get it?
The real story is a mystery.
We still don't know what happened to the treasure, either."
"で、そのルフロー付近で、何か呟きながら
彷徨う人影を見たって
昨日宿に寄った旅人が言ってたんだよ――","So, near that Leflor, a traveler who stopped by the inn yesterday
said he saw a figure wandering
around, muttering something--."
"――これって、もしかして幽霊――？
ほら覚者さんも気になるだろ？
だからさ、ほら。確かめてきてくれよ","-Is this, perhaps, a ghost...?
Hey, Arisen, I'm sure you're curious too, right?
So, come on. Please go and check it out."
"――もう、何ていうかさ
あんたがローテスに来てくれて
本当に良かったよ","-You know, I was really glad when you came to Rotes."
"今まで騎士団も神殿も、ここまで
親身になってくれた人はいなかったし
俺も、できる限りあんたを支援するよ","No Knighthood or Temple has ever been so
accommodating, and
I'll support you as much as I can, too."
これからも、よろしくな！,"From now on, count on me!"
"大変だ、覚者さん！
《青爪浜》にすごく強そうなサイクロプスが
現れたらしいんだ","Oh my God, Arisen!
A very powerful Cyclops has appeared on the Blue Claw Beach
"
"もしかしたら、そいつがルフローを
一夜で壊滅させた魔物なのかなぁ！？","Maybe that's the demon that destroyed LeFlore
in one night!"
"もしそんなのがローテスへ来るような
ことがあったら――","If such a thing
were to come to Rotes--"
"頼むよ、大変だとは思うけど
なんとかできるとしたら、覚者さんくらいしか
思いつかないんだ
そいつをどうにか撃退してくれよ！","Please, I know it's a lot to ask, but
the only person I can think of who can do something about it is the Arisen.
I can't think of anything else.
You've got to fight that guy off somehow!"
"よう！　ブリア海岸近辺の事なら
何でも聞いてくれ","Yo!　If you're in the vicinity of the Brier Coast,
, ask me anything you want."
