"old",""
"本当に大したものだわ
荒くれ者ばかりのゾマで
貴方ほど探索と戦いの両方に長けた人は
見たことがない","You're really something, aren't you?
In the rough Zoma where there are only thugs, I have never seen anyone as skilled as you in both exploration and battle."
"貴方と知り合えて、嬉しく思うわ
報酬というのもおこがましいけれど
これからは他の人とは違う、特別な支援を
してあげる――","I am happy to have met you, although it feels presumptuous to talk about rewards.
From now on, I will provide you with special support that is different from anyone else's."
"私自身も惹かれてしまいそうね
ふふ――","I myself am also drawn to it, it seems.
Hehe..."
"ねぇ――
死者の丘、ゾマの裏手に広がる
高台に《呪詛の庭》と呼ばれる場所があるの","Hey—
At the back of Zoma, on a hill called the Hill of the Dead, There is a place called the ""Garden of Curses."""
"人の恨みと死者の魂を吸い
得体の知れぬ“実”をぶらさげた木々が
茂る、《虚ろの祠》に接した庭よ","In the garden that adjoins the ""Shrine of Emptiness"",
Trees hung with mysterious ""seeds"" that absorb the grudges of people and the souls of the deceased flourish."
"そこでね、先日祠に盗掘にいった人達が
皆殺しにされたの","So you know, the people who went to desecrate the shrine the other day were all killed."
"何が彼らの命を奪ったのかしらね――
気になると思わない？","I wonder what took their lives--
Don't you think it's curious?"
"そろそろあなたに
きちんと依頼を出してみようかしら","Perhaps it's about time I properly request something from you."
"私が頼みたいのは
死者の丘、最大の謎――
“亡霊騎士と呪いの秘宝”の解明なの","I'm asking you to help me solve the greatest mystery of the Hill of the Dead--
""The Ghost Knight and the Cursed Treasure""."
"その秘宝があると言われているのは
ザンドラ礼拝堂の地下に広がる
《死王の迷宮》よ","It is said that the secret treasure is located in the underground of Zandora Chapel, spread out in the Dead Lord's Labyrinth."
"――私はその奥に何があるのか
知りたいの","--I want to know what's behind it"
"そのためだけに
ここで貴方のような人を待ちながら
エリアマスターをしてきたのかも――","Perhaps, it was for the sake of waiting for someone like you here that I became an Area Master."
"でも、あそこは冗談抜きで危険な場所
挑むかどうかは貴方に委ねるわ","But that's a dangerous place, no joke.
I'll leave it up to you to decide if you want to take on the challenge."
"本当に大したものだわ
荒くれ者ばかりのゾマで、貴方ほど
探索と戦いの両方に長けた人は見たことがない","You're really something, aren't you?
In the rough Zoma where there are only thugs, I have never seen anyone as skilled as you in both exploration and battle."
"貴方と知り合えて、嬉しく思うわ
報酬というのもおこがましいけれど
これを持って行って","I am happy to have met you, although it feels presumptuous to talk about rewards. 
From now on, I will provide you with special support that is different from anyone else's."
"――ん、私自身も惹かれてしまいそう
ふふ――","I myself am also drawn to it, it seems.
Hehe..."
"すごい活躍だそうね
酒場でも貴方の噂をよく耳にするわ","I often hear rumors about your great achievements. Your fame reaches even the Tavern."
"ここが活気づいてきたのも貴方のお陰かしら
はい、このところの働きへの贈り物よ
また頼むわね","Is it thanks to you that this place has become lively, I wonder? 
Yes, this is a gift for your recent work. 
I will rely on you again."
"諸々のご協力感謝するわ
はい、これを受け取って
ゾマを代表して私から、あなたへの贈り物よ","Thanks for all your help.
Yes, take this.
My gift to you on behalf of Zoma."
"――逞しい人って、素敵
いつも良くしてくれるあなたには
これを進呈するわ","A reliable person is wonderful, isn't it? 
For always treating me well, I offer this to you."
"あなたにだけ特別よ――
他の連中には内緒ね","This is just for you— It's a secret from the others."
"いつでも待っているわ、ふふ――","Any time, I'll be waiting, hehe..."
"はい、今回の支援品よ
貴方には粗品じゃ物足りないだろうと思って
少しグレードを上げてみたわ","Yes, this time's support goods.
I thought regular goods wouldn't be enough for you, so I upgraded them a bit."
"役に立てて頂戴","Please make use of it."
"ちょうど今日は、探索者の支援日なの
これ、差し入れよ、使ってちょうだい","Today is the day of support for adventurers. Here, please take this as a treat and use it."
"ゾマにようこそ
何か相談事かしら","Welcome to Zoma.
Is there something you wish to discuss?"
"ふふ――
私はここに集う人達を見るのが好き","Hehe...
I like seeing the people gathered here."
"野望とか夢とか、ロマンとか力試しとか
そんな漠然としたモノに酔ってる人達って
可愛いと思わない？","Don't you think people who are intoxicated by such vague things like ambition, dreams, romance, and tests of strength are adorable?"
"チャンスの一欠片を、少しでも多くの人に
伝えてあげたいの
ここには、そういう話が集まるから","I want to convey a fragment of a chance to as many people as possible.
Because stories like that gather here."
"ゾマにはもっと華やかに、より危険に
なってもらいたいわ
そして、ぎらぎらした人を呼び込むの","I want Zoma to become more glamorous and dangerous.
And thus, attract dazzling people."
"そういう人の中から、失われた黄金郷へ
真に辿りつける人が出るかもしれないから","Because among such people, there might be someone who can truly reach the lost golden paradise."
"そして、深い迷宮の奥にもね――","And thus, even in the depths of a profound labyrinth..."
"《辺境の礎》ってあるわよね
この辺りにあるソレが全て使えるようになったそうよ
ついさっき、神殿からの使いがそう言っていたわ","There's a ""Sub Portcrystal"".
 It seems like everything around here can be used now. 
Just a moment ago, a messenger from the temple said so."
"不便だったところへも一瞬で移動できる
優れものだと聞いたけど――
何だか無粋だわ","I've heard it's great to get to places that were inconvenient in an instant, but--
it's kind of tacky."
"私はね、ザンドラ東部に来たのなら自分の足で
移動してほしいと思ってるのよ
この荒れ地に転がる数々のロマンの欠片を
見落としてほしくないもの――","You know, if you've come to Eastern Zandora, I'd like you to move on your own. 
I don't want you to miss the scattered fragments of romance that lie in this wild land—"
"ねぇ――最近、ここから東の方で
大きな鎧が暴れているらしいのよ――","Hey... Lately, it seems like there's a big armor causing trouble somewhere east from here..."
"きっと何らかの魔力で操られた鎧が
あの場所に染みついた死臭に導かれて
やって来たのね","The armor, likely manipulated by some kind of magic, has come to that place guided by the stench of death that permeates it."
"ふふ、この辺りでは珍しいことじゃないわ――
特にあそこは人獣問わず死体が多くて
《屍のすすり泣く地》なんて呼ばれているんですもの","Hehe, it's not unusual around here, you know-- especially that place, where there are many corpses, regardless of whether they are human or animals. 
It's called the ""Weeping Corpse Ground,"" after all."
"だけど、鎧のうろつく範囲が
段々拡がってきているらしいのが気がかりなの
このゾマにまでやってきたら――","But I'm concerned that the range of armor wandering around seems to be getting wider and wider.
If it gets to this Zoma..."
"探求者たちを支える町が潰えては、大変
頼もしい誰かが討伐に行ってくれないかしら――
ねぇ？","If the town that supports the adventurers collapses, it will be a disaster.
I wonder if someone reliable could go and subdue it, I wonder...
Hey?"
"そうね、《幽玄の霊堂》のことはもう知っていて？
どんな場所かって？
カタコンベ――そう、地下墓地よ","So then, do you already know about the Mysterious Mausoleum?
What kind of place is it?
Catacombs――yes, an underground graveyard."
"元は歴史ある霊堂だったそうよ
けど、今は眠りにつくことができない死者たちが
彷徨い続けているんだとか――","Originally, it was a historic mausoleum, they say.
But now, it seems that the deceased who cannot find rest continue to wander."
"死者たちは本当に眠りにつくことが
できなかったのかしら？
それとも故郷であるザンドラがこんなことになって
無念さのあまり眠りから覚めてしまったのかしら――","I wonder if the deceased were truly unable to rest in peace, or if their homeland, Zandora, becoming like this caused them to awaken from their slumber out of overwhelming regret."
"そういえば
あの人たちまだ帰ってこないのよね――","Speaking of which, that guy hasn't come back yet--"
"ふふ、この前《幽玄の霊堂》に
意気揚々と盗掘に行った若者のことよ","Hmmm, I'm talking about the young man who went to the other day to steal from the Mysterious Mausoleum."
"まだ若い子たちだったんだけど
若さ故の無謀さで
死者の仲間入りをしちゃったのかしら","They were still young, but in their youthful recklessness, I wonder if they joined the dead."
"あら、貴方――
気になるって顔してるわね
よっぽど人が良いのかしら？","Oh, you... 
You have such an interested look on your face. 
I wonder if you're a really kind person?"
"いいわ、もし様子を見に行きたいなら
私に相談して","If you wish to go and see for yourself, please consult with me."
"今や貴方はこのゾマで
一番の探索者、そして戦士よ
貴方のような存在そのものがロマンと言っても
いいんじゃないかしら","Now, you are the greatest explorer and warrior in this Zoma. 
It might even be right to call an existence like you 'romance'."
"貴方と知り合えて、嬉しく思うわ
支援品をうんと格上のものにするから
また話を聞かせてちょうだい","I am glad to have met you.
I will upgrade the support goods even more, So please let me hear your story again."
"――ん、私ったら貴方に惹かれてるのかしら
ふふ――","Hmm, I wonder if I'm attracted to you. Hehe..."
