#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,,
0,,スィヤバードジャケット,Shahabad Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14866
0,,ドゥールズベスト,Dools Vest,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14933
0,,ドゥールズベスト,Dools Vest,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14934
0,,ヴォルカニックカラー,Volcanic Color,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14935
0,,ブラックヴェノムアーマー,Black Venom Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14936
0,,ブラックヴェノムアーマー,Black Venom Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14937
0,,ブラックヴェノムアーマー,Black Venom Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14938
0,,ブラックヴェノムアーマー,Black Venom Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14939
0,,ブラックヴェノムアーマー,Black Venom Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14940
0,,初代王の胴,Torso of the First King,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14941
0,,初代王の胴,Torso of the First King,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14942
0,,初代王の胴,Torso of the First King,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14943
0,,初代王の胴,Torso of the First King,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14944
0,,初代王の胴,Torso of the First King,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14945
0,,3.0北の盗賊団a,3.0 Northern banditsa,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14946
0,,3.0北の盗賊団b,3.0 Northern banditsb,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14947
0,,広漠のテンペストアーマー,Boundless Tempest Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14948
0,,広漠のテンペストバデット,Boundless Tempest Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14949
0,,マッデストアーマー,Maddest Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14950
0,,マッデストアーマー,Maddest Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14951
0,,マッデストアーマー,Maddest Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14952
0,,マッデストアーマー,Maddest Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14953
0,,マッデストアーマー,Maddest Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14954
0,,コライユメイル,Corail Mail,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14955
0,,コライユメイル,Corail Mail,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14956
0,,コライユメイル,Corail Mail,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14957
0,,コライユメイル,Corail Mail,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14958
0,,コライユメイル,Corail Mail,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14959
0,,メヒザフアーマー,Mehizaf Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14960
0,,メヒザフアーマー,Mehizaf Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14961
0,,メヒザフアーマー,Mehizaf Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14962
0,,メヒザフアーマー,Mehizaf Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14963
0,,メヒザフアーマー,Mehizaf Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14964
0,,クラージュアーマー,Courage Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14965
0,,クラージュアーマー,Courage Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14966
0,,クラージュアーマー,Courage Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14967
0,,クラージュアーマー,Courage Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14968
0,,クラージュアーマー,Courage Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14969
0,,コンフィアンスメイル,Confidence Mail,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14970
0,,コンフィアンスメイル,Confidence Mail,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14971
0,,コンフィアンスメイル,Confidence Mail,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14972
0,,コンフィアンスメイル,Confidence Mail,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14973
0,,コンフィアンスメイル,Confidence Mail,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14974
0,,アンビシオンアーマー,Ambition Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14975
0,,アンビシオンアーマー,Ambition Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14976
0,,アンビシオンアーマー,Ambition Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14977
0,,アンビシオンアーマー,Ambition Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14978
0,,アンビシオンアーマー,Ambition Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14979
0,,ケイパブルパデット,Capable Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14980
0,,ケイパブルパデット,Capable Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14981
0,,ケイパブルパデット,Capable Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14982
0,,ケイパブルパデット,Capable Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14983
0,,ケイパブルパデット,Capable Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14984
0,,クィーブルジャケット,Cuivre Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14985
0,,クィーブルジャケット,Cuivre Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14986
0,,クィーブルジャケット,Cuivre Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14987
0,,クィーブルジャケット,Cuivre Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14988
0,,クィーブルジャケット,Cuivre Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14989
0,,メヒザフクロス,Mehizaf Cross,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14990
0,,メヒザフクロス,Mehizaf Cross,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14991
0,,メヒザフクロス,Mehizaf Cross,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14992
0,,メヒザフクロス,Mehizaf Cross,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14993
0,,メヒザフクロス,Mehizaf Cross,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14994
0,,アルディバデッド,Hardy Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14995
0,,アルディバデッド,Hardy Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14996
0,,アルディバデッド,Hardy Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14997
0,,アルディバデッド,Hardy Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14998
0,,アルディバデッド,Hardy Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14999
0,,タシチュルヌバデット,Taciturne Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15000
0,,タシチュルヌバデット,Taciturne Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15001
0,,タシチュルヌバデット,Taciturne Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15002
0,,タシチュルヌバデット,Taciturne Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15003
0,,タシチュルヌバデット,Taciturne Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15004
0,,ミシオンバデット,Mission Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15005
0,,ミシオンバデット,Mission Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15006
0,,ミシオンバデット,Mission Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15007
0,,ミシオンバデット,Mission Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15008
0,,ミシオンバデット,Mission Padding,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15009
0,,秘蹟のローブ,Robe of Sacrament,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15010
0,,秘蹟のローブ,Robe of Sacrament,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15011
0,,秘蹟のローブ,Robe of Sacrament,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15012
0,,秘蹟のローブ,Robe of Sacrament,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15013
0,,秘蹟のローブ,Robe of Sacrament,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15014
0,,ジューヌローブ,June Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15015
0,,ジューヌローブ,June Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15016
0,,ジューヌローブ,June Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15017
0,,ジューヌローブ,June Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15018
0,,ジューヌローブ,June Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15019
0,,メヒザフローブ,Mehizaf Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15020
0,,メヒザフローブ,Mehizaf Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15021
0,,メヒザフローブ,Mehizaf Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15022
0,,メヒザフローブ,Mehizaf Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15023
0,,メヒザフローブ,Mehizaf Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15024
0,,ミゼリコルドローブ,Miséricorde Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15025
0,,ミゼリコルドローブ,Miséricorde Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15026
0,,ミゼリコルドローブ,Miséricorde Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15027
0,,ミゼリコルドローブ,Miséricorde Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15028
0,,ミゼリコルドローブ,Miséricorde Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15029
0,,シャリテコート,Charité Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15030
0,,シャリテコート,Charité Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15031
0,,シャリテコート,Charité Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15032
0,,シャリテコート,Charité Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15033
0,,シャリテコート,Charité Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15034
0,,ルドゥタブルローブ,Redoutable Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15035
0,,ルドゥタブルローブ,Redoutable Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15036
0,,ルドゥタブルローブ,Redoutable Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15037
0,,ルドゥタブルローブ,Redoutable Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15038
0,,ルドゥタブルローブ,Redoutable Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15039
0,,パンディットコート,Pundit Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15040
0,,パンディットコート,Pundit Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15041
0,,パンディットコート,Pundit Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15042
0,,パンディットコート,Pundit Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15043
0,,パンディットコート,Pundit Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15044
0,,ブリイェールジャケット,Briller Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15045
0,,ブリイェールジャケット,Briller Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15046
0,,ブリイェールジャケット,Briller Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15047
0,,ブリイェールジャケット,Briller Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15048
0,,ブリイェールジャケット,Briller Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15049
0,,メヒザフコート,Mehizaf Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15050
0,,メヒザフコート,Mehizaf Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15051
0,,メヒザフコート,Mehizaf Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15052
0,,メヒザフコート,Mehizaf Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15053
0,,メヒザフコート,Mehizaf Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15054
0,,ポシビリテローブ,Positivité Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15055
0,,ポシビリテローブ,Positivité Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15056
0,,ポシビリテローブ,Positivité Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15057
0,,ポシビリテローブ,Positivité Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15058
0,,ポシビリテローブ,Positivité Robe,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15059
0,,ソリダリテアーマー,Solidarité Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15060
0,,ソリダリテアーマー,Solidarité Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15061
0,,ソリダリテアーマー,Solidarité Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15062
0,,ソリダリテアーマー,Solidarité Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15063
0,,ソリダリテアーマー,Solidarité Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15064
0,,イデアルジャケット,Ideal Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15065
0,,イデアルジャケット,Ideal Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15066
0,,イデアルジャケット,Ideal Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15067
0,,イデアルジャケット,Ideal Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15068
0,,イデアルジャケット,Ideal Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15069
0,,武神の胴,War God's Torso,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15070
0,,ラフィネビジュー,Refined Bijoux,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15071
0,,ノブルビジュー,Noble Bijoux,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15072
0,,マエストロアーマー,Maestro Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15073
0,,クリムゾンレザーコート,Crimson Leather Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15074
0,,ホワイトスモークレザーコート,White Smoke Leather Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15075
0,,ヴィルトゥオーソアーマー,Virtuoso Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15076
0,,ロードナイトレザーコート,Lord Knight Leather Coat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15077
