"#Index","Key","MsgJp","MsgEn","GmdPath","ArcPath","ArcName","ReadIndex","",""
"0","","さあ、次はわしらが力になろう
レスタニアで何か起こったのであろう？","Now, we shall support you.
Has something occurred in Lestania?","ui\00_message\event\st0468\ev005.gmd","\event\st0468\st0468ev005.arc","st0468ev005.arc","6","",""
"0","","――以上が、白竜様とレスタニアの
様子です","...This is the current situation
with the White Dragon and Lestania.","ui\00_message\event\st0468\ev005.gmd","\event\st0468\st0468ev005.arc","st0468ev005.arc","7","",""
"0","","そうでしたか――","I see...","ui\00_message\event\st0468\ev005.gmd","\event\st0468\st0468ev005.arc","st0468ev005.arc","8","",""
"0","","隊長が戻ってきてくださったので
すっかり問題は解決したものだと――","I thought the matter was resolved
with the Captain's return...","ui\00_message\event\st0468\ev005.gmd","\event\st0468\st0468ev005.arc","st0468ev005.arc","9","",""
"0","","レスタニアの白竜と覚者達が
今なおそのような事態にあるとは――","To think that Lestania's White Dragon and Arisen
are still in such dire straits...","ui\00_message\event\st0468\ev005.gmd","\event\st0468\st0468ev005.arc","st0468ev005.arc","10","",""
"0","","そしてメガドに居座るという
黒き鎧の騎士――","And the black-armored knight
who lingers in Megado...","ui\00_message\event\st0468\ev005.gmd","\event\st0468\st0468ev005.arc","st0468ev005.arc","11","",""
"0","","しかし、これで我々の目的は一致したと
いうわけだ","But now our goals are aligned.","ui\00_message\event\st0468\ev005.gmd","\event\st0468\st0468ev005.arc","st0468ev005.arc","12","",""
"0","","アッカーシェランとレスタニアという
２本の槍で――","With the two lances of Acre Selund and Lestania...","ui\00_message\event\st0468\ev005.gmd","\event\st0468\st0468ev005.arc","st0468ev005.arc","13","",""
"0","","黒騎士を討ち、メガドを取り戻すのだ","Defeat the Black Knight and reclaim Megado.","ui\00_message\event\st0468\ev005.gmd","\event\st0468\st0468ev005.arc","st0468ev005.arc","14","",""
"0","","隊長、皆で力を合わせて黒騎士を倒しましょう！","Captain, let's join forces and 
defeat the Black Knight together!","ui\00_message\event\st0468\ev005.gmd","\event\st0468\st0468ev005.arc","st0468ev005.arc","15","",""
"0","","時にレスタニア歴、３２５年","Year 325 of the Lestania Era.","ui\00_message\event\st0470\ev000.gmd","\event\st0470\st0470ev000.arc","st0470ev000.arc","0","",""
"0","","悪しき竜によるアッカーシェランへの侵攻は
失敗に終わり――","The invasion of Acre Selund by 
the Evil Dragon ended in failure...","ui\00_message\event\st0470\ev000.gmd","\event\st0470\st0470ev000.arc","st0470ev000.arc","1","",""
"0","","そして、フィンダム、アッカーシェランに続いて
ここレスタニアでも竜の力の継承が行われた","And then, following Phindym and Acre Selund,
the dragon's power was also passed on,
here in Lestania.","ui\00_message\event\st0470\ev000.gmd","\event\st0470\st0470ev000.arc","st0470ev000.arc","2","",""
"0","","新たな時代の扉が開こうとしていたのだ","The door to a new era was 
on the verge of opening.","ui\00_message\event\st0470\ev000.gmd","\event\st0470\st0470ev000.arc","st0470ev000.arc","3","",""
"0","","しかし、まだ、混沌の元凶は消えず
闇の中で渦巻いていた","Yet the source of the chaos still lingered, 
swirling in the dark.","ui\00_message\event\st0470\ev000.gmd","\event\st0470\st0470ev000.arc","st0470ev000.arc","4","",""
"0","","誰もが知るとおり――","As everyone knows...","ui\00_message\event\st0470\ev000.gmd","\event\st0470\st0470ev000.arc","st0470ev000.arc","5","",""
"0","","人は古来より闇を怖れながらも
惹きつけられてきた","Throughout history,
mankind fears the shadows,
yet is also pulled towards it.","ui\00_message\event\st0470\ev000.gmd","\event\st0470\st0470ev000.arc","st0470ev000.arc","6","",""
"0","","理を巡る根源的な問いの答えが
闇の中に隠されていると信じる者は――","Those who think the truth behind the laws of order
lies concealed in the dark...","ui\00_message\event\st0470\ev000.gmd","\event\st0470\st0470ev000.arc","st0470ev000.arc","7","",""
"0","","いつの世も絶えたことはない","Such people have never ceased to exist
throughout the ages.","ui\00_message\event\st0470\ev000.gmd","\event\st0470\st0470ev000.arc","st0470ev000.arc","8","",""
"0","","デバッグするか？","Do you want to debug it?","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","0","",""
"0","","尋問する","interrogate","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","1","",""
"0","","デバッグする","Debugging","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","2","",""
"0","","どっちのモーションを見る？","Which motion do you see?","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","3","",""
"0","","680 メフィス","680 Mephis","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","4","",""
"0","","691 ゴロツキ","691 Thug","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","5","",""
"0","","連携テスト","Cooperation test","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","6","",""
"0","","【戻る】","[Back]","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","7","",""
"0","","どのモーションを見る？","Which motion would you like to see?","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","8","",""
"0","","000 ナイトウォーカー待機LOOP","000 Nightwalker Waiting LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","9","",""
"0","","001 おかず おかず１","001 Extra
Extra 1","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","10","",""
"0","","002 おかず おかず２","002 Extra
Extra 2","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","11","",""
"0","","003 尋問対象に語りかける","003 Talking to the interrogation subject","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","12","",""
"0","","005 脅す A","005 Threatening A","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","13","",""
"0","","006 脅す B","006 Threatening B","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","14","",""
"0","","007 脅す C","007: Threatening C","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","15","",""
"0","","010 突きつける（荒）開始～LOOP","010 Assaulting (rough) starts ～ LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","16","",""
"0","","011 LOOPからの戻り","011 Return from LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","17","",""
"0","","012 突きつける（静）開始～LOOP","012 Assaulting (static) start ~ LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","18","",""
"0","","013 LOOPからの戻り","013 Return from LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","19","",""
"0","","015 PL側を向く～選択待ち待機LOOP","015 Facing the PL side – 
Awaiting selection, standby LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","20","",""
"0","","016 うなずく","016 nod","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","21","",""
"0","","017 首を振る","017 Shake your head","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","22","",""
"0","","018 会話","018 conversation","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","23","",""
"0","","019 イライラ開始～LOOP","019 Frustration start - LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","24","",""
"0","","020 イライラ終了","020 End of frustration","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","25","",""
"0","","022 LOOPからの戻り","022 Return from LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","26","",""
"0","","025 PLの視点を変える（尋問失敗）","025 Changing PL's Perspective (Interrogation Failure)","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","27","",""
"0","","026 突きつける（荒）開始～LOOP","026 Assaulting (rough) start ～ LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","28","",""
"0","","027 LOOPからの戻り","027 Return from LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","29","",""
"0","","028 突きつける（静）開始～LOOP","028 Assaulting (static) start ~ LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","30","",""
"0","","029 LOOPからの戻り","029 Return from LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","31","",""
"0","","【戻る】","[Back]","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","32","",""
"0","","どのモーションを見る？","Which motion would you like to see?","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","33","",""
"0","","030 ゴロツキ　尋問開始時　座り待機","030 Thug Sit back and wait when the interrogation starts","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","34","",""
"0","","031 会話LOOP","031 Conversation LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","35","",""
"0","","032 うなずき　A","032 nod A","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","36","",""
"0","","033 うなずき　B","033 nod B","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","37","",""
"0","","034 びっくり（ﾋﾞｸｯ）","034 Surprise (Startled)","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","38","",""
"0","","035 図星（ノーマル）","035 Direct hit (Normal)","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","39","",""
"0","","036 イヤイヤ","036 Refusal","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","40","",""
"0","","037 強がる","037 tough","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","41","",""
"0","","039 ピンチ移行","039 Emergency Transition","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","42","",""
"0","","040 ゴロツキ　ピンチ時　座り待機","040 Thug - Sitting and Waiting During Emergency","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","43","",""
"0","","041 会話LOOP","041 Conversation LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","44","",""
"0","","042 うなずき　A","042 nod A","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","45","",""
"0","","043 うなずき　B","043 nod B","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","46","",""
"0","","044 びっくり（ﾋﾞｸｯ）","044 Startled (Flinch)","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","47","",""
"0","","045 図星（ノーマル）","045 Direct hit (Normal)","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","48","",""
"0","","046 イヤイヤ","046 Refusal","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","49","",""
"0","","050 気絶LOOP","050 Stun LOOP","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","50","",""
"0","","【戻る】","[Back]","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","51","",""
"0","","お前、尋問は初めてか？","Is this your first time interrogating?","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","52","",""
"0","","尋問では、欲しい情報を引き出すことが目的だ
そのために、質問したり
証拠となるアイテムを突きつけたり
時には脅して口を割らせることが必要となる","In an interrogation, 
the goal is to extract the desired information. 
To achieve this, you must ask questions, 
present evidence, and sometimes use threats
to force a confession.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","53","",""
"0","","――まぁ、実際やってみるのが早いだろう
まずは、コイツに聞いてみたい《話題》を
選択してくれ
俺が聞き出してやるからな","—Well, it's probably best to just try it out. 
First, 
choose a ""topic"" you want to ask this guy about. 
I'll get the information for you.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","54","",""
"0","","そうだな、今日はここまでにしよう――","Well, I guess that's it for today--","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","55","",""
"0","","と、いつもなら言いたいところだが
そういう訳にはいかないんでな","I’d usually say that, 
but it’s not that simple this time.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","56","",""
"0","","これからお前には何度も尋問を行ってもらう
そのためにも、尋問のやり方に慣れてもらわないとな","We're going to be conducting 
a lot of interrogations with you.
That's why we're going to have to get you 
familiar with how to conduct one.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","57","",""
"0","","まずは基本的な情報を聞いてみるのがいいだろう
<COL ff2600>《話題》</COL>を選んでくれ","I suggest asking for some basic information first.
Pick a <COL ff2600>""topic"".</COL>","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","58","",""
"0","","名前について訊く","Ask about the name","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","59","",""
"0","","さて――まずは名前から聞いてみるか","Well—let's start with the name","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","60","",""
"0","","うう――俺が一体何したってんだ
てめぇら絶対に許さねえぞ","Ugh—What have I even done? 
I’ll never forgive you all!","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","61","",""
"0","","おい、聞こえなかったか？
名前を聞いてんだよ","Hey, didn't you hear me?
I asked you what your name was.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","62","",""
"0","","ケッ――てめぇらなんかに誰が言うかよ","Tch—Who would say anything to the likes of you?","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","63","",""
"0","","フン、いい度胸だな","Hmph, you've got some nerve.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","64","",""
"0","","お前が話題を選び、俺がやりとりすることで
尋問は進んでいく
――だが、なかなか口を割りそうにないな","You choose the topics, 
and I'll handle the questioning. 

—But it looks like they're not 
going to open up easily.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","65","",""
"0","","<COL ff2600>だから、“脅す”ことで追加情報を探ったり
決定的な “《証拠》を突きつける”ことで
口を割らざるを得ない状況に追い込んでいくんだ</COL>","<COL ff2600>So, you’ll need to either “intimidate” them 
to extract more information or 
“present decisive evidence” to force them into a 
situation where they have no choice but to talk.</COL>","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","66","",""
"0","","――ちょうど、コイツを確保した際に
《証拠》として使えそうな物があった
今回は、それを使ってみよう","--Just when we secured this guy,
we found something we could use as ""evidence"".
Let's use it this time.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","67","",""
"0","","さぁ、やってみろ
“脅す”ことでさらなる情報を引き出したり
“《証拠》を突きつける”ことで尋問を進め
ヤツを追い詰めることができるぞ","Go ahead. 
You can use “intimidation” to extract more 
information or “present evidence” to advance the 
interrogation and corner them.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","68","",""
"0","","脅す","Threaten","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","69","",""
"0","","《証拠》を突きつける","Present the evidence","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","70","",""
"0","","この生意気なゴロツキに、一泡吹かせてやろう
さぁ―― “《証拠》を突きつける” んだ","Let’s put this cheeky thug in his place. 
Now—present the evidence.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","71","",""
"0","","《証拠》を突きつける","Present the evidence","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","72","",""
"0","","これがなんだか分かるか？","Do you know what this is?","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","73","",""
"0","","あっ！
俺のナイフ――返せ！","Ah!
My knife—give it back!","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","74","",""
"0","","少しかすれているが――柄に文字が刻んであるな？
BーAーSーIーT――","It's a little faint, 
but it's engraved on the handle, isn't it?
B-A-S-I-T—","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","75","",""
"0","","かなり使い込まれた古い物だが、この彫り癖は
<NPC 3274>のものだな","This is a very worn old item, 
but this carving pattern is 
definitely from <NPC 3274>.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","76","",""
"0","","奴が得物に掘る、銘以外の文字となると
おそらくこれは持ち主の名前――","Since it’s not an inscription on the weapon, 
this must be the owner's name.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","77","",""
"0","","つまり、お前の名前は――","In other words, your name is...","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","78","",""
"0","","<NPC 3274>","<NPC 3274>","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","79","",""
"0","","<NPC 691>","<NPC 691>","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","80","",""
"0","","<NPC 4>","<NPC 4>","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","81","",""
"0","","――ハァ？
何言ってんだ、お前――","- Huh?
What are you talking about, you—","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","82","",""
"0","","今のように、重要な選択を選び損なったり
突きつける《証拠》を間違えることは
あまりオススメできない","Making mistakes in important choices or 
presenting the wrong evidence, as you did now, 
is not advisable.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","83","",""
"0","","失敗を繰り返し、あまりに目に余るようなら――
俺のやり方で、手を下させてもらう","Should you persist in making mistakes to the 
point of being unacceptable, 
I'll deal with it my way.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","84","",""
"0","","簡単に言えば――<COL ff2600>尋問失敗を一定回数繰り返すと
それ以上尋問を行えなくなり、終了となる</COL>
気を付けろよ","In simple terms, 
<COL ff2600>if you fail the interrogation a certain number 
of times, you won't be able to continue 
and it will end.</COL> 
Be careful.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","85","",""
"0","","つまり、お前の名前は――","In other words, your name is...","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","86","",""
"0","","<NPC 691>","<NPC 691>","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","87","",""
"0","","――だ、だからどうしたってんだ？
別に、<NPC 691>なんて珍しい名前じゃねえだろ","And what of it? 
<NPC 691> isn’t exactly a rare name.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","88","",""
"0","","よし、コイツの名前は<NPC 691>で間違いなさそうだ
言葉は強気だが、動揺しているみたいだな","Alright, this guy's name is definitely <NPC 691>. 
He sounds confident, but he's clearly nervous.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","89","",""
"0","","時には、脅すことで《尋問》や《諜報活動》の
ヒントとなる話が聞けることもある
――だが、むやみにやりすぎるなよ","Threatening can sometimes yield useful 
information for interrogations or 
intelligence operations, but don’t go overboard.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","90","",""
"0","","さて――――
おい！
粋がっていられるのも今のうちだぞ","Now then―――― 
Hey! Enjoy your bravado while it still lasts.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","91","",""
"0","","お、俺が嘘ついてるとでも言うのかよ？
俺はメガド生まれメガド育ち――
地元を愛するただのゴロツキさ","Oh, are you saying I'm lying?
I was born and raised in Megado—
I'm just a thug who loves his hometown.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","92","",""
"0","","そうか、そんなに地元っ子だと言うのなら――
お前の身元を保証する家族や友人はいるんだろうな","Well, if you're such a local boy--
I'm sure you have family and friends who can 
vouch for your identity.","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","93","",""
"0","","そ、そりゃあ――
――――","Well, that's--
----","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","94","",""
"0","","黙っちまったぞ、分かりやすい男だな
どうやら周辺人物を探られると困るらしい
――この男について、聞き込みしてみるか","He’s gone mute; what a straightforward fellow. 
It looks like he’s uncomfortable with 
questions about his associates. 

— How about we investigate him further?","ui\00_message\event\st0472\ev000.gmd","\event\st0472\st0472ev000.arc","st0472ev000.arc","95","",""
