36,party_list_notfound_support_pawn,ポーンを雇用していません,You have not hired any pawns,ui\00_message\ui\PartyList_res.gmd,\ui\uGUIPartyList.arc,uGUIPartyList.arc,36
2,pawnreviewedit_msg_craft_edit,クラフト評価編集,Edit Craft Rating,ui\00_message\ui\PawnReviewEdit_res.gmd,\ui\uGUIPawnReviewEdit.arc,uGUIPawnReviewEdit.arc,2
3,pawnreviewedit_msg_decide,決定,Confirm,ui\00_message\ui\PawnReviewEdit_res.gmd,\ui\uGUIPawnReviewEdit.arc,uGUIPawnReviewEdit.arc,3
0,pawnreviewedit_msg_looks_edit,外見評価編集,Edit Appearance Rating,ui\00_message\ui\PawnReviewEdit_res.gmd,\ui\uGUIPawnReviewEdit.arc,uGUIPawnReviewEdit.arc,0
3,pawnreview_msg_battle_review,冒険評価,Combat Rating,ui\00_message\ui\PawnReview_res.gmd,\ui\uGUIPawnReview.arc,uGUIPawnReview.arc,3
8,pawnreview_msg_choice_cancel,キャンセル,Cancel,ui\00_message\ui\PawnReview_res.gmd,\ui\uGUIPawnReview.arc,uGUIPawnReview.arc,8
7,pawnreview_msg_choice_return,評価して返却,Return as rated,ui\00_message\ui\PawnReview_res.gmd,\ui\uGUIPawnReview.arc,uGUIPawnReview.arc,7
4,pawnreview_msg_craft_review,クラフト評価,Craft Rating,ui\00_message\ui\PawnReview_res.gmd,\ui\uGUIPawnReview.arc,uGUIPawnReview.arc,4
2,pawnreview_msg_looks_review,外見評価,Appearance Rating,ui\00_message\ui\PawnReview_res.gmd,\ui\uGUIPawnReview.arc,uGUIPawnReview.arc,2
5,pawnreview_msg_num_battle,冒険回数:,Battle Count:,ui\00_message\ui\PawnReview_res.gmd,\ui\uGUIPawnReview.arc,uGUIPawnReview.arc,5
6,pawnreview_msg_num_craft,クラフト回数:,Craft Count:,ui\00_message\ui\PawnReview_res.gmd,\ui\uGUIPawnReview.arc,uGUIPawnReview.arc,6
0,pawnreview_msg_title_e,Pawn Review,Pawn Review,ui\00_message\ui\PawnReview_res.gmd,\ui\uGUIPawnReview.arc,uGUIPawnReview.arc,0
1,pawnreview_msg_title_j,ポーン評価,Pawn Review,ui\00_message\ui\PawnReview_res.gmd,\ui\uGUIPawnReview.arc,uGUIPawnReview.arc,1
0,pspskill_msg_001,スタック中の特技,Special skills in stack,ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,0
1,pspskill_msg_002,セット中の特技,Special skills in set,ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,1
2,pspskill_msg_003,Details,Details,ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,2
3,pspskill_msg_004,スタック中の特技に移動,Switch to special skills in stack,ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,3
4,pspskill_msg_005,セット中の特技に移動,Switch to special skills in set,ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,4
5,pspskill_msg_006,"セット中の特技を上書きします
よろしいですか？","Do you want to overwrite the special skill in the
set?",ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,5
6,pspskill_msg_007,"<VAL>
の特技をセットしました",Set <VAL>'s Special Skill.,ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,6
7,pspskill_msg_008,"<VAL>
の特技を破棄します。よろしいですか？","Are you sure you want to discard the Special
Skill of <VAL>?",ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,7
8,pspskill_msg_009,"<VAL>
の特技を破棄しました",I canceled <VAL>'s Special Skill.,ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,8
9,pspskill_msg_010,アイテムを選択してください,Please select an item.,ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,9
10,pspskill_msg_011,"<VAL>
を使用して特技を閃きます。よろしいですか？","Are you sure you want to come up with a Special
Skill using <VAL>?",ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,10
11,pspskill_msg_012,"<VAL>
の特技を閃きました",I came up with the Special Skill of <VAL>.,ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,11
12,pspskill_msg_013,空き,Empty,ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,12
13,pspskill_msg_014,同じタイプの特技はセットできません,You cannot set the same type of special skills.,ui\00_message\ui\PawnSpSkill_res.gmd,\ui\menu_pawn_special_skill.arc,menu_pawn_special_skill.arc,13
2,album_msg_category,Category,Category,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,2
11,album_msg_conf_delete,写真を削除します。よろしいですか？,Deleting photo. Are you sure?,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,11
7,album_msg_date,<DATE>,<DATE>,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,7
6,album_msg_enfullsize,全画面表示,Fullscreen,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,6
1,album_msg_header_e,Photo Preview,Photo Preview,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,1
0,album_msg_header_j,プレビュー,Preview,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,0
13,album_msg_non_photo_up,撮影された写真がないため、投稿できません,No photos taken and therefore cannot be submitted,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,13
10,album_msg_num,<VAL>,<VAL>,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,10
3,album_msg_photo_num,アルバム保存枚数：,Number of albums saved:,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,3
12,album_msg_photo_up,写真の投稿,Post Photo,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,12
8,album_msg_separation,/,/,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,8
9,album_msg_time,<TIME>,<TIME>,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,9
5,album_msg_title_e,Photo Album,Photo Album,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,5
4,album_msg_title_j,アルバム,Album,ui\00_message\ui\PhotoAlbum_res.gmd,\ui\uGUIPhotoAlbum.arc,uGUIPhotoAlbum.arc,4
0,pu_msg_000,写真の投稿,Post Photo,ui\00_message\ui\Photo_Upload.gmd,\ui\uGUIPhotoUpload.arc,uGUIPhotoUpload.arc,0
1,pu_msg_001,撮影場所,Taken at,ui\00_message\ui\Photo_Upload.gmd,\ui\uGUIPhotoUpload.arc,uGUIPhotoUpload.arc,1
2,pu_msg_002,カテゴリ,Category,ui\00_message\ui\Photo_Upload.gmd,\ui\uGUIPhotoUpload.arc,uGUIPhotoUpload.arc,2
3,pu_msg_003,コメント,Comment,ui\00_message\ui\Photo_Upload.gmd,\ui\uGUIPhotoUpload.arc,uGUIPhotoUpload.arc,3
4,pu_msg_004,写真送信中,Photo being sent,ui\00_message\ui\Photo_Upload.gmd,\ui\uGUIPhotoUpload.arc,uGUIPhotoUpload.arc,4
5,pu_msg_005,電源を切らないでください,Do not switch off the power,ui\00_message\ui\Photo_Upload.gmd,\ui\uGUIPhotoUpload.arc,uGUIPhotoUpload.arc,5
7,pu_msg_006,送信が完了しました,Transmission complete,ui\00_message\ui\Photo_Upload.gmd,\ui\uGUIPhotoUpload.arc,uGUIPhotoUpload.arc,7
8,pu_msg_007,投稿,Post,ui\00_message\ui\Photo_Upload.gmd,\ui\uGUIPhotoUpload.arc,uGUIPhotoUpload.arc,8
9,pu_msg_008,通信中のため、投稿できません,Unable to post due to communication error,ui\00_message\ui\Photo_Upload.gmd,\ui\uGUIPhotoUpload.arc,uGUIPhotoUpload.arc,9
6,pu_msg_009,"現在サーバーが混み合っています
しばらく経ってから再度お試しください","The server is currently busy. Please try again in
a while.",ui\00_message\ui\Photo_Upload.gmd,\ui\uGUIPhotoUpload.arc,uGUIPhotoUpload.arc,6
0,PlatformWord_Controller,コントローラー,Controller,ui\00_message\ui\PlatformWord_win.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,PlatformWord_PlatformName,PC,PC,ui\00_message\ui\PlatformWord_win.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
12,pop_detail_1stack_bag,アイテムバッグ1枠スタック数：,Item Bag Stack Maximum:,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,12
8,pop_detail_G,G,G,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,8
9,pop_detail_LV,LV.,LV.,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,9
23,pop_detail_add_status_1,Add Status,Add Status,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,23
24,pop_detail_add_status_2,Limit Bonus,Limit Bonus,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,24
26,pop_detail_add_status_5,Special Bonus,Special Bonus,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,26
25,pop_detail_add_status_34,Fusion Bonus,Fusion Bonus,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,25
1,pop_detail_bazaar,バザー,Bazaar,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,1
30,pop_detail_bbi_001,Unparsable,Unparsable,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,30
31,pop_detail_bbi_002,<COL ffdc78>？？？（入手すると判明します）</COL>,<COL ffdc78>??? (identified when obtained)</COL>,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,31
6,pop_detail_caption,Details,Details,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,6
13,pop_detail_comparison_eq,比較装備：,Equip Compare:,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,13
5,pop_detail_craft,Craft,Craft Menu,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,5
11,pop_detail_eq_crest_slot,装着クレスト：スロット,Equipped Crest: Slot,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,11
0,pop_detail_item_rank,Item Rank,Item Rank,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,0
2,pop_detail_ok,OK,Confirm,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,2
3,pop_detail_powerup_point,強化ポイント,Enhancement,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,3
7,pop_detail_sale,売却額,Sell,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,7
17,pop_detail_shop_aggregate1,集計開始まであと,Tally Starts:,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,17
18,pop_detail_shop_aggregate2,集計終了まであと,Tally Ends:,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,18
19,pop_detail_shop_aggregate3,集計終了しました,Tally Ended:,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,19
15,pop_detail_shop_conditions,購入条件,Purchase Requirements,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,15
16,pop_detail_shop_deadline,販売終了まであと,Sale Ends:,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,16
27,pop_detail_shop_deadline_01,販売開始まであと,Sale starting soon,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,27
28,pop_detail_shop_deadline_02,販売終了,Sale Ended,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,28
29,pop_detail_shop_deadline_03,販売中,Now on Sale,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,29
14,pop_detail_shop_stock,ショップ残り在庫数：,Remaining Shop Stock:,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,14
20,pop_detail_shop_unlock_condition_3_1,(まだランキングは確定していません),(The rankings have not yet been finalised.),ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,20
21,pop_detail_shop_unlock_condition_3_2,(参加者はランキングボードを確認してください),(Participants should check the ranking board),ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,21
22,pop_detail_shop_unlock_condition_3_3,(最終結果%d位),(Final result %d Rank),ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,22
4,pop_detail_status,Status,Status,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,4
10,pop_detail_target,目玉報酬,Featured Rewards,ui\00_message\ui\PopDetail01_res.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,10
1,PopPartyMember_res_ButtonText,閉じる,Close,ui\00_message\ui\PopPartyMember_res.gmd,\ui\uGUIPopPartyMember.arc,uGUIPopPartyMember.arc,1
0,PopPartyMember_res_Title,パーティー詳細,Party List,ui\00_message\ui\PopPartyMember_res.gmd,\ui\uGUIPopPartyMember.arc,uGUIPopPartyMember.arc,0
18,RIM_POP_MSG_BTN_SEARCH,検索する,Search,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,18
4,RIM_POP_MSG_CHARACTER_M_CHARACTER,性別,Gender,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,4
25,RIM_POP_MSG_CHARACTER_M_IR,アイテムランク指定,Specify Item Rank,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,25
1,RIM_POP_MSG_CHARACTER_M_JOB,ジョブ,Vocation,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,1
2,RIM_POP_MSG_CHARACTER_M_LV,ジョブレベル指定,Specify Vocation Level,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,2
3,RIM_POP_MSG_CHARACTER_M_SKILL,スキル,Skills,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,3
0,RIM_POP_MSG_HEADER_M_HEADER,検索条件,Search Criteria,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,0
5,RIM_POP_MSG_M_ALL,全て,All,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,5
19,RIM_POP_MSG_M_DOWN,以下,or less,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,19
20,RIM_POP_MSG_M_GENDER_ALL,指定なし,All,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,20
22,RIM_POP_MSG_M_GENDER_FEMALE,女性,F,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,22
21,RIM_POP_MSG_M_GENDER_MALE,男性,M,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,21
6,RIM_POP_MSG_M_UP,以上,or more,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,6
16,RIM_POP_MSG_OWNER_M_FAMILY,Family Name,Last Name,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,16
15,RIM_POP_MSG_OWNER_M_FIRST,First Name,First Name,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,15
14,RIM_POP_MSG_OWNER_M_OWNER,オーナー名の指定,Owner Name,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,14
17,RIM_POP_MSG_OWNER_M_PAWN,ポーンの名前を指定,Pawn Name,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,17
24,RIM_POP_MSG_SEARCH_CRAFTSKILL,クラフトスキル,Craft Skills,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,24
26,RIM_POP_MSG_SEARCH_DRASKILL,ドラゴンアビリティ,Dragon Ability,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,26
23,RIM_POP_MSG_SEARCH_JOB,ジョブ,Vocation,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,23
7,RIM_POP_MSG_SKILL_M_LV,クラフトレベル,Craft Level,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,7
8,RIM_POP_MSG_SKILL_M_SKILL00,クラフトスキル,Craft Skills,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,8
9,RIM_POP_MSG_SKILL_M_SKILL01,生産作業スピード,Production Speed,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,9
10,RIM_POP_MSG_SKILL_M_SKILL02,装備の強化技術,Equipment Enhancement,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,10
11,RIM_POP_MSG_SKILL_M_SKILL03,高品質装備の作成力,Equipment Quality,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,11
12,RIM_POP_MSG_SKILL_M_SKILL04,消耗品の生産数アップ,Consumable Quantity,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,12
13,RIM_POP_MSG_SKILL_M_SKILL05,コストパフォーマンス,Cost Performance,ui\00_message\ui\PopRimStone_res.gmd,\ui\uGUIPopRimStone.arc,uGUIPopRimStone.arc,13
38,REWARD_MSG_ALL_DELETE,報酬を売却しました,Rewards have been sold.,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,38
26,REWARD_MSG_ANNOUNCE_QCLEAR,クエスト報酬が報酬ボックスに入りました,"Quest rewards have been placed into your storage
box.",ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,26
16,REWARD_MSG_BUTTON_ALLGET,全て受け取る,Take All,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,16
18,REWARD_MSG_BUTTON_CANCEL,キャンセル,Cancel,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,18
17,REWARD_MSG_BUTTON_END,一部受け取る,Receive Partial,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,17
40,REWARD_MSG_GM_TITLE_SUB,グランドミッション最終報酬受け取り,Grand Mission Final Rewards Received,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,40
31,REWARD_MSG_KIND_BORDER,累計スコア報酬,Total Score Rewards,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,31
32,REWARD_MSG_KIND_QUEST,クエスト報酬,Quest Reward,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,32
30,REWARD_MSG_KIND_RANKING,ランキング報酬,Ranking Reward,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,30
36,REWARD_MSG_KIND_SUPPORT,アシスト報酬,Assist Reward,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,36
0,REWARD_MSG_LB_CONTENTS,Contents,Contents,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,0
4,REWARD_MSG_LB_POCKET_BO,所持ブラッドオーブ,Blood Orbs,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,4
2,REWARD_MSG_LB_POCKET_G,所持金,Money in Possession,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,2
3,REWARD_MSG_LB_POCKET_R,所持リム,Rift Crystals in Possession,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,3
1,REWARD_MSG_LB_REWARD_NUMBER,報酬件数：,Reward Total:,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,1
5,REWARD_MSG_LB_SOUKO,保管ボックス,Storage Box,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,5
10,REWARD_MSG_LB_STUFF,<VAL>/100,<VAL>/100,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,10
23,REWARD_MSG_NO,いいえ,Cancel,ui\00_message\ui\QuestReward_res.gmd,\ui\uGUIQuestReward.arc,uGUIQuestReward.arc,23
