0,,トモスコロモス,Tomos Chromos,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5357,
0,,ハーテンクリンガ,Hartenklinger,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5386,
0,,ハーテンクリンガ,Hartenklinger,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5387,
0,,チェストブレイカー,Chestbreaker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5388,
0,,チェストブレイカー,Chestbreaker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5389,
0,,チェストブレイカー,Chestbreaker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5390,
0,,チェストブレイカー,Chestbreaker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5391,
0,,チェストブレイカー,Chestbreaker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5392,
0,,ダインスレイフ,Dáinsleif,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5393,
0,,ダインスレイフ,Dáinsleif,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5394,
0,,ダインスレイフ,Dáinsleif,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5395,
0,,ダインスレイフ,Dáinsleif,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5396,
0,,ダインスレイフ,Dáinsleif,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5397,
0,,ビーストシンボル,Beast Symbol,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5398,
0,,ビーストシンボル,Beast Symbol,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5399,
0,,ビーストシンボル,Beast Symbol,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5400,
0,,ビーストシンボル,Beast Symbol,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5401,
0,,ビーストシンボル,Beast Symbol,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5402,
0,,アナザーディメンション,Another Dimension,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5403,
0,,アナザーディメンション,Another Dimension,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5404,
0,,アナザーディメンション,Another Dimension,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5405,
0,,アナザーディメンション,Another Dimension,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5406,
0,,アナザーディメンション,Another Dimension,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5407,
0,,アルビオン,Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5408,
0,,アルビオン,Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5409,
0,,アルビオン,Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5410,
0,,アルビオン,Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5411,
0,,アルビオン,Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5412,
0,,カロシタス,Callositas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5413,
0,,カロシタス,Callositas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5414,
0,,カロシタス,Callositas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5415,
0,,カロシタス,Callositas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5416,
0,,カロシタス,Callositas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5417,
0,,フェルムグラウィス,Ferrum Gravis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5418,
0,,フェルムグラウィス,Ferrum Gravis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5419,
0,,フェルムグラウィス,Ferrum Gravis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5420,
0,,フェルムグラウィス,Ferrum Gravis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5421,
0,,フェルムグラウィス,Ferrum Gravis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5422,
0,,メメントモリ,Memento Mori,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5423,
0,,メメントモリ,Memento Mori,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5424,
0,,メメントモリ,Memento Mori,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5425,
0,,メメントモリ,Memento Mori,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5426,
0,,メメントモリ,Memento Mori,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5427,
0,,ロボストゥム,Robustum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5428,
0,,ロボストゥム,Robustum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5429,
0,,ロボストゥム,Robustum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5430,
0,,ロボストゥム,Robustum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5431,
0,,ロボストゥム,Robustum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5432,
0,,アエテルニタス,Aeternitas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5433,
0,,アエテルニタス,Aeternitas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5434,
0,,アエテルニタス,Aeternitas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5435,
0,,アエテルニタス,Aeternitas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5436,
0,,アエテルニタス,Aeternitas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5437,
0,,ホネスタティス,Honestatis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5438,
0,,ホネスタティス,Honestatis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5439,
0,,ホネスタティス,Honestatis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5440,
0,,ホネスタティス,Honestatis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5441,
0,,ホネスタティス,Honestatis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5442,
0,,ベラトール,Bellator,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5443,
0,,ベラトール,Bellator,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5444,
0,,ベラトール,Bellator,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5445,
0,,ベラトール,Bellator,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5446,
0,,ベラトール,Bellator,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5447,
0,,アニスペクティドホース,Unexpected Force,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5448,
0,,アニスペクティドホース,Unexpected Force,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5449,
0,,アニスペクティドホース,Unexpected Force,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5450,
0,,アニスペクティドホース,Unexpected Force,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5451,
0,,アニスペクティドホース,Unexpected Force,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5452,
0,,フェイタスグランス,Fates' Glance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5453,
0,,フェイタスグランス,Fates' Glance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5454,
0,,フェイタスグランス,Fates' Glance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5455,
0,,フェイタスグランス,Fates' Glance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5456,
0,,フェイタスグランス,Fates' Glance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5457,
0,,ウェリタス,Veritas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5458,
0,,ウェリタス,Veritas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5459,
0,,ウェリタス,Veritas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5460,
0,,ウェリタス,Veritas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5461,
0,,ウェリタス,Veritas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5462,
0,,アニムス,Animus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5463,
0,,アニムス,Animus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5464,
0,,アニムス,Animus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5465,
0,,アニムス,Animus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5466,
0,,アニムス,Animus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5467,
0,,テスタメントスケイル,Testament Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5468,
0,,テスタメントスケイル,Testament Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5469,
0,,テスタメントスケイル,Testament Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5470,
0,,テスタメントスケイル,Testament Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5471,
0,,テスタメントスケイル,Testament Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5472,
0,,ウィクトル,Victor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5473,
0,,ウィクトル,Victor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5474,
0,,ウィクトル,Victor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5475,
0,,ウィクトル,Victor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5476,
0,,ウィクトル,Victor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5477,
0,,アルカヌム,Arcanum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5478,
0,,アルカヌム,Arcanum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5479,
0,,アルカヌム,Arcanum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5480,
0,,アルカヌム,Arcanum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5481,
0,,アルカヌム,Arcanum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5482,
0,,ケントゥリア,Centuria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5483,
0,,ケントゥリア,Centuria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5484,
0,,ケントゥリア,Centuria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5485,
0,,ケントゥリア,Centuria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5486,
0,,ケントゥリア,Centuria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5487,
0,,アダマント,Adamant,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5488,
0,,アダマント,Adamant,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5489,
0,,アダマント,Adamant,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5490,
0,,アダマント,Adamant,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5491,
0,,アダマント,Adamant,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5492,
0,,オスティウム,Ostium,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5493,
0,,オスティウム,Ostium,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5494,
0,,オスティウム,Ostium,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5495,
0,,オスティウム,Ostium,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5496,
0,,オスティウム,Ostium,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5497,
0,,ポルタイルーキス,Portae Lucis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5498,
0,,ポルタイルーキス,Portae Lucis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5499,
0,,ポルタイルーキス,Portae Lucis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5500,
0,,ポルタイルーキス,Portae Lucis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5501,
0,,ポルタイルーキス,Portae Lucis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5502,
0,,ローレムクビト,Rorem Cubito,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5503,
0,,ローレムクビト,Rorem Cubito,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5504,
0,,ローレムクビト,Rorem Cubito,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5505,
0,,ローレムクビト,Rorem Cubito,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5506,
0,,ローレムクビト,Rorem Cubito,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5507,
0,,ブラチウムスピリタス,Brachium Spiritus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5508,
0,,ブラチウムスピリタス,Brachium Spiritus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5509,
0,,ブラチウムスピリタス,Brachium Spiritus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5510,
0,,ブラチウムスピリタス,Brachium Spiritus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5511,
0,,ブラチウムスピリタス,Brachium Spiritus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5512,
0,,ソリテューデ,Solitude,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5513,
0,,ソリテューデ,Solitude,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5514,
0,,ソリテューデ,Solitude,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5515,
0,,ソリテューデ,Solitude,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5516,
0,,ソリテューデ,Solitude,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5517,
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5518,
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5519,
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5520,
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5521,
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5522,
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5523,
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5524,
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5525,
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5526,
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5527,
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5528,
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5529,
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5530,
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5531,
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5532,
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5533,
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5534,
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5535,
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5536,
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5537,
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5538,
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5539,
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5540,
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5541,
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5542,
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5543,
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5544,
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5545,
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5546,
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5547,
0,,ディアマンテス用大杖,Diamantes Large Cane,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5548,
0,,ベネフィットソード,Benefit Sword,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5549,
0,,ベネフィットウォール,Benefit Wall,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5550,
0,,ベネフィットボウ,Benefit Bow,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5551,
0,,ベネフィットスタッフ,Benefit Staff,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5552,
0,,人敵用_wp300000_1,For human enemy_wp300000_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5553,
0,,人敵用_wp300003_2,For human enemy_wp300003_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5554,
0,,人敵用_wp302006_2,For human enemy_wp302006_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5555,
0,,人敵用_wp303000_2,For human enemy_wp303000_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5556,
0,,人敵用_wp303005_2,For human enemy_wp303005_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5557,
0,,人敵用_wp305000_1,For human enemy_wp305000_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5558,
0,,人敵用_wp305009_2,For human enemy_wp305009_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5559,
0,,人敵用_wp306000_2,For human enemy_wp306000_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5560,
0,,人敵用_wp306007_1,For human enemy_wp306007_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5561,
0,,人敵用_wp310000_1,For human enemies_wp310000_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5562,
0,,人敵用_wp310006_2,For human enemy_wp310006_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5563,
0,,人敵用_wp311000_1,For human enemy_wp311000_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5564,
0,,人敵用_wp311005_3,For human enemies_wp311005_3,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5565,
0,,人敵用_wp302000_2,For human enemy_wp302000_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5566,
0,,人敵用_wp301009_4,For human enemies_wp301009_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5567,
0,,人敵用_wp302007_4,For human enemy_wp302007_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5568,
0,,人敵用_wp303007_4,For human enemy_wp303007_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5569,
0,,人敵用_wp305008_4,For human enemy_wp305008_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5570,
0,,人敵用_wp306015_4,For human enemy_wp306015_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5571,
0,,人敵用_wp310009_4,For human enemy_wp310009_4,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5572,
