"19","RIM_POP_MSG_M_DOWN","以下","or less","ui\00_message\ui\PopRimStone_res.gmd","\ui\uGUIPopRimStone.arc","uGUIPopRimStone.arc","19"
"59","QUEST_MSG_SELECT_REWARD","選択報酬 (1つ選択)","Select Reward (1)","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","59"
"60","QUEST_MSG_NOTHING","現在受注しているクエストはありません","There are currently no quests available.","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","60"
"61","QUEST_MSG_NUMBER","No.<VAL>","No.<VAL>","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","61"
"62","QUEST_MSG_REPLAY_XP_UP","経験値アップ","Experience Point Up","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","62"
"63","QUEST_MSG_REPLAY_AP_UP","エリアポイントアップ","Area Point Up","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","63"
"64","QUEST_MSG_REPLAY_RIM_UP","リムアップ","Rift Crystal Up","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","64"
"65","QUEST_MSG_REPLAY_GOLD_UP","ゴールドアップ","Gold Up","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","65"
"66","QUEST_MSG_REPLAY_SLOT_UP","ランダム報酬枠増加","Random Reward Up","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","66"
"67","QUEST_MSG_CONFIRM_QUEST_CANCEL","クエストを破棄しますか？

※破棄したクエストは白竜神殿などの
　拠点に入りなおすと再受注可能になります","Are you sure you want to cancel this quest?

※破棄したクエストは白竜神殿などの
拠点に入りなおすと再受注可能になります","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","67"
"68","QUEST_MSG_CONFIRM_QUEST_ORDER","クエストを受注します
よろしいですか？","Will you accept the quest?","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","68"
"69","QUEST_MSG_MENU_ORDER","クエスト受注","Quest Order","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","69"
"70","QUEST_MSG_SUPPORT_REWARD","アシスト報酬","Assist Reward","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","70"
"71","QUEST_MSG_BONUS_REWARD_XP","経験値報酬が%2.1f倍（%s）","x%2.1f Experience Point reward (%s)","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","71"
"72","QUEST_MSG_BONUS_REWARD_AP","エリアポイント報酬が%2.1f倍（%s）","x%2.1f Area Point reward (%s)","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","72"
"73","QUEST_MSG_BONUS_REWARD_RIM","リム報酬が%2.1f倍（%s）","x%2.1f Rift reward (%s)","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","73"
"74","QUEST_MSG_BONUS_REWARD_GOLD","ゴールド報酬が%2.1f倍（%s）","x%2.1f Gold reward (%s)","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","74"
"75","QUEST_MSG_BONUS_REWARD_RANDOM","ランダム報酬枠が%d増加（%s）","Random rewards increased by %d (%s)","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","75"
"76","QUEST_MSG_BONUS_CHANCE_NUMBER","ボーナス発生まで%d回","bonus after %d clears","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","76"
"77","QUEST_MSG_BONUS_TIME","ボーナス発生中","bonus active","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","77"
"78","QUEST_MSG_OPTION_COURSE","<OPCS>","<OPCS>","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","78"
"79","QUEST_MSG_NOTION_WAITING","リーダーが受注時に受注待ちは解除できます","The leader can cancel the pending quest when
accepting.","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","79"
"80","QUEST_MSG_NOTION_DISABLE_PT","「パーティークエスト情報」では使用できません","Cannot be used in 'Party Quest Information'","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","80"
"81","QUEST_MSG_NOTE_COLLISION_PROC","リーダーとクエスト進行状況が一致していないため進行不可","You cannot continue because your progress is
different than the party leader","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","81"
"82","QUEST_MSG_ORDERED_OVER","クエスト受注数オーバー（クエストクリア/破棄で受注可）","You have reached your limit on quests (you must
clear/cancel quests).","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","82"
"83","QUEST_MSG_PARTYB_ON1","パーティークリアボーナス対象","Party Clear Bonus Target","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","83"
"84","QUEST_MSG_PARTYB_OFF1","パーティークリアボーナス対象(取得済)","Party Clear Bonus Target (already acquired)","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","84"
"85","QUEST_MSG_PARTYB_ON2","クリア報酬（アイテム以外）が最大<VAL>倍！","Clear rewards (other than items) increased by
x<VAL>!","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","85"
"86","QUEST_MSG_PARTYB_OFF2","クリア報酬（アイテム以外）が最大<VAL>倍！
ブラッドオーブが<VAL>個獲得！","Clear rewards (other than items) increased by
x<VAL>!
ブラッドオーブが<VAL>個獲得！","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","86"
"87","QUEST_MSG_RAIDB_TITLE","スコア倍率ボーナス","Score Multiplier Bonus","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","87"
"88","QUEST_MSG_RAIDb_BODY","<VAL>倍からスタート","Starting from <VAL>.","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","88"
"89","QUEST_MSG_OUT_LEADER","リーダーが不在のため進行／受注不可","Progress/Acceptance not possible due to the
absence of the leader","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","89"
"90","QUEST_MSG_RANDOM_REWARD","ランダム報酬","Random Reward","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","90"
"91","QUEST_MSG_TIME_LIMIT","配信終了まで","Time Limit","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","91"
"92","QUEST_MSG_NOTHING_0","---","---","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","92"
"93","QUEST_MSG_LEADER_CONDITION","リーダーが受注条件を満たしていません","Leader does not meet the conditions","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","93"
"94","QUEST_MSG_AREA_BONUS","ボードボーナスでクリア時の報酬が最大<VAL>倍！","Clear reward increased by x<VAL> with board bonus!","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","94"
"95","QUEST_MSG_LEADER_PROGRESS","リーダーが進行条件を満たしていません","The Leader does not meet the progress conditions.","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","95"
"96","QUEST_MSG_BN_UNDETECTED1","未公開ボーナス(取得済)","Hidden Bonus (acquired)","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","96"
"97","QUEST_MSG_BN_TIMEBONUS","タイムボーナス","Time Bonus","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","97"
"98","QUEST_MSG_BONUS_REWARD_TIMEBONUS","スコア倍率が最大<VAL>倍！","The score multiplier is at its maximum, <VAL>
times!","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","98"
"99","QUEST_MSG_PARTY_LARGE","特定のコンテンツ中は進行できません","Cannot progress during certain content","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","99"
"100","QUEST_MSG_SELECT_REWARD_ONLY_ONE","選択報酬","Select Reward","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","100"
"101","QUEST_MSG_BONUS_REWARD_DAILY","１日１回「基本報酬」
レア素材入手可能！","Once daily ""Basic Reward""
Rare material available!","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","101"
"102","QUEST_MSG_BN_DAILY","デイリーボーナス","Daily Bonus","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","102"
"103","QUEST_MSG_ENEMYINFO","魔物情報","Enemies","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","103"
"104","QUEST_MSG_DELIVERYINFO","クリアに必要な納品情報","Delivery Required","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","104"
"105","QUEST_MSG_BN_ROOT","ボーナス報酬","Bonus Reward","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","105"
"106","QUEST_MSG_BONUS_ROOT","成功時に報酬を追加付与","Additional reward granted upon success","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","106"
"107","QUEST_MSG_CLAN_QUEST_TITLE_EN","Clan Quest","Clan Quest","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","107"
"108","QUEST_MSG_CLAN_QUEST_TITLE_JP","クランクエスト","Clan Quest","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","108"
"109","QUEST_MSG_CLAN_QUEST_CAP_ENABLE_CLEAR","CP報酬の有効クリア回数","CP reward clear count","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","109"
"110","QUEST_MSG_CLAN_QUEST_NUM_ENABLE_CLEAR","%d / %d 回","%d / %d times","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","110"
"111","QUEST_MSG_WQ_UNRELEASED_AREA","対象エリアのワールドクエストが未解放のため受注不可","World Quests in the designated area are
unavailable for acceptance due to being locked.","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","111"
"112","QUEST_MSG_SP_ALLCLEAR_BTN","一括クリア","All Clear","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","112"
"113","QUEST_MSG_SP_ALLCLEAR_ERR_01","すべてのクエストがクリア状態のため、使用できません","All quests have already been cleared","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","113"
"114","QUEST_MSG_SP_ALLCLEAR_DIALOG_CONF","このクエストボードから配信されている
すべてのクエストを一括してクリア状態にします
<COL ffdc78>黄金石<VAL>個</COL>を消費して、一括クリアしますか？
(所持数：<VAL>)","All quests delivered from this Quest Board
can be cleared.
Are you sure you want to use
<COL ffdc78><VAL> Golden Gemstone</COL> to clear
all quests?
(Have: <VAL>)","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","114"
"115","QUEST_MSG_SP_ALLCLEAR_DIALOG_LACK","黄金石が不足しています
一括クリアするには<COL ffdc78>黄金石<VAL>個</COL>が必要です
(所持数：<VAL>)","You do not have enough Golden Gemstones.
To bulk clear, you need <COL ffdc78><VAL> Golden
Gemstone(s)</COL>.
(Currently owned: <VAL>)","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","115"
"116","QUEST_MSG_SP_ALLCLEAR_DIALOG_GOTO_ONLINESHOP","オンラインショップを開く","Open online shop","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","116"
"117","QUEST_MSG_ASSIST_ACCEPT","条件を満たしていないためアシスト状態で受注可","Because you do not meet the conditions, the quest
will be accepted in assist mode.","ui\00_message\ui\Quest_res.gmd","\ui\uGUIPopRmcQuestInfo.arc","uGUIPopRmcQuestInfo.arc","117"
