0,q20080000_00_181,麗しの古酒,The Lovely Vintage,ui\00_message\quest_info\q20080000_00.gmd,\quest\q20080000.arc,q20080000.arc,0
1,q20085003_00_193,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085003_00.gmd,\quest\q20085003.arc,q20085003.arc,1
2,q20085003_00_193,"<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","According to reports from <NAME AREA>, 
enemy forces have temporarily increased, 
and the situation is quite dangerous.",ui\00_message\quest_info\q20085003_00.gmd,\quest\q20085003.arc,q20085003.arc,2
3,q20085003_00_193,"この土地はね
多くの危険で溢れているんだ
街道にだって、今は魔物がはびこる始末さ
だからといって、負けてられやしやしないよ
さぁ、手を貸して頂戴
まずは街道の掃除からはじめるわよ","This area is full of dangers.
The roads are currently plagued by monsters.
But that doesn't mean we can surrender.
So, lend me a hand, will you?
Let's start by cleaning up the roads.",ui\00_message\quest_info\q20085003_00.gmd,\quest\q20085003.arc,q20085003.arc,3
4,q20085003_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085003_00.gmd,\quest\q20085003.arc,q20085003.arc,4
0,q20085004_00_194,立ちはだかる魔像,The Obstructing Evil Statue,ui\00_message\quest_info\q20085004_00.gmd,\quest\q20085004.arc,q20085004.arc,0
1,q20085004_00_194,"依頼者の願いを聞き入れ
対象の敵を討伐する","Listen to the client's request
and defeat the enemy.",ui\00_message\quest_info\q20085004_00.gmd,\quest\q20085004.arc,q20085004.arc,1
2,q20085004_00_194,"<NAME AREA>は
ここ数日異様な気配に満ちているらしい","<NAME AREA> seems to be filled
with an unusual atmosphere these past few days.",ui\00_message\quest_info\q20085004_00.gmd,\quest\q20085004.arc,q20085004.arc,2
3,q20085004_00_194,"突然すっごい地響きがしたわけ！
でさ、振り返ったら、何かでっかい魔物が
両手をひろげてこっちに向かってきたの！
もう私びっくりしちゃったわけ
猛烈に走って逃げられはしたけど
途中で転んで足を怪我したの、ひどいでしょ","Suddenly, there was a huge rumble!
When I turned around, a massive monster
was coming towards us with its arms outstretched!
I was totally shocked. I managed to run away fast,
but I tripped and injured my leg along the way. 
Oh, it's all just so awful.",ui\00_message\quest_info\q20085004_00.gmd,\quest\q20085004.arc,q20085004.arc,3
6,q20085004_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20085004_00.gmd,\quest\q20085004.arc,q20085004.arc,6
5,q20085004_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085004_00.gmd,\quest\q20085004.arc,q20085004.arc,5
4,q20085004_00_1137,魔像の正体を暴く,Uncover the true nature of the magic statue,ui\00_message\quest_info\q20085004_00.gmd,\quest\q20085004.arc,q20085004.arc,4
0,q20085005_00_195,不毛なる黒翼,The Barren Black Wings,ui\00_message\quest_info\q20085005_00.gmd,\quest\q20085005.arc,q20085005.arc,0
1,q20085005_00_195,"依頼者の願いを聞き入れ
対象の敵を討伐する","Listen to the client's request
and defeat the enemy.",ui\00_message\quest_info\q20085005_00.gmd,\quest\q20085005.arc,q20085005.arc,1
2,q20085005_00_195,"<NAME AREA>方面から
原因不明の怪音や震動が続いているとの報せがあった","There have been reports of unexplained noises 
and tremors in the regions around
<NAME AREA>",ui\00_message\quest_info\q20085005_00.gmd,\quest\q20085005.arc,q20085005.arc,2
3,q20085005_00_195,"家で育てているピーちゃんをね、
もっともっと大きくしたようなのを見たの
おばあちゃんに言ったら、
ピーちゃんのお母さんを見たのかもねって
でもね、ピーちゃんはあんなに真っ黒じゃないし
あんなに怖い顔もしてないの――","I saw something like a much 
bigger version of my pet Pea.
When I told my grandmother, she said
maybe I saw Pea's mother.
But you see, Pea isn't that pitch-black,
and doesn't have such a scary face――",ui\00_message\quest_info\q20085005_00.gmd,\quest\q20085005.arc,q20085005.arc,3
6,q20085005_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20085005_00.gmd,\quest\q20085005.arc,q20085005.arc,6
5,q20085005_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085005_00.gmd,\quest\q20085005.arc,q20085005.arc,5
4,q20085005_00_1139,指定の場所で魔物の正体を暴く,Search for the enemy at the specified location,ui\00_message\quest_info\q20085005_00.gmd,\quest\q20085005.arc,q20085005.arc,4
0,q20085006_00_196,襲い来るアギト,The Attacking Bite,ui\00_message\quest_info\q20085006_00.gmd,\quest\q20085006.arc,q20085006.arc,0
1,q20085006_00_196,"依頼者の願いを聞き入れ
対象の敵を討伐する","Listen to the client's request
and defeat the enemy.",ui\00_message\quest_info\q20085006_00.gmd,\quest\q20085006.arc,q20085006.arc,1
2,q20085006_00_196,"<NAME AREA>からの目撃情報を整理中
おそらく強力な魔物の関与が濃厚とされる","We are currently gathering eyewitness reports
from <NAME AREA>.
It is highly likely that it's due
to powerful enemy involvement.",ui\00_message\quest_info\q20085006_00.gmd,\quest\q20085006.arc,q20085006.arc,2
3,q20085006_00_196,"誰も近付きなさるな、あの場所には
遠き昔に滅びた一族が
暗き闇から呼び込んだ
人では到底、敵わない
恐ろしい墓守がおるのじゃからな","No one should approach that place.
An ancient clan, long gone,
summoned from the dark abyss
creatures no mere human can defeat.
There are terrifying tomb keepers there.",ui\00_message\quest_info\q20085006_00.gmd,\quest\q20085006.arc,q20085006.arc,3
6,q20085006_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20085006_00.gmd,\quest\q20085006.arc,q20085006.arc,6
5,q20085006_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085006_00.gmd,\quest\q20085006.arc,q20085006.arc,5
4,q20085006_00_1139,指定の場所で魔物の正体を暴く,Search for the enemy at the specified location,ui\00_message\quest_info\q20085006_00.gmd,\quest\q20085006.arc,q20085006.arc,4
0,q20085007_00_197,空っぽの名誉,Empty Honor,ui\00_message\quest_info\q20085007_00.gmd,\quest\q20085007.arc,q20085007.arc,0
1,q20085007_00_197,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085007_00.gmd,\quest\q20085007.arc,q20085007.arc,1
2,q20085007_00_197,"先日から<NAME AREA>で
怪しい影がうごめくのを見たと言う噂が広まっている","Rumors have been spreading lately that shadows
spotted in the dark have been moving suspiciously
in <NAME AREA>.",ui\00_message\quest_info\q20085007_00.gmd,\quest\q20085007.arc,q20085007.arc,2
3,q20085007_00_197,"ここじゃぁ物珍しくもないね
お化けなんて話はさ
この前もまだ、駆け出しのひよっこがさ
例の場所で見たって言うんだよ
ま、誰も確かめに行く気はないけどね","It's not out of the ordinary here.
Ghost stories, you know,
a novice even claimed to have spotted
something at that infamous spot recently.
However, no one seems interested in verifying it.",ui\00_message\quest_info\q20085007_00.gmd,\quest\q20085007.arc,q20085007.arc,3
4,q20085007_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085007_00.gmd,\quest\q20085007.arc,q20085007.arc,4
0,q20085008_00_198,死王の眷族,The Dead Lord's Retainers,ui\00_message\quest_info\q20085008_00.gmd,\quest\q20085008.arc,q20085008.arc,0
1,q20085008_00_198,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085008_00.gmd,\quest\q20085008.arc,q20085008.arc,1
2,q20085008_00_198,"いま<NAME AREA>に近づくなら
魔物の襲撃に備え万全を期した方がよさそうだ","If you're coming near 
<NAME AREA> at the moment, 
it's best to be fully prepared
for an enemy assault.",ui\00_message\quest_info\q20085008_00.gmd,\quest\q20085008.arc,q20085008.arc,2
3,q20085008_00_198,"人づてに聞いた話だがね
その昔、ここら一帯を束ねて新しい国を興そうと
もくろんだ男がいたそうだ
彼の配下には１１人の優れた戦士がいたそうだが
今でもさ、奴らを見たって噂が絶えないんだよ
あの場所でさ","I heard a story from someone that long ago,
there was a man who tried to unite the area
and establish a new nation.
He had eleven outstanding warriors 
under his command.
Even now, there are persistent rumors
about seeing them in that place.",ui\00_message\quest_info\q20085008_00.gmd,\quest\q20085008.arc,q20085008.arc,3
4,q20085008_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085008_00.gmd,\quest\q20085008.arc,q20085008.arc,4
0,q20085009_00_266,いにしえよりの執念,An Ancient Perseverance,ui\00_message\quest_info\q20085009_00.gmd,\quest\q20085009.arc,q20085009.arc,0
1,q20085009_00_266,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085009_00.gmd,\quest\q20085009.arc,q20085009.arc,1
2,q20085009_00_266,"<NAME AREA>は
ここ数日異様な気配に満ちているらしい","<NAME AREA> seems to be filled
with an unusual atmosphere these past few days.",ui\00_message\quest_info\q20085009_00.gmd,\quest\q20085009.arc,q20085009.arc,2
3,q20085009_00_266,"お集まりの紳士、淑女の皆様方
カーニバルの始まりでございます
生けるものと死するもの
仲良くお手を取り合って、ダンスをお楽しみください
最後までお付き合い頂けた素敵な方々には
素晴らしいご褒美を用意してございます","Gentlemen and ladies gathered here,
the carnival is about to begin.
The living and the dead are invited to join hands
and enjoy the dance together.
For those who stay until the end,
a splendid reward awaits.",ui\00_message\quest_info\q20085009_00.gmd,\quest\q20085009.arc,q20085009.arc,3
4,q20085009_00_806,遭遇した敵を討伐する,Defeat the encountered enemy,ui\00_message\quest_info\q20085009_00.gmd,\quest\q20085009.arc,q20085009.arc,4
0,q20085010_00_427,【緊急探索】財宝調査隊　ザンドラ東部,【Urgent Inspection】Eastern Zandora Treasure Expedition,ui\00_message\quest_info\q20085010_00.gmd,\quest\q20085010.arc,q20085010.arc,0
1,q20085010_00_427,"探索者の障害となる
魔物の討伐に協力する",Defeat the enemies hindering the explorer.,ui\00_message\quest_info\q20085010_00.gmd,\quest\q20085010.arc,q20085010.arc,1
