0,,エージェントタイツ,Agent Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19226
0,,セントリータイツ,Sentry Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19241
0,,ジャングルパンツ,Jungle Pants,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19242
0,,ジャングルパンツ,Jungle Pants,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19243
0,,ジャングルパンツ,Jungle Pants,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19244
0,,ジャングルパンツ,Jungle Pants,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19245
0,,ジャングルパンツ,Jungle Pants,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19246
0,,リベルバンデッド,Rebel Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19247
0,,リベルバンデッド,Rebel Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19248
0,,リベルバンデッド,Rebel Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19249
0,,リベルバンデッド,Rebel Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19250
0,,リベルバンデッド,Rebel Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19251
0,,ヴァイスホーズ,Vice Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19252
0,,ヴァイスホーズ,Vice Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19253
0,,ヴァイスホーズ,Vice Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19254
0,,ヴァイスホーズ,Vice Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19255
0,,ヴァイスホーズ,Vice Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19256
0,,タスクブレイカー,Taskbreaker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19257
0,,タスクブレイカー,Taskbreaker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19258
0,,タスクブレイカー,Taskbreaker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19259
0,,タスクブレイカー,Taskbreaker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19260
0,,タスクブレイカー,Taskbreaker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19261
0,,ランドウォーカー,Land Walker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19262
0,,ランドウォーカー,Land Walker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19263
0,,ランドウォーカー,Land Walker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19264
0,,ランドウォーカー,Land Walker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19265
0,,ランドウォーカー,Land Walker,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19266
0,,プルーフオブノビリティ,Proof of Nobility,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19267
0,,プルーフオブノビリティ,Proof of Nobility,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19268
0,,プルーフオブノビリティ,Proof of Nobility,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19269
0,,プルーフオブノビリティ,Proof of Nobility,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19270
0,,プルーフオブノビリティ,Proof of Nobility,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19271
0,,インビンシブルホーズ,Invincible Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19272
0,,インビンシブルホーズ,Invincible Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19273
0,,インビンシブルホーズ,Invincible Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19274
0,,インビンシブルホーズ,Invincible Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19275
0,,インビンシブルホーズ,Invincible Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19276
0,,エクストラホーズ,Extra Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19277
0,,エクストラホーズ,Extra Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19278
0,,エクストラホーズ,Extra Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19279
0,,エクストラホーズ,Extra Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19280
0,,エクストラホーズ,Extra Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19281
0,,ヘルズバンデッド,Hell's Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19282
0,,ヘルズバンデッド,Hell's Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19283
0,,ヘルズバンデッド,Hell's Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19284
0,,ヘルズバンデッド,Hell's Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19285
0,,ヘルズバンデッド,Hell's Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19286
0,,人敵用wl250007_0_０,wl250007_0_0 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19287
0,,ベネフィットホーズR,Benefit Hose R,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19288
0,,ベネフィットホーズR,Benefit Hose R,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19289
0,,ベネフィットホーズR,Benefit Hose R,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19290
0,,ベネフィットホーズR,Benefit Hose R,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19291
0,,ベネフィットホーズR,Benefit Hose R,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19292
0,,ベネフィットホーズ,Benefit Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19293
0,,人敵用wl250004_0_0,wl250004_0_0 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19294
0,,人敵用wl250004_0_１,wl250004_0_1 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19295
0,,人敵用wl250000_0_0,wl250000_0_0 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19296
0,,人敵用wlテスト１,wl test for human enemies1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19297
0,,NPC用_wl250000,For NPC_wl250000,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19298
0,,ネメシスレッグス,Nemesis Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19299
0,,ネメシスレッグス,Nemesis Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19300
0,,ネメシスレッグス,Nemesis Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19301
0,,ネメシスレッグス,Nemesis Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19302
0,,ネメシスレッグス,Nemesis Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19303
0,,執行者の脚衣【紅蓮】,Enforcer's Legwear (Crimson),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19304
0,,執行者の脚衣【紅蓮】,Enforcer's Legwear (Crimson),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19305
0,,執行者の脚衣【紅蓮】,Enforcer's Legwear (Crimson),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19306
0,,執行者の脚衣【紅蓮】,Enforcer's Legwear (Crimson),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19307
0,,執行者の脚衣【紅蓮】,Enforcer's Legwear (Crimson),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19308
0,,執行者の脚衣【月花】,Enforcer's Legwear (Moonflower),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19309
0,,執行者の脚衣【闇夜】,Enforcer's Legwear (Dark Night),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19310
0,,人敵用wl250002_1_1,wl250002_1_1 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19311
0,,人敵用wl250008_1_1,wl250008_1_1 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19312
0,,人敵用wl250010_1_1,wl250010_1_1 for human enemies,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19313
0,,人敵用wl250020_1_1,wl250020_1_1 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19314
0,,無形のアンダーパンツ,Invisible Underpants,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19315
0,,トラッドアンディーズ,Traditional Underwear,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19316
0,,トラッドアンディーズ,Traditional Underwear,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19317
0,,トラッドアンディーズ,Traditional Underwear,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19318
0,,トラッドアンディーズ,Traditional Underwear,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19319
0,,トラッドアンディーズ,Traditional Underwear,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19320
0,,ダッパーホーズ,Dapper Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19321
0,,ダッパーホーズ,Dapper Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19322
0,,ダッパーホーズ,Dapper Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19323
0,,ダッパーホーズ,Dapper Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19324
0,,ダッパーホーズ,Dapper Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19325
0,,タフネスバンデッド,Toughness Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19326
0,,タフネスバンデッド,Toughness Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19327
0,,タフネスバンデッド,Toughness Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19328
0,,タフネスバンデッド,Toughness Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19329
0,,タフネスバンデッド,Toughness Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19330
0,,マローニホーズ,Moroni Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19331
0,,マローニホーズ,Moroni Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19332
0,,マローニホーズ,Moroni Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19333
0,,マローニホーズ,Moroni Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19334
0,,マローニホーズ,Moroni Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19335
0,,シルキーストッキング,Silky Stockings,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19336
0,,シルキーストッキング,Silky Stockings,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19337
0,,シルキーストッキング,Silky Stockings,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19338
0,,シルキーストッキング,Silky Stockings,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19339
0,,シルキーストッキング,Silky Stockings,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19340
0,,フィーバーメタル,Fever Metal,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19341
0,,フィーバーメタル,Fever Metal,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19342
0,,フィーバーメタル,Fever Metal,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19343
0,,フィーバーメタル,Fever Metal,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19344
0,,フィーバーメタル,Fever Metal,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19345
0,,インペリアルホーズ,Imperial Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19346
0,,インペリアルホーズ,Imperial Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19347
0,,インペリアルホーズ,Imperial Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19348
0,,インペリアルホーズ,Imperial Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19349
0,,インペリアルホーズ,Imperial Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19350
0,,ブラックバンデージ,Black Bandages,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19351
0,,ブラックバンデージ,Black Bandages,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19352
0,,ブラックバンデージ,Black Bandages,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19353
0,,ブラックバンデージ,Black Bandages,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19354
0,,ブラックバンデージ,Black Bandages,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19355
0,,マーキスレッグス,Marquis Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19356
0,,マーキスレッグス,Marquis Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19357
0,,マーキスレッグス,Marquis Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19358
0,,マーキスレッグス,Marquis Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19359
0,,マーキスレッグス,Marquis Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19360
0,,翠緑の水着【下】,Vivid Green Swimsuit (Bottom),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19361
0,,藍青の水着【下】,Indigo Blue Swimsuit (Bottom),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19362
0,,紫紺の水着【下】,Bluish Purple Swimsuit (Bottom),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19363
0,,夜闇の水着【下】,Night Black Swimsuit (Bottom),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19364
0,,銀灰の水着【下】,Silver Gray Swimsuit (Bottom),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19365
0,,夕陽の水着【下】,Setting Sun Swimsuit (Bottom),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19366
0,,探求のバンデッド,Questing Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19367
0,,探求のバンデッド,Questing Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19368
0,,探求のバンデッド,Questing Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19369
0,,探求のバンデッド,Questing Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19370
0,,探求のバンデッド,Questing Banded,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19371
0,,勇士のホーズ,Hero's Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19372
0,,勇士のホーズ,Hero's Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19373
0,,勇士のホーズ,Hero's Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19374
0,,勇士のホーズ,Hero's Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19375
0,,勇士のホーズ,Hero's Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19376
0,,リーフタイド,Leaf Tied,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19377
0,,リーフタイド,Leaf Tied,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19378
0,,リーフタイド,Leaf Tied,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19379
0,,リーフタイド,Leaf Tied,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19380
0,,リーフタイド,Leaf Tied,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19381
0,,フィンダミアアンディーズ,Phindymian Underwear,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19382
0,,フィンダミアアンディーズ,Phindymian Underwear,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19383
0,,フィンダミアアンディーズ,Phindymian Underwear,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19384
0,,フィンダミアアンディーズ,Phindymian Underwear,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19385
0,,フィンダミアアンディーズ,Phindymian Underwear,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19386
0,,パリィドタイツ,Pallid Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19387
0,,パリィドタイツ,Pallid Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19388
0,,パリィドタイツ,Pallid Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19389
0,,パリィドタイツ,Pallid Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19390
0,,パリィドタイツ,Pallid Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19391
0,,鈍色のボトムス,Dark Gray Bottoms,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19392
0,,鈍色のボトムス,Dark Gray Bottoms,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19393
0,,鈍色のボトムス,Dark Gray Bottoms,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19394
0,,鈍色のボトムス,Dark Gray Bottoms,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19395
0,,鈍色のボトムス,Dark Gray Bottoms,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19396
0,,ホーリーレッグス,Holy Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19397
0,,ホーリーレッグス,Holy Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19398
0,,ホーリーレッグス,Holy Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19399
0,,ホーリーレッグス,Holy Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19400
0,,ホーリーレッグス,Holy Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19401
0,,アズールホーズ,Azure Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19402
0,,アズールホーズ,Azure Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19403
0,,アズールホーズ,Azure Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19404
0,,アズールホーズ,Azure Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19405
0,,アズールホーズ,Azure Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19406
0,,デュークレッグス【闇夜】,Duke Legs (Dark Night),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19407
0,,デュークレッグス【月花】,Duke Legs (Moonflower),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19408
0,,NPC用_ハロウィン男_W脚,For NPC_Halloween man_W leg,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19409
0,,NPC用_ハロウィン女_W脚,For NPC_Halloween woman_W leg,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19410
0,,NPC用_クリスマスW脚１,For NPC_Christmas W leg 1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19411
0,,NPC用_クリスマスW脚２,For NPC_Christmas W leg 2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19412
0,,クリスマスレッグス,Christmas Legs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19413
0,,クリスマスレッグス【白】,Christmas Legs (White),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19414
0,,アラベスクバックス,Arabesque Backs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19415
0,,アラベスクバックス,Arabesque Backs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19416
0,,アラベスクバックス,Arabesque Backs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19417
0,,アラベスクバックス,Arabesque Backs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19418
0,,アラベスクバックス,Arabesque Backs,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19419
0,,ビヤーバーンタイツ,Biyabaan Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19420
0,,ビヤーバーンタイツ,Biyabaan Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19421
0,,ビヤーバーンタイツ,Biyabaan Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19422
0,,ビヤーバーンタイツ,Biyabaan Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19423
0,,ビヤーバーンタイツ,Biyabaan Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19424
0,,アッカリアホーズ,Acrean Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19425
0,,アッカリアホーズ,Acrean Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19426
0,,アッカリアホーズ,Acrean Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19427
0,,アッカリアホーズ,Acrean Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19428
0,,アッカリアホーズ,Acrean Hose,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19429
0,,魅惑の水着・下【輝ける黄金】,Alluring Swimsuit Bottom (Glittering Gold),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19430
0,,アスケルタイツ,Asker Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19431
0,,アスケルタイツ,Asker Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19432
0,,アスケルタイツ,Asker Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19433
0,,アスケルタイツ,Asker Tights,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19434
