ACHIEVEMENT_NAME_590,小鬼退治Ⅰ,Goblin Extermination I,,
ACHIEVEMENT_NAME_591,小鬼退治Ⅱ,Goblin Extermination II,,
ACHIEVEMENT_NAME_592,小鬼退治Ⅲ,Goblin Extermination III,,
ACHIEVEMENT_NAME_608,亜人ハンターⅠ,Demihuman Hunter I,,
ACHIEVEMENT_NAME_609,亜人ハンターⅡ,Demihuman Hunter II,,
ACHIEVEMENT_NAME_610,亜人ハンターⅢ,Demihuman Hunter III,,
ACHIEVEMENT_NAME_623,ワイルドウルフⅠ,Wild Wolf I,,
ACHIEVEMENT_NAME_624,ワイルドウルフⅡ,Wild Wolf II,,
ACHIEVEMENT_NAME_625,ワイルドウルフⅢ,Wild Wolf III,,
ACHIEVEMENT_NAME_629,貪欲な魔獣Ⅰ,Greedy Demonic Beast I,,
ACHIEVEMENT_NAME_630,貪欲な魔獣Ⅱ,Greedy Demonic Beast II,,
ACHIEVEMENT_NAME_631,貪欲な魔獣Ⅲ,Greedy Demonic Beast III,,
ACHIEVEMENT_NAME_632,黒き影狼Ⅰ,Black Shadow Wolf I,,
ACHIEVEMENT_NAME_633,黒き影狼Ⅱ,Black Shadow Wolf II,,
ACHIEVEMENT_NAME_634,黒き影狼Ⅲ,Black Shadow Wolf III,,
ACHIEVEMENT_NAME_635,金の獣牙Ⅰ,Golden Animal Fangs I,,
ACHIEVEMENT_NAME_636,金の獣牙Ⅱ,Golden Animal Fangs II,,
ACHIEVEMENT_NAME_637,金の獣牙Ⅲ,Golden Animal Fangs III,,
ACHIEVEMENT_NAME_641,さまようドクロⅠ,Roaming Skull I,,
ACHIEVEMENT_NAME_642,さまようドクロⅡ,Roaming Skull II,,
ACHIEVEMENT_NAME_643,さまようドクロⅢ,Roaming Skull III,,
ACHIEVEMENT_NAME_650,骨王Ⅰ,Bone King I,,
ACHIEVEMENT_NAME_651,骨王Ⅱ,Bone King II,,
ACHIEVEMENT_NAME_652,骨王Ⅲ,Bone King III,,
ACHIEVEMENT_NAME_653,剣盾のファントムⅠ,Phantom of Sword and Shield I,,
ACHIEVEMENT_NAME_654,剣盾のファントムⅡ,Phantom of Sword and Shield II,,
ACHIEVEMENT_NAME_655,剣盾のファントムⅢ,Phantom of Sword and Shield III,,
ACHIEVEMENT_NAME_662,死の気配Ⅰ,Deathly Presence I,,
ACHIEVEMENT_NAME_663,死の気配Ⅱ,Deathly Presence II,,
ACHIEVEMENT_NAME_664,死の気配Ⅲ,Deathly Presence III,,
ACHIEVEMENT_NAME_665,亡霊の騎士Ⅰ,Phantom Knight I,,
ACHIEVEMENT_NAME_666,亡霊の騎士Ⅱ,Phantom Knight II,,
ACHIEVEMENT_NAME_667,亡霊の騎士Ⅲ,Phantom Knight III,,
ACHIEVEMENT_NAME_668,魔性のドクロⅠ,Demon Skull I,,
ACHIEVEMENT_NAME_669,魔性のドクロⅡ,Demon Skull II,,
ACHIEVEMENT_NAME_670,魔性のドクロⅢ,Demon Skull III,,
ACHIEVEMENT_NAME_671,ウロコの戦士Ⅰ,Scaled Warrior I,,
ACHIEVEMENT_NAME_672,ウロコの戦士Ⅱ,Scaled Warrior II,,
ACHIEVEMENT_NAME_673,ウロコの戦士Ⅲ,Scaled Warrior III,,
ACHIEVEMENT_NAME_677,忍び寄る縞模様Ⅰ,Creeping Stripes I,,
ACHIEVEMENT_NAME_678,忍び寄る縞模様Ⅱ,Creeping Stripes II,,
ACHIEVEMENT_NAME_679,忍び寄る縞模様Ⅲ,Creeping Stripes III,,
ACHIEVEMENT_NAME_683,岩壁を這う者Ⅰ,Rock Crawler I,,
ACHIEVEMENT_NAME_684,岩壁を這う者Ⅱ,Rock Crawler II,,
ACHIEVEMENT_NAME_685,岩壁を這う者Ⅲ,Rock Crawler III,,
ACHIEVEMENT_NAME_689,トカゲ発電Ⅰ,Saurian Electric I,,
ACHIEVEMENT_NAME_690,トカゲ発電Ⅱ,Saurian Electric II,,
ACHIEVEMENT_NAME_691,トカゲ発電Ⅲ,Saurian Electric III,,
ACHIEVEMENT_NAME_692,不死殺しⅠ,Undeath Killer I,,
ACHIEVEMENT_NAME_693,不死殺しⅡ,Undeath Killer II,,
ACHIEVEMENT_NAME_694,不死殺しⅢ,Undeath Killer III,,
ACHIEVEMENT_NAME_707,パペットクラッシャーⅠ,Puppet Crusher I,,
ACHIEVEMENT_NAME_708,パペットクラッシャーⅡ,Puppet Crusher II,,
ACHIEVEMENT_NAME_709,パペットクラッシャーⅢ,Puppet Crusher III,,
ACHIEVEMENT_NAME_713,葬儀屋Ⅰ,Mortician I,,
ACHIEVEMENT_NAME_714,葬儀屋Ⅱ,Mortician II,,
ACHIEVEMENT_NAME_715,葬儀屋Ⅲ,Mortician III,,
ACHIEVEMENT_NAME_719,歌う妖鳥Ⅰ,Demonic Songbird I,,
ACHIEVEMENT_NAME_720,歌う妖鳥Ⅱ,Demonic Songbird II,,
ACHIEVEMENT_NAME_721,歌う妖鳥Ⅲ,Demonic Songbird III,,
ACHIEVEMENT_NAME_725,光る羽毛Ⅰ,Brilliant Feathers I,,
ACHIEVEMENT_NAME_726,光る羽毛Ⅱ,Brilliant Feathers II,,
ACHIEVEMENT_NAME_727,光る羽毛Ⅲ,Brilliant Feathers III,,
ACHIEVEMENT_NAME_728,舞い散る黒翼Ⅰ,Soaring Black Wings I,,
ACHIEVEMENT_NAME_729,舞い散る黒翼Ⅱ,Soaring Black Wings II,,
ACHIEVEMENT_NAME_730,舞い散る黒翼Ⅲ,Soaring Black Wings III,,
ACHIEVEMENT_NAME_731,虫取り少年,Insect Repellent Boy,,
ACHIEVEMENT_NAME_732,虫取りプロ,Insect Repellent Pro,,
ACHIEVEMENT_NAME_733,虫取りエキスパート,Insect Repellent Expert,,
ACHIEVEMENT_NAME_737,ローションプレイヤーⅠ,Lotion Player I,,
ACHIEVEMENT_NAME_738,ローションプレイヤーⅡ,Lotion Player II,,
ACHIEVEMENT_NAME_739,ローションプレイヤーⅢ,Lotion Player III,,
ACHIEVEMENT_NAME_752,メルガンの怨敵Ⅰ,Mergan's Sworn Enemy I,,
ACHIEVEMENT_NAME_753,メルガンの怨敵Ⅱ,Mergan's Sworn Enemy II,,
ACHIEVEMENT_NAME_754,メルガンの怨敵Ⅲ,Mergan's Sworn Enemy III,,
ACHIEVEMENT_NAME_773,荒くれ鎮圧Ⅰ,Violent Subjugation I,,
ACHIEVEMENT_NAME_774,荒くれ鎮圧Ⅱ,Violent Subjugation II,,
ACHIEVEMENT_NAME_775,荒くれ鎮圧Ⅲ,Violent Subjugation III,,
ACHIEVEMENT_NAME_794,盗賊ハンターⅠ,Bandit Hunter I,,
ACHIEVEMENT_NAME_795,盗賊ハンターⅡ,Bandit Hunter II,,
ACHIEVEMENT_NAME_796,盗賊ハンターⅢ,Bandit Hunter III,,
ACHIEVEMENT_NAME_818,ゴーストバスターⅠ,Ghost Buster I,,
ACHIEVEMENT_NAME_819,ゴーストバスターⅡ,Ghost Buster II,,
ACHIEVEMENT_NAME_820,ゴーストバスターⅢ,Ghost Buster III,,
ACHIEVEMENT_NAME_836,迷えるポーンに安らぎをⅠ,Comfort to Lost Pawns I,,
ACHIEVEMENT_NAME_837,迷えるポーンに安らぎをⅡ,Comfort to Lost Pawns II,,
ACHIEVEMENT_NAME_838,迷えるポーンに安らぎをⅢ,Comfort to Lost Pawns III,,
ACHIEVEMENT_NAME_863,森の妖鬼Ⅰ,Forest Demon I,,
ACHIEVEMENT_NAME_864,森の妖鬼Ⅱ,Forest Demon II,,
ACHIEVEMENT_NAME_865,森の妖鬼Ⅲ,Forest Demon III,,
ACHIEVEMENT_NAME_872,血濡れの赤帽Ⅰ,Bloody Red Cap I,,
ACHIEVEMENT_NAME_873,血濡れの赤帽Ⅱ,Bloody Red Cap II,,
ACHIEVEMENT_NAME_874,血濡れの赤帽Ⅲ,Bloody Red Cap III,,
ACHIEVEMENT_NAME_881,異形の小鬼Ⅰ,Strange Goblin I,,
ACHIEVEMENT_NAME_882,異形の小鬼Ⅱ,Strange Goblin II,,
ACHIEVEMENT_NAME_883,異形の小鬼Ⅲ,Strange Goblin III,,
ACHIEVEMENT_NAME_899,呪いの妖精Ⅰ,Cursed Fairy I,,
ACHIEVEMENT_NAME_900,呪いの妖精Ⅱ,Cursed Fairy II,,
ACHIEVEMENT_NAME_901,呪いの妖精Ⅲ,Cursed Fairy III,,
ACHIEVEMENT_NAME_914,害虫駆除業者Ⅰ,Exterminator I,,
ACHIEVEMENT_NAME_915,害虫駆除業者Ⅱ,Exterminator II,,
ACHIEVEMENT_NAME_916,害虫駆除業者Ⅲ,Exterminator III,,
ACHIEVEMENT_NAME_917,一つ目バスターⅠ,One-Eye Buster I,,
ACHIEVEMENT_NAME_918,一つ目バスターⅡ,One-Eye Buster II,,
ACHIEVEMENT_NAME_919,一つ目バスターⅢ,One-Eye Buster III,,
ACHIEVEMENT_NAME_929,ジャイアントキラーⅠ,Giant Killer I,,
ACHIEVEMENT_NAME_930,ジャイアントキラーⅡ,Giant Killer II,,
ACHIEVEMENT_NAME_931,ジャイアントキラーⅢ,Giant Killer III,,
ACHIEVEMENT_NAME_935,樹木伐採者Ⅰ,Tree Feller I,,
ACHIEVEMENT_NAME_936,樹木伐採者Ⅱ,Tree Feller II,,
ACHIEVEMENT_NAME_937,樹木伐採者Ⅲ,Tree Feller III,,
ACHIEVEMENT_NAME_938,巨人討伐衆Ⅰ,Giant Slayer I,,
ACHIEVEMENT_NAME_939,巨人討伐衆Ⅱ,Giant Slayer III,,
ACHIEVEMENT_NAME_940,巨人討伐衆Ⅲ,Giant Slayer III,,
ACHIEVEMENT_NAME_944,石切工Ⅰ,Stone Cutter I,,
ACHIEVEMENT_NAME_945,石切工Ⅱ,Stone Cutter II,,
ACHIEVEMENT_NAME_946,石切工Ⅲ,Stone Cutter III,,
ACHIEVEMENT_NAME_947,壊滅の巨人兵Ⅰ,Giant Warrior Destroyer I,,
ACHIEVEMENT_NAME_948,壊滅の巨人兵Ⅱ,Giant Warrior Destroyer II,,
ACHIEVEMENT_NAME_949,壊滅の巨人兵Ⅲ,Giant Warrior Destroyer III,,
ACHIEVEMENT_NAME_953,灼熱の鉄槌Ⅰ,Scorching Hammer I,,
ACHIEVEMENT_NAME_954,灼熱の鉄槌Ⅱ,Scorching Hammer II,,
ACHIEVEMENT_NAME_955,灼熱の鉄槌Ⅲ,Scorching Hammer III,,
ACHIEVEMENT_NAME_956,吠える三つ首Ⅰ,Three Heads Howling I,,
ACHIEVEMENT_NAME_957,吠える三つ首Ⅱ,Three Heads Howling II,,
ACHIEVEMENT_NAME_958,吠える三つ首Ⅲ,Three Heads Howling III,,
ACHIEVEMENT_NAME_959,白き幻獣Ⅰ,White Phantom Beast I,,
ACHIEVEMENT_NAME_960,白き幻獣Ⅱ,White Phantom Beast II,,
ACHIEVEMENT_NAME_961,白き幻獣Ⅲ,White Phantom Beast III,,
ACHIEVEMENT_NAME_962,祟りし凶獣Ⅰ,Cursed Beast I,,
ACHIEVEMENT_NAME_963,祟りし凶獣Ⅱ,Cursed Beast II,,
ACHIEVEMENT_NAME_964,祟りし凶獣Ⅲ,Cursed Beast III,,
ACHIEVEMENT_NAME_965,スカイグライダーⅠ,Sky Glider I,,
ACHIEVEMENT_NAME_966,スカイグライダーⅡ,Sky Glider II,,
ACHIEVEMENT_NAME_967,スカイグライダーⅢ,Sky Glider III,,
ACHIEVEMENT_NAME_968,石の上にも１年,One Year on a Rock,,
ACHIEVEMENT_NAME_969,石の上にも２年,Two Years on a Rock,,
ACHIEVEMENT_NAME_970,石の上にも３年,Three Years on a Rock,,
ACHIEVEMENT_NAME_971,恐ろしの歌姫Ⅰ,Terrifying Diva I,,
ACHIEVEMENT_NAME_972,恐ろしの歌姫Ⅱ,Terrifying Diva II,,
ACHIEVEMENT_NAME_973,恐ろしの歌姫Ⅲ,Terrifying Diva III,,
ACHIEVEMENT_NAME_974,漆黒の監守Ⅰ,Jet Black Guardian I,,
ACHIEVEMENT_NAME_975,漆黒の監守Ⅱ,Jet Black Guardian II,,
ACHIEVEMENT_NAME_976,漆黒の監守Ⅲ,Jet Black Guardian III,,
ACHIEVEMENT_NAME_977,合成翼獣Ⅰ,Synthetic Winged Beast I,,
ACHIEVEMENT_NAME_978,合成翼獣Ⅱ,Synthetic Winged Beast II,,
ACHIEVEMENT_NAME_979,合成翼獣Ⅲ,Synthetic Winged Beast III,,
ACHIEVEMENT_NAME_980,羽ばたく悪夢Ⅰ,Flapping Nightmare I,,
ACHIEVEMENT_NAME_981,羽ばたく悪夢Ⅱ,Flapping Nightmare II,,
ACHIEVEMENT_NAME_982,羽ばたく悪夢Ⅲ,Flapping Nightmare III,,
ACHIEVEMENT_NAME_983,惑いの瞳Ⅰ,Mysterious Eyes I,,
ACHIEVEMENT_NAME_984,惑いの瞳Ⅱ,Mysterious Eyes II,,
ACHIEVEMENT_NAME_985,惑いの瞳Ⅲ,Mysterious Eyes III,,
ACHIEVEMENT_NAME_995,機械仕掛けの瞳Ⅰ,Mechanical Eye I,,
ACHIEVEMENT_NAME_996,機械仕掛けの瞳Ⅱ,Mechanical Eye II,,
ACHIEVEMENT_NAME_997,機械仕掛けの瞳Ⅲ,Mechanical Eye III,,
ACHIEVEMENT_NAME_998,悪鬼退治Ⅰ,Demon Exterminator I,,
ACHIEVEMENT_NAME_999,悪鬼退治Ⅱ,Demon Exterminator II,,
ACHIEVEMENT_NAME_1000,悪鬼退治Ⅲ,Demon Exterminator III,,
ACHIEVEMENT_NAME_1001,暴れ猿Ⅰ,Monkey on a Rampage I,,
ACHIEVEMENT_NAME_1002,暴れ猿Ⅱ,Monkey on a Rampage II,,
ACHIEVEMENT_NAME_1003,暴れ猿Ⅲ,Monkey on a Rampage III,,
ACHIEVEMENT_NAME_1004,デッドイーターⅠ,Dead Eater I,,
ACHIEVEMENT_NAME_1005,デッドイーターⅡ,Dead Eater II,,
ACHIEVEMENT_NAME_1006,デッドイーターⅢ,Dead Eater III,,
ACHIEVEMENT_NAME_1010,猛るいぶし銀Ⅰ,Furious Silver Roar I,,
ACHIEVEMENT_NAME_1011,猛るいぶし銀Ⅱ,Furious Silver Roar II,,
ACHIEVEMENT_NAME_1012,猛るいぶし銀Ⅲ,Furious Silver Roar III,,
ACHIEVEMENT_NAME_1013,エクソシストⅠ,Exorcist I,,
ACHIEVEMENT_NAME_1014,エクソシストⅡ,Exorcist II,,
ACHIEVEMENT_NAME_1015,エクソシストⅢ,Exorcist III,,
ACHIEVEMENT_NAME_1016,異端審問官Ⅰ,Inquisitor I,,
ACHIEVEMENT_NAME_1017,異端審問官Ⅱ,Inquisitor II,,
ACHIEVEMENT_NAME_1018,異端審問官Ⅲ,Inquisitor III,,
ACHIEVEMENT_NAME_1019,女帝反逆Ⅰ,Empress Rebellion I,,
ACHIEVEMENT_NAME_1020,女帝反逆Ⅱ,Empress Rebellion II,,
ACHIEVEMENT_NAME_1021,女帝反逆Ⅲ,Empress Rebellion III,,
ACHIEVEMENT_NAME_1022,劫火を征す者Ⅰ,Hellfire Conqueror I,,
ACHIEVEMENT_NAME_1023,劫火を征す者Ⅱ,Hellfire Conqueror II,,
ACHIEVEMENT_NAME_1024,劫火を征す者Ⅲ,Hellfire Conqueror III,,
ACHIEVEMENT_NAME_1025,凍牙を砕く者Ⅰ,Flame in the Mist I,,
ACHIEVEMENT_NAME_1026,凍牙を砕く者Ⅱ,Flame in the Mist II,,
ACHIEVEMENT_NAME_1027,凍牙を砕く者Ⅲ,Flame in the Mist III,,
ACHIEVEMENT_NAME_1028,雷纏う海魔Ⅰ,Frost Fang Slayer I,,
ACHIEVEMENT_NAME_1029,雷纏う海魔Ⅱ,Frost Fang Slayer II,,
ACHIEVEMENT_NAME_1030,雷纏う海魔Ⅲ,Frost Fang Slayer III,,
ACHIEVEMENT_NAME_1031,閃光の一角Ⅰ,Thunder-shrouded Sea Demon I,,
ACHIEVEMENT_NAME_1032,閃光の一角Ⅱ,Thunder-shrouded Sea Demon II,,
ACHIEVEMENT_NAME_1033,閃光の一角Ⅲ,Thunder-shrouded Sea Demon III,,
ACHIEVEMENT_NAME_1034,大地の怪獣Ⅰ,Flashing Lightning I,,
ACHIEVEMENT_NAME_1035,大地の怪獣Ⅱ,Flashing Lightning II,,
ACHIEVEMENT_NAME_1036,大地の怪獣Ⅲ,Flashing Lightning III,,
ACHIEVEMENT_NAME_1043,噂のオークキラーⅠ,Rumored Orc Killer I,,
ACHIEVEMENT_NAME_1044,噂のオークキラーⅡ,Rumored Orc Killer II,,
ACHIEVEMENT_NAME_1045,噂のオークキラーⅢ,Rumored Orc Killer III,,
ACHIEVEMENT_NAME_1061,オーク将の首を取れⅠ,Leader-beheader I,,
ACHIEVEMENT_NAME_1062,オーク将の首を取れⅡ,Leader-beheader II,,
ACHIEVEMENT_NAME_1063,オーク将の首を取れⅢ,Leader-beheader III,,
ACHIEVEMENT_NAME_1070,ギガント・スレイヤーⅠ,Gigant Slayer I,,
ACHIEVEMENT_NAME_1071,ギガント・スレイヤーⅡ,Gigant Slayer II,,
ACHIEVEMENT_NAME_1072,ギガント・スレイヤーⅢ,Gigant Slayer III,,
ACHIEVEMENT_NAME_1073,ウサギ発見！,Found a Rabbit!,,
ACHIEVEMENT_NAME_1074,闘牛士,Bullfighter,,
ACHIEVEMENT_NAME_1076,シカにご注意！,Pay Attention to Deer!,,
ACHIEVEMENT_NAME_1077,とんとおぼえが,No Memory,,
ACHIEVEMENT_NAME_1079,クモが出た,"Suddenly, Spider!",,
ACHIEVEMENT_NAME_1081,ネズミキャプター,Rat Captor,,
ACHIEVEMENT_NAME_1082,討魔,Demon Hunter,,
ACHIEVEMENT_NAME_1083,滅魔,Demon Slayer,,
ACHIEVEMENT_NAME_1084,覇魔,Demon Dominator,,
ACHIEVEMENT_NAME_1085,竜狩,Dragon Hunter,,
ACHIEVEMENT_NAME_1086,竜殺,Dragon Slayer,,
ACHIEVEMENT_NAME_1087,竜制,Dragon Dominator,,
ACHIEVEMENT_NAME_1091,生命の種,Seed of Life,,
ACHIEVEMENT_NAME_1092,生命の樹,Tree of Life,,
ACHIEVEMENT_NAME_1093,不休の徒,Tireless Worker,,
ACHIEVEMENT_NAME_1094,恒労の徒,Constant Labourer,,
ACHIEVEMENT_NAME_1095,覚者の心器,The Arisen Mind,,
ACHIEVEMENT_NAME_1096,覚者の神器,Arisen Sacred Treasure,,
ACHIEVEMENT_NAME_1097,従者の信頼,Faithful Follower,,
ACHIEVEMENT_NAME_1098,従者の忠義,Squire's Loyalty,,
ACHIEVEMENT_NAME_1099,剣士,Swordsman,,
ACHIEVEMENT_NAME_1100,剣豪,Great Swordsman,,
ACHIEVEMENT_NAME_1101,剣聖,Master Swordsman,,
ACHIEVEMENT_NAME_1102,足踏み,Standstill,,
ACHIEVEMENT_NAME_1103,弓構え,Steady Stance,,
ACHIEVEMENT_NAME_1104,残心,Ever Alert,,
ACHIEVEMENT_NAME_1105,癒し手,Healer,,
ACHIEVEMENT_NAME_1106,癒しの道士,Accomplished Healer,,
ACHIEVEMENT_NAME_1107,癒しの聖者,Saint of Healing,,
ACHIEVEMENT_NAME_1108,守り手,Protector,,
ACHIEVEMENT_NAME_1109,守護者,Guardian,,
ACHIEVEMENT_NAME_1110,守りの神盾,Divine Shield,,
ACHIEVEMENT_NAME_1111,軽業師,Acrobat,,
ACHIEVEMENT_NAME_1112,軽業達人,Master Acrobat,,
ACHIEVEMENT_NAME_1113,軽業の暗殺者,Assassin Acrobat,,
ACHIEVEMENT_NAME_1114,魔導の徒,Magician,,
ACHIEVEMENT_NAME_1115,魔導の究士,Master of Sorcery,,
ACHIEVEMENT_NAME_1116,魔導の解明者,Elucidator of Magic,,
ACHIEVEMENT_NAME_1117,光弾の射手,Light Bullet,,
ACHIEVEMENT_NAME_1118,閃弾の射手,Flashbang,,
ACHIEVEMENT_NAME_1119,魔弾の射手,The Magic Shot,,
ACHIEVEMENT_NAME_1120,大剣を振るう者,Great Sword Wielder,,
ACHIEVEMENT_NAME_1121,重剣を振るう者,Wielder of a Heavy Sword,,
ACHIEVEMENT_NAME_1122,鉄塊を振るう者,Iron Slab Wielder,,
ACHIEVEMENT_NAME_1123,錬成士,Smelter,,
ACHIEVEMENT_NAME_1124,錬金術士,Alchemist,,
ACHIEVEMENT_NAME_1125,錬成の賢人,Sage of Alchemy,,
ACHIEVEMENT_NAME_1126,破壊士,Destroyer,,
ACHIEVEMENT_NAME_1127,ホークアイ,Hawk-Eye,,
ACHIEVEMENT_NAME_1128,エーテリウム,Etherium,,
ACHIEVEMENT_NAME_1129,ナイチンゲール,Nightingale,,
ACHIEVEMENT_NAME_1130,大魔道士,Big Mage,,
ACHIEVEMENT_NAME_1132,黄金の覚者,The Golden Arisen,,
ACHIEVEMENT_NAME_1133,覚者の教訓,Learned Arisen,,
ACHIEVEMENT_NAME_1134,求道者,Seeker,,
ACHIEVEMENT_NAME_1135,超・求道者,Super Seeker,,
ACHIEVEMENT_NAME_1136,極・求道者,Extreme Seeker,,
ACHIEVEMENT_NAME_1137,アビリティオープナー,Augment Opener,,
ACHIEVEMENT_NAME_1138,アビリティホルダー,Augment Holder,,
ACHIEVEMENT_NAME_1139,アビリティコレクター,Augment Collector,,
ACHIEVEMENT_NAME_1140,アビリティマイスター,Augment Meister,,
ACHIEVEMENT_NAME_1143,ルーキーエンプロイヤー,Rookie Employer,,
ACHIEVEMENT_NAME_1144,グッドエンプロイヤー,Good Employer,,
ACHIEVEMENT_NAME_1145,ベストエンプロイヤー,Best Employer,,
ACHIEVEMENT_NAME_1146,用心棒,Bodyguard,,
ACHIEVEMENT_NAME_1147,忠実なる剣,Loyal Sword,,
ACHIEVEMENT_NAME_1148,頼れる主力,Reliable Power,,
ACHIEVEMENT_NAME_1149,弓兵付き,Archer,,
ACHIEVEMENT_NAME_1150,弓の守り,Protected by the Bow,,
ACHIEVEMENT_NAME_1151,弓神の加護,Blessing of the Bow God,,
ACHIEVEMENT_NAME_1152,衛生兵,Medic,,
ACHIEVEMENT_NAME_1153,回復の要,The Key to Recovery,,
ACHIEVEMENT_NAME_1154,暖かき依り所,Eternal Refuge,,
ACHIEVEMENT_NAME_1155,タフネス,Toughness,,
ACHIEVEMENT_NAME_1156,ドートレス,Dauntless,,
ACHIEVEMENT_NAME_1157,イージス,Aegis,,
ACHIEVEMENT_NAME_1158,メイジ,Mage,,
ACHIEVEMENT_NAME_1159,エルダーメイジ,Elder Mage,,
ACHIEVEMENT_NAME_1160,アークメイジ,Arch Mage,,
ACHIEVEMENT_NAME_1161,トリッキー,Tricky,,
ACHIEVEMENT_NAME_1162,ワイヤーマン,Wire Man,,
ACHIEVEMENT_NAME_1163,アサシン,Assassin,,
ACHIEVEMENT_NAME_1164,秘弓見習い,Esoteric Archer,,
ACHIEVEMENT_NAME_1165,秘弓の使い手,Hidden Arrow,,
ACHIEVEMENT_NAME_1166,秘弓の師範代,Secret Bow Master,,
ACHIEVEMENT_NAME_1167,突撃屋,Raider,,
ACHIEVEMENT_NAME_1168,猛撃士,Heavy Hitter,,
ACHIEVEMENT_NAME_1169,肉弾戦車,Human Tank,,
ACHIEVEMENT_NAME_1170,錬成学の徒,Student of Alchemy,,
ACHIEVEMENT_NAME_1171,錬成術修士,Master of Alchemy,,
ACHIEVEMENT_NAME_1172,錬成の探究士,Alchemical Explorer,,
ACHIEVEMENT_NAME_1173,クラフトマン,Craft Man,,
ACHIEVEMENT_NAME_1174,クラフトナイト,Craft Knight,,
ACHIEVEMENT_NAME_1175,クラフトマイスター,Craft Meister,,
ACHIEVEMENT_NAME_1176,ブロンズハンド,Bronze Hand,,
ACHIEVEMENT_NAME_1177,シルバーハンド,Silver Hand,,
ACHIEVEMENT_NAME_1228,トレジャービギナー,Treasure Beginner,,
ACHIEVEMENT_NAME_1229,トレジャーハンター,Treasure Hunter,,
ACHIEVEMENT_NAME_1230,トレジャーマスター,Treasure Master,,
ACHIEVEMENT_NAME_1231,ギャザースカラー,Gathering Scholar,,
ACHIEVEMENT_NAME_1232,ギャザーエキスパート,Gathering Expert,,
ACHIEVEMENT_NAME_1233,ギャザーチャンピオン,Gathering Champion,,
ACHIEVEMENT_NAME_1234,かけだし採掘士,Beginner Miner,,
ACHIEVEMENT_NAME_1235,ミスター採掘士,Mister Miner,,
ACHIEVEMENT_NAME_1236,マスター採掘士,Master Miner,,
ACHIEVEMENT_NAME_1237,きこりルーキー,Rookie Lumberjack,,
ACHIEVEMENT_NAME_1238,きこりエース,Ace Lumberjack,,
ACHIEVEMENT_NAME_1239,きこりプロフェッショナル,Professional Lumberjack,,
ACHIEVEMENT_NAME_1243,ファーストウェポン,First Weapon,,
ACHIEVEMENT_NAME_1244,ウェポンメーカー,Weapon Maker,,
ACHIEVEMENT_NAME_1245,ウェポンファーザー,Weapon Father,,
ACHIEVEMENT_NAME_1246,ロード オブ アイアン,Lord of Iron,,
ACHIEVEMENT_NAME_1247,アーマー大工,Armor Carpenter,,
ACHIEVEMENT_NAME_1248,アーマー職工,The Armorer,,
ACHIEVEMENT_NAME_1249,アーマー熟練工,Skilled Armorer,,
ACHIEVEMENT_NAME_1250,アーマー名工,Master Armorer,,
ACHIEVEMENT_NAME_1251,工芸初心者,Beginner Crafter,,
ACHIEVEMENT_NAME_1252,工芸職人,Craftsman,,
