0,,"あー、見つかっちゃったか
隠れてるつもりだったんだけどなぁ","Ah, it seems I've been found out. I thought I was
hiding well.",ui\00_message\npc\base\n2861.gmd,\npc\n2861.arc,n2861.arc,0,Enf
0,,はい,OK,ui\00_message\npc\base\n2902.gmd,\npc\n2902.arc,n2902.arc,8,Ingrid
0,,いいえ,Cancel,ui\00_message\npc\base\n2902.gmd,\npc\n2902.arc,n2902.arc,9,Ingrid
0,,"あら、弱化していらっしゃいませんよ？
弱化していないものを治療しろとは――
謎かけみたいですね、フフフ","Oh, you're not weakened, are you?
To treat something that isn't weakened...
It's like a riddle, isn't it? Hehehe.",ui\00_message\npc\base\n2902.gmd,\npc\n2902.arc,n2902.arc,10,Ingrid
0,,"ロスギルの見どころ、ですか？
それはもちろん、翡翠湖です！
美しい滝もご覧いただけますよ","What are the highlights of Rothgill? Of course,
it's Emerald Lake! You can also see beautiful
waterfalls.",ui\00_message\npc\base\n2902.gmd,\npc\n2902.arc,n2902.arc,11,Ingrid
0,,"翡翠湖で採れる魚は
ロスギルの食生活を支えてくれています
煮てよし、焼いてよし、干してよし、なんです","The fish caught in Emerald Lake supports
Rothgill's diet.
It can be boiled, grilled, or dried, offering
various culinary options.",ui\00_message\npc\base\n2902.gmd,\npc\n2902.arc,n2902.arc,12,Ingrid
0,,"こうしてお仕事をし始めたのも
最近のことなんです
今はどこも大変ですからね","I only began working like this recently. Things
are tough everywhere right now.",ui\00_message\npc\base\n2902.gmd,\npc\n2902.arc,n2902.arc,13,Ingrid
0,,"いらっしゃいませ、覚者様
今日は何をお探しで？","Welcome, Ser Arisen.
What are you looking for today?",ui\00_message\npc\base\n2903.gmd,\npc\n2903.arc,n2903.arc,0,Elsen
0,,"いや、戦のせいで縮小してしまいましたが
元はもっと大きな店を出してたんですよ
村の外に何店舗も店がありましてね","No, it's because of the war that it has shrunk,
but we used to have a much bigger shop, you know.
Outside the village, there were several other
stores.",ui\00_message\npc\base\n2903.gmd,\npc\n2903.arc,n2903.arc,1,Elsen
0,,"イェルハルド様はご立派な方ですよ
あの方がいらっしゃらなかったら
この村も今頃オークの拠点になってるところです","Lord Gerhard is a noble person.
If he wasn't here, this village would have become
an Orc stronghold by now.",ui\00_message\npc\base\n2903.gmd,\npc\n2903.arc,n2903.arc,2,Elsen
0,,"もしこのロスギルが危ない状態になっても――
私はここを離れないって決めてるんです
代々ここで商売してますんで","Even if Rothgill were in a dangerous state, I
have made the decision not to leave this place. My
family has been running a business here for
generations.",ui\00_message\npc\base\n2903.gmd,\npc\n2903.arc,n2903.arc,3,Elsen
0,,覚者様、旅の同行者をお探しでしょうか？,"Arisen, are you looking for a travel companion?",ui\00_message\npc\base\n2904.gmd,\npc\n2904.arc,n2904.arc,0,Ozgur
0,,"お知り合いへのご連絡、それから
ポーンの呼び出しなんかも
お手伝いいたしますよ","I can help you with contacting acquaintances and
even calling your Pawn.",ui\00_message\npc\base\n2904.gmd,\npc\n2904.arc,n2904.arc,1,Ozgur
0,,"こうしていられるのも、イェルハルド様が
しっかりロスギルを治めてくださるお陰ですな","It is thanks to Lord Gerhard's firm rule over
Rothgill that we are able to stay like this.",ui\00_message\npc\base\n2904.gmd,\npc\n2904.arc,n2904.arc,2,Ozgur
0,,"火にあたりながら
細々したものを作るのが好きでして――
何、つまらないものばかりなんですがね","I enjoy making small things by the fire – nothing
special, though.",ui\00_message\npc\base\n2904.gmd,\npc\n2904.arc,n2904.arc,3,Ozgur
0,,"覚者さま、《ブラッドオーブ》の交換であれば
わたしがご相談にのりましょう","Arisen, if it's for exchanging ""Blood Orbs,"" I'll
be the one to help you.",ui\00_message\npc\base\n2905.gmd,\npc\n2905.arc,n2905.arc,0,Miriam
0,,"こうしてお仕事をしていれば
少しは気もまぎれるというものです","In this central area of the swamp, there are
harmful monsters gathering.",ui\00_message\npc\base\n2905.gmd,\npc\n2905.arc,n2905.arc,1,Miriam
0,,"エルセンさんは戦が始まる前から、この辺りで
手広く商いをしてらした方なんですよ
こうしてわたしにも、場所を貸してくださっています","Elsen here has been involved in various
businesses around here even before the war
started.
And they've also lent me this place.",ui\00_message\npc\base\n2905.gmd,\npc\n2905.arc,n2905.arc,2,Miriam
0,,"覚者であれば、きっと色々と
達観していらっしゃるのでしょうね
わたしなどはあれこれ悩みが多くて――","If you are an Arisen, you must surely have a more
enlightened perspective on things.
I, on the other hand, have many worries...",ui\00_message\npc\base\n2905.gmd,\npc\n2905.arc,n2905.arc,3,Miriam
0,,"おっ、覚者さんじゃないですか
何かご用で？","Oh, it's the Arisen, isn't it? Do you have some
business with me?",ui\00_message\npc\base\n2906.gmd,\npc\n2906.arc,n2906.arc,0,Brett
0,,"ロスギルはいいですね
この戦乱の最中にあって
食べる物にも住む場所にも困っていない
イェルハルド殿の見事な手腕によるものでしょう","Rothgill is nice.
Even in the midst of this chaos, they have no
problems with food and shelter.
Thanks to Lord Gerhard's excellent management.",ui\00_message\npc\base\n2906.gmd,\npc\n2906.arc,n2906.arc,1,Brett
0,,"そういえば、ロスギル名物の
魚と貝の粥はもう召し上がりましたか？
宿屋で出されるアレです","By the way, have you tried Rothgill's famous fish
and shellfish porridge?
It's served at the inn.",ui\00_message\npc\base\n2906.gmd,\npc\n2906.arc,n2906.arc,2,Brett
0,,"他でも食べられますが
やはりロスギルの魚を使っているだけあって
一味違いますよ！","You can eat this elsewhere, but using Rothgill's
fish does make a difference!",ui\00_message\npc\base\n2906.gmd,\npc\n2906.arc,n2906.arc,3,Brett
0,,"村から村へ手紙を届ける仕事をしてたんです
こんな状況ですから、みな遠くに住む親せきや
友人を心配して手紙を書くんです","I used to work delivering letters from village to
village.
With this situation, everyone worries about their
relatives and friends who live far away and writes
letters to them.",ui\00_message\npc\base\n2906.gmd,\npc\n2906.arc,n2906.arc,4,Brett
0,,"最近は――宛先として書かれている村が
無くなってることも多くなって――
少し疲れましてね","Recently, many of the villages listed as
destinations are disappearing – it's tiring.",ui\00_message\npc\base\n2906.gmd,\npc\n2906.arc,n2906.arc,5,Brett
0,,"私に何か用があるなんて
珍しいね？",Do you have business with me? That's unusual.,ui\00_message\npc\base\n2907.gmd,\npc\n2907.arc,n2907.arc,0,Asena
0,,"ロスギルの人たちは外の状況を
分かっているのかしら？
あまりにものんびりしすぎてない？","Do the people in Rothgill really understand the
conditions outside? Aren't they too relaxed?",ui\00_message\npc\base\n2907.gmd,\npc\n2907.arc,n2907.arc,1,Asena
0,,"今はまだ修行中の身だけど
近いうちに、必ず戦士として身を立ててみせるわ","Right now, I'm still in the midst of training,
but soon I will definitely prove myself as a
Soldier.",ui\00_message\npc\base\n2907.gmd,\npc\n2907.arc,n2907.arc,2,Asena
0,,"いてもたってもいられないって
こういう気持ちのことを言うのね――","I just couldn't sit around and do nothing. This
is what I mean by these feelings.",ui\00_message\npc\base\n2907.gmd,\npc\n2907.arc,n2907.arc,3,Asena
0,,"あれ？　この村の人じゃない人だ
こんにちは",Huh? You're not from this village. Hello.,ui\00_message\npc\base\n2908.gmd,\npc\n2908.arc,n2908.arc,0,Eva
0,,"うんうん、知ってるよ
戦争が始まったから、村の外に
出ちゃいけないんだよね","Yeah, I know. We can't leave the village because
of the war.",ui\00_message\npc\base\n2908.gmd,\npc\n2908.arc,n2908.arc,1,Eva
0,,"外は怖いことがいっぱいあるけど
ロスギルは大丈夫なんでしょ？","There are many scary things outside, but is
Rothgill safe?",ui\00_message\npc\base\n2908.gmd,\npc\n2908.arc,n2908.arc,2,Eva
0,,"あなたも外が怖いなら
ずっとロスギルにいてもいいよ！","If you're also afraid of the outside, you're
welcome to stay in Rothgill!",ui\00_message\npc\base\n2908.gmd,\npc\n2908.arc,n2908.arc,3,Eva
0,,――なんだね,--What is it?,ui\00_message\npc\base\n2909.gmd,\npc\n2909.arc,n2909.arc,0,Hamza
0,,"――腹でも減ったのか？
そこにある魚をつまんでいってもいいぞ
焼いただけだが、味は保障する","Are you hungry? You can have some of the fish
over there. They're just roasted, but the taste is
guaranteed.",ui\00_message\npc\base\n2909.gmd,\npc\n2909.arc,n2909.arc,1,Hamza
0,,"戦が始まる前からこうして釣りをしている
うちの親父も、そのまた親父も釣りをして
暮らしてたんだ","I've been fishing like this even before the war
began. My father and his father also lived by
fishing.",ui\00_message\npc\base\n2909.gmd,\npc\n2909.arc,n2909.arc,2,Hamza
0,,"ロスギルの村人がまだ安定しているのは
魚が獲れさえすれば、少なくとも
食べ物には困らないからだ
――だからこうして釣りをしている","The villagers in Rothgill are still stable
because as long as they can catch fish, they won't
have any shortage of food.
That's why they are fishing like this.",ui\00_message\npc\base\n2909.gmd,\npc\n2909.arc,n2909.arc,3,Hamza
0,,"あっ、はい
作業をしながらですみません――","Ah, yes. I apologize for working while speaking.",ui\00_message\npc\base\n2910.gmd,\npc\n2910.arc,n2910.arc,0,Paul
0,,"こうやって魚を干すと
保存がきいて持ち運びも楽だし
旨みが増すんです","Drying fish like this preserves them and makes
them easy to carry, and also enhances their
flavor.",ui\00_message\npc\base\n2910.gmd,\npc\n2910.arc,n2910.arc,1,Paul
0,,はぁ、ぼくもずっと釣りをしてたいな――,"Sigh, I wish I could fish all day...",ui\00_message\npc\base\n2910.gmd,\npc\n2910.arc,n2910.arc,2,Paul
0,,"両親はぼくに
立派な騎士になってほしいそうなんです
――でも、ぼくは魚釣りが好きだな","My parents want me to become a splendid knight,
but I really love fishing.",ui\00_message\npc\base\n2910.gmd,\npc\n2910.arc,n2910.arc,3,Paul
0,,ん？　どうかした？,"Hmmm, what's wrong?",ui\00_message\npc\base\n2950.gmd,\npc\n2950.arc,n2950.arc,0,Selma
0,,"ベルタママがいない間
一応ココはあたしがまとめてるからさ
何かあったら聞きにきな","While Lady Bertha is away, I'll be in charge here
for now. If you have any problems, feel free to
come and ask.",ui\00_message\npc\base\n2950.gmd,\npc\n2950.arc,n2950.arc,1,Selma
0,,"あたしらなんかは
ママから生まれたわけじゃないけどさ
そういうことじゃないだろ、家族の絆って","We may not have been born from the same mother,
but that's not what matters when it comes to
family bonds.",ui\00_message\npc\base\n2950.gmd,\npc\n2950.arc,n2950.arc,2,Selma
0,,"ちょっと荒っぽいヤツもいるかもしれないけど
皆気はいいヤツらだよ
他の拠点とそう変わらないって！","There might be a few rough ones here, but they're
all good people. Not that different from other
bases!",ui\00_message\npc\base\n2950.gmd,\npc\n2950.arc,n2950.arc,3,Selma
0,,"俺たちとあんたらに未来があるなら
仲良く過ごすか敵対しあうか――","If there's a future for us and you, will we spend
it getting along or fighting each other?",ui\00_message\npc\base\n2951.gmd,\npc\n2951.arc,n2951.arc,0,Sly
0,,お頭次第だろうね,It depends on the leader.,ui\00_message\npc\base\n2951.gmd,\npc\n2951.arc,n2951.arc,1,Sly
0,,"そっちには王子、こっちにはお頭が戻って
絶望的な雰囲気が少し変わった気がするよ","On one side, we have the prince, and on the other
side, the leader has returned.
The despairing atmosphere feels like it has
changed a little.",ui\00_message\npc\base\n2951.gmd,\npc\n2951.arc,n2951.arc,2,Sly
0,,"お頭はすっかり王子の取り巻きだ
盗賊稼業はどうなるのかね","The chief's already surrounded by Prince Nedo's
entourage. What's going to happen to our thieving
business?",ui\00_message\npc\base\n2951.gmd,\npc\n2951.arc,n2951.arc,3,Sly
0,,"何だ、じっと見て
用でもあんのか？","What, are you just staring at me?
Do you need something?",ui\00_message\npc\base\n2951.gmd,\npc\n2951.arc,n2951.arc,4,Sly
0,,"盗賊っていっても
俺らは殺して奪うようなことはしてねぇよ
子供をさらったりもしてねぇ","We may be thieves, but we don't kill or rob
people. We don't kidnap children either.",ui\00_message\npc\base\n2951.gmd,\npc\n2951.arc,n2951.arc,5,Sly
0,,"覚者ってのは正義の味方か？
だったら、俺とは気は合わないかもな","Are Arisen always champions of justice? If that's
the case, we might not get along.",ui\00_message\npc\base\n2951.gmd,\npc\n2951.arc,n2951.arc,6,Sly
0,,"竜のことはよく知らねぇんだ
王家の人間とその取り巻きが
なんかそれっぽくやってんだろ？","I don't know much about dragons. It seems like
people from the royal family and their entourage
are doing something related to them, though.",ui\00_message\npc\base\n2951.gmd,\npc\n2951.arc,n2951.arc,7,Sly
0,,"この騒動はいい気晴らしになる
思う存分暴れてやるよ","This commotion will be a good diversion. Let's go
wild to our heart's content.",ui\00_message\npc\base\n2952.gmd,\npc\n2952.arc,n2952.arc,0,Raven
0,,"これからどうなるのかね
先のことが少し気になってきたな","I wonder what will happen from now on. I'm
starting to get a little worried about the future.",ui\00_message\npc\base\n2952.gmd,\npc\n2952.arc,n2952.arc,1,Raven
0,,"盗賊の頭脳ってのはキリッと冷めてるものさ
でも、熱く燃えるのも悪くはなかった","The intellect of a bandit is sharp and cold.
But it wasn't bad to see it burn passionately too.",ui\00_message\npc\base\n2952.gmd,\npc\n2952.arc,n2952.arc,2,Raven
0,,ああ、どうした,"Ah, what's wrong?",ui\00_message\npc\base\n2952.gmd,\npc\n2952.arc,n2952.arc,3,Raven
0,,"あんた、自分が覚者だってことに
誇りを持ってんだろ？
俺ら盗賊だって同じだ","You, do you take pride in being an Arisen? We
bandits are the same.",ui\00_message\npc\base\n2952.gmd,\npc\n2952.arc,n2952.arc,4,Raven
0,,"覚者ってのは思ってたより馴れ馴れしいもんだな
――いや、悪い意味じゃないんだ","The Arisen are more familiar than I had imagined.
Well, I don't mean it in a bad way.",ui\00_message\npc\base\n2952.gmd,\npc\n2952.arc,n2952.arc,5,Raven
0,,"そう話しかけられても
あんたのタメになるような話はできないぜ","Even if you talk to me, I can't tell you anything
that would be of any benefit.",ui\00_message\npc\base\n2952.gmd,\npc\n2952.arc,n2952.arc,6,Raven
