#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,シールドオブラディアンス,Shield of Radiance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10866
0,,マルヤムロッド,Maryam Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10981
0,,マルヤムロッド,Maryam Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10982
0,,ブラックヴェノムシールド,Black Venom Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10983
0,,ブラックヴェノムシールド,Black Venom Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10984
0,,ブラックヴェノムシールド,Black Venom Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10985
0,,ブラックヴェノムシールド,Black Venom Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10986
0,,ブラックヴェノムシールド,Black Venom Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10987
0,,ブラックヴェノムロッド,Black Venom Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10988
0,,ブラックヴェノムロッド,Black Venom Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10989
0,,ブラックヴェノムロッド,Black Venom Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10990
0,,ブラックヴェノムロッド,Black Venom Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10991
0,,ブラックヴェノムロッド,Black Venom Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10992
0,,アヴァターラ,Avatara,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10993
0,,アヴァターラ,Avatara,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10994
0,,アヴァターラ,Avatara,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10995
0,,アヴァターラ,Avatara,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10996
0,,アヴァターラ,Avatara,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10997
0,,トーチオブハオマ,Torch of Haoma,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10998
0,,トーチオブハオマ,Torch of Haoma,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10999
0,,トーチオブハオマ,Torch of Haoma,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11000
0,,トーチオブハオマ,Torch of Haoma,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11001
0,,トーチオブハオマ,Torch of Haoma,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11002
0,,オーフリングシェル【森】,Olfring Shell (Forest),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11003
0,,オーフリングシェル【森】,Olfring Shell (Forest),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11004
0,,オーフリングシェル【森】,Olfring Shell (Forest),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11005
0,,オーフリングシェル【森】,Olfring Shell (Forest),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11006
0,,オーフリングシェル【森】,Olfring Shell (Forest),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11007
0,,オーフリングシェル【海】,Olfring Shell (Sea),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11008
0,,オーフリングシェル【輝】,Olfring Shell (Radiance),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11009
0,,オーフリングシェル【星】,Olfring Shell (Star),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11010
0,,オーフリングシェル【涅】,Olfring Shell (Terra Preta),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11011
0,,オーフリングロッド【陽】,Olfring Rod (Sunlight),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11012
0,,オーフリングロッド【海】,Olfring Rod (Sea),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11013
0,,オーフリングロッド【涅】,Olfring Rod (Terra Preta),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11014
0,,オーフリングロッド【鉄】,Olfring Rod (Iron),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11015
0,,オーフリングロッド【輝】,Olfring Rod (Radiance),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11016
0,,オーフリングロッド【星】,Olfring Rod (Star),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11017
0,,オーフリングシェル【陽】,Olfring Shell (Sunlight),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11018
0,,聖夜のリースシールド,Holy Night's Wreath Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11019
0,,白き恋人のクッキーブウクリエ,White Sweetheart's Cookie Bouclier,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11020
0,,聖夜のスターロッド,Holy Night's Star Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11021
0,,白き恋人のジュエルロッド,White Sweetheart's Jewel Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11022
0,,蒼嵐のミスリルシールド,Blue Storm Mithril Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11023
0,,シールドオブバンガード,Shield of Vanguard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11024
0,,蒼嵐のミスリルロッド,Blue Storm Mithril Rod,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11025
0,,ロッドオブバンガード,Rod of Vanguard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11026
0,,エピックスソフラーブ,Epic Sohrab,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11027
0,,エピックスソフラーブ,Epic Sohrab,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11028
0,,エピックスソフラーブ,Epic Sohrab,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11029
0,,エピックスソフラーブ,Epic Sohrab,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11030
0,,エピックスソフラーブ,Epic Sohrab,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11031
0,,征戦のアダマスシールド,Adamas Military Expedition Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11032
0,,シールドオブアジテイター,Shield of Agitator,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11033
0,,暁紅のスティールシールド,Red Dawn's Steel Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11034
0,,暁紅のスティールシールド,Red Dawn's Steel Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11035
0,,暁紅のスティールシールド,Red Dawn's Steel Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11036
0,,暁紅のスティールシールド,Red Dawn's Steel Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11037
0,,暁紅のスティールシールド,Red Dawn's Steel Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11038
0,,ガードオブヴァーミリオン,Guard of Vermilion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11039
0,,ガードオブヴァーミリオン,Guard of Vermilion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11040
0,,ガードオブヴァーミリオン,Guard of Vermilion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11041
0,,ガードオブヴァーミリオン,Guard of Vermilion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11042
0,,ガードオブヴァーミリオン,Guard of Vermilion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11043
0,,イラーデオブパベーゼ,Irade of Pavese,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11044
0,,イラーデオブパベーゼ,Irade of Pavese,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11045
0,,イラーデオブパベーゼ,Irade of Pavese,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11046
0,,イラーデオブパベーゼ,Irade of Pavese,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11047
0,,イラーデオブパベーゼ,Irade of Pavese,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11048
0,,パベーゼプリュイ,Pastry Pavise,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11049
0,,パベーゼプリュイ,Pastry Pavise,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11050
0,,パベーゼプリュイ,Pastry Pavise,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11051
0,,パベーゼプリュイ,Pastry Pavise,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11052
0,,パベーゼプリュイ,Pastry Pavise,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11053
0,,識者のヴァイゼガード,Intellect's Weise Guard,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11054
0,,シールドオブケントニス,Shield of Kenntnis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11055
0,,シールドオブアルトゥーラ,Shield of Altura,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11056
0,,シールドオブアルトゥーラ,Shield of Altura,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11057
0,,シールドオブアルトゥーラ,Shield of Altura,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11058
0,,シールドオブアルトゥーラ,Shield of Altura,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11059
0,,シールドオブアルトゥーラ,Shield of Altura,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11060
0,,奮起のシュルフトシールド,Rousing Schlucht Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11061
0,,奮起のシュルフトシールド,Rousing Schlucht Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11062
0,,奮起のシュルフトシールド,Rousing Schlucht Shield,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11063
