1,q40000159_00_159,"王ガ<LQIM>、<LQVA>個を所望ダ
マタどうしてカ解らんガ、ナルベク急ゲ！
貢いダ者二は何か報酬をトラスとの事ダ","The king desires <LQIM>, <LQVA> pieces.
For reasons unknown, hurry as much as possible!
Those who contribute will receive some reward.",ui\00_message\quest_info\q40000159_00.gmd,\quest\q40000159.arc,q40000159.arc,1
0,q40000165_00_165,安全な採取のために,For a Safe Harvest,ui\00_message\quest_info\q40000165_00.gmd,\quest\q40000165.arc,q40000165.arc,0
1,q40000165_00_165,"鉱石を掘るにも植物を採るにも、身の危険が近いと落ちついて作業できません。特に、この頃は<LQEM>が作業を妨害してきます
どうか<LQVA>体ほど撃退してください","Mining ores or gathering plants is difficult when 
danger is near. Especially lately, 
<LQEM> 
has been disrupting the work. 
Please drive away <LQVA> creatures.",ui\00_message\quest_info\q40000165_00.gmd,\quest\q40000165.arc,q40000165.arc,1
0,q40000166_00_166,家畜の天敵,Livestock's Natural Enemy,ui\00_message\quest_info\q40000166_00.gmd,\quest\q40000166.arc,q40000166.arc,0
1,q40000166_00_166,"悔しいことに、夜中にまた家畜が襲われたのです。日中はゴートさんが目を光らせてくれてるけど――
多分<LQEM>にやられたんです
<LQVA>匹、村近くに来る前に退治してくれないでしょうか","Unfortunately, our livestock were attacked again 
in the middle of the night. During the day, Gort 
keeps watch, but it was probably the work of 
<LQEM>. 
Could you please eliminate <LQVA> of them 
before they come near the village?",ui\00_message\quest_info\q40000166_00.gmd,\quest\q40000166.arc,q40000166.arc,1
0,q40000167_00_167,討伐協力を頼む,Call for Extermination,ui\00_message\quest_info\q40000167_00.gmd,\quest\q40000167.arc,q40000167.arc,0
1,q40000167_00_167,"戦える者がいれば、<LQEM>を<LQVA>体討伐してくれないか。わしの方でも見つけ次第、討伐はしてるのだが、さすがに村周囲の守りに近頃は手いっぱいだ
危険は承知だが、どうか頼む","If there are fighters available, could you defeat 
<LQVA> <LQEM>? 
I'm also dealing with them as I find them, but 
I'm currently overwhelmed with protecting the 
village. I understand the danger, but please help.",ui\00_message\quest_info\q40000167_00.gmd,\quest\q40000167.arc,q40000167.arc,1
0,q40000168_00_168,白翼覚者隊・協力要請　バートランド北部,White Wings: Cooperation (Northern Betland),ui\00_message\quest_info\q40000168_00.gmd,\quest\q40000168.arc,q40000168.arc,0
1,q40000168_00_168,"ドラワン滞在中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","To the Arisen staying in Drawan, 
a notice from the temple. 
Reports indicate that <LQEM> 
have been increasing in the area. 
If possible, please assist with the elimination of 
<LQVA> during your missions.",ui\00_message\quest_info\q40000168_00.gmd,\quest\q40000168.arc,q40000168.arc,1
0,q40000169_00_169,白翼覚者隊・討伐任務　バートランド北部,White Wings: Elimination (Northern Betland),ui\00_message\quest_info\q40000169_00.gmd,\quest\q40000169.arc,q40000169.arc,0
1,q40000169_00_169,"ドラワン滞在中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願います","To the Arisen staying in Drawan, 
a notice from the temple. 
If <LQEM> 
are found in the area, please eliminate at least 
<LQVA> to maintain regional safety.,",ui\00_message\quest_info\q40000169_00.gmd,\quest\q40000169.arc,q40000169.arc,1
0,q40000170_00_170,＜エリアオーダー＞ドラワン近郊魔物征伐,Area Order: Drawan Outskirts Demon Extermination,ui\00_message\quest_info\q40000170_00.gmd,\quest\q40000170.arc,q40000170.arc,0
1,q40000170_00_170,"エリアマスターのサニ―だけどさ、ちょっと頼みがあるんだよ！
村の外れに<LQEM>が出たって聞いてさ――もうホント、肝を冷やしたよ
ぞろぞろ現れる前に、<LQVA>体ばかり退治をお願いしたいんだ。後生だよ！","Area Master Sunny here. I have a request! 
I heard that <LQEM> 
appeared on the outskirts of the village―― 
it really startled me. 
Before they appear in droves, I'd like you to 
take down <LQVA>. Please, I beg you!",ui\00_message\quest_info\q40000170_00.gmd,\quest\q40000170.arc,q40000170.arc,1
0,q40000171_00_171,どうにか調達をお願いする,A Most Pressing Need,ui\00_message\quest_info\q40000171_00.gmd,\quest\q40000171.arc,q40000171.arc,0
1,q40000171_00_171,"ふぅ――、困ったなぁ。<LQIM>を<LQVA>個、できれば調達してもらえないかな
資材も食糧もぎりぎりだ
苦しい状態だけど、何とか支え合って凌いでいこう","Hah―― this is troublesome. 
Could you procure <LQIM> 
in <LQVA> quantity, if possible? 
Resources and food are tight. 
It's a tough situation, but let's support each 
other and get through it.",ui\00_message\quest_info\q40000171_00.gmd,\quest\q40000171.arc,q40000171.arc,1
0,q40000172_00_172,女房の努め,A Wife's Endeavour,ui\00_message\quest_info\q40000172_00.gmd,\quest\q40000172.arc,q40000172.arc,0
1,q40000172_00_172,"ちょっとでもあの人の助けになりたくてね
難しいとは思うんだけど<LQIM>、どっかで<LQVA>つ確保してきてくれない？
無理はしなくていいんだよ、できればでいいからね","I want to help that person, even a little. 
It's difficult, but could you secure <LQIM> 
somewhere, maybe <LQVA> pieces? 
You don't have to push yourself, just if you can.",ui\00_message\quest_info\q40000172_00.gmd,\quest\q40000172.arc,q40000172.arc,1
0,q40000173_00_173,素材採取代行探してます,Requisition Agent Required,ui\00_message\quest_info\q40000173_00.gmd,\quest\q40000173.arc,q40000173.arc,0
1,q40000173_00_173,"わたくし、この地の素材を扱っているのですが、手が足りぬため素材採取の代行者を探しております
今回仕入れたいのは<LQIM>を<LQVA>個です
お願いします","I handle materials from this region, but I'm 
looking for someone to assist with gathering. 
This time, I need <LQVA> <LQIM>. 
Please help.",ui\00_message\quest_info\q40000173_00.gmd,\quest\q40000173.arc,q40000173.arc,1
0,q40000174_00_174,外出が恐ろしくて,Afraid of the Outdoors,ui\00_message\quest_info\q40000174_00.gmd,\quest\q40000174.arc,q40000174.arc,0
1,q40000174_00_174,"持ってきて頂きたいものがあるのです
生活に使う<LQIM>なのですが、外へ調達にいくにも魔物が恐ろしくてそれすらできません
<LQVA>個で結構ですので、どうかお力を――","I have something I would like you to bring. 
It's something that I use in daily life, but I 
can't even go outside to get it because the 
monsters are terrifying. 
If you could bring <LQVA> pieces of <LQIM>, 
I would greatly appreciate your assistance――",ui\00_message\quest_info\q40000174_00.gmd,\quest\q40000174.arc,q40000174.arc,1
0,q40000175_00_175,取引,Transactions,ui\00_message\quest_info\q40000175_00.gmd,\quest\q40000175.arc,q40000175.arc,0
1,q40000175_00_175,"<LQIM>を持ってるか？
<LQVA>個あるなら取引したい","Do you have <LQIM>? 
I'd like to trade if you have <LQVA> pieces.",ui\00_message\quest_info\q40000175_00.gmd,\quest\q40000175.arc,q40000175.arc,1
0,q40000176_00_176,譲ってください,"Provide This, Please",ui\00_message\quest_info\q40000176_00.gmd,\quest\q40000176.arc,q40000176.arc,0
1,q40000176_00_176,"<LQIM>というものをお持ちの方が居れば、譲ってくださらないでしょうか。数は<LQVA>個です
あちこち歩いたのですが、オークに遭遇しそうになり結局また、見つけることができませんでした","If anyone has <LQIM>, 
could you please sell it to me? 
I need <LQVA> pieces. 
I walked around a lot, but almost ran into orcs 
and couldn't find it again.",ui\00_message\quest_info\q40000176_00.gmd,\quest\q40000176.arc,q40000176.arc,1
0,q40000177_00_177,バートランド北部名産品の入手依頼,Northern Betland Materials Request,ui\00_message\quest_info\q40000177_00.gmd,\quest\q40000177.arc,q40000177.arc,0
1,q40000177_00_177,"行商をやってる者だが、バートランド北部ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","I'm a trader, and high-quality <LQIM> 
can be found in the 
northern part of Betland. However, there are many 
inquiries from other regions, causing a shortage. 
If you could deliver <LQVA> of them, 
I will pay a fair price.",ui\00_message\quest_info\q40000177_00.gmd,\quest\q40000177.arc,q40000177.arc,1
0,q40000178_00_178,白翼覚者隊・収集依頼　バートランド北部,White Wings: Collection (Northern Betland),ui\00_message\quest_info\q40000178_00.gmd,\quest\q40000178.arc,q40000178.arc,0
1,q40000178_00_178,"ドラワン滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","This is a notification from the temple for
the Arisen staying in Drawan. If possible,
please deliver <LQVA> pieces of 
<LQIM>
to the temple from your location.
If you have other tasks, please prioritize them.",ui\00_message\quest_info\q40000178_00.gmd,\quest\q40000178.arc,q40000178.arc,1
0,q40000179_00_179,白翼覚者隊・納品依頼　バートランド北部,White Wings: Delivery (Northern Betland),ui\00_message\quest_info\q40000179_00.gmd,\quest\q40000179.arc,q40000179.arc,0
1,q40000179_00_179,"ドラワン滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","This is a notification from the temple for
the Arisen stationed in Drawan. Please
deliver <LQVA> pieces of 
<LQIM>
to the temple from your location.
The temple's supplies are currently low,
so your assistance is appreciated.",ui\00_message\quest_info\q40000179_00.gmd,\quest\q40000179.arc,q40000179.arc,1
0,q40000180_00_180,＜エリアオーダー＞バートランド北部補給,Area Order: Northern Betland Resupply,ui\00_message\quest_info\q40000180_00.gmd,\quest\q40000180.arc,q40000180.arc,0
1,q40000180_00_180,"エリアマスターやってるサニ―だよ
ちょっと依頼なんだけどさ、<LQIM>を<LQVA>個集めて持ってきてほしいんだよ
薬にするにも、建材にするにも、ある程度在庫がないと心配でさ。後生だよ！","This is Area Master Sunny. I have a request. 
I need <LQVA> <LQIM>. 
Whether for medicine or building materials, 
having a certain amount in stock is crucial. 
Please, I beg you!",ui\00_message\quest_info\q40000180_00.gmd,\quest\q40000180.arc,q40000180.arc,1
0,q40000181_00_181,苦手なアレ,Those Bothersome Things,ui\00_message\quest_info\q40000181_00.gmd,\quest\q40000181.arc,q40000181.arc,0
1,q40000181_00_181,"この辺りは<LQEM>が多いだろう。私はどうもアレが苦手なんだ
生理的に受け付けないというか――
<LQVA>体でいい、退治してくれないだろうか
私は戦いたくないのでな","This area is probably infested with <LQEM>. 
I'm not good with them, it's more like I can't 
stand them physically――
Would it be possible for you to get
 rid of <LQVA> for me? 
I really don't want to fight.",ui\00_message\quest_info\q40000181_00.gmd,\quest\q40000181.arc,q40000181.arc,1
0,q40000182_00_182,イチイチ戦ってらんねぇよ,No One-on-Ones,ui\00_message\quest_info\q40000182_00.gmd,\quest\q40000182.arc,q40000182.arc,0
1,q40000182_00_182,"まぁったく、もうちょっと魔物が少なけりゃ昼間から酒場行っても文句言われねェのに。面倒くせェ
どうせこんな辺境、団長だって見てねェのによォ
おい、誰か俺の代わりに<LQEM>を<LQVA>匹掃除しといてくれ","Seriously, if there were fewer monsters, 
I wouldn't get complaints for going to the tavern 
during the day. It's a hassle. 
Anyway, in this borderland, even the captain 
doesn't notice. 
Hey, someone, clean up <LQVA> 
<LQEM> for me.",ui\00_message\quest_info\q40000182_00.gmd,\quest\q40000182.arc,q40000182.arc,1
0,q40000183_00_183,ああいやだいやだ,How Tiresome!,ui\00_message\quest_info\q40000183_00.gmd,\quest\q40000183.arc,q40000183.arc,0
1,q40000183_00_183,"<LQEM>がはびこってるせいで、お宝がありそうなのに遺跡巡りに行けないんだよ
ああ、いやだいやだ――。誰か<LQVA>体討伐してくれよ","Because of the proliferation of <LQEM>, 
I can't go exploring ruins that might 
have treasure. 
Ah, it's frustrating―― 
Can someone eliminate <LQVA> for me?",ui\00_message\quest_info\q40000183_00.gmd,\quest\q40000183.arc,q40000183.arc,1
0,q40000184_00_184,剛の者求むッ！！,Looking for a Hero!!,ui\00_message\quest_info\q40000184_00.gmd,\quest\q40000184.arc,q40000184.arc,0
1,q40000184_00_184,"フハハハハハ！！！　この地に集う猛者達よ、ひとつ腕試しといこうではないか！
お題は<LQEM>、<LQVA>体の討伐だ
成した者には報酬も出す、さぁ思う存分滾る血をぶつけるのだッ！！","Fwahahaha!!! Warriors gathered in this land, let's
test your strength! The task is to slay <LQVA> of
<LQEM>. Those who succeed will be rewarded. Now
let your blood burn with excitement!",ui\00_message\quest_info\q40000184_00.gmd,\quest\q40000184.arc,q40000184.arc,1
0,q40000185_00_185,手が空いてたら,If Your Hands are Free,ui\00_message\quest_info\q40000185_00.gmd,\quest\q40000185.arc,q40000185.arc,0
1,q40000185_00_185,"ねぇ暇な方、<LQEM>の退治に付き合ってくれない？
せっかく人が増えてきたゾマを安定させたいの
<LQVA>体退治してくれれば十分よ","Hey, got a moment to help take down some <LQEM>?
I want to stabilize Zoma now that more people
are gathering here. Defeating <LQVA> should be
enough.",ui\00_message\quest_info\q40000185_00.gmd,\quest\q40000185.arc,q40000185.arc,1
0,q40000186_00_186,試させて貰うわ,I'll Test You,ui\00_message\quest_info\q40000186_00.gmd,\quest\q40000186.arc,q40000186.arc,0
1,q40000186_00_186,"東ザンドラには<LQEM>という厄介者がいるの
並の人間ではまず歯が立たない強敵よ。でも、もしあなたがこの地で名を高めたいなら討伐に挑戦してみない？
<LQVA>体倒せたら、私からお祝いを送るわ","In East Zandora, there's a troublesome foe called
<LQEM>. 
They're too strong for most people to
handle. But if you want to make a name for
yourself here, why not try to take them down?
If you can defeat <LQVA>, I'll give you a reward
to celebrate.",ui\00_message\quest_info\q40000186_00.gmd,\quest\q40000186.arc,q40000186.arc,1
0,q40000187_00_187,ゾマに安全を！,A Safe Zoma!,ui\00_message\quest_info\q40000187_00.gmd,\quest\q40000187.arc,q40000187.arc,0
1,q40000187_00_187,"ゾマはまぁ、フロンティアだけあって危険も多いですな！
そこで、恐ろしい<LQEM>を<LQVA>体やっつけてはくれませんかな
もちろん、戦ってくれた戦士様にはゾマを代表して礼をいたしますぞ","Zoma, being a frontier, is quite dangerous!
So, could you take down <LQVA> of the terrifying
<LQEM> for us? 
Of course, on behalf of Zoma, I
will personally thank the warrior who fights.",ui\00_message\quest_info\q40000187_00.gmd,\quest\q40000187.arc,q40000187.arc,1
0,q40000188_00_188,白翼覚者隊・協力要請　ザンドラ東部,White Wings: Cooperation (Eastern Zandora),ui\00_message\quest_info\q40000188_00.gmd,\quest\q40000188.arc,q40000188.arc,0
1,q40000188_00_188,"ゾマ滞在中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","To the Arisen staying in Zoma, 
a notice from the temple. Reports indicate that 
<LQEM> are increasing in the area. 
If possible, please assist with the elimination 
of <LQVA> during your missions.",ui\00_message\quest_info\q40000188_00.gmd,\quest\q40000188.arc,q40000188.arc,1
0,q40000189_00_189,白翼覚者隊・討伐任務　ザンドラ東部,White Wings: Elimination (Eastern Zandora),ui\00_message\quest_info\q40000189_00.gmd,\quest\q40000189.arc,q40000189.arc,0
1,q40000189_00_189,"ゾマ滞在中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願います","To the Arisen staying in Zoma, 
a notice from the temple. If you encounter 
<LQEM>, please eliminate 
at least <LQVA> to maintain regional safety.",ui\00_message\quest_info\q40000189_00.gmd,\quest\q40000189.arc,q40000189.arc,1
0,q40000190_00_190,＜エリアオーダー＞ザンドラ東部魔物征伐,Area Order: Eastern Zandora Demon Extermination,ui\00_message\quest_info\q40000190_00.gmd,\quest\q40000190.arc,q40000190.arc,0
1,q40000190_00_190,"エリアマスターのナディアよ。ちょっとした依頼を聞いてもらえないかしら
ゾマの近くに<LQEM>が姿を現してね、不安の声が上がっているの
覚者さんか騎士さん、<LQVA>体討伐をしておいてくれない？","I am Nadia, the Area Master.
Could you assist with a small request?
A <LQEM> has appeared near Zoma,
and there are growing concerns.
Could either an Arisen or a knight
eliminate <LQVA> of them?",ui\00_message\quest_info\q40000190_00.gmd,\quest\q40000190.arc,q40000190.arc,1
0,q40000191_00_191,ザンドラ産地品の取引,Dealing in Zandora Goods,ui\00_message\quest_info\q40000191_00.gmd,\quest\q40000191.arc,q40000191.arc,0
1,q40000191_00_191,"ザンドラ東部で採れる物いろいろ扱ってるよ！
<LQIM>を持ってたら、<LQVA>個引きとるよ。お気軽に連絡を！","I deal with various items from Eastern Zandora! 
If you have <LQIM>, 
I'll buy <LQVA> pieces. Feel free to contact me!",ui\00_message\quest_info\q40000191_00.gmd,\quest\q40000191.arc,q40000191.arc,1
0,q40000192_00_192,素材買い取ります！,Buying Materials!,ui\00_message\quest_info\q40000192_00.gmd,\quest\q40000192.arc,q40000192.arc,0
1,q40000192_00_192,"探訪者の皆さん！
余った品をお持ちでしたら保管担当のイザベルまでお送りを！
現在<LQIM>を<LQVA>個、お得な価格で引き取ってます！
いかがですか？","Adventurers!
If you have any surplus items, please send them
to Isabelle, our storage manager! We're currently
offering a great price for <LQVA> units of 
<LQIM>.
How does that sound?",ui\00_message\quest_info\q40000192_00.gmd,\quest\q40000192.arc,q40000192.arc,1
0,q40000193_00_193,掘り出し物ある？,Any Great Finds?,ui\00_message\quest_info\q40000193_00.gmd,\quest\q40000193.arc,q40000193.arc,0
1,q40000193_00_193,"ねぇ誰か、あたしと取引しない？
ちなみに今あたしは<LQIM>を探してる
それを<LQVA>個で、提示額払うよ。どうだい？","Hey, someone, want to trade with me? 
By the way, I'm currently looking for 
<LQIM>. 
I'll pay for <LQVA> pieces. How about it?",ui\00_message\quest_info\q40000193_00.gmd,\quest\q40000193.arc,q40000193.arc,1
0,q40000194_00_194,ゾマに活気を！,A Lively Zoma!,ui\00_message\quest_info\q40000194_00.gmd,\quest\q40000194.arc,q40000194.arc,0
1,q40000194_00_194,"遺跡の改築にも、人を呼ぶにも物と金が要りましてね
どうか皆さまもゾマの賑わいに一役買ってくだされ！
<LQIM>を<LQVA>個、お持ちでしたら是非提供を！
ゾマを代表して報酬も出しますぞ！","Renovating the ruins and attracting people both
require goods and money. Please, lend a hand
in bringing life to Zoma! If you have <LQVA>
units of <LQIM>, 
we'd be grateful for your
contribution! On behalf of Zoma, we'll reward
you for it!",ui\00_message\quest_info\q40000194_00.gmd,\quest\q40000194.arc,q40000194.arc,1
0,q40000195_00_195,入手経路は何でもＯＫ！,However You Can Get Your Hands on It!,ui\00_message\quest_info\q40000195_00.gmd,\quest\q40000195.arc,q40000195.arc,0
1,q40000195_00_195,"<LQIM>ってブツを探してるのさ
この東ザンドラでもなかなかお目に掛れない品なんだが、手に入れたヤツはいるか？
<LQVA>個持ってたら引き取るぜ
じゃ、連絡待ってるからヨロシク！","I'm looking for a thing called 
<LQIM>.
It's a rare item, even here in east Zandora.
Has anyone managed to get their hands on it?
If you've got <LQVA>, I'll take them.
I'll be waiting for your response, thanks!",ui\00_message\quest_info\q40000195_00.gmd,\quest\q40000195.arc,q40000195.arc,1
0,q40000196_00_196,ブレンドカクテル,Blend Cocktail,ui\00_message\quest_info\q40000196_00.gmd,\quest\q40000196.arc,q40000196.arc,0
1,q40000196_00_196,"荒くれさんと仲良くするには、美味しいお酒が一番！
私のオリジナルカクテルで、隠し味に<LQIM>を漬けておくリキュールがあるの
予備の確保に、<LQVA>個取ってきてくれない？","To befriend the rough types, 
good liquor is key! 
I have an original cocktail with a secret 
ingredient of <LQIM> 
marinated liqueur. 
Could you bring <LQVA> pieces for my stock?",ui\00_message\quest_info\q40000196_00.gmd,\quest\q40000196.arc,q40000196.arc,1
0,q40000197_00_197,ザンドラ東部名産品の入手依頼,Eastern Zandora Materials Request,ui\00_message\quest_info\q40000197_00.gmd,\quest\q40000197.arc,q40000197.arc,0
1,q40000197_00_197,"行商をやってる者だが、ザンドラ東部ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","I'm a traveling merchant, and in eastern Zandra,
we can obtain good-quality 
<LQIM>. Due to high
demand from other regions, it's scarce. Deliver
about <LQVA> pieces, and I'll pay a fair price.",ui\00_message\quest_info\q40000197_00.gmd,\quest\q40000197.arc,q40000197.arc,1
0,q40000198_00_198,白翼覚者隊・収集依頼　ザンドラ東部,White Wings: Collection (Eastern Zandora),ui\00_message\quest_info\q40000198_00.gmd,\quest\q40000198.arc,q40000198.arc,0
1,q40000198_00_198,"ゾマ滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","A notice from the temple:
If possible, please deliver
<LQVA> <LQIM> 
to the temple from your
assigned location. If you have other
missions, please prioritize those.",ui\00_message\quest_info\q40000198_00.gmd,\quest\q40000198.arc,q40000198.arc,1
0,q40000199_00_199,白翼覚者隊・納品依頼　ザンドラ東部,White Wings: Delivery (Eastern Zandora),ui\00_message\quest_info\q40000199_00.gmd,\quest\q40000199.arc,q40000199.arc,0
1,q40000199_00_199,"ゾマ滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","To the Arisen staying in Zoma,
a notice from the temple:
Please deliver <LQVA> <LQIM>,
available at your location to
the temple. The temple's supplies
are running low, so your
assistance is appreciated.",ui\00_message\quest_info\q40000199_00.gmd,\quest\q40000199.arc,q40000199.arc,1
0,q40000200_00_200,＜エリアオーダー＞ザンドラ東部補給,Area Order: Eastern Zandora Resupply,ui\00_message\quest_info\q40000200_00.gmd,\quest\q40000200.arc,q40000200.arc,0
1,q40000200_00_200,"ねぇ、エリアマスターとして依頼させてもらうわ
ゾマは遺跡を利用した町だから、補修にも手がかかってね
そのために<LQIM>が<LQVA>個必要なんだけど、なかなか工面できないの
どうかしら、お礼はもちろん保証するわ","Hey, I'd like to make a request
as the Area Master. Zoma is a town
that makes use of ruins, so repairs
require a lot of effort. I need
<LQVA> <LQIM> for that, but it's
difficult to gather them. How
about it? I'll certainly ensure
you're rewarded.",ui\00_message\quest_info\q40000200_00.gmd,\quest\q40000200.arc,q40000200.arc,1
0,q40000201_00_201,退治しておくメモ,A Note on Extermination,ui\00_message\quest_info\q40000201_00.gmd,\quest\q40000201.arc,q40000201.arc,0
1,q40000201_00_201,"<LQEM>増えすぎ、<LQVA>匹倒す
この間家の近くにも出た","<LQEM> have increased too much. 
Defeat <LQVA>. 
They even appeared near my home recently.",ui\00_message\quest_info\q40000201_00.gmd,\quest\q40000201.arc,q40000201.arc,1
0,q40000202_00_202,狩っておく獲物メモ,A Note on Protection,ui\00_message\quest_info\q40000202_00.gmd,\quest\q40000202.arc,q40000202.arc,0
1,q40000202_00_202,"<LQEM>狩る。次の獲物
<LQVA>匹。なるべく皮を傷つけないようにする","Hunt <LQEM>. Next target:
<LQVA> beasts. Try to avoid
damaging the hides as much as possible.",ui\00_message\quest_info\q40000202_00.gmd,\quest\q40000202.arc,q40000202.arc,1
0,q40000203_00_203,狙う獲物メモ,A Note on Treasure,ui\00_message\quest_info\q40000203_00.gmd,\quest\q40000203.arc,q40000203.arc,0
1,q40000203_00_203,"<LQEM>、<LQVA>匹いるのを見た
珍しい。次に見たら倒せるよう準備しておく","I saw <LQEM>, 
<LQVA> of them. 
Unusual. 
I'll prepare to defeat them if I see them again.",ui\00_message\quest_info\q40000203_00.gmd,\quest\q40000203.arc,q40000203.arc,1
0,q40000204_00_204,力試しをしてみないかな,A Trial,ui\00_message\quest_info\q40000204_00.gmd,\quest\q40000204.arc,q40000204.arc,0
1,q40000204_00_204,"やあ、君。もし腕に覚えがあるなら、この辺りに現れるという<LQEM>と対峙してみるといい
君がどれほどの腕なのか、その戦いで解るだろう
<LQVA>体見事倒せたならば、報酬を送ろうではないか","Hey, you.
If you're confident in your skills, 
try facing the <LQEM> 
that appear around here. If you manage to defeat 
<LQVA>, I'll send a reward.",ui\00_message\quest_info\q40000204_00.gmd,\quest\q40000204.arc,q40000204.arc,1
0,q40000205_00_205,我々の狩猟場,Hunting Grounds,ui\00_message\quest_info\q40000205_00.gmd,\quest\q40000205.arc,q40000205.arc,0
