43,eqenhance_sp_done,解放済み,Released,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipEnhanceAnnounce.arc,uGUIEquipEnhanceAnnounce.arc,43
11,eqenhance_err_enhance_num,"この鍛え方には初回、またはリトライ限定の使用制限があります
対象のアイテムには使用できません","There is a use limit for this training method,
limited to the first time or retries. It cannot be
used on the target item.",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,11
12,eqenhance_err_not_enough_money,費用が不足しています,Insufficient expenses,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,12
13,eqenhance_err_not_enough_item,必要アイテムが不足しています,Required items are missing.,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,13
14,eqenhance_header_pack_list,リスト,List,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,14
15,eqenhance_header_pack_detail,付与されるステータスは、以下の中から抽選されます,Status added will be selected from the following:,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,15
16,eqenhance_order_header_item,Equip Item,Equip Item,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,16
17,eqenhance_evolution,Limit Bonus,Limit Bonus,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,17
18,eqenhance_limit_evolution,Fusion Bonus,Fusion Bonus,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,18
19,eqenhance_retry_only,リトライ限定,Retry only,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,19
20,eqenhance_first_only,初回限定,First Time Only,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,20
21,eqenhance_order_pack_type,鍛え方,Forging Type,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,21
22,eqenhance_check_detail,詳細を確認する,View Details,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,22
23,eqenhance_confirm_overwrite,"すでにステータスが付与されています
上書きして新たにカスタムしてもよろしいですか？","Status has already been assigned.
Would you like to overwrite it and add a new
custom one?",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,23
24,eqenhance_confirm_not_have_pre_weapon,"<COL ffdc78>解放条件アイテム</COL>を所持していないため
<COL aa1414>【Special Bonus】のステータスは付与されません</COL>

このままカスタム開始してもよろしいですか？","You do not have the <COL ffdc78>Unlock Conditions
Item</COL>, so you will not receive the <COL
aa1414>Special Bonus</COL>.
Is it okay to start customization like this?",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,24
25,eqenhance_confirm_enhance,カスタム開始します。よろしいですか？,I will start the customization. Are you sure?,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,25
26,eqenhance_success,成功,Success,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,26
27,eqrecycle_err_no_recycle_count,残り回数がありません,Insufficient time remaining.,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,27
28,eqrecycle_err_cant_use_reset,今は使用できません,You cannot use this right now.,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,28
29,eqrecycle_confirm_recycle,"<NAME ITEM>の分解を開始します
分解を行うことで下記の恩恵を得られます
受け取り先を選択してください","We will begin the disassembly of <NAME ITEM>.
By performing this disassembly, you can gain the
following benefits.
Please select the recipient.",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,29
30,eqrecycle_lot_item,抽選アイテムあり（%d個）,Lottery items available (%ditems),ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,30
31,eqrecycle_err_not_enough_empty,"アイテムが受け取れない可能性があります
アイテム枠を十分に空けてください","There is a possibility you may not receive the
item. Please make sure there is enough space in
your inventory.",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,31
32,eqrecycle_receive_item_title,以下のアイテムを獲得しました,You have obtained the following items.,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,32
33,eqrecycle_confirm_sell,"以下の内容で売却します。よろしいですか？

アイテム：<NAME ITEM>
合計個数：<VAL>個
売却価格：<VAL GOLD>","Are you sure you want to sell the following?

Item: <NAME ITEM>
Total quantity: <VAL> pieces
Selling price: <VAL GOLD>",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,33
34,eqrecycle_recycle_count_over,"本日の分解はこれで終了です
次回のリセット時間までお待ちいただくか
<UNTN GS>で、直ちに残り回数をリセットできます

（リセット時間はプレイマニュアルをご覧ください）","Today's disassembly is now complete.
You can reset the remaining times immediately by
waiting until the next reset time or by using
<UNTN GS>

(see the play manual for reset times)",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,34
35,eqrecycle_confirm_reset,"<COL ffdc78><UNTN GS><VAL GS></COL>で残り回数をリセットします
よろしいですか？","Shall I reset the remaining number of times to
<COL ffdc78><VAL GS><UNTN GS></COL>?",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,35
36,eqrecycle_notice_reset,残り回数をリセットしました,I have reset the remaining times.,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,36
37,eqenhance_wallet_gs,<COL ffdc78><UNTN GS> <VAL GS></COL>,<COL ffdc78><VAL GS><UNTN GS></COL>,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,37
38,eqenhance_condition,作業条件,Work Requirements,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,38
39,eqenhance_need_item,必要アイテム,Required items,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,39
40,eqenhance_special_evolution,Special Bonus,Special Bonus,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,40
41,eqenhance_sp_condition_item,解放条件アイテム,Unlock Conditions Item,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,41
42,eqenhance_sp_condition_notice,※解放条件アイテムは消費しません,※ Unlock Conditions Items will not be consumed.,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,42
43,eqenhance_sp_done,解放済み,Released,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,43
44,eqenhance_omake,特典,Benefits,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,44
45,eqenhance_omake_notice,"この作業条件をご利用いただくと、特典として
<COL ffdc78><UNTN MS> <VAL MS>をプレゼント</COL>","By using this work method, you will receive a
bonus
<COL ffdc78><UNTN MS> <VAL MS></COL> as a present",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,45
46,eqenhance_evolution_done,カスタム完了しました,Custom completed,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,46
47,eqenhance_no_equip_notice,カスタムできる装備がありません,There is no equipment that can be customized,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,47
48,eqrecycle_no_equip_notice,分解できる装備がありません,There is no equipment that can be disassembled,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,48
49,eqenhance_txtguide_01,リミット解除する装備を選択してください,Please select equipment to limit break.,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,49
50,eqenhance_txtguide_02,極限合成する装備を選択してください,"Please select the equipment for Ultimate
Synthesis.",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,50
51,eqenhance_txtguide_03,鍛え方を選択してください,Please select a training method.,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,51
52,eqenhance_txtguide_04,「<VAL>」の詳細,"""<VAL>"" details.",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,52
53,eqrecycle_txtguide_01,資源分解する装備を選択してください,Please select equipment to disassemble.,ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,53
54,eqenhance_need_gs_text,<COL ffdc78><UNTN GS> <VAL GS></COL>が必要です（所持数：<HAVE GS>）,"<COL ffdc78><UNTN GS> <UNTN GS></COL>is required
(number in posession：<HAVE GS>)",ui\00_message\ui\equip_enhance.gmd,\ui\uGUIEquipRecycleAnnounce.arc,uGUIEquipRecycleAnnounce.arc,54
0,EventSkip_msg_skip,スキップ,Skip,ui\00_message\ui\EventSkip_res.gmd,\ui\uGUIEventSkip.arc,uGUIEventSkip.arc,0
0,ex_hint_001,<KC TOUCH>長押しで耐えろ！,<KC TOUCH>Hold to resist!,ui\00_message\ui\ex_hint.gmd,\ui\uGUIExHint.arc,uGUIExHint.arc,0
1,ex_hint_002,耐えるのに失敗した！,I failed to resist!,ui\00_message\ui\ex_hint.gmd,\ui\uGUIExHint.arc,uGUIExHint.arc,1
2,ex_hint_003,<KC JUMP>で敵から離れろ！,<KC JUMP>Get away from the enemy!,ui\00_message\ui\ex_hint.gmd,\ui\uGUIExHint.arc,uGUIExHint.arc,2
3,ex_hint_004,<KC CLIMB_JOLT>連打で揺さぶれ！,<KC CLIMB_JOLT>Shake repeatedly!,ui\00_message\ui\ex_hint.gmd,\ui\uGUIExHint.arc,uGUIExHint.arc,3
0,shortcut_setting_526,ショートカット登録,Register Shortcut,ui\00_message\ui\shortcut_setting.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,0
1,shortcut_setting_527,選択されている項目は登録可能です,The selected item is eligible for registration.,ui\00_message\ui\shortcut_setting.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,1
0,button_guide_touch_catch,つかむ,Grab,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,0
1,button_guide_touch_check,調べる,Examine,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,1
2,button_guide_touch_talk,話す,Speak,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,2
3,button_guide_touch_rescue,救済する,Rescue,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,3
4,button_guide_touch_restore,復活させる,Revive,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,4
5,button_guide_touch_sitdown,座る,Sit,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,5
6,button_guide_touch_standup,立ち上がる,Stand,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,6
7,button_guide_touch_bathin,浸かる,Get In Bath,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,7
8,button_guide_touch_bathout,湯船から出る,Get Out Of Bath,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,8
9,button_guide_lr_endure,耐える,Resist,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,9
10,button_guide_circle_dismount,下りる,Dismount,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,10
11,button_guide_circle_putback,戻す,Put Back,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,11
12,button_guide_cross_jump,ジャンプ,Jump,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,12
13,button_guide_cross_qjump,一足跳び,Quick Jump,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,13
14,button_guide_cross_detach,離す,Detach,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,14
15,button_guide_triangle_shake,揺さぶる,Shake,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,15
16,button_guide_triangle_throw,投げる,Throw,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,16
17,button_guide_square_kick,蹴る,Kick,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,17
18,button_guide_l1_skill,スキル,Skills,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,18
19,button_guide_r1_skill,スキル,Skills,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,19
20,button_guide_lr_shift,シフト,Shift,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,20
21,button_guide_l2_commu,コミュニケーションパレット,Communication,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,21
22,button_guide_r2_multi,マルチショートカットパレット,Multi Shortcut Palette,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,22
23,button_guide_circle_breakaway,離脱,Withdraw,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,23
24,button_guide_fire_hunter,射る,Shoot,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,24
25,button_guide_fire_elementsarcher,放つ,Shoot,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,25
26,button_guide_decide,決定,Choose,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,26
27,button_guide_cancel,中断,Cancel,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,27
28,button_guide_move,発動,Move,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,28
29,button_guide_change_stance,(構え中)構えの変更,(Standing) Change Stance,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,29
30,button_guide_stance_bow,構える,Ready,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,30
31,button_guide_cancel_magic,解除,Release,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,31
32,button_guide_put,置く,Put,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,32
33,button_guide_palet_change,(長押し)スキル切替,(Hold) Switch Skills,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,33
34,button_guide_Auto_Run,オートラン切り替え,Auto Run Toggle,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,34
35,button_guide_janken_gu,グー,Rock,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,35
36,button_guide_janken_tyoki,チョキ,Scissors,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,36
37,button_guide_janken_pa,パー,Paper,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,37
38,button_guide_pursuit,追撃,Pursuit,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,38
39,button_guide_fire,発射,Fire,ui\00_message\ui\button_guide.gmd,\ui\uGUIFKeyPalette.arc,uGUIFKeyPalette.arc,39
0,fgc_title_en,Group Chat,Group Chat,ui\00_message\ui\FreeGroupChat.gmd,\ui\uGUIFreeGroupChat.arc,uGUIFreeGroupChat.arc,0
1,fgc_title_jp,グループチャット,Group Chat,ui\00_message\ui\FreeGroupChat.gmd,\ui\uGUIFreeGroupChat.arc,uGUIFreeGroupChat.arc,1
2,fgc_cate_name,名前,Name,ui\00_message\ui\FreeGroupChat.gmd,\ui\uGUIFreeGroupChat.arc,uGUIFreeGroupChat.arc,2
3,fgc_cate_joblv,ジョブレベル,Job Level,ui\00_message\ui\FreeGroupChat.gmd,\ui\uGUIFreeGroupChat.arc,uGUIFreeGroupChat.arc,3
4,fgc_cate_lobby,ワールド,World,ui\00_message\ui\FreeGroupChat.gmd,\ui\uGUIFreeGroupChat.arc,uGUIFreeGroupChat.arc,4
5,fgc_cate_union,クラン,Clan Members,ui\00_message\ui\FreeGroupChat.gmd,\ui\uGUIFreeGroupChat.arc,uGUIFreeGroupChat.arc,5
6,fgc_cate_comment,コメント,Comment,ui\00_message\ui\FreeGroupChat.gmd,\ui\uGUIFreeGroupChat.arc,uGUIFreeGroupChat.arc,6
7,fgc_cate_number_of_participants,参加人数,Participants,ui\00_message\ui\FreeGroupChat.gmd,\ui\uGUIFreeGroupChat.arc,uGUIFreeGroupChat.arc,7
8,fgc_button_invitation,メンバーを招待,Invite Members,ui\00_message\ui\FreeGroupChat.gmd,\ui\uGUIFreeGroupChat.arc,uGUIFreeGroupChat.arc,8
9,fgc_button_roomout,グループから退室,Leave Group,ui\00_message\ui\FreeGroupChat.gmd,\ui\uGUIFreeGroupChat.arc,uGUIFreeGroupChat.arc,9
10,fgc_ana_nonfgc,グループチャットが組まれていません,Group Chat is not organized.,ui\00_message\ui\FreeGroupChat.gmd,\ui\uGUIFreeGroupChat.arc,uGUIFreeGroupChat.arc,10
0,HANDOVER_MSG_TITLE_M_TITLE00,Receive,Take,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,0
1,HANDOVER_MSG_TITLE_M_TITLE01,受け取り,Take,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,1
2,HANDOVER_MSG_BTN_ALL,すべて受け取る,Take All,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,2
3,HANDOVER_MSG_BTN_NONE,すべて破棄,Destroy All,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,3
4,HANDOVER_MSG_BTN_CANCEL,キャンセル,Cancel,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,4
5,HANDOVER_MSG_TITLE_M_TITLE02,Present,Present,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,5
6,HANDOVER_MSG_TITLE_M_TITLE03,プレゼント,Present,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,6
7,HANDOVER_MSG_TAB_CONSUME,消費,Consumable,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,7
8,HANDOVER_MSG_TAB_EQUIP,装備,Equip,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,8
9,HANDOVER_MSG_TAB_MATERIAL,素材,Raw Material,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,9
10,HANDOVER_MSG_TAB_SPECIAL,特殊,Special,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,10
11,HANDOVER_MSG_BTN_FINISH,完了,Finish,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,11
12,HANDOVER_MSG_TITLE_M_TITLE04,Delivery,Delivery,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,12
13,HANDOVER_MSG_TITLE_M_TITLE05,納品,Delivery,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,13
14,HANDOVER_MSG_DIALOG_00,"アイテムを受け取らずに戻りますか？
受け取ったアイテムは戻されます","Do you want to return without receiving items?
Items received will be returned.",ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,14
15,HANDOVER_MSG_DIALOG_YES,はい,Yes,ui\00_message\ui\general_handover.gmd,\ui\uGUIGiveAndTake.arc,uGUIGiveAndTake.arc,15
