#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,,
0,,精霊の軽装兜,Spirit light Armored Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12866
0,,黒砕の魔道兜,Blackshatter Magic Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12907
0,,黒砕の魔道兜,Blackshatter Magic Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12908
0,,黒砕の魔道兜,Blackshatter Magic Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12909
0,,黒砕の魔道兜,Blackshatter Magic Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12910
0,,黒砕の魔道兜,Blackshatter Magic Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12911
0,,精霊の魔戦兜,Spirit's Magick Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12912
0,,精霊の魔戦兜,Spirit's Magick Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12913
0,,精霊の魔戦兜,Spirit's Magick Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12914
0,,精霊の魔戦兜,Spirit's Magick Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12915
0,,精霊の魔戦兜,Spirit's Magick Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12916
0,,炎王の魔戦兜,Fire King's Magick Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12917
0,,炎王の魔戦兜,Fire King's Magick Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12918
0,,炎王の魔戦兜,Fire King's Magick Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12919
0,,炎王の魔戦兜,Fire King's Magick Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12920
0,,炎王の魔戦兜,Fire King's Magick Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12921
0,,白翼の魔戦兜,White Wings's Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12922
0,,白翼の魔戦兜,White Wings's Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12923
0,,白翼の魔戦兜,White Wings's Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12924
0,,白翼の魔戦兜,White Wings's Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12925
0,,白翼の魔戦兜,White Wings's Combat Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12926
0,,黄金の魔戦兜,Golden Magick Battle Helmet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12927
0,,黄金の魔戦兜,Golden Magick Battle Helmet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12928
0,,黄金の魔戦兜,Golden Magick Battle Helmet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12929
0,,黄金の魔戦兜,Golden Magick Battle Helmet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12930
0,,黄金の魔戦兜,Golden Magick Battle Helmet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12931
0,,黒砕の魔戦兜,Blackshatter Magic Battle Helmet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12932
0,,黒砕の魔戦兜,Blackshatter Magic Battle Helmet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12933
0,,黒砕の魔戦兜,Blackshatter Magic Battle Helmet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12934
0,,黒砕の魔戦兜,Blackshatter Magic Battle Helmet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12935
0,,黒砕の魔戦兜,Blackshatter Magic Battle Helmet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12936
0,,プレアードヘルム,Pleiades Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12937
0,,ヴァルキリアヘルム,Valkyrian Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12938
0,,南国の麦わら帽子【赤】,Southern Country Straw Hat (Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12939
0,,南国の麦わら帽子【青】,Southern Country Straw Hat (Blue),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12940
0,,南国の麦わら帽子【紫】,Southern Country Straw Hat (Purple),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12941
0,,南国の麦わら帽子【黒】,Southern Country Straw Hat (Black),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12942
0,,南国の麦わら帽子【白】,Southern Country Straw Hat (White),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12943
0,,南国の麦わら帽子【橙】,Southern Country Straw Hat (Orange),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12944
0,,パピヨンリボン【紅】,Papillon Ribbon (Deep Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12945
0,,バニーリボン【紅】,Bunny Ribbon (Deep Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12946
0,,ベアーズキャップ【紅】,Bear's Cap (Deep Red),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12947
0,,軍神の兜,God of War's helmet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12948
0,,スプリガンマスク,Spriggan Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12949
0,,ゴールデンサークレット,Golden Circlet,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12950
0,,聖印のジェネラスヘルム,Holy Seal's Generous Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12951
0,,曲者のジェネラスヘルム,Tricksters' Generous Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12952
0,,英雄のジェネラスヘルム,Hero's Generous Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12953
0,,蛮勇のアサルトスカル,Savage Courage Assault Skull,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12954
0,,蛮勇のアサルトスカル,Savage Courage Assault Skull,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12955
0,,蛮勇のアサルトスカル,Savage Courage Assault Skull,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12956
0,,蛮勇のアサルトスカル,Savage Courage Assault Skull,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12957
0,,蛮勇のアサルトスカル,Savage Courage Assault Skull,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12958
0,,孤高のアサルトヘルム,Solitary Assault Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12959
0,,孤高のアサルトヘルム,Solitary Assault Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12960
0,,孤高のアサルトヘルム,Solitary Assault Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12961
0,,孤高のアサルトヘルム,Solitary Assault Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12962
0,,孤高のアサルトヘルム,Solitary Assault Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12963
0,,英傑のアサルトヘッド,Hero's Assault Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12964
0,,英傑のアサルトヘッド,Hero's Assault Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12965
0,,英傑のアサルトヘッド,Hero's Assault Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12966
0,,英傑のアサルトヘッド,Hero's Assault Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12967
0,,英傑のアサルトヘッド,Hero's Assault Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12968
0,,蛮勇のスナイプマスク,Savage Courage Snipe Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12969
0,,蛮勇のスナイプマスク,Savage Courage Snipe Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12970
0,,蛮勇のスナイプマスク,Savage Courage Snipe Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12971
0,,蛮勇のスナイプマスク,Savage Courage Snipe Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12972
0,,蛮勇のスナイプマスク,Savage Courage Snipe Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12973
0,,孤高のスナイプハット,Solitary's Snipe Hat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12974
0,,孤高のスナイプハット,Solitary's Snipe Hat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12975
0,,孤高のスナイプハット,Solitary's Snipe Hat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12976
0,,孤高のスナイプハット,Solitary's Snipe Hat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12977
0,,孤高のスナイプハット,Solitary's Snipe Hat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12978
0,,英傑のスナイプフード,Hero's Snipe Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12979
0,,英傑のスナイプフード,Hero's Snipe Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12980
0,,英傑のスナイプフード,Hero's Snipe Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12981
0,,英傑のスナイプフード,Hero's Snipe Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12982
0,,英傑のスナイプフード,Hero's Snipe Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12983
0,,蛮勇のマジックマスク,Savage Courage Magic Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12984
0,,蛮勇のマジックマスク,Savage Courage Magic Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12985
0,,蛮勇のマジックマスク,Savage Courage Magic Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12986
0,,蛮勇のマジックマスク,Savage Courage Magic Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12987
0,,蛮勇のマジックマスク,Savage Courage Magic Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12988
0,,孤高のマジックヘッド,Solitary Magic Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12989
0,,孤高のマジックヘッド,Solitary Magic Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12990
0,,孤高のマジックヘッド,Solitary Magic Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12991
0,,孤高のマジックヘッド,Solitary Magic Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12992
0,,孤高のマジックヘッド,Solitary Magic Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12993
0,,英傑のマジックフェイス,Hero's Magic Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12994
0,,英傑のマジックフェイス,Hero's Magic Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12995
0,,英傑のマジックフェイス,Hero's Magic Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12996
0,,英傑のマジックフェイス,Hero's Magic Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12997
0,,英傑のマジックフェイス,Hero's Magic Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12998
0,,蛮勇のレンジャーターバン,Savage Courage Ranger Turban,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12999
0,,蛮勇のレンジャーターバン,Savage Courage Ranger Turban,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13000
0,,蛮勇のレンジャーターバン,Savage Courage Ranger Turban,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13001
0,,蛮勇のレンジャーターバン,Savage Courage Ranger Turban,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13002
0,,蛮勇のレンジャーターバン,Savage Courage Ranger Turban,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13003
0,,孤高のレンジャーヘッド,Solitary Ranger's Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13004
0,,孤高のレンジャーヘッド,Solitary Ranger's Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13005
0,,孤高のレンジャーヘッド,Solitary Ranger's Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13006
0,,孤高のレンジャーヘッド,Solitary Ranger's Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13007
0,,孤高のレンジャーヘッド,Solitary Ranger's Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13008
0,,英傑のレンジャーマスク,Hero's Ranger Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13009
0,,英傑のレンジャーマスク,Hero's Ranger Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13010
0,,英傑のレンジャーマスク,Hero's Ranger Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13011
0,,英傑のレンジャーマスク,Hero's Ranger Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13012
0,,英傑のレンジャーマスク,Hero's Ranger Mask,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13013
0,,聖印のトラストフード,Holy Seal's Trust Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13014
0,,聖印のブリスフード,Holy Seal's Bliss Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13015
0,,聖印のグラドナスヘルム,Holy Seal's Grandiose Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13016
0,,曲者のトラストフード,Tricksters' Trust Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13017
0,,曲者のブリスヘッド,Tricksters' Bliss Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13018
0,,曲者のグラドナスハット,Tricksters' Grandiose Hat,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13019
0,,英雄のトラストヘルム,Hero's Trust Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13020
0,,英雄のブリスヘルム,Hero's Lively Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13021
0,,英雄のグラドナスヘルム,Hero's Grandiose Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13022
0,,ハイドアーマー,Hide Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13023
0,,ハイドアーマー,Hide Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13024
0,,ハイドアーマー,Hide Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13025
0,,ハイドアーマー,Hide Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13026
0,,ハイドアーマー,Hide Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13027
0,,ブロンズプレート,Bronze Plate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13028
0,,ブロンズプレート,Bronze Plate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13029
0,,ブロンズプレート,Bronze Plate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13030
0,,ブロンズプレート,Bronze Plate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13031
0,,ブロンズプレート,Bronze Plate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13032
0,,ドレッドアーマー,Dread Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13033
0,,ドレッドアーマー,Dread Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13034
0,,ドレッドアーマー,Dread Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13035
0,,ドレッドアーマー,Dread Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13036
0,,ドレッドアーマー,Dread Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13037
0,,ガウディアーマー,Gaudy Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13038
0,,ガウディアーマー,Gaudy Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13039
0,,ガウディアーマー,Gaudy Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13040
0,,ガウディアーマー,Gaudy Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13041
0,,ガウディアーマー,Gaudy Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13042
0,,ブレストアーマー,Breast Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13043
0,,ブレストアーマー,Breast Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13044
0,,ブレストアーマー,Breast Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13045
0,,ブレストアーマー,Breast Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13046
0,,ブレストアーマー,Breast Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13047
0,,カッパーロリカ,Copper Lorica,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13048
0,,カッパーロリカ,Copper Lorica,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13049
0,,カッパーロリカ,Copper Lorica,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13050
0,,カッパーロリカ,Copper Lorica,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13051
0,,カッパーロリカ,Copper Lorica,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13052
0,,レザーアーマー,Leather Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13053
0,,レザーアーマー,Leather Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13054
0,,レザーアーマー,Leather Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13055
0,,レザーアーマー,Leather Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13056
0,,レザーアーマー,Leather Armor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13057
0,,ラメラージャケット,Lamellar Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13058
0,,ラメラージャケット,Lamellar Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13059
0,,ラメラージャケット,Lamellar Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13060
0,,ラメラージャケット,Lamellar Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13061
0,,ラメラージャケット,Lamellar Jacket,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13062
