1,q40300116_00_645,"別にどっちでもいいけど、どちらかというと
今日は何か外に出る気分じゃないんだよな
ってことで、俺の代わりに<LQIM>を<LQVA>個
取ってきてくれるヤツ、募集","It doesn't really matter either way, but
I'm not in the mood to go outside today.
So, I'm looking for someone to
fetch <LQVA> 
<LQIM> for me.",ui\00_message\quest_info\q40300116_00.gmd,\quest\q40300116.arc,q40300116.arc,1,
1,q40300130_00_659,"火垂れ山も今やこんな有様に――
門番殿のいらした小屋も無くなってしまっているとはね
あそこで<LQIM>を補給させてもらおうと
ここまで足を伸ばしたのに――
せめて<LQVA>つだけでも手に入りませんか？","The state of Firefall Mountain is now such a mess―
I can't believe even the gatekeeper's hut is gone.
I came all the way here to restock on 
<LQIM>, but――
Is there any chance you could at least get me
<LQVA> pieces?",ui\00_message\quest_info\q40300130_00.gmd,\quest\q40300130.arc,q40300130.arc,1,
0,q40300131_00_660,アジトからの運搬コスト,Transport Costs from the Hideout,ui\00_message\quest_info\q40300131_00.gmd,\quest\q40300131.arc,q40300131.arc,0,
1,q40300131_00_660,"<LQIM>が少し減ってきているようだな
コリーに言って、アジトから<LQVA>個持ってこさせるか――
運搬にかかるコストを考えると
この辺りで都合できれば一番なんだが","It looks like the <LQIM> 
has decreased a bit.
I'll ask Cory to bring <LQVA> pieces from the hideout――
Considering the cost of transportation,
it would be best if we could get it locally.",ui\00_message\quest_info\q40300131_00.gmd,\quest\q40300131.arc,q40300131.arc,1,
0,q40300132_00_661,予備はあるに越したことがない,Nothing Better Than Having a Spare,ui\00_message\quest_info\q40300132_00.gmd,\quest\q40300132.arc,q40300132.arc,0,
1,q40300132_00_661,"十分な量の薬は持ってきてるつもりだけど
もう少し余裕を持たせてもいいかもね
<LQIM>が<LQVA>個ほどあれば
また新しく作れるよ","I think I've brought a sufficient amount of medicine,
but it might be wise to have a little extra.
If we had <LQVA> pieces of 
<LQIM>, we could make some more.",ui\00_message\quest_info\q40300132_00.gmd,\quest\q40300132.arc,q40300132.arc,1,
0,q40300133_00_662,異国から聞きつけて,Heard from a Foreign Land,ui\00_message\quest_info\q40300133_00.gmd,\quest\q40300133.arc,q40300133.arc,0,
1,q40300133_00_662,"やぁ、非常事態に申し訳ないんだけど
アッカーシェランで最も竜力の強い場所の
<LQIM>――どうしても手に入れたいんだ！
お願いだよ、<LQVA>個だけでいいから！","Hey, sorry to bother you in this emergency,
but I really need <LQIM> 
from the most powerful place of dragon power 
in Acre Selund!
Please, just <LQVA> pieces will do!",ui\00_message\quest_info\q40300133_00.gmd,\quest\q40300133.arc,q40300133.arc,1,
0,q40300134_00_663,爪牙忘れぬ盗賊,Thieves Who Never Forget Their Claws,ui\00_message\quest_info\q40300134_00.gmd,\quest\q40300134.arc,q40300134.arc,0,
1,q40300134_00_663,"持ってきたはずの<LQIM><LQVA>個が
どうにも見当たらねぇんだよな――
ここで店番をしてる間に
予備のダガーの手入れでもしときたかったんだが、おかしいな","The <LQVA> <LQIM> 
I brought are nowhere to be found―― 
I wanted to take care of the spare daggers while 
I'm here, but it's strange.",ui\00_message\quest_info\q40300134_00.gmd,\quest\q40300134.arc,q40300134.arc,1,
0,q40300135_00_664,他言無用、納品依頼,Keep This Delivery Request a Secret,ui\00_message\quest_info\q40300135_00.gmd,\quest\q40300135.arc,q40300135.arc,0,
1,q40300135_00_664,"以下の物を探している
訳は聞かないでくれ
品物：<LQIM>
個数：<LQVA>つ","I'm looking for the following.
Don't ask me why.
Item：<LQIM>
Amount：<LQVA>",ui\00_message\quest_info\q40300135_00.gmd,\quest\q40300135.arc,q40300135.arc,1,
0,q40300136_00_665,断熱靴下の試作,A Prototype for Insulated Socks,ui\00_message\quest_info\q40300136_00.gmd,\quest\q40300136.arc,q40300136.arc,0,
1,q40300136_00_665,"ただ覚者殿を待つだけというのも
心苦しいものです
<LQIM>で熱から足元を守る敷材でも
お作りしましょうか
<LQVA>つあれば、試作くらいはできるかと！","Waiting for the Arisen is a bit troubling. 
How about I prepare some <LQIM>
to guard against the heat? With <LQVA>,
I should be able to make a prototype!",ui\00_message\quest_info\q40300136_00.gmd,\quest\q40300136.arc,q40300136.arc,1,
0,q40300137_00_666,秘密裡に進めたい取り引き,A Transaction Behind Closed Doors,ui\00_message\quest_info\q40300137_00.gmd,\quest\q40300137.arc,q40300137.arc,0,
1,q40300137_00_666,"当方、怪しい者ではございません
ウルテカ山岳で採れるという<LQIM>――
他の地方では非常に価値が高いのです
ぜひ<LQVA>個、買い取らせていただきたいと、ええ","I am not a suspicious person. 
The <LQIM> that can be gathered
in the Urteca Mountains is extremely
valuable in other regions. 
I would like to purchase <LQVA> pieces, yes.",ui\00_message\quest_info\q40300137_00.gmd,\quest\q40300137.arc,q40300137.arc,1,
0,q40300138_00_667,盗賊料理の材料集め,Collecting Ingredients for the Bandits' Cooking,ui\00_message\quest_info\q40300138_00.gmd,\quest\q40300138.arc,q40300138.arc,0,
1,q40300138_00_667,"たまには美味いものでも食いたくないか？
俺が料理してやるから、手分けして材料を探そうぜ
これを見たアンタの分担は
<LQIM>を<LQVA>個だ","Don't you want to eat something delicious
once in a while? I'll cook, so let's split up
and look for ingredients. 
Your share of it is <LQVA> <LQIM> pieces.",ui\00_message\quest_info\q40300138_00.gmd,\quest\q40300138.arc,q40300138.arc,1,
0,q40300139_00_668,＜エリアオーダー＞火垂れ山野営地補給,Area Order: Firefall Mountain Campsite Resupply,ui\00_message\quest_info\q40300139_00.gmd,\quest\q40300139.arc,q40300139.arc,0,
1,q40300139_00_668,"野営地として運営しているこの場ですが
さすがに――もう少し手を入れた方が
覚者様も安心してお休みいただけるのでは――
<LQIM>が<LQVA>個あれば
まずは全ての箇所の補修が可能でしょう","As we are operating this area as a campsite,
it would be reassuring for the Arisen
to have some more improvements made—
with around <LQVA> <LQIM>, 
we should be able to repair all the areas.",ui\00_message\quest_info\q40300139_00.gmd,\quest\q40300139.arc,q40300139.arc,1,
0,q50000001_00_32,地下墓場の誘い,The Call of the Catacombs,ui\00_message\quest_info\q50000001_00.gmd,\quest\q50000001.arc,q50000001.arc,0,
1,q50000001_00_32,"竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","O battle-hardened Arisen, wings of thy dragon.
Follow the guidance of the White Dragon,
and seek the Wyrmking's Ring,
journeying to the land where the undead dwell.",ui\00_message\quest_info\q50000001_00.gmd,\quest\q50000001.arc,q50000001.arc,1,
2,q50000001_00_1200,制限時間内にダンジョンの奥に潜む敵を討伐する,"Defeat the enemy lurking inside the dungeon
within the time limit",ui\00_message\quest_info\q50000001_00.gmd,\quest\q50000001.arc,q50000001.arc,2,
3,q50000001_00_1364,扉を守る魔物を討伐する,Defeat the demons guarding the door,ui\00_message\quest_info\q50000001_00.gmd,\quest\q50000001.arc,q50000001.arc,3,
4,q50000001_00_1454,発見したダンジョンの主を討伐する,Defeat the dungeon master you discovered,ui\00_message\quest_info\q50000001_00.gmd,\quest\q50000001.arc,q50000001.arc,4,
0,q50000002_00_33,古き力に魅かれし者,Drawn to Ancient Power,ui\00_message\quest_info\q50000002_00.gmd,\quest\q50000002.arc,q50000002.arc,0,
1,q50000002_00_33,"竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","O battle-hardened Arisen, Wings of thy Dragon.
In the ancient sacred grounds, drawn to the ring,
there is a gathering presence of dark magic.
Exert your strength and overcome the new trial.",ui\00_message\quest_info\q50000002_00.gmd,\quest\q50000002.arc,q50000002.arc,1,
2,q50000002_00_1264,制限時間内に現れる敵を全滅する,Annihilate all enemies that appear within the time limit.,ui\00_message\quest_info\q50000002_00.gmd,\quest\q50000002.arc,q50000002.arc,2,
3,q50000002_00_1365,最後の敵を討伐する,Defeat the final enemy,ui\00_message\quest_info\q50000002_00.gmd,\quest\q50000002.arc,q50000002.arc,3,
0,q50000003_00_34,古都の賜物,The Ancient City's Legacy,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,0,Mogok
1,q50000003_00_34,"竜の翼たる歴戦の覚者たちよ
戦鬼どもの残党が、指輪と霊材を求め
エルフの遺跡を占拠した
奴らの手に霊材が渡る前に、これを一掃せよ","O battle-hardened Arisen, wings of thy dragon.
The remnants of the war demons have occupied
the Elven ruins in search of rings and spirits.
Eliminate them before the spirits fall into their hands.",ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,1,Mogok
2,q50000003_00_1265,制限時間内にモゴックを探し討伐する,Defeat Mogok within the time limit.,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,2,Mogok
3,q50000003_00_1267,第１守備隊を討伐する,Defeat the 1st Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,3,Mogok
4,q50000003_00_1369,第２守備隊を討伐する,Defeat the 2nd Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,4,Mogok
5,q50000003_00_1371,第３守備隊を討伐する,Defeat the 3rd Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,5,
6,q50000003_00_1373,第４守備隊を討伐する,Defeat the 4th Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,6,
7,q50000003_00_1375,第５守備隊を討伐する,Defeat the 5th Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,7,
8,q50000003_00_1377,第６守備隊を討伐する,Defeat the 6th Garrison,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,8,
9,q50000003_00_1380,発見したモゴックを倒す,Defeat the found Mogok,ui\00_message\quest_info\q50000003_00.gmd,\quest\q50000003.arc,q50000003.arc,9,
0,q50000004_00_35,輝く扉,The Shining Gate,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,0,Zuhl
1,q50000004_00_35,"竜の翼たる歴戦の覚者たちよ
指輪を求め、空に浮かぶ王宮に向かい
真なる黄金郷への道を探し出せ","O battle-hardened Arisen, Wings of thy Dragon.
Seek the ring and head to the floating
Royal Palace in the sky and uncover the path
to the true Golden Land.",ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,1,Zuhl
2,q50000004_00_1266,制限時間内に討伐対象の敵を全て倒す,Defeat all of the target enemies within the time limit.,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,2,Zuhl
6,q50000004_00_1273,王宮への扉に集う,Gather at the Door to the Royal Palace,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,6,Zuhl
7,q50000004_00_1274,制限時間内に最奥の強敵を倒す,"Defeat the formidable enemy in the
innermost sanctum within the time limit",ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,7,Zuhl
9,q50000004_00_1275,黄金郷へ向かう,Head to the Golden Land,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,9,
10,q50000004_00_1276,黄金竜ゴルゴランを討伐する,Defeat the Golden Dragon Golgorran,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,10,
3,q50000004_00_1490,幻影牙竜を討伐する,Defeat the Phantom Tusk Dragon,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,3,Zuhl
4,q50000004_00_1491,幻影魔竜を討伐する,Defeat the Phantom Devil Dragon,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,4,Zuhl
5,q50000004_00_1492,扉の守護者を討伐する,Defeat the guardians at the door,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,5,Zuhl
8,q50000004_00_1493,ズールを倒す,Defeat Zuhl,ui\00_message\quest_info\q50000004_00.gmd,\quest\q50000004.arc,q50000004.arc,8,Zuhl
0,q50101000_00_38,地下墓場の誘い,The Call of the Catacombs,ui\00_message\quest_info\q50101000_00.gmd,\quest\q50101000.arc,q50101000.arc,0,
1,q50101000_00_38,"竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","O battle-hardened Arisen, wings of thy dragon.
Follow the guidance of the White Dragon,
and seek the Wyrmking's Ring,
journeying to the land where the undead dwell.",ui\00_message\quest_info\q50101000_00.gmd,\quest\q50101000.arc,q50101000.arc,1,
2,q50101000_00_1637,制限時間内にダンジョンの奥に潜む敵を討伐する,"Defeat the enemy lurking inside the dungeon
within the time limit",ui\00_message\quest_info\q50101000_00.gmd,\quest\q50101000.arc,q50101000.arc,2,
3,q50101000_00_1638,扉を守る魔物を討伐する,Defeat the demons guarding the door,ui\00_message\quest_info\q50101000_00.gmd,\quest\q50101000.arc,q50101000.arc,3,
4,q50101000_00_1639,発見したダンジョンの主を討伐する,Defeat the dungeon master you discovered,ui\00_message\quest_info\q50101000_00.gmd,\quest\q50101000.arc,q50101000.arc,4,
0,q50101010_00_39,地下墓場の誘い,The Call of the Catacombs,ui\00_message\quest_info\q50101010_00.gmd,\quest\q50101010.arc,q50101010.arc,0,
1,q50101010_00_39,"竜の翼たる歴戦の覚者たちよ
白竜の導きに従い、竜王の指輪を探し求め
亡者が住まう地へ向かえ","O battle-hardened Arisen, wings of thy dragon.
Follow the guidance of the White Dragon,
and seek the Wyrmking's Ring,
journeying to the land where the undead dwell.",ui\00_message\quest_info\q50101010_00.gmd,\quest\q50101010.arc,q50101010.arc,1,
2,q50101010_00_1696,制限時間内にダンジョンの奥に潜む敵を討伐する,"Defeat the enemy lurking inside the dungeon
within the time limit",ui\00_message\quest_info\q50101010_00.gmd,\quest\q50101010.arc,q50101010.arc,2,
3,q50101010_00_1697,扉を守る魔物を討伐する,Defeat the demons guarding the door,ui\00_message\quest_info\q50101010_00.gmd,\quest\q50101010.arc,q50101010.arc,3,
4,q50101010_00_1698,発見したダンジョンの主を討伐する,Defeat the dungeon master you discovered,ui\00_message\quest_info\q50101010_00.gmd,\quest\q50101010.arc,q50101010.arc,4,
0,q50101020_00_40,地下墓場の誘い,The Call of the Catacombs,ui\00_message\quest_info\q50101020_00.gmd,\quest\q50101020.arc,q50101020.arc,0,
1,q50101020_00_40,"竜の翼たる歴戦の覚者たちよ
竜力渦巻く地へ向かい
巣くう亡者たちを駆逐せよ","O battle-hardened Arisen, wings of thy dragon.
Head towards the land swirling with Dragon Force,
And exterminate the dwelling undead.",ui\00_message\quest_info\q50101020_00.gmd,\quest\q50101020.arc,q50101020.arc,1,
2,q50101020_00_1699,制限時間内にダンジョンの奥に潜む敵を討伐する,"Defeat the enemy lurking inside the dungeon
within the time limit",ui\00_message\quest_info\q50101020_00.gmd,\quest\q50101020.arc,q50101020.arc,2,
3,q50101020_00_1700,扉を守る魔物を討伐する,Defeat the demons guarding the door,ui\00_message\quest_info\q50101020_00.gmd,\quest\q50101020.arc,q50101020.arc,3,
4,q50101020_00_1701,亡者の主を討伐する,Defeat the Lord of the Dead,ui\00_message\quest_info\q50101020_00.gmd,\quest\q50101020.arc,q50101020.arc,4,
0,q50101021_00_90,魔界村コラボ 特別ミッション,Ghosts 'n Goblins Collaboration: Special Mission,ui\00_message\quest_info\q50101021_00.gmd,\quest\q50101021.arc,q50101021.arc,0,
1,q50101021_00_90,"ようこそいらっしゃい・・・・・
３つの門をくぐり抜け、悪魔を倒さなければならない","Welcome, please come in...

You must pass through three gates
and defeat the demons.",ui\00_message\quest_info\q50101021_00.gmd,\quest\q50101021.arc,q50101021.arc,1,
9,q50101021_00_90,"魔界村コラボの武器・防具を装備して
ミッションをクリアーすると報酬が増加します","Wearing the Ghosts 'n Goblins collaboration gear
boosts the rewards you receive for completing missions.",ui\00_message\quest_info\q50101021_00.gmd,\quest\q50101021.arc,q50101021.arc,9,
2,q50101021_00_3774,１つ目の門を塞ぐ魔物を倒す,Defeat the demons blocking the 1st gate,ui\00_message\quest_info\q50101021_00.gmd,\quest\q50101021.arc,q50101021.arc,2,
3,q50101021_00_3775,先へ進む,Move forward,ui\00_message\quest_info\q50101021_00.gmd,\quest\q50101021.arc,q50101021.arc,3,
4,q50101021_00_3776,２つ目の門を塞ぐ魔物を倒す,Defeat the demons blocking the 2nd gate,ui\00_message\quest_info\q50101021_00.gmd,\quest\q50101021.arc,q50101021.arc,4,
5,q50101021_00_3777,先へ進む,Move forward,ui\00_message\quest_info\q50101021_00.gmd,\quest\q50101021.arc,q50101021.arc,5,
6,q50101021_00_3778,３つ目の門を塞ぐ魔物を倒す,Defeat the demons blocking the 3rd gate,ui\00_message\quest_info\q50101021_00.gmd,\quest\q50101021.arc,q50101021.arc,6,
7,q50101021_00_3785,先へ進む,Move forward,ui\00_message\quest_info\q50101021_00.gmd,\quest\q50101021.arc,q50101021.arc,7,
8,q50101021_00_3786,悪魔を倒す,Defeat the fiend,ui\00_message\quest_info\q50101021_00.gmd,\quest\q50101021.arc,q50101021.arc,8,
0,q50102000_00_41,古き力に魅かれし者,Drawn to Ancient Power,ui\00_message\quest_info\q50102000_00.gmd,\quest\q50102000.arc,q50102000.arc,0,
1,q50102000_00_41,"竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","O battle-hardened Arisen, Wings of thy Dragon.
In the ancient sacred grounds, drawn to the ring,
there is a gathering presence of dark magic.
Exert your strength and overcome the new trial.",ui\00_message\quest_info\q50102000_00.gmd,\quest\q50102000.arc,q50102000.arc,1,
2,q50102000_00_1702,制限時間内に現れる敵を全滅する,Annihilate all enemies that appear within the time limit.,ui\00_message\quest_info\q50102000_00.gmd,\quest\q50102000.arc,q50102000.arc,2,
3,q50102000_00_1703,最後の敵を討伐する,Defeat the final enemy,ui\00_message\quest_info\q50102000_00.gmd,\quest\q50102000.arc,q50102000.arc,3,
0,q50102010_00_42,古き力に魅かれし者,Drawn to Ancient Power,ui\00_message\quest_info\q50102010_00.gmd,\quest\q50102010.arc,q50102010.arc,0,
1,q50102010_00_42,"竜の翼たる歴戦の覚者たちよ
古き祭祀場にて、指輪に吸い寄せられし
魔の集う気配がある
己が力を尽くし、新たな試練を打ち破れ","O battle-hardened Arisen, Wings of thy Dragon.
In the ancient sacred grounds, drawn to the ring,
there is a gathering presence of dark magic.
Exert your strength and overcome the new trial.",ui\00_message\quest_info\q50102010_00.gmd,\quest\q50102010.arc,q50102010.arc,1,
2,q50102010_00_1704,制限時間内に現れる敵を全滅する,Annihilate all enemies that appear within the time limit.,ui\00_message\quest_info\q50102010_00.gmd,\quest\q50102010.arc,q50102010.arc,2,
3,q50102010_00_1705,最後の敵を討伐する,Defeat the final enemy,ui\00_message\quest_info\q50102010_00.gmd,\quest\q50102010.arc,q50102010.arc,3,
0,q50102020_00_43,古き力に魅かれし者,Drawn to Ancient Power,ui\00_message\quest_info\q50102020_00.gmd,\quest\q50102020.arc,q50102020.arc,0,
