0,,"我がもの顔で暴れてる奴らの隠れ家に
乗り込んで、一つ懲らしめてやってくださいよ","Please go to
to the hideouts of those who are raging against
themselves and punish them one by one!",ui\00_message\npc\base\n1604.gmd,\npc\n1604.arc,n1604.arc,52,Roy
0,,ごゆっくり,Enjoy your stay,ui\00_message\npc\base\n1610.gmd,\npc\n1610.arc,n1610.arc,2,Serea
0,,《癒しの泉》のお湯はいかがですか？,"How about the hot spring water at the ""Spring of
Healing""?",ui\00_message\npc\base\n1610.gmd,\npc\n1610.arc,n1610.arc,3,Serea
0,,"ふー、いいお湯！
のぼせないようにしないとねぇ","Whew, nice hot water!
I'll have to try not to get bloated!",ui\00_message\npc\base\n1611.gmd,\npc\n1611.arc,n1611.arc,0,Hannah
0,,"あんた、異国の覚者なんだろ！？
あのタラスクの討伐してきてくれないかい？","Are you an Arisen from a foreign land?!
Would you be willing to vanquish the Tarasque for
us?",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,51,Razanailt
0,,"引き受けてくれるなら
タラスクの居場所を知ってる子に話を通すから
あたしに話しかけておくれ","If you're willing to take on the task, I'll have
a conversation with the child who knows the
whereabouts of the Tarasque.
Please speak to me.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,52,Razanailt
0,,"ああ、よく来たね！
あんたがタラスクを退治してくれたおかげで
地鳴りも聞こえなくなったよ！","Ah, you've come! Thanks to you for defeating the
Tarasque, we can no longer hear the rumbling of
the land!",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,53,Razanailt
0,,"最近色んなことが起こるから
うちの戦士たちも疲れててさ――
あんたに助けてもらえて、本当に感謝してるよ","Lately, so many things have been happening, and
my soldiers are tired... I really appreciate your
help.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,54,Razanailt
0,,"武勇の恩には報いるのが
このダナのならわしだよ！
支援品を格上げしておいたから
またいつでもダナに顔見せにきとくれ！","It is our custom to repay the debt of bravery.
I have upgraded the support goods for you.
So please feel free to come and show your face in
Dana anytime!",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,55,Razanailt
0,,"また困ったことが起きたよ――
こんなに問題が起きるなんて
一体フィンダムはどうしちまったのかね","Another problem has occurred -
I never thought so many issues would arise.
What on earth happened to Phindym?",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,56,Razanailt
0,,"実は、また地鳴りがするようになったんだ
あんたにタラスクを退治してもらったはずなのに
おかしいだろ？","Actually, the ground is shaking again.
We asked you to defeat the Tarasque, didn't we?
Something's not right.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,57,Razanailt
0,,"あの地鳴り――タラスクのものじゃなかったのかねぇ
もうあたしらには見当もつかないよ","That shaking ground... it wasn't caused by the
Tarasque, was it?
We have no idea anymore.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,58,Razanailt
0,,"――このファーラナ平原のはずれ
《<SPOT 904>》に、異文化を持った村があるんだ
そこの住人なら何かを知っているかも――","At the outskirts of the Farana Plain, there's a
village known as <SPOT 904>, inhabited by people
of a different culture.
Those villagers might know something...",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,59,Razanailt
0,,"でも、あそこの住人、どうもダナの人間が
嫌いみたいで交流が難しいんだよねぇ――","But it seems like the people living there really
don't like the residents of Dana, so it's
difficult to interact with them.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,60,Razanailt
0,,"ねぇ、もしよかったらあんたが探りを
入れてきてくれないかい？
通りかかったらでいいからさ","Hey, if you don't mind, could you do some probing
for me?
If you happen to pass by, that would be great.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,61,Razanailt
0,,"ああ――そういえば、あんた
《マヌンの集落》に顔出してくれたんだろ？","Ah, by the way, didn't you show up in Manun
Village?",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,62,Razanailt
0,,"あそこの長老のエナン――とか
いう人から手紙が届いたんだ","I received a letter from the elder of that place,
Henin.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,63,Razanailt
0,,"なんでも
「信頼に値する相手だと証明してくれ」
「そのために《<SPOT 901>》
　の魔物を倒してくれ」ってことらしいよ","It seems they want you to 'prove yourself as a
trustworthy ally.'
You can do that by 'defeating the monsters in
<SPOT 901>,' according to the villagers.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,64,Razanailt
0,,"要するに、武勇を見せろってことさ――
マヌンの住人たちって、もしかしたら
あたしらと似た文化を持ってるのかもね","In short, they're telling us to show our bravery,
you know? The residents of Manun might actually
have a similar culture to ours.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,65,Razanailt
0,,"まぁ、とにかくそういうことなんだ
彼らに""信頼に値する相手""だって証明するため
魔物退治に行ってくれる気になったら
また声かけておくれよ","Well, anyway, that's how it is.
In order to prove that we are ""trustworthy
allies"" to them, if you ever feel like going on a
monster extermination, please let us know again.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,66,Razanailt
0,,"そうそう、あんたが
《マヌンの集落》のエナン爺さんに
聞いてきてくれた《知恵の小塔》なんだけどさ","Oh, that's right. You brought me info about the
Small Tower of Wisdom that you asked Henin from
Manun Village about, didn't you?",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,67,Razanailt
0,,"なんでも、あそこに収められた昔の本に
今度こそ手がかりがあるかもっていうから
封鎖を解くことにしたんだ","Because there might be a clue in the old books
stored there, we decided to lift the blockade this
time.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,68,Razanailt
0,,"今、手の空いてる子たちに
本を漁らせてるところさ","Now, I'm letting the children who have free hands
search for books.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,69,Razanailt
0,,"古臭い本以外にも色々ありそうだから
あんたも入りたかったら入っていいよ
何か見つけたら、好きに持って帰りな","Besides old-fashioned books, there seem to be
various other things here.
If you want to join, you're welcome to.
If you find something you like, feel free to take
it home.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,70,Razanailt
0,,"まぁ、わかってるとは思うけど
本の持ち出しは禁止させてもらうけどね","Well, I think you understand, but I have to
prohibit taking books out.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,71,Razanailt
0,,"ああ！
何だってあんたはいつも
村が危ないって時に来てくれるんだろうね？","Ah!
Why is it that you always come when the village
is in danger, I wonder?",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,72,Razanailt
0,,"実は今、大変なのさ
タラスクみたいな巨大な動くものを
見たって報告があってね――","Actually, right now things are tough.
There have been reports of a gigantic moving
creature, like a Tarasque.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,73,Razanailt
0,,"最悪、すぐにでも村ごと別の場所へ
移動しなけりゃ踏み潰されちまうかもしれない
そうなったら、あんたにも
手を貸してもらうかも――","At worst, we may need to move the entire village
to a different location immediately, or else we
might be crushed.
If that happens, I may ask for your help as
well...",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,74,Razanailt
0,,"とにかく今は情報を集めることで
手一杯なんだ
何か用があるなら、改めて話しかけてもらえるかい","Right now, I'm really busy gathering information.
If you have something to discuss, could you
please talk to me again later?",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,75,Razanailt
0,,"あんたのお陰で地鳴りも止んで
平和な生活が戻ってきたよ
ずいぶん世話になったね！","Thanks to you, even the earthquakes have stopped,
and peace has returned to our lives.
We are truly grateful for all your help!",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,76,Razanailt
0,,"まだまだ侵食魔はウロウロしちゃいるけど
ダナは戦士の村だ
そこら辺にいる侵食魔くらい、痛くもかゆくもないさ","The corrupting monsters are still lurking around,
but Dana is a warrior's village.
The infected around here are nothing to be
worried about.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,77,Razanailt
0,,"侵食と地鳴り――
二つの厄介ごとを抱えてたこの村に
手を貸してくれてありがとう","Corruption and Earthquakes -
Thank you for lending a hand to this village
burdened with two troubles.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,78,Razanailt
0,,"これほど力を貸してもらったんだ
エリアマスターとして
それからダナの族長ピサルの女房として
あんたには十分なお礼をしなきゃならない","I've received so much help.
As an Area Master, and also as the wife of
Pisarr, the chief of Dana, I must express my
gratitude to you properly.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,79,Razanailt
0,,"とりあえず、あんたへの支給品に
より一層良いものを揃えるってことは
決まってるんだけど――","For now, it has been decided to gather even
better supplies for you, but...",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,80,Razanailt
0,,"それ以外に、どんなお礼をしようか
迷ってるところなんだよ
何せ、この恩を返せるようなお礼なんて
中々思い浮かばないもんだからさ！","Apart from that, I'm at a loss as to what kind of
gratitude I should express.
After all, it's not easy to come up with a way to
repay this favor!",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,81,Razanailt
0,,"まぁ、これからもダナには寄るんだろ？
勇敢な戦士として、いつでも迎えるからさ
お礼についても追々考えていくことにしようか――","Well, I guess I'll continue relying on Dana from
now on, right?
As a brave soldier, I'll always be there to
welcome you.
Let's think about the expression of gratitude
little by little as well.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,82,Razanailt
0,,"あんた、覚者ってなら竜のために戦うんだろ？
エモノは一体何なんだい？
大剣？　それとも弓？","Hey, if you're an Arisen, then you fight for the
dragons, right?
So what exactly are those?
Are they like greatswords or bows?",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,83,Razanailt
0,,"もしもあんたがそこそこ槍を使えるようなら――
いつか、精霊槍の達人に紹介してやってもいいよ
レスタニアには精霊槍を扱う戦士は
いなさそうだからね","If you're reasonably skilled with a spear, then
someday I could introduce you to a master of the
Spirit Lance.
There don't seem to be any soldiers in Lestania
who handle Spirit Lances, you see.",ui\00_message\npc\base\n2501.gmd,\npc\n2501.arc,n2501.arc,84,Razanailt
0,,"戦士に休息の場を提供するのがわしの仕事だ
宿の手配から弱化回復まで、何でも言ってくれ","It is my job to provide a place of rest for
warriors.
From arranging accommodations to weakening
recovery, tell me anything you need.",ui\00_message\npc\base\n2502.gmd,\npc\n2502.arc,n2502.arc,0,Audran
