7,q90000113_00_1316,発見した急襲部隊を撃破で戦功ボーナス,"Defeat the ambush unit you discovered and receive
a War Merit Bonus.",ui\00_message\quest_info\q90000113_00.gmd,\quest\q90000113.arc,q90000113.arc,7
7,q90000114_00_1473,発見した急襲部隊を撃破で戦功ボーナス,"Defeat the ambush unit you discovered and receive
a War Merit Bonus.",ui\00_message\quest_info\q90000114_00.gmd,\quest\q90000114.arc,q90000114.arc,7
8,q90000114_00_1474,強襲部隊が出現、戦功ボーナスのチャンス,"An Assault Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000114_00.gmd,\quest\q90000114.arc,q90000114.arc,8
9,q90000114_00_1475,発見した強襲部隊を撃破で戦功ボーナス,"Defeat the assault unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000114_00.gmd,\quest\q90000114.arc,q90000114.arc,9
10,q90000114_00_1476,強襲部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the Assault Unit. A
chance for a War Merit Bonus.",ui\00_message\quest_info\q90000114_00.gmd,\quest\q90000114.arc,q90000114.arc,10
11,q90000114_00_1477,発見した強襲部隊を撃破で戦功ボーナス,"Defeat the assault unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000114_00.gmd,\quest\q90000114.arc,q90000114.arc,11
12,q90000114_00_1478,大隊長を撃破し、防衛を完遂せよ,"Defeat the battalion commander and complete the
defense.",ui\00_message\quest_info\q90000114_00.gmd,\quest\q90000114.arc,q90000114.arc,12
0,q90000115_00_40,グリッテン砦攻防戦　戦況：激戦,Battle for Gritten Fort: Fierce Battle,ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,0
1,q90000115_00_40,"熟練者でないと攻略が難しい高難度大規模戦闘だ
過去に何人もの覚者をほふった、いわくつきの
戦士らが集結するとみられる
戦闘経験の浅い者など数分と生き残れまい
もはや誰しも無傷では済まされないと覚悟しろ","This is a high-difficulty large-scale battle that
is difficult to conquer without being an expert.
It is said that renowned warriors who have
slaughtered numerous Arisen in the past will
gather. Those with little combat experience will
not survive even for a few minutes. Prepare
yourself, as no one will come out unscathed
anymore.",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,1
13,q90000115_00_40,グリッテン砦攻防戦：激戦《リザルト報酬》,"Battle for Gritten Fort: Fierce Battle (Result
Reward)",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,13
14,q90000115_00_40,"熟練者でも致命傷を負う可能性のある
難度の高い大規模戦闘となる
歴戦をくぐった強敵を前に無傷では済まされない","Even the most seasoned of us can be mortally
wounded.
It's a difficult, large-scale battle.
You can't go unscathed in the face of a powerful
enemy who has fought many battles in his career.",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,14
11,q90000115_00_1321,発見した強襲部隊を撃破で戦功ボーナス,"Defeat the assault unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,11
2,q90000115_00_1322,ファビオを護衛し、目標地点の敵を殲滅せよ,"Escort Fabio and defeat the enemy at the target
locations",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,2
3,q90000115_00_1323,9000pt以上の獲得を目指せ,Aim to acquire 9000pt or more,ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,3
4,q90000115_00_1324,急襲部隊が出現、戦功ボーナスのチャンス,"An Ambush Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,4
5,q90000115_00_1325,発見した急襲部隊を撃破で戦功ボーナス,"Defeat the ambush unit you discovered and receive
a War Merit Bonus.",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,5
6,q90000115_00_1326,急襲部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the ambush unit. A
chance for War Merit Bonus.",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,6
7,q90000115_00_1327,発見した急襲部隊を撃破で戦功ボーナス,"Defeat the ambush unit you discovered and receive
a War Merit Bonus.",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,7
8,q90000115_00_1328,強襲部隊が出現、戦功ボーナスのチャンス,"An Assault Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,8
9,q90000115_00_1329,発見した強襲部隊を撃破で戦功ボーナス,"Defeat the assault unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,9
10,q90000115_00_1330,強襲部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the Assault Unit. A
chance for a War Merit Bonus.",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,10
12,q90000115_00_1470,大隊長を撃破し、防衛を完遂せよ,"Defeat the battalion commander and complete the
defense.",ui\00_message\quest_info\q90000115_00.gmd,\quest\q90000115.arc,q90000115.arc,12
0,q90000116_00_41,グリッテン砦攻防戦　戦況：激戦,Battle for Gritten Fort: Fierce Battle,ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,0
1,q90000116_00_41,"熟達した戦士が総力を結集する大規模戦闘になる
圧倒的な狂暴さとタフさ、高度な戦術を持った敵が
大挙して襲ってくるだろう
戦闘巧者とてあっけなくやられる場合がある
ひとつの判断ミスが仲間の全滅につながると思え","It will be a large-scale battle where seasoned
soldiers gather their full strength. The enemy
possesses overwhelming ferocity, toughness, and
advanced tactics. They will come in great numbers
to attack. Even skilled warriors can be easily
defeated. One miscalculation can lead to the
complete annihilation of our allies.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,1
17,q90000116_00_41,グリッテン砦攻防戦：激戦《リザルト報酬》,"Battle for Gritten Fort: Fierce Battle (Result
Reward)",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,17
18,q90000116_00_41,"熟達戦士による総力戦となるのは必至の
苛烈な大規模戦闘だ
判断ミスは仲間の全滅につながると心せよ","It is inevitable that the intense, large-scale
battle will turn into a all-out war led by skilled
soldiers. Always keep in mind that a judgment
error can lead to the complete annihilation of
your comrades.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,18
2,q90000116_00_1331,ヴァネッサを護衛し、目標地点の敵を殲滅せよ,"Escort Vanessa and defeat the enemy at the target
locations",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,2
3,q90000116_00_1332,11000pt以上の獲得を目指せ,Aim to acquire 11000pt or more,ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,3
4,q90000116_00_1333,急襲部隊が出現、戦功ボーナスのチャンス,"An Ambush Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,4
5,q90000116_00_1334,発見した急襲部隊を撃破で戦功ボーナス,"Defeat the ambush unit you discovered and receive
a War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,5
6,q90000116_00_1335,急襲部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the ambush unit. A
chance for War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,6
7,q90000116_00_1336,発見した急襲部隊を撃破で戦功ボーナス,"Defeat the ambush unit you discovered and receive
a War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,7
8,q90000116_00_1337,強襲部隊が出現、戦功ボーナスのチャンス,"An Assault Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,8
9,q90000116_00_1338,発見した強襲部隊を撃破で戦功ボーナス,"Defeat the assault unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,9
10,q90000116_00_1339,強襲部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the Assault Unit. A
chance for a War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,10
11,q90000116_00_1340,発見した強襲部隊を撃破で戦功ボーナス,"Defeat the assault unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,11
12,q90000116_00_1479,特攻部隊が出現、戦功ボーナスのチャンス,"A Suicide Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,12
13,q90000116_00_1480,発見した特攻部隊を撃破で戦功ボーナス,"Defeat the suicide unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,13
14,q90000116_00_1481,特攻部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the Suicide Unit. A
chance for a War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,14
15,q90000116_00_1482,発見した特攻部隊を撃破で戦功ボーナス,"Defeat the suicide unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,15
16,q90000116_00_1483,大隊長を撃破し、防衛を完遂せよ,"Defeat the battalion commander and complete the
defense.",ui\00_message\quest_info\q90000116_00.gmd,\quest\q90000116.arc,q90000116.arc,16
0,q90000117_00_42,グリッテン砦攻防戦　戦況：決死戦,Battle for Gritten Fort: Desperate Battle,ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,0
1,q90000117_00_42,"全員が生きて帰れるかどうかわからない
決死の大規模戦闘がついに始まってしまった
地獄の扉が開き、悪夢がなだれ込んでくる
確実な勝機などどこにもない
己の腕を信じ、仲間を信じ、奇跡を信じるほかはない
白竜の加護を胸に、覚者の矜持を見せろ！","I don't know if everyone will return alive.
The desperate large-scale battle has finally
begun.
The gates of hell open and nightmares come
pouring in.
There is no certain chance of victory anywhere.
Believe in your own abilities, believe in your
comrades, and believe in miracles.
With the White Dragon's protection in your heart,
show the dignity of the Arisen!",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,1
17,q90000117_00_42,グリッテン砦攻防戦：決死戦《リザルト報酬》,"Battle for Gritten Fort: Desperate Battle (Result
Reward)",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,17
18,q90000117_00_42,"悪夢の大群が押し寄せる大規模戦闘だ
己の腕と奇跡、白竜の加護を信じるしかない
さあ覚者の矜持を見せよ！","A massive battle where hordes of nightmares surge
forward.
We have no choice but to believe in our own
skills, miracles, and the protection of the White
Dragon.
Now, let us show the pride of the Arisen!",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,18
11,q90000117_00_1341,発見した強襲部隊を撃破で戦功ボーナス,"Defeat the assault unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,11
2,q90000117_00_1342,レオを護衛し、目標地点の敵を殲滅せよ,"Escort Leo and defeat the enemy at the target
locations",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,2
3,q90000117_00_1343,16000pt以上の獲得を目指せ,Aim to acquire 16000pt or more,ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,3
4,q90000117_00_1344,急襲部隊が出現、戦功ボーナスのチャンス,"An Ambush Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,4
5,q90000117_00_1345,発見した急襲部隊を撃破で戦功ボーナス,"Defeat the ambush unit you discovered and receive
a War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,5
6,q90000117_00_1346,急襲部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the ambush unit. A
chance for War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,6
7,q90000117_00_1347,発見した急襲部隊を撃破で戦功ボーナス,"Defeat the ambush unit you discovered and receive
a War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,7
8,q90000117_00_1348,強襲部隊が出現、戦功ボーナスのチャンス,"An Assault Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,8
9,q90000117_00_1349,発見した強襲部隊を撃破で戦功ボーナス,"Defeat the assault unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,9
10,q90000117_00_1350,強襲部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the Assault Unit. A
chance for a War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,10
12,q90000117_00_1484,特攻部隊が出現、戦功ボーナスのチャンス,"A Suicide Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,12
13,q90000117_00_1485,発見した特攻部隊を撃破で戦功ボーナス,"Defeat the suicide unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,13
14,q90000117_00_1486,特攻部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the Suicide Unit. A
chance for a War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,14
15,q90000117_00_1487,発見した特攻部隊を撃破で戦功ボーナス,"Defeat the suicide unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,15
16,q90000117_00_1488,総大将を撃破し、防衛を完遂せよ,"Defeat the Supreme Commander and complete the
defense.",ui\00_message\quest_info\q90000117_00.gmd,\quest\q90000117.arc,q90000117.arc,16
0,q90000118_00_74,グリッテン砦攻防戦　戦況：怪戦,Battle for Gritten Fort: Mystery Battle,ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,0
1,q90000118_00_74,"不気味な魔物が砦のいたるところに出現する
奇々怪々な大規模戦闘だ
オーク軍ではない謎の勢力のようだが、敵の正体や
詳しい状況は何も分かっていない
戦技極めし覚者であっても、得体のしれない魔物からの
攻撃に油断は禁物だ","Eerie demons appear throughout the fort.
It is a strange and large-scale battle.
It seems to be a mysterious force that is not the
orc army, but we don't know the enemy's true
identity or the exact situation.
Even skilled Arisen should not underestimate the
attacks from these unknown creatures.",ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,1
17,q90000118_00_74,グリッテン砦攻防戦：怪戦《リザルト報酬》,"Battle for Gritten Fort: Mystery Battle (Result
Reward)",ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,17
18,q90000118_00_74,"グリッテン砦にて異常事態発生！
突如、凄まじい邪気を放つ謎の魔物が襲来した
急ぎ突入し、内部に蠢く怪異を薙ぎ払え！","An abnormal situation has occurred at Fort
Gritten!
Suddenly, mysterious beasts emitting a tremendous
evil aura have invaded.
Hurry and penetrate inside, and eliminate the
lurking anomalies within!",ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,18
2,q90000118_00_1557,リズを護衛し、呪われた敵を排除せよ,Escort Lise and defeat the cursed enemy,ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,2
3,q90000118_00_1558,22000pt以上の獲得を目指せ,Aim to acquire 22000pt or more,ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,3
4,q90000118_00_1559,どこかで呪われた骸の気配がする――,Somewhere there is a hint of a Cursed Skeleton...,ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,4
5,q90000118_00_1560,発見した骸を撃破で戦功ボーナス,"Defeat the discovered remains and receive a War
Merit Bonus.",ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,5
6,q90000118_00_1561,どこかで呪われた魔鳥の気配がする――,Somewhere there is a hint of a cursed demon bird--,ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,6
7,q90000118_00_1562,発見した魔鳥を討ち払い戦功ボーナスを得よ,"Defeat the discovered bird and obtain a war merit
bonus.",ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,7
8,q90000118_00_1563,どこかで呪われた魔女の気配がする――,Somewhere there is a hint of a cursed witch--,ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,8
9,q90000118_00_1564,発見した魔女を撃破し戦功ボーナスを得よ,"Defeat the discovered witch and gain a War Merit
Bonus.",ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,9
10,q90000118_00_1565,どこかで霊体騎士群の気配がする――,"Somewhere there is a hint of a group of Spectral
Knight entities...",ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,10
11,q90000118_00_1566,発見した霊体騎士群を撃破し戦功ボーナスを得よ,"Defeat the discovered group of spectral knights
and obtain a war merit bonus.",ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,11
12,q90000118_00_1567,どこかで呪われた女帝の気配がする――,Somewhere there is a hint of a cursed empress--,ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,12
16,q90000118_00_1568,瘴気の魔獣を撃破し、砦を浄化せよ,Defeat the Miasmic Demon and purify the fortress.,ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,16
13,q90000118_00_1569,発見した女帝を撃破し戦功ボーナスを得よ,"Defeat the discovered Empress and receive a War
Merit Bonus.",ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,13
14,q90000118_00_1570,どこかで呪われた巨鳥の気配がする――,Somewhere there is a hint of a cursed large bird--,ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,14
15,q90000118_00_1571,砦に巣食う瘴気を討ち払い戦功ボーナスを得よ,"Defeat the miasma nesting in the fortress and
obtain a War Merit Bonus.",ui\00_message\quest_info\q90000118_00.gmd,\quest\q90000118.arc,q90000118.arc,15
0,q90000119_00_76,グリッテン砦攻防戦　戦況：決死戦,Battle for Gritten Fort: Desperate Battle,ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,0
1,q90000119_00_76,"全員が生きて帰れるかどうかわからない
決死の大規模戦闘がついに始まってしまった
地獄の扉が開き、悪夢がなだれ込んでくる
確実な勝機などどこにもない
己の腕を信じ、仲間を信じ、奇跡を信じるほかはない
白竜の加護を胸に、覚者の矜持を見せろ！","I don't know if everyone will return alive.
The desperate large-scale battle has finally
begun.
The gates of hell open and nightmares come
pouring in.
There is no certain chance of victory anywhere.
Believe in your own abilities, believe in your
comrades, and believe in miracles.
With the White Dragon's protection in your heart,
show the dignity of the Arisen!",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,1
17,q90000119_00_76,グリッテン砦攻防戦：決死戦《リザルト報酬》,"Battle for Gritten Fort: Desperate Battle (Result
Reward)",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,17
18,q90000119_00_76,"悪夢の大群が押し寄せる大規模戦闘だ
己の腕と奇跡、白竜の加護を信じるしかない
さあ覚者の矜持を見せよ！","A massive battle where hordes of nightmares surge
forward.
We have no choice but to believe in our own
skills, miracles, and the protection of the White
Dragon.
Now, let us show the pride of the Arisen!",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,18
16,q90000119_00_1572,総大将を撃破し、防衛を完遂せよ,"Defeat the Supreme Commander and complete the
defense.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,16
2,q90000119_00_1573,レオを護衛し、目標地点の敵を殲滅せよ,"Escort Leo and defeat the enemy at the target
locations",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,2
3,q90000119_00_1574,25000pt以上の獲得を目指せ,Aim to acquire 25000pt or more,ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,3
4,q90000119_00_1575,急襲部隊が出現、戦功ボーナスのチャンス,"An Ambush Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,4
5,q90000119_00_1576,発見した急襲部隊を撃破で戦功ボーナス,"Defeat the ambush unit you discovered and receive
a War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,5
6,q90000119_00_1577,急襲部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the ambush unit. A
chance for War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,6
7,q90000119_00_1578,発見した急襲部隊を撃破で戦功ボーナス,"Defeat the ambush unit you discovered and receive
a War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,7
8,q90000119_00_1579,強襲部隊が出現、戦功ボーナスのチャンス,"An Assault Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,8
9,q90000119_00_1580,発見した強襲部隊を撃破で戦功ボーナス,"Defeat the assault unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,9
10,q90000119_00_1581,強襲部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the Assault Unit. A
chance for a War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,10
11,q90000119_00_1582,発見した強襲部隊を撃破で戦功ボーナス,"Defeat the assault unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,11
12,q90000119_00_1583,特攻部隊が出現、戦功ボーナスのチャンス,"A Suicide Unit has appeared, offering a chance
for a War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,12
13,q90000119_00_1584,発見した特攻部隊を撃破で戦功ボーナス,"Defeat the suicide unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,13
14,q90000119_00_1585,特攻部隊の本隊を誘い出した。戦功ボーナスのチャンス,"Lured out the main force of the Suicide Unit. A
chance for a War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,14
15,q90000119_00_1586,発見した特攻部隊を撃破で戦功ボーナス,"Defeat the suicide unit you discovered and
receive a War Merit Bonus.",ui\00_message\quest_info\q90000119_00.gmd,\quest\q90000119.arc,q90000119.arc,15
0,q90000120_00_77,グリッテン砦攻防戦　戦況：奪回戦,Battle for Gritten Fort: Recapture Battle,ui\00_message\quest_info\q90000120_00.gmd,\quest\q90000120.arc,q90000120.arc,0
1,q90000120_00_77,"オーク軍も全ての兵力を使って砦へ攻め込んできた
現状、砦のいたる所が魔物で溢れかえっている
この大規模戦闘に勝利する術はあるのか、
覚者の誰もが知る由もないだろう
全員の力を最大限に発揮し、グリッテン砦最大の
危機を突破せよ！","The Orc army has also invaded the fort with all
its forces.
Currently, the fort is overflowing with demons
everywhere.
Is there a way to win this large-scale battle?
No one knows for sure.
Exert everyone's full strength and break through
the greatest crisis at Fort Gritten!",ui\00_message\quest_info\q90000120_00.gmd,\quest\q90000120.arc,q90000120.arc,1
6,q90000120_00_77,グリッテン砦攻防戦：奪回戦《リザルト報酬》,"Battle for Gritten Fort: Recapture Battle (Result
Reward)",ui\00_message\quest_info\q90000120_00.gmd,\quest\q90000120.arc,q90000120.arc,6
