340,uGUI_Credits_10066,AKIHIRO TAIRA,AKIHIRO TAIRA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,340
352,uGUI_Credits_10078,MINAE MATSUKAWA,MINAE MATSUKAWA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,352
353,uGUI_Credits_10079,@ Director @,@ Director @,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,353
353,uGUI_Credits_10079,@ Director @,@ Director @,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,353
354,uGUI_Credits_10080,KENT KINOSHITA,KENT KINOSHITA,ui\00_message\ui\uGUI_Credits.gmd,\ui\uGUICredit.arc,uGUICredit.arc,354
354,uGUI_Credits_10080,KENT KINOSHITA,KENT KINOSHITA,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,354
4,game_time_format,レスタニア（ＧＴ）　%02d:%02d,Lestania (GT) %02d:%02d,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,4
5,local_time_format,ローカル　（ＬＴ）　%02d:%02d,Local (LT) %02d:%02d,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,5
2,weather_cloudy,<COL acdfcf>＜曇り＞</COL>,<COL acdfcf>Cloudy</COL>,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,2
1,weather_fine,<COL fff300>＜晴れ＞</COL>,<COL fff300>Fine</COL>,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,1
0,weather_forecast_title,<COL ffdc78>≪今後６時間ごとの天気≫</COL>,<COL ffdc78>6-Hourly Weather Forecast</COL>,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,0
3,weather_rainy,<COL 8ff4ff>＜雨＞</COL>,<COL 8ff4ff>Rainy</COL>,ui\00_message\ui\weather_forecast.gmd,\MyRoom.arc,MyRoom.arc,3
0,,<COL B6FF01>《蘇生》覚者さまの命、私がお救いします！</COL>,"<COL B6FF01>《Resurrection》 I will save your life,
o Arisen!</COL>",ui\00_message\pw\pwtlk01.gmd,\game_common.arc,game_common.arc,122
0,,<COL B6FF01>《集中》集中すれば、もっと早く――！</COL>,"<COL B6FF01>《Concentration》If you focus, you'll
be able to do it faster —!</COL>",ui\00_message\pw\pwtlk02.gmd,\game_common.arc,game_common.arc,115
0,,"以前はうらやましいと思ったけど
最近は――ああ、僕も歳を取ったのかな","I used to think it was enviable. But lately—ah, I
guess I've also gotten older.",ui\00_message\npc\base\n0003.gmd,\npc\n0003.arc,n0003.arc,143
0,,"レスタニアハーブの爽やかな香り
大好きなのよね","The refreshing scent of Lestania Herb,
I simply love it.",ui\00_message\npc\base\n1611.gmd,\npc\n1611.arc,n1611.arc,1
0,,"普段使いにはここで十分よ
たまにはもっといいお湯に行きたいけどね","For everyday use, here is more than enough. But occasionally, I would like to go to a place with even better hot water.",ui\00_message\npc\base\n1611.gmd,\npc\n1611.arc,n1611.arc,2
0,,あら、こんにちは,"Oh, hello.",ui\00_message\npc\base\n1611.gmd,\npc\n1611.arc,n1611.arc,3
0,,"ああ、たまらんたまらん
こうぐぐっと！
湯上りのいっぱいは格別だよ","Oh, it's irresistible, irresistible.
Let's indulge!
The feeling after a bath is truly exceptional.",ui\00_message\npc\base\n1612.gmd,\npc\n1612.arc,n1612.arc,0
0,,山歩き後のひとっ風呂は最高だよ、うむ,"A hot bath after hiking in the mountains is the best, mmm.",ui\00_message\npc\base\n1612.gmd,\npc\n1612.arc,n1612.arc,1
0,,"これがあるからキノザは離れられん
毎日何時間でも飽きんよ","This is why I can't leave Kinoza.
I could spend hours there every day and never get tired of it.",ui\00_message\npc\base\n1612.gmd,\npc\n1612.arc,n1612.arc,2
0,,はー、良い湯だったぞぉ,"Ah, it was a good hot bath.",ui\00_message\npc\base\n1612.gmd,\npc\n1612.arc,n1612.arc,3
0,,"ここのお風呂、お気に入りなの
お肌にも良くて、ほら、髪も柔らかくなるの","The bath here is my favorite. It's good for the skin, and look, it makes the hair soft too.",ui\00_message\npc\base\n1613.gmd,\npc\n1613.arc,n1613.arc,0
0,,"滝の音を聞きながらこうしてると
嫌な事も忘れられるわ","Listening to the sound of the waterfall, I can forget about unpleasant things.",ui\00_message\npc\base\n1613.gmd,\npc\n1613.arc,n1613.arc,1
0,,森の泉みたいで綺麗よね、ここ,"It's beautiful like a forest's spring, isn't it?",ui\00_message\npc\base\n1613.gmd,\npc\n1613.arc,n1613.arc,2
0,,うふふ、ご機嫌いかが？,How are you doing today?,ui\00_message\npc\base\n1613.gmd,\npc\n1613.arc,n1613.arc,3
0,,"キノザ鉱泉はもともと、騎士団が戦いの傷を
癒す湯治場だったと聞く",I heard that Kinoza Mineral Springs was originally a healing hot spring for knights to heal their battle wounds.,ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,0
0,,"それを一般に開放し、今のような浴場に仕立てた
のがロイの祖父さんだって話だ",It is said that Roy's grandfather was the one who opened it to the public and turned it into a bathhouse like the one we have now.,ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,1
0,,"でもま、改装して３つの温泉に分けたのは
ロイのヤツだけどな
あいつは商才があるよ","But well, it was Roy who divided it into three separate hot springs during the renovations. He's got a knack for business.",ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,2
0,,"キノザ名物、お互いしっかり楽しんで
いこうじゃないか
ああ、しかし良い湯だ！","Let's both enjoy Kinoza's specialty.
What wonderful hot springs!",ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,3
0,,"この湯の効果は精力増進！
むふふ、まあその元気をどう使うかは
人それぞれだけどな","The effects of this hot spring will enhance energy! Well, how you use that energy is up to each individual.",ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,4
0,,よお、話でもどうだ？,"Hey, how are you doing? Want to have a chat?",ui\00_message\npc\base\n1614.gmd,\npc\n1614.arc,n1614.arc,5
0,,"殿方も、お嬢様も
ごゆっくりおくつろぎくださいませ","Both Lord and Lady, please make yourselves comfortable and relax.",ui\00_message\npc\base\n1615.gmd,\npc\n1615.arc,n1615.arc,0
0,,"こちらは森の活力をイメージした
浴場、《活力の泉》でございますの
森と滝を模した、自然と憩いの空間ですわ","This is the Bathhouse, ""Spring of Vitality,"" which embodies the energy of the forest. 
It is a space that recreates the forest and waterfall, offering a natural and relaxing environment.",ui\00_message\npc\base\n1615.gmd,\npc\n1615.arc,n1615.arc,1
0,,"温泉のお湯は、直接浴びるだけでなく
調合材料としても重宝されておりますのよ","Not only is hot spring water useful for bathing, but it is also highly regarded as an ingredient for mixing.",ui\00_message\npc\base\n1615.gmd,\npc\n1615.arc,n1615.arc,2
0,,"《活力の泉》のお湯をお分け
いたしますわ","I will share the hot water from the ""Spring of Vitality"" with you.",ui\00_message\npc\base\n1615.gmd,\npc\n1615.arc,n1615.arc,3
0,,"この温泉は《豊穣の泉》と
呼ばれております","This hot spring is called the ""Spring of Abundance"".",ui\00_message\npc\base\n1616.gmd,\npc\n1616.arc,n1616.arc,0
0,,"その昔、白竜様がボルドの頂きに舞い降り
この地を祝福されたとか
本泉はその時に湧きでたという伝承があるのです","Long ago, it is said that the White Dragon descended upon the peak of Volden and blessed this land. 
There is a legend that during that time, the spring of the fountain began to flow.",ui\00_message\npc\base\n1616.gmd,\npc\n1616.arc,n1616.arc,1
0,,貴方様に白竜様とレスタニアの祝福を,May the blessings of The White Dragon and Lestania be upon you.,ui\00_message\npc\base\n1616.gmd,\npc\n1616.arc,n1616.arc,2
0,,"ハーブと薬花で練った薫りの香を
使用しています
舞う花弁と共に、極上のくつろぎをお楽しみください",We use the scent of herbs and medicinal flowers. Please enjoy the soothing aroma along with the floating petals for an exquisite sense of relaxation.,ui\00_message\npc\base\n1616.gmd,\npc\n1616.arc,n1616.arc,3
0,,"こちらでは、《豊穣の泉》にぴったりの
お飲み物を用意しています
どうぞお試しくださいませ","Here, we have prepared a perfect drink for the ""Spring of Abundance"". Please feel free to try it.",ui\00_message\npc\base\n1616.gmd,\npc\n1616.arc,n1616.arc,4
0,,"ここは落ちつきますね
心身ともに清められるかのようです","This place is calming, isn't it? It feels like both mind and body are being purified.",ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,0
0,,"静かに泉に身をゆだね
花々の薫りを楽しむ――",Quietly relax in the spring and enjoy the fragrance of the flowers--,ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,1
0,,"このようなぜいたくが許されるわたくし達は
幸せ者ですね","We, who are allowed such luxury, are fortunate individuals, aren't we?",ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,2
0,,"傷だけでなく、心の安息を求めて
ここを訪れる方も多いと聞きます","I hear that many people come to visit this place not only for physical injuries, but also for seeking peace of mind.",ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,3
0,,"前に見かけた女性の覚者の方
少し心配だったのです",I was a little worried about the female Arisen I saw before.,ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,4
0,,どこか思いつめた様子だったから――,Because she seemed somewhat troubled...,ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,5
0,,こんにちは,Hello,ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,6
0,,"うーん、本当に良いお湯！！
あたくしのような女に相応しい高級感ざます","Mmmm, really nice hot water! It has a luxurious feel that a woman like me deserves!",ui\00_message\npc\base\n1618.gmd,\npc\n1618.arc,n1618.arc,0
0,,"ここはあたくし達セレブな人間にとっての
社交場でもあるんざます",This is a social gathering place for us celebrities.,ui\00_message\npc\base\n1618.gmd,\npc\n1618.arc,n1618.arc,1
0,,"貴重な情報は価値ある者にのみ、ざます
お～ほほほほ","Valuable information is only for the worthy.
Oh-ho-ho!",ui\00_message\npc\base\n1618.gmd,\npc\n1618.arc,n1618.arc,2
0,,"どぉ？　この玉のようなお肌！
毎日通ってぴちぴちざます！",How about this flawless skin? It stays tight and fresh every day!,ui\00_message\npc\base\n1618.gmd,\npc\n1618.arc,n1618.arc,3
0,,んまっ、ご機嫌あそばせ,"Welcome, please enjoy yourself.",ui\00_message\npc\base\n1618.gmd,\npc\n1618.arc,n1618.arc,4
0,,"豊穣の泉は、健康だけでなく
白竜様のご加護に満ちているという
ふふ、私の商売も成功間違いない","The Spring of Abundance is said to be filled not only with good health but also with the divine protection of the White Dragon. 
Hehe, there's no doubt my business will be a success.",ui\00_message\npc\base\n1619.gmd,\npc\n1619.arc,n1619.arc,0
0,,"ここで知り合った縁だ
裸の付き合いというのではないが
いい商売話があれば紹介しようではないか","This is the connection we made here.
It's not a casual relationship.
If there is a good business opportunity, let me introduce it.",ui\00_message\npc\base\n1619.gmd,\npc\n1619.arc,n1619.arc,1
0,,"ここあってこそ、キノザを拠点にしている
意味があるというものだ","It is thanks to this place, Kinoza, that it has meaning.",ui\00_message\npc\base\n1619.gmd,\npc\n1619.arc,n1619.arc,2
0,,あぁ、私に何か？,"Ah, what do you need from me?",ui\00_message\npc\base\n1619.gmd,\npc\n1619.arc,n1619.arc,3
0,,白竜様のご加護があらんことを,"May the blessings of The White Dragon
be with you, Arisen.",ui\00_message\npc\base\n1620.gmd,\npc\n1620.arc,n1620.arc,0
0,,リムの輝きは常に貴方と共に,"Even now, the Rift's glow shields you.",ui\00_message\npc\base\n1620.gmd,\npc\n1620.arc,n1620.arc,1
0,,旅の同伴者をお求めですか？　覚者様,"Are you looking for a travel companion, Lord Arisen?",ui\00_message\npc\base\n1620.gmd,\npc\n1620.arc,n1620.arc,2
0,,"メンバーの再編をお考えでしたら
なんなりと","If you are thinking of reorganizing your 
party members, please do not hesitate 
to ask.",ui\00_message\npc\base\n1620.gmd,\npc\n1620.arc,n1620.arc,3
0,,"当キノザ鉱泉では、効能の異なる３種の
お湯を楽しむことができますの","At Kinoza Mineral Springs, you can enjoy three types of hot springs with different effects.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,0
0,,"ハーブ薫る《癒しの泉》は体力回復に――
森の精力が宿る《活力の泉》はスタミナ上昇効果が、
そして白竜様の加護を受けた《豊穣の泉》は
最大体力上昇の効果がありますの","The spring of healing, fragrant with herbs, is for health recovery—
The spring of vitality, filled with the energy of the forest, grants a stamina boost—
And the spring of abundance, blessed by the White Dragon's divine protection, has the effect of increasing maximum health points.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,1
0,,"特に《活力の泉》と《豊穣の泉》は
入浴後、しばらく効果が続きますので
冒険前のご利用もおすすめですわ","In particular, the Springs of Vitality and Abundance, after bathing, the effects will continue for a while, so it is recommended to use them before embarking on an Adventure as well.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,2
0,,"浴場への入場キーはこちらで販売しております！
ご一緒に軽食やお飲み物もいかがですか？",We sell entrance keys to the bathhouse here! How about enjoying some light snacks and drinks together?,ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,3
0,,"３種ある浴場は、いずれもお客様の自由な
スタイルで入場いただけますわ","There are three types of baths, and all of them can be entered in a style that the customer is free to choose.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,4
0,,"服を脱いで全身でお湯を楽しんでいただくもよし
鎧ごと浸かって汚れと汗を流すもよしです","You can enjoy the hot water by taking off your clothes and immersing your entire body. 
You can also soak in the bath with your armor to wash away dirt and sweat.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,5
0,,"あ、でも他のお客様への迷惑行為は
ご遠慮くださいね","Oh, but please refrain from causing inconvenience to other customers, okay?",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,6
0,,憩いの泉、キノザ鉱泉へようこそ！,"Welcome to Kinoza Mineral Springs, a place of relaxation.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,7
0,,泉のご案内をいたしますね,I will guide you to the fountain right away.,ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,8
0,,"右の浴場が《癒しの泉》
左の浴場が《活力の泉》
そして中央が《豊穣の泉》となっておりますわ","On the right is the Spring of Healing,
On the left is the Spring of Vitality,
And in the center is the Spring of Abundance.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,9
0,,"ふふふ、僕もちょくちょく鉱泉を利用するのさ
もちろん最高にゴージャスな《豊穣の泉》だよ！","Hehehe, I also make use of the hot springs from time to time, you know. It's, of course, the highest and most luxurious Spring of Abundance!",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,0
0,,"ハーブの芳しい爽やかな薫り、エメラルド色の湯！
容姿端麗なる紳士淑女との語らい！","The fragrant aroma of herbs, the refreshing emerald-colored bath!
A conversation with graceful gentlemen and ladies!",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,1
0,,"まさに泉のごとく、僕の創作意欲も
湧こうというものさ
君もぜひ行ってみるべきだね！","Indeed, like a spring, my creative drive is welling up, you know.
You should definitely give it a try too!",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,2
0,,"さぁさ、飲んで歌って騒いで！
キノザで楽しい思い出を作っていってよ","Come on, let's drink, sing, and make some noise!
Let's create fun memories at Kinoza!",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,3
0,,"僕の演奏がそれに一役買えれば本望さ
――あ、チップは宿代に含んでるからね","If my performance can contribute in any way, I would be more than satisfied. 
Oh, and the tip is included in the accommodation fee, so don't worry about it.",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,4
0,,"この泉と宝石のキノザで、僕はそれより
輝き癒される運命のヒトを探してるのさ","In this spring and Kinoza of gems,
I am searching for the person whose destiny is to be healed,
and to be illuminated by its radiance.",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,5
0,,"美しくて懐が暖かな――じゃない、
心が豊かなそんなヒトをね！","Not just beautiful and warm-hearted,
But someone with a rich heart!",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,6
0,,はぁ～い、僕に用かい？,"Hello, can I help you?",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,7
0,,"おお、泊っていくのか、だったら
<VAL PRICE_INN>だ
――だが、こんな場所だから大したもてなしは
期待しないでくれよ、それでもいいか？","Oh, you're planning to stay here? In that case, it will be <VAL PRICE_INN>.
However, don't expect much hospitality in a place like this. Is that still okay?",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,0
0,,はい,Yes,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,1
0,,いいえ,No,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,2
0,,"ああ、《弱化の治療》なら
<VAL PRICE_WEAK>だよ
――言い訳ではないが
足元を見ているわけじゃないんだよ","Ah, if it's ""Treat Weakness,"" it costs <VAL PRICE_WEAK>, you know.
It's not an excuse, but I'm not looking down on you.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,3
0,,はい,Yes,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,4
0,,いいえ,No,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,5
0,,"君は《弱化》にはなっていないようだ
――うむ、よかったじゃないか
弱ってるのは気のせいだよ","It seems that you haven't weakened after all.
Well, that's good, isn't it?
You're just imagining that you're weak.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,6
0,,――おぉ、これは旅の方、用件を伺うよ,"-Oh, travelers, I have come to inquire about your purpose here.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,7
0,,"はあぁぁ――、日々ぎりぎりの生活だ
１日５回は溜息がでる
今までなんとか持ちこたえているが","Ohhh... I live on the edge every day.
I let out a sigh at least five times a day.
I've managed to hang on until now, but...",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,8
0,,"だが、わたしは移住はしたくないんだよ
だってこんな村でも、たった一つの
故郷だものなぁ――","But, I don't want to move.
Because even in a village like this, it's my one and only home.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,9
0,,"オークにやられきり、村を全部廃墟になんか
させたくないものなぁ――","I don't want the village to become a complete ruin, destroyed by Orcs.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,10
0,,"ゆっくりしていくといい
といっても、我々ができることは知れているがね
ふうぅ――","It would be good to take it easy.
That being said, there are things we know we can do.
Phew--",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,11
0,,はぁぁ――サニーにも苦労をかけてばかりだなぁ,"Sunny, I always seem to be causing you trouble, huh?",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,12
0,,"どうか、手が空いてればいいんだが
あれの仕事も手伝ってやってくれないだろうか","I hope you're not too busy, but could you possibly help me with that task?",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,13
0,,"家畜や集落を守るのも、今はゴート頼みだ
我々を助けると思って、一匹でもオークを
減らしていってくれるとありがたい","To protect livestock and settlements, we now rely on Gort. 
It would be appreciated if you could help us could help us by reducing the Orcs numbers even by one.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,14
0,,"本当、どうか一つ頼むよ
これ以上豚がやられたら
我々がワラを喰うはめに――
はぁああああ――","Please, I beg of you.
If any more pigs are harmed, we will be forced to eat straw---
Haaaahhh---",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,15
0,,"ああ、泊っていくのか、そうか！
料金なんてもちろん不要さ！
――はぁああ、本当ならもっともてなしをしたい所
なのに、何もない村ですまないなぁ","Ah, are you going to stay overnight? I see!
Of course, the fee is not necessary!
Ah, if only I could entertain you more, but in this village, there is nothing, I'm sorry.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,16
0,,はい,Yes,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,17
0,,いいえ,No,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,18
0,,"あらぁ～、ホントよく来てくれたねぇ！！
あんたみたいな人が来てくれると
エンポリオの意固地にも意味があるってもんだ","Ohh, you've come here again! 
When someone like you comes, it gives meaning to Emporio's stubbornness.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,0
0,,"ああ、エンポリオには会った？
あれ、わたしの夫なんだよね","Oh, have you met Emporio?
That's my husband.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,1
0,,"このあたりはオークに支配されてから
すっかり荒れ地になっちまってね――",This area has become a wasteland since it came under the domination of the Orcs.,ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,2
0,,"だからハイデルあたりへ移住しようって
いつも言ってるんだけど夫はどうしても
この故郷を守るって意地を張るんだ","That's why I always say let's move to Heidell or somewhere.
But my husband insists on protecting this hometown out of sheer obstinacy.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,3
0,,"あの人、溜息ばっかりでしょ？
それを見てるとなんだかさぁ
仕方ない、支えてやらなくちゃって、ここ――
バートランド北部のエリアマスターをしてるわけ","That person, always sighing, right?
When I see that, somehow,
I can't help but support them, because here--
They are the Area Master of Betland.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,4
0,,"張り切って手伝うから、神殿に戻ったら
ドラワンを見捨てるなって伝えてよね
ほら、神官様とか、えらい人にさ","When we return to the temple, please let them know not to abandon Drawan. 
You know, the priests and important people. I'll help enthusiastically, so don't worry. 
From now on, we will take care of Drawan together.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,5
0,,"もうさ、あんたがさ、ドラワンのために――
ここまで尽くしてくれて――
顔見たら涙が滲んじまったよ","You know, you've done so much for Drawan--
I couldn't help but tear up when I saw your face...",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,6
0,,"ううっ、わたしには大それたことできないけどさ
これでちょっとでもあんたの役に立てるなら――","Ugh, I can't do much, but if this helps you in any way--",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,7
0,,ぐずっ！　あらやだ鼻が――,"*Sniff*! Oh no, my nose—",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,8
0,,"あんたが手伝ってくれて
いつもほんっと助かってるよ！
感謝してるんだから","You always help me out, and I really appreciate it! I'm grateful to you.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,9
0,,"そうだ、これをお礼にと思ってね
使い勝手良さそうでしょ？
これからもお願いね！","Oh yeah, and I thought I'd return the favor with this one:
Looks easy to use, doesn't it?
Keep up the good work, please!",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,10
0,,"何かと手伝ってくれてありがとうね！
大したことはできないけど、こいつぁ礼だよ","Thank you so much for helping me out! I may not be able to do much, but this is my way of saying thanks.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,11
