#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,"ごめんね、急いではいるんだけど
もう少しかかりそう――","I'm sorry, but I'm in a hurry, so it might take a
little longer...",ui\00_message\npc\base\n0608.gmd,\npc\n0608.arc,n0608.arc,9
0,,"土砂を一掃し、二度とこの道が
埋まらぬよう力を尽くそう
かつて王の剣であったこの魂にかけても","Let's clear away the debris and do our best to
ensure this path won't be blocked again. I swear
it on the soul of the sword that once belonged to
the king.",ui\00_message\npc\base\n0609.gmd,\npc\n0609.arc,n0609.arc,3
0,,"先へ進むといい、白き竜の覚者よ
アッカーシェランにかかる霧を払ってくれ","Go ahead, White Dragon's Arisen, and dispel the
fog that hangs over Acre Selund.",ui\00_message\npc\base\n0609.gmd,\npc\n0609.arc,n0609.arc,4
0,,"道を通すまでの間
しばし待つことだ、白き竜の覚者よ","Until the road is cleared, it is necessary to
wait for a while, O Arisen of the White Dragon.",ui\00_message\npc\base\n0609.gmd,\npc\n0609.arc,n0609.arc,5
0,,"この道は必ず拓いてみせる
かつて王の剣であったこの魂にかけても","I will definitely open up this path.
I swear on the soul that once belonged to the
king's sword.",ui\00_message\npc\base\n0609.gmd,\npc\n0609.arc,n0609.arc,6
0,,"貴殿が力を求め、《英霊眠りし道》を
訪れたこと――我らにとって僥倖であった","Your visit to the Heroic Spirit Sleeping Path, in
search of power, was fortunate for us.",ui\00_message\npc\base\n0609.gmd,\npc\n0609.arc,n0609.arc,7
0,,"ご存命の王族は
ネド王子ただお一人、か――","The only surviving member of the royal family is
Prince Nedo.",ui\00_message\npc\base\n0609.gmd,\npc\n0609.arc,n0609.arc,8
0,,"この道をさらに進むことで
貴殿は力を得よう
私にできるのは、その道を拓くことのみ","By advancing further down this path, you will
gain power. All I can do is pave the way for you.",ui\00_message\npc\base\n0609.gmd,\npc\n0609.arc,n0609.arc,9
0,,貴殿の仲間はすでに道を拓いている,Your comrades have already opened up the path.,ui\00_message\npc\base\n0609.gmd,\npc\n0609.arc,n0609.arc,10
0,,"仲間の力をたどり、一時的に
この場を通ることも可能だろう
――貴殿の考えを聞こう","It would be possible to trace the power of our
friends and temporarily pass through this place.
--Let's hear your thoughts!",ui\00_message\npc\base\n0609.gmd,\npc\n0609.arc,n0609.arc,11
0,,通常開拓する,Explore normally,ui\00_message\npc\base\n0609.gmd,\npc\n0609.arc,n0609.arc,12
0,,仲間の力をたどる,Follow the power of your companion,ui\00_message\npc\base\n0609.gmd,\npc\n0609.arc,n0609.arc,13
0,,"覚者さま、こちらはフェルヤナ地方の
《英霊眠りし道》です","Master Arisen, this is the Heroic Spirit Sleeping
Path in the Feryana region.",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,0
0,,"あの――
すでにご存じかとは思いますが
《英霊眠りし道》は特別な場所です
武具の準備が万端でないと、厳しいかと――","Um--
I'm sure you already know this, but ""Heroic
Spirit Sleeping Path"" is a special place.
If you don't have your armaments all ready, it's
going to be tough--",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,1
0,,"並の武具では、そう簡単に奥へは進めません
――そもそも土砂で埋まってもいます
どうにかして土砂を撤去できるなら、あるいは――","With ordinary equipment, it's not easy to advance
deeper. Besides, it's buried in rubble. If there's
any way to remove the debris, or perhaps...",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,2
0,,"進まれるんですね、覚者さま
お気をつけて――
無事のお戻りを祈っております","You are making progress, Ser Arisen. Please take
care. I pray for your safe return.",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,3
0,,"開拓した場所から再突入できるようになりました！
きっと英霊のご加護のおかげですね","We can now re-enter the area from where we
explored! I'm sure it's thanks to the blessings of
the Heroic Spirit.",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,4
0,,開拓した場所から再突入されますか？,"Do you want to re-enter the place after
development?",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,5
0,,はい,Yes,ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,6
0,,いいえ,No,ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,7
0,,"パーティーリーダーが行き先を
選ぶまでお待ちください――","Please wait for the party leader to choose the
destination.",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,8
0,,"パーティーリーダーがお待ちのようです
《英霊眠りし道》へ突入されますか？","The party leader is waiting for you.
Would you like to enter ""Heroic Spirit Sleeping
Path""?",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,9
0,,はい,Yes,ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,10
0,,いいえ,No,ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,11
0,,"覚者さま、まずは開拓状況や
装備品をご確認の上で進まれてはいかがでしょう？","Dear Arisen, first, would you like to check the
development situation and equipment before
proceeding?",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,12
0,,《英霊眠りし道》に入る,Enter 《Heroic Spirit Sleeping Path》,ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,13
0,,開拓状況確認,Check Reclamation Status,ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,14
0,,報酬取得状況確認,Check Acquired Rewards Status,ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,15
0,,"あれだけの土砂を
全て撤去されたのですね！
覚者の力というのは、我々には
想像も及ばないものです――","All that rubble has been completely cleared! The
power of an Arisen is something beyond our
imagination.",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,16
0,,"全ての道を踏破した者には
最後の試練が待ち受けているそうです","According to those who have conquered all paths,
there awaits the ultimate trial.",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,17
0,,"ええ、信じがたいことですが――
開かずの扉が開いています
ここにまつわる伝承は、真実だったのですね","Yes, it's hard to believe, but the sealed door is
open. The legends surrounding this place were
indeed true!",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,18
0,,"最後の試練に向かわれる時は
ぜひ、私に声をおかけください
出発の手筈を整えさせていただきますから","When you're ready to face the final trial, please
don't hesitate to call on me. I'll make the
necessary preparations for your departure.",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,19
0,,"覚者さま、まずは開拓状況や
装備品をご確認の上で進まれてはいかがでしょう？","Dear Arisen, first, would you like to check the
development situation and equipment
before proceeding?",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,20
0,,《英霊眠りし道》に入る,"Enter ""Heroic Spirit Sleeping Path""",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,21
0,,開拓状況確認,Check Reclamation Status,ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,22
0,,報酬取得状況確認,Check Acquired Rewards Status,ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,23
0,,最後の試練に挑む,Challenge Final Ordeal,ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,24
0,,"――“最後の試練”がどのようなものか
知っている者はおりません
この地に伝わる伝承でも
“最後の試練”については語られていないのです","Nobody knows what the 'Final Ordeal' is like.
Even the legends passed down in this place do not
speak of the 'Final Ordeal.'",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,25
0,,"しかし、私は――多分、他のみんなも――
覚者さまであれば、その“試練”も
乗り越えられることと信じております","However, I, and perhaps everyone else, believe
that with the Arisen, even this ""trial"" can be
overcome.",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,26
0,,"それでは、お進みください
覚者さまのご武運をお祈りしています","With this bow, I've pierced many insolent people
who aimed at the royal family. But now I can't do
that anymore. It's frustrating.",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,27
0,,"覚者さま！？
装備品をお間違えではないでしょうか――","Ser Arisen!? Your equipment, could it be a
mistake—",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,28
0,,"その、今お召しになっている武具で
この先に進むのは大変危険です
相応の装備でないと、ここを
お通しすることはできません","With the equipment you are currently wearing,
it's very dangerous to proceed further. Without
the appropriate gear, you won't be able to pass
through here.",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,29
0,,"伝承が本当なら――
私のような新兵一人が
ここの警備を任されるべきでは
ないと思うのですが――","If the legends are true, I don't think a rookie
like me should be entrusted with guarding this
place alone.",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,30
0,,"《英霊眠りし道》はアッカーシェラン大陸の
各地にあるそうです――
いくつあるのか、ですか？
私はその、不勉強なんですが――","I've heard that there are ""Heroic Spirit Sleeping
Paths"" scattered throughout the Acre Selund
continent. How many are there, though? I'm not
very knowledgeable about it...",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,31
0,,なぜだか、ここは少し冷えます――,"For some reason, it gets a little cold here--",ui\00_message\npc\base\n0610.gmd,\npc\n0610.arc,n0610.arc,32
0,,"やあ、白き竜の覚者さん
アッカーシェランはどうだい","Hello, Arisen of the White Dragon. How is Acre
Selund?",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,0
0,,"さて、この土砂をどうにかしなきゃいけないな
近くに散らばった力を集めてきてくれないか？","Now, we need to figure out what to do with this
earth and sand. Could you gather the scattered
power nearby for me, please?",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,1
0,,"俺たちの精神力――いや、魂というのかな
そういったものは、辺りを流れる竜力と
混じって曖昧なものになってるんだ","Our spiritual power - or soul, I guess you'd call
it - is mixed up with the Dragon Force that flows
around us, and it's all a blur.",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,2
0,,"だから、一度俺自身が使える力として
集めてきてもらわないと動けなくてね","So, I can't move without first gathering power as
something I can use myself.",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,3
0,,よしよし、これで何とかなるはずだ,"Good, good. This should work somehow.",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,4
0,,"なに、君をこの先へ導くことが
王家のためになるというならば
土砂をどける程度のこと――","Well, if it's in the best interest of the royal
family to lead you beyond the dirt and sand--",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,5
0,,"ここにあった土砂か？
――恐らく、衝撃で吹き飛んでいったようだ
この先で土埃になって舞い散ってるんじゃないか？","Is this the sand and soil that was here? It seems
like it was blown away by the impact. Could it be
turning into dust and scattering ahead?",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,6
0,,"ああ、俺のことは気にしなくていい
用が無くなれば、また眠りにつくことになる
早いとこ寝かせてくれよ、ハハハ
――この国を頼んだぜ","Oh, don't worry about me. When I have no more use
for you, I'll go back to sleep. Let me sleep
early, hahaha—I'm asking for this country, man!",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,7
0,,"すまない、今は都合が悪いんだ
少し時間をおいてから
また来てくれないか","I'm sorry, it's inconvenient for me right now.
Could you come back later, after some time?",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,8
0,,悪いね――,Sorry---,ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,9
0,,"おっと、君の仲間は
すでにこの先に行ったことがあるようだな","Oops, it seems like your companions
have already gone ahead.",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,10
0,,"仲間の力をたどって
一時的にここを通ることもできるが――
どうしたい？","You can temporarily pass through here by
following the power of your comrades, but what do
you want to do?",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,11
0,,通常開拓する,Explore normally,ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,12
0,,仲間の力をたどる,Follow the power of your companion,ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,13
0,,"確かに生きてる頃は王の一番傍にいたし
それなりに国に尽くしたつもりだけど――
俺はいわゆる“王の乳兄弟”ってやつでさ","I was the closest thing to the king when he was
alive, and I've served the country in my own way,
but-- I'm what you might call the ""king's baby
brother.""",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,14
0,,"歴史に名を残すような、ものすごいことを
成し遂げたわけじゃないと思うんだよな
まさか、こんなに丁寧に葬られることになるとはね","I don't think I've accomplished anything
incredible that will be remembered in history. I
never expected that I would be buried so carefully
like this.",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,15
0,,"ところで、君は死んだ人間と話すことに
慣れてるみたいに見えるな","By the way, you seem accustomed to talking to the
deceased.",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,16
0,,君を巻き込んですまないと思ってるんだ、俺は,"I'm sorry for involving you, I am",ui\00_message\npc\base\n0611.gmd,\npc\n0611.arc,n0611.arc,17
0,,"おお――
異大陸の覚者様
ようこそここまでいらっしゃいました","Oh--
Dear Arisen of Another Continent.
Welcome to this place!",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,0
0,,"申し上げにくいことですが、覚者様に
ご協力するための“力”を
集めてきていただかねばなりません","I am sorry to say this, but we need you to go and
gather the ""power"" to help us!",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,1
0,,"我々の存在は今や希薄なものです
どうぞよろしくお願いします
あなた様の道を拓くためなのです――","Our existence is now rare.
Nice to meet you!
We are here to pave the way for you--",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,2
0,,"確かに――
さぁ、先へお進みください","Certainly--
Now, please proceed!",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,3
0,,"この道が通れるようになったことも、ひいては
あなた様ご自身のお力によるものです
そのお力で――幼き王子をよろしくお願いします","The fact that this road is passable is, in turn,
due to your own strength.
With that strength - please take care of the
little prince!",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,4
0,,"どうぞ、先へお進みください
この道は二度と土砂に埋まることはないでしょう","Please, continue ahead.
This path will never be buried in sand and earth
again.",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,5
0,,"申し訳ございません、今は――
少し時間をおいてから
おいでください","I apologize, please come back after a few hours.",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,6
0,,"異大陸の覚者様
お仲間はすでにこの先を
通っていらっしゃるようです","Arisen from a different land. It seems that your
companions have already passed through this point.",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,7
0,,"お仲間の跡を辿り、この場でのみ
先へ行くことも可能です
いかがいたしましょう？","You can also follow your comrades' trail and
proceed further from this place alone. What would
you like to do?",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,8
0,,通常開拓する,Explore normally,ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,9
0,,仲間の力をたどる,Follow the power of your companion,ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,10
0,,"ネド王子――
御年12歳の王子に
なんと過酷な運命でしょう――","Prince Nedo--
What a harsh fate for a prince of 12 years of
age--",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,11
0,,"ネド王子に寄り添い、お支えする者すら
いないままとは――
なんという――","To think there is no one to be by Prince Ned's
side and support him... What a situation...",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,12
0,,"ネド王子は――
まだ、覚者となるには
あまりにも早すぎました","Prince Nedo――
it was still too early for him to become an
Arisen.",ui\00_message\npc\base\n0612.gmd,\npc\n0612.arc,n0612.arc,13
0,,"来たわね、白き翼の加護を得し覚者さん
さ、どうする？","You're finally here; the Arisen who received the
protection of the white wings. So, what will you
do?",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,0
0,,"ここまでお疲れ様！
だけど、あなたたちはもっともっと先に
進まないといけない――","Good job so far!
But you guys need to go on much, much further--",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,1
0,,"もうわかってるわよね？
私がここの土砂を片付けてあげるから
そのための力を集めてきてちょうだい","You already know that, don't you?
I'll clean up the sediment here for you.
Go gather the strength to do so.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,2
0,,"うん、ありがとう
おかげで私も、もう一働きできたわ","Yes, thank you. Thanks to you, I was able to work
one more shift.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,3
0,,"――こういうの、本当は
よその国の人に任せるべきじゃないと
思うんだけどさ","I really don't think that this kind of thing
should be left to people from other countries.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,4
0,,"だけど、今戦うことができる覚者は
あなたしかいない――
だから、頼んだわね","But, the only one who can fight now is the
Arisen―― So, I'm counting on you.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,5
0,,"さぁ、行ってちょうだい
あなたが力を得ることが
この国の未来に繋がるんだから","Go ahead, go ahead. Your empowerment is the
future of this country.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,6
0,,ごめんね、今手一杯なんだ――,"Sorry, I've got my hands full right now—",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,7
0,,また時間置いてから来てよ！,Come back after some time!,ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,8
0,,"ふぅん、あなたのお友達は
もうこの先に行ってるみたいよ","Hmm, it seems like your friends have already
moved on ahead.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,9
0,,"お友達の力をたどって、一時的に
あなたもこの先へ行けるけど
どうする？","Following the power of your friends, you can
temporarily go this way, but, what will you do?",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,10
0,,通常開拓する,Explore normally,ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,11
0,,仲間の力をたどる,Follow the power of your companion,ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,12
0,,"私がまたアッカーシェランのために働くのは
もっともっと、ずっと遠い未来のことかと思ってた","I thought that working for Acre Selund again
would be something for a much, much more distant
future.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,13
0,,国が潰えるのって、一瞬なのね,It only takes a moment for a country to crumble.,ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,14
0,,"自分の命はなくなっても
国っていうのは未来永劫続くような気がしてたの","Even if my life were to disappear, I always felt
like the country would continue forever.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,15
0,,"私たちが大切に育んできたアッカーシェランが
こんな姿になった時にしか目覚めないなんて
ちょっと損な気もするわ","When our beloved Acre Selund has become like
this, and only awakens in such a state, it feels
like a bit of a loss.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,16
0,,"もっとこう――
華やかに栄えたアッカーシェランを
見たかったのに","I would have liked to have seen a more--
gloriously prosperous Acre Selund.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,17
0,,"アデライデ様の頃のアッカーシェランは
それは活気に満ち溢れた美しい国だったの","During the time of Lady Adelaide, Acre Selund was
a vibrant and beautiful country overflowing with
energy.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,18
0,,"私は――あまり長くはお傍にいられなかったけど
この国の未来は明るく素敵なことばかりって
そう信じて、疑うこともなかったわ","I couldn't stay by your side for long, but I
believed in a bright and wonderful future for this
country, and I never doubted it.",ui\00_message\npc\base\n0613.gmd,\npc\n0613.arc,n0613.arc,19
0,,ワイは第八のたかし。工事担当者や。,"I am Takashi the eighth. I'm in charge of
construction.",ui\00_message\npc\base\n0614.gmd,\npc\n0614.arc,n0614.arc,0
0,,ここを拡張するなら、納品してや,"If you're going to expand this place, you're
going to have to deliver.",ui\00_message\npc\base\n0614.gmd,\npc\n0614.arc,n0614.arc,1
0,,たしかに受け取ったで。,"Certainly, I received it.",ui\00_message\npc\base\n0614.gmd,\npc\n0614.arc,n0614.arc,2
0,,工事が終わったら、来週には入口のおっさんが,"Once the construction is finished, the old man at
the entrance will let you know next week!",ui\00_message\npc\base\n0614.gmd,\npc\n0614.arc,n0614.arc,3
0,,教えてくれるで！,They'll tell you!,ui\00_message\npc\base\n0614.gmd,\npc\n0614.arc,n0614.arc,4
0,,ここはすでに工事済みやで！,This place is already under construction!,ui\00_message\npc\base\n0614.gmd,\npc\n0614.arc,n0614.arc,5
0,,"すまん・・・
今週はワイらほかの工事で手いっぱいやねん。","Sorry...
We're really busy with other construction work
this week.",ui\00_message\npc\base\n0614.gmd,\npc\n0614.arc,n0614.arc,6
0,,また来週な！,See you next week!,ui\00_message\npc\base\n0614.gmd,\npc\n0614.arc,n0614.arc,7
0,,ワイは第九のたかし。工事担当者や。,"I am Takashi the ninth. I'm in charge of
construction.",ui\00_message\npc\base\n0615.gmd,\npc\n0615.arc,n0615.arc,0
0,,ここを拡張するなら、納品してや,"If you're going to expand this place, you're
going to have to deliver.",ui\00_message\npc\base\n0615.gmd,\npc\n0615.arc,n0615.arc,1
0,,たしかに受け取ったで。,"Certainly, I received it.",ui\00_message\npc\base\n0615.gmd,\npc\n0615.arc,n0615.arc,2
0,,工事が終わったら、来週には入口のおっさんが,"Once the construction is finished, the old man at
the entrance will let you know next week!",ui\00_message\npc\base\n0615.gmd,\npc\n0615.arc,n0615.arc,3
0,,教えてくれるで！,They'll tell you!,ui\00_message\npc\base\n0615.gmd,\npc\n0615.arc,n0615.arc,4
0,,ここはすでに工事済みやで！,This place is already under construction!,ui\00_message\npc\base\n0615.gmd,\npc\n0615.arc,n0615.arc,5
0,,"すまん・・・
今週はワイらほかの工事で手いっぱいやねん。","Sorry...
We have our hands full with other construction
this week.",ui\00_message\npc\base\n0615.gmd,\npc\n0615.arc,n0615.arc,6
0,,また来週な！,See you next week!,ui\00_message\npc\base\n0615.gmd,\npc\n0615.arc,n0615.arc,7
0,,ワイは第十のたかし。工事担当者や。,"I am the tenth Takashi. I am in charge of the
construction.",ui\00_message\npc\base\n0616.gmd,\npc\n0616.arc,n0616.arc,0
0,,ここを拡張するなら、納品してや,"If you're going to expand this place, you're
going to have to deliver.",ui\00_message\npc\base\n0616.gmd,\npc\n0616.arc,n0616.arc,1
0,,たしかに受け取ったで。,"Certainly, I received it.",ui\00_message\npc\base\n0616.gmd,\npc\n0616.arc,n0616.arc,2
0,,工事が終わったら、来週には入口のおっさんが,"Once the construction is finished, the old man at
the entrance will let you know next week!",ui\00_message\npc\base\n0616.gmd,\npc\n0616.arc,n0616.arc,3
0,,教えてくれるで！,They'll tell you!,ui\00_message\npc\base\n0616.gmd,\npc\n0616.arc,n0616.arc,4
0,,ここはすでに工事済みやで！,This place is already under construction!,ui\00_message\npc\base\n0616.gmd,\npc\n0616.arc,n0616.arc,5
0,,"すまん・・・
今週はワイらほかの工事で手いっぱいやねん。","Sorry...
We're really busy with other construction work
this week.",ui\00_message\npc\base\n0616.gmd,\npc\n0616.arc,n0616.arc,6
0,,また来週な！,See you next week!,ui\00_message\npc\base\n0616.gmd,\npc\n0616.arc,n0616.arc,7
0,,ワイは第十一のたかし。工事担当者や。,"I am Takashi the eleventh. I am in charge of the
construction work.",ui\00_message\npc\base\n0617.gmd,\npc\n0617.arc,n0617.arc,0
0,,ここを拡張するなら、納品してや,"If you're going to expand this place, you're
going to have to deliver.",ui\00_message\npc\base\n0617.gmd,\npc\n0617.arc,n0617.arc,1
0,,たしかに受け取ったで。,"Certainly, I received it.",ui\00_message\npc\base\n0617.gmd,\npc\n0617.arc,n0617.arc,2
0,,工事が終わったら、来週には入口のおっさんが,"Once the construction is finished, the old man at
the entrance will let you know next week!",ui\00_message\npc\base\n0617.gmd,\npc\n0617.arc,n0617.arc,3
0,,教えてくれるで！,They'll tell you!,ui\00_message\npc\base\n0617.gmd,\npc\n0617.arc,n0617.arc,4
0,,ここはすでに工事済みやで！,This place is already under construction!,ui\00_message\npc\base\n0617.gmd,\npc\n0617.arc,n0617.arc,5
0,,"すまん・・・
今週はワイらほかの工事で手いっぱいやねん。","Sorry...
We have our hands full with other construction
this week.",ui\00_message\npc\base\n0617.gmd,\npc\n0617.arc,n0617.arc,6
0,,また来週な！,See you next week!,ui\00_message\npc\base\n0617.gmd,\npc\n0617.arc,n0617.arc,7
0,,"あなたが噂の覚者様ですね
話は聞いております――（仮）","You must be the renowned Arisen, I've heard
stories about you",ui\00_message\npc\base\n0618.gmd,\npc\n0618.arc,n0618.arc,0
