0,,"おおそうだ！
お前の働きぶり、ちょくちょく聞いてるぞ
これからも頑張れよ！","Oh yeah!
I've heard a lot about your work, Keep it up!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,5,Scherzo
0,,"ヴァネッサ副隊長には報告済みだが
もし対処できそうなら、お前の方でも
よろしく頼む","I have already reported it to Vice Captain Vanessa, but if you think you can address it, I also ask for your assistance.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,32,Scherzo
0,,"バートランドのどこかには
モゴックの腹心《戦鬼ゲソム》が指揮する
部隊のアジトがあるって情報も入ってる","Somewhere in Betland, there is information that Gesomu the War Demon, Mogok's right-hand man, commands a base for his unit.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,33,Scherzo
0,,引き続き調べる必要があるな,I'll have to keep looking into this.,ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,34,Scherzo
0,,"おお！　お前に連絡だ！
ついに奴らの本拠地、《バートランド平原北部》に
攻め込む手はずが整ったぞ","Oh! I've got news for you!
We have finally made arrangements to invade their stronghold, the Northern Betland Plains.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,35,Scherzo
0,,"バートランド北部へと繋がる
山道を塞いでいた落石を、ようやく除去できたんだ",We were finally able to remove the rocks that were blocking the mountain road that leads to northern Betland.,ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,36,Scherzo
0,,"ま、そこが通れるようになったのはお互い様で
これでオークどもも、魔獣を使って山側から
侵入する必要なく、そのままこっちへ来れる
ようになったわけだが――","Well, we both made it possible to pass through there. 
Now those orcs can come over here without needing to invade from the mountain side using magic beasts.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,37,Scherzo
0,,"ともあれ、隊を組んで奴らの居城
《ガルドノック砦》に乗り込む日も近いだろうな！","Regardless, the day is approaching when we will go together and infiltrate their stronghold, Gardnox Fortress!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,38,Scherzo
0,,よう、砦の任務は順調かい？,"Hey, how's the mission at the fortress going?",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,39,Scherzo
0,,"そ、そうだ！！　
良い所にきたな、お前にも言っておこう！
《禊の神殿》について新しい情報が入ってな","Oh, right!! 
You've come to a good place, so I'll tell you too! 
There's new information about the Temple of Purification.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,40,Scherzo
0,,"神殿内部に、ずっと入れなかった
《不浄の地下水路》って区画があるんだ
もとは神殿に引いた湖の水を浄化する
区画だったんだが――","Inside the temple, there is a section called the ""Defiled Waterway"" that I have never been able to enter. 
It used to be a section for purifying the water from the lake that was drawn into the temple.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,41,Scherzo
0,,"昔のエリアマスター、禊の神官長が
封鎖して立入禁止にしたんだよ
何があったか知らないけどな","The former area master, the priest in charge of purification, blocked off the area and prohibited entry. 
I don't know what happened though.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,42,Scherzo
0,,"それがごく最近、その封鎖が
解けているのが発見されたんだ","Very recently, that blockade was found to have been broken.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,43,Scherzo
0,,"それに気づいた定期討伐の隊士は
妙な威圧感と寒気に襲われて
結局中まで入れなかったらしい",The squad members who noticed it were ultimately unable to enter due to a strange sense of intimidation and coldness.,ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,44,Scherzo
0,,"もしついでがあったら、確認しといてくれよ
オークはともかく、俺はこの手の話
苦手なんだよな――","If you happen to have some time, please check it for me.
As for orcs, I'm not really good with that kind of thing you know.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,45,Scherzo
0,,"厳重警戒情報だ！
セラー湖の浜辺、《船墓場》で妙に強力な
ブルーニュートが現れたらしい","This is a serious warning!
It seems that a strangely powerful Blue Newt has appeared on the shore of Lake Cera, known as the ""Ship Graveyard"".",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,46,Scherzo
0,,"普通のヤツと区別して《レイクニュート》
と呼ぶことにしたんだが、どうやら
脅威はそれだけじゃないようでな","I decided to call it ""Lake Newt"" to distinguish it from a regular one, but it seems that the threat is not just that.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,47,Scherzo
0,,"ヤツらのいる付近で、巨大な影と水面を
横切るヒレを見たって隊士もいるんだ","Near where they are, there are some members of the squad who have seen a giant shadow and a fin cutting through the water's surface.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,48,Scherzo
0,,"セラー湖の怪物――
ヒレ以外の情報はなく、その報告をうけ
確認に行った奴も正体を掴んでいない","The Monster of Lake Cera-- 

Aside from its fins, there is no other information, and even those who went to confirm it have not grasped its true nature.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,49,Scherzo
0,,"お前も十分注意しろよ
相当強力な魔物がいるに違いない","You be very careful too.
There must be some pretty powerful demons in there.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,50,Scherzo
0,,"いやー、参った参った
まさかお前がここまですごいとはなぁ――
副隊長がベタ褒めするのもしょうがないか","Well, I'm impressed, I'm impressed. I didn't expect you to be this amazing. 
I guess even the Vice-Captain's over-the-top praise is understandable.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,51,Scherzo
0,,"正直、お前がいなかったらこの砦は
オークに落とされてたかもしれん
俺も他のヤツも、それは解ってるツモリさ","Honestly, if you weren't here, this fortress might have been taken down by Orcs. 
Both me and the others know that.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,52,Scherzo
0,,"さ、今度の特別報償だ
特級の支給を受けられるようしておいたぞ
胸を張って受け取れよ！","Well, this time it's a special reward.
I made sure you can receive a first-class payment.
Receive it with pride!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,53,Scherzo
0,,これからもよろしくな！,Thank you for your continued support!,ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,54,Scherzo
0,,"お前に頼みたい任務があるんだ
今回は、特に重要な任務だ","I have a mission I need you to do for me.
It's a particularly important mission this time.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,55,Scherzo
0,,"もしかしたら、ついに奴らオークの拠点
モゴックの腹心が潜んでいるらしい
《戦鬼の影穴》を潰せるかもしれん","Maybe we can finally destroy the Orc stronghold where they say Mogok's henchmen lurk, ""War Demons' Hideout"".",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,56,Scherzo
0,,"すでに別の隊士が怪しい場所を
調べにいってるんだが、まだ戻らない
もしかしたら感づかれて
すでに殺されている可能性もある","Another soldier has already gone to investigate a suspicious location, but they haven't returned yet. 
However, they might have been noticed and possibly killed already.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,57,Scherzo
0,,"そこで、お前にも危険を覚悟で
二次調査をしてもらいたいんだ","Therefore, I would like you to conduct a secondary investigation, being prepared for danger.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,58,Scherzo
0,,"この調査、なるはやで頼めないか？
準備ができたらまた声を掛けてくれ","Can you ask for this survey as soon as possible?
Call me again when you're ready.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,59,Scherzo
0,,"俺は砦の庶務全般を担当してる
ま、要するに副隊長の小間使いだよ","I'm in charge of all the general affairs of the fort.
Well, in short, I'm the deputy commander's lackey.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,60,Scherzo
0,,"体を鍛えて鍛えて、鍛えまくって！！
そのうち副隊長を振り向かせてやるのさ！","I'm going to work out, work out, work out!
One of these days I'm going to turn the vice captain around!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,61,Scherzo
0,,あ、とるなよ！　それ俺のだから！,"Ah, don't take that! It's mine!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,62,Scherzo
0,,"砦内の《クエストボード》にはな
調査や討伐以外に、ちょいちょい
副隊長じきじきの依頼があってな――","On the ""Quest Board"" inside the fortress, there are not only investigations and subjugations, but also occasional requests directly from the vice captain.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,63,Scherzo
0,,"そういえば、《辺境の礎》ってあるだろ？
アレ、基本的には覚者本人が触れないと
使えるようにならないんだがな","By the way, aren't there Sub Portcrystals? 
In general, they can't be used unless the Arisen themselves touch them.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,64,Scherzo
0,,"ここら辺一帯でのお前の働きを評価して
バートランド平原にある《辺境の礎》全部が
使えるようにされたそうだ","I heard that your efforts in this area have been evaluated, and now all of the Sub Portcrystals in the Betland Plains have been made available.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,65,Scherzo
0,,"いや～、最近のお前の活躍っぷりは
すごかったからな！","No～, your recent successes have been
amazing!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,66,Scherzo
0,,"ま、今回の《辺境の礎》の解放は
俺じゃなくて神殿のハカライってことになるんだが
俺もお前の実力はちゃーんと認めてるからな！","Well, the release of the ""Sub Portcrystals"" this time will be done by the Temple's official, not me.
But I also acknowledge your abilities properly, you know!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,67,Scherzo
0,,"これからもブイブイ言わせてるお前を
楽しみにしてるぞ！",I'm looking forward to seeing you continue to thrive!,ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,68,Scherzo
0,,"よぉ、元気か？
ちょうどお前に頼みたいことがあったんだ","Hey, how you doing?
I just had a favor to ask you.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,69,Scherzo
0,,"バートランド大橋の近くに
《薄煙の荒れ地》って呼ばれてる場所があるんだがな","There is a place near Betland Bridge called the ""Wispy Wasteland"".",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,70,Scherzo
0,,"あそこは元からオークが
出没しやすいところだったんだが
最近、血の臭いに引き寄せられたのか
ガーゴイルまで飛び回り始めたんだ","That place has always been an easy spot for Orcs to appear.
Lately, they must have been attracted by the smell of blood, as Gargoyles have started flying around too.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,71,Scherzo
0,,"知っての通り、やつら飛び回りながら
石化の呪いを吐きつけてくるだろ？
あれが思ったより厄介でなぁ","As you know, those guys are flying around and spitting out a curse of petrification, right?
That curse is more troublesome than I thought.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,72,Scherzo
0,,"というわけで駆除を頼みたい
準備ができたら、また声をかけてくれ","So, I would like to request extermination services.
When you are ready, please let me know.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,73,Scherzo
0,,"よ、よぉ――
え？　顔色が悪いって？","Yo, yo--
Huh? My complexion looks bad?",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,74,Scherzo
0,,"ちょっと気味の悪い話を聞いてな――
本当は聞きたくなかったんだが
エリアマスターとしてこの地域の情報は
全て把握しておかないといけないし――","Let me tell you a slightly eerie story――
I really didn't want to hear it, but as an Area Master, I must know all the information about this area.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,75,Scherzo
0,,"ええい、道連れだ！
お前も聞いていけ！","Very well, come along!
You too, listen and go!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,76,Scherzo
0,,"《罪人の修獄》って知ってるか？
あそこは獄死した罪人ばかりが
埋葬されていた地下墓場でな",Do you know about the Penitentiary for Sinners? It's an underground cemetery where only sinners who died in prison are buried.,ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,77,Scherzo
0,,"かなり前に使われなくなって閉鎖されたんだが
最近、いつの間にか鍵が――
開いてたそうだ――","It had been quite a while since it was last used and closed down, but recently, seemingly out of nowhere, the lock had been――
open――",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,78,Scherzo
0,,"いやぁ、俺はこの手の話は苦手なんだよ
獣やオークなら、俺の鍛えた筋肉と技で
何とかなるが
幽霊はそういう問題じゃないからな――","Well, I'm not good with this kind of talk. 
If it's about animals or orcs, I can handle it with my trained muscles and skills. 
But ghosts are a different problem, you know.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,79,Scherzo
0,,"いいところに来てくれた！
人並み外れた度胸のある覚者
そう、正にお前を待ってたんだ！","You've come to a good place!
An Arisen with extraordinary courage!
Yes, I've been waiting just for you!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,80,Scherzo
0,,"この前話しただろう
《罪人の修獄》の鍵が
いつの間にか開いてたって件でな","We talked about it before, right?
Regarding the lock to ""Penitentiary,"" it seems it was somehow opened.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,81,Scherzo
0,,"ほっとくわけにはいかないから
調査のために何人か人をやってみたんだ","Because I can't just let it be, I tried assigning some people for the investigation.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,82,Scherzo
0,,"そうしたら、案の定というか何というか
――出たんだとさ――
女の笑う声があちこちから聞こえてきたらしい","Well, as expected, or rather, just as I thought—
―― There it is ――
The sound of a woman's laughter seemed to be coming from various directions.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,83,Scherzo
0,,"おれはそういうのはどうも苦手でな
こうなると、頼れるのはお前しかいない！
確かああいう類もイケるんだったよな？","I'm not very good at that kind of thing.
In this situation, the only one I can rely on is you!
I'm pretty sure that kind of thing is possible too, right?",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,84,Scherzo
0,,"今すぐに行ってくれとは言わない！
いや、言えない――
覚悟ができたら、あらためて声をかけてくれ","I'm not asking you to go now!
No, I can't tell you--
When you're ready, call on me again.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,85,Scherzo
0,,"よぉよぉ！
お前の最近の活躍っぷりときたら
寝てても噂が耳飛び込んでくるくらいだぞ！","Hey hey!
Your recent achievements, I've been hearing about them even when I'm sleeping!
You're making quite a buzz, aren't you!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,86,Scherzo
0,,"今までのお前の働きが評価されて
報酬が更に良い物になったから
楽しみにしておいてくれ！","Your previous efforts have been recognized, and as a result, your rewards have become even better. 
Please look forward to it!",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,87,Scherzo
0,,"共にこのグリッテン砦を、そして神殿を支えていこう
これからもよろしくな！","Let us support Fort Gritten and the Temple together. 
So, let us continue to work together from now on.",ui\00_message\npc\base\n1905.gmd,\npc\n1905.arc,n1905.arc,88,Scherzo
0,,私に用か？,You wanted to see me?,ui\00_message\npc\base\n1906.gmd,\npc\n1906.arc,n1906.arc,0,Heston
0,,"覚者隊としてここを守るのは神殿のため
だが、私個人の一番の理由は家族のためだ
お前はどうだ？","As the Arisen Corps, we protect this place for the sake of the Temple. 
However, my personal main reason is for the sake of my family. 
What about you?",ui\00_message\npc\base\n1906.gmd,\npc\n1906.arc,n1906.arc,1,Heston
0,,"白竜様がかつてのお力を取り戻せば
オーク共などすぐに退けられよう
そんな日が早く来るといいのだがな","If Lord White Dragon were to regain his former power, He would easily be able to repel the likes of the Orcs.
It would be great if that day comes soon.",ui\00_message\npc\base\n1906.gmd,\npc\n1906.arc,n1906.arc,2,Heston
0,,"まだ、この間のオークの臭いが残っているな
はぁ、鎧や髪にも染みつくようだ","I can still smell the orc smell from the other day.
Huh, it seems to seep into my armor and hair.",ui\00_message\npc\base\n1906.gmd,\npc\n1906.arc,n1906.arc,3,Heston
0,,フン――！　人――何用ダ？,Hm--!　Man-- what do you want?,ui\00_message\npc\base\n2000.gmd,\npc\n2000.arc,n2000.arc,0,Gilstan
0,,"何の用で来たんダ？
貢ぎ物か？　それなら――あぁ――うム
話、聞いてやらんでもない","What brings you here?
A tribute, perhaps? Well then, ah... I suppose I wouldn't mind hearing your story.",ui\00_message\npc\base\n2000.gmd,\npc\n2000.arc,n2000.arc,1,Gilstan
0,,"あぁ――まったく――！
人、特に覚者ってヤツはいつもいつも――
ゴブリンと見るや剣を振りおって、あぁ忌々しイ！","Ah―― Good grief――!
People, especially the Arisen, are always――
Swinging their swords at Goblins, yes, how annoying!",ui\00_message\npc\base\n2000.gmd,\npc\n2000.arc,n2000.arc,2,Gilstan
0,,"だが、取り引きなら――悪くなイ
剣を向けるなら、外の魔物にするんだナ
で、とっとと出てってくれ","But if you're looking for a deal - not a bad one.
If you're going to point a sword at me, do it at the demon outside.
And get the hell out of here.",ui\00_message\npc\base\n2000.gmd,\npc\n2000.arc,n2000.arc,3,Gilstan
0,,"ここは我ガ城、収集の園
外の愚かなゴブリン、魔物にこの価値は
わからない――ダろ","This is our castle, the garden of collection.
The foolish goblins outside do not understand the value of this place, to the enemies of magic.",ui\00_message\npc\base\n2000.gmd,\npc\n2000.arc,n2000.arc,4,Gilstan
0,,"だけど――なぁ――人、覚者
お前、アレの価値はわかるナ？
なら交換、交換ダ
価値ある物とナ","However... hey... people, Arisen.
Do you understand the value of that thing?
If so, let's exchange, exchange.
With something of value.",ui\00_message\npc\base\n2000.gmd,\npc\n2000.arc,n2000.arc,5,Gilstan
0,,"おまえ、覚えてるぞ！　
魔物やっつけにきたか？
ゴブリンやっつけにきたか？","I remember, you know!
Did you come to defeat the monsters?
Did you come to defeat the goblins?",ui\00_message\npc\base\n2000.gmd,\npc\n2000.arc,n2000.arc,6,Gilstan
0,,"面倒だから仲良くしような
あれこれ、良くしてやるヨ","It's a hassle, so let's be friends.
This and that, I'll make it better.",ui\00_message\npc\base\n2000.gmd,\npc\n2000.arc,n2000.arc,7,Gilstan
0,,ウガ？,Uga?,ui\00_message\npc\base\n2001.gmd,\npc\n2001.arc,n2001.arc,0,Ugau
0,,"ググ――
王、欲しイ物集マラナイ
機嫌悪クナル","Gugu - - 
The king doesn't want anything.
He is in a bad mood.",ui\00_message\npc\base\n2001.gmd,\npc\n2001.arc,n2001.arc,1,Ugau
0,,"ワレワレ、ニンゲン戦ワナイ
取り引きアル、キノザのニンゲン","We, the Ningen, do not engage in battles.
We trade with Kinoza, the humans.",ui\00_message\npc\base\n2001.gmd,\npc\n2001.arc,n2001.arc,2,Ugau
0,,"ヤルこと、イッパイ
ヤルこと、そこの板二貼ってアル
手伝う、ニンゲン褒美ヤル","I have a lot to do.
There is a job to do, please hand me that plank.
I'll help you, in return for a reward.",ui\00_message\npc\base\n2001.gmd,\npc\n2001.arc,n2001.arc,3,Ugau
0,,ギャギャ！？,Gya gya!?,ui\00_message\npc\base\n2002.gmd,\npc\n2002.arc,n2002.arc,0,Baranja
0,,"ぎゃぎゃぎゃーー！！　ニンゲン！？
何し二キタ！","Gyagyagyaa!! Human!?
What's happening?",ui\00_message\npc\base\n2002.gmd,\npc\n2002.arc,n2002.arc,1,Baranja
0,,"ぎゃぎゃっ！！　
王の物、無くす怒らレル！！","Geez!
The king's things are lost!",ui\00_message\npc\base\n2002.gmd,\npc\n2002.arc,n2002.arc,2,Baranja
0,,"オデ怒られるイヤ！！
アレどこ行っタ――アレ、アレ","Orc is angry.
Where did that go―― That, that",ui\00_message\npc\base\n2002.gmd,\npc\n2002.arc,n2002.arc,3,Baranja
0,,"ばばばば！！　タイヘン！
アブナイデカイ魔物　来ル夢　ミタ！！
食われル怖イ！","Ba-ba-ba-ba!　Oh, no!
I had a dream that a huge monster was coming!
I'm afraid of being eaten!",ui\00_message\npc\base\n2002.gmd,\npc\n2002.arc,n2002.arc,4,Baranja
0,,グワッ！！,Gwah!,ui\00_message\npc\base\n2003.gmd,\npc\n2003.arc,n2003.arc,0,Thud
0,,"ボルドこうざん、ゴブリンのモノ！
分かっタカ！　グワ！！","Volden's mine, Goblin's treasure! Do you understand?! Gwaah!!",ui\00_message\npc\base\n2003.gmd,\npc\n2003.arc,n2003.arc,1,Thud
0,,"ボルドこうざん、ゴブリンのモノ！
あのニンゲン――
キノザえりあますたーも言っタ！","Volden Mining, the Goblin's treasure!
That human--
Kinoza Eri-master also said it!",ui\00_message\npc\base\n2003.gmd,\npc\n2003.arc,n2003.arc,2,Thud
0,,分かっタカ！　グワ！！,I understand! Gwoahh!!,ui\00_message\npc\base\n2003.gmd,\npc\n2003.arc,n2003.arc,3,Thud
0,,"オレ、ゴキゲンナナメ！！
齧るゾ、オマエ！！　あっち行ケ！","I'm feeling down!! I'm gonna nibble ya, you!! Go over there!",ui\00_message\npc\base\n2003.gmd,\npc\n2003.arc,n2003.arc,4,Thud
