2,TUTORIAL_STEP_632,"＜マンドラゴラの進化＞

マンドラゴラを育成する際に
選択する《肥料》の内容によって
マンドラゴラが進化し、姿を変えることがあります

また、現在のマンドラゴラの種類を
一度発見した種類に任意で変更することもできます
ただし、""何の種類から育成するか""というのは
進化に影響するため、育成の際には注意しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step364.gmd,\tguide\tutorial_guide_364.arc,tutorial_guide_364.arc,2
2,EVIDENCE_INFO_3,"メガドを縄張りにする子供から聞いた目撃証言

"" <NPC 691>は数度にわたって彼らの縄張りに
　踏み込み、覚者たちを尾行するための
　事前調査を行っていた ""

という旨の内容",,ui\00_message\common\evidence_info.gmd,\ui\menu_evidence_list.arc,menu_evidence_list.arc,2
3,EVIDENCE_INFO_4,"汚い字でメモが書き込んである

"" ＜20時　対象を確認＞
　　場所：メガド居住区侯爵邸前
　　人数：2名
　　報告：ターゲットがレジスタンスと接触
　　　　　隠れ家へ向かうと思われるため
　　　　　引き続き、追跡監視の任務続行 ""

以下、同じような記録が淡々と続いている",,ui\00_message\common\evidence_info.gmd,\ui\menu_evidence_list.arc,menu_evidence_list.arc,3
4,EVIDENCE_INFO_5,"憲兵が落とした日々の巡回記録
複数の憲兵により異なる筆跡で書かれているが
どれも書式は共通している

"" ＜22時　対象を確認＞
　　場所：メガド居住区東小門前
　　人数：5名
　　報告：通報のあった結社集会の現場を発見
　　　　　構成員は全て市民のため
　　　　　その場で拘束・連行し、任務完了 ""

以下、同じような記録が淡々と続いている",,ui\00_message\common\evidence_info.gmd,\ui\menu_evidence_list.arc,menu_evidence_list.arc,4
5,EVIDENCE_INFO_6,"元憲兵の男が、獄中で書いた手記

"" 任務で小さなミスを犯し、侯爵の怒りを
　買ったために投獄された ""

という内容で、獄中の苦しい状況などが
克明に描写されている
ところどころがシミで汚れており読みづらい",,ui\00_message\common\evidence_info.gmd,\ui\menu_evidence_list.arc,menu_evidence_list.arc,5
8,EVIDENCE_INFO_9,"オークの専門家が人語に翻訳してくれた
オーク軍の密通文書

"" オーク軍は要請に応え、
　メガドに援軍を手配した ""

という旨の内容",,ui\00_message\common\evidence_info.gmd,\ui\menu_evidence_list.arc,menu_evidence_list.arc,8
9,EVIDENCE_INFO_10,"オークの被害を受けた少女から聞いた
街に増加するオークについての目撃証言

"" 近頃急速に街中で目撃数が増加している
　オークたちは何かを探している様子
　人なのか物なのか、任務なのかは不明 ""

という旨の内容で、出没し始めた時期は
<NPC 586>の死亡・オークの尋問開始と
重なっている模様",,ui\00_message\common\evidence_info.gmd,\ui\menu_evidence_list.arc,menu_evidence_list.arc,9
11,EVIDENCE_INFO_12,"ある兵士から聞いた、メガド占領時に
<NPC 681>が行った英雄的行為の証言

"" ナヴィド侯爵は死の危険を冒し、果敢にも
  人間への残虐な仕打ちを止めるよう
  オーク軍と交渉した
  その後も市民の統率者として、オーク側との
  橋渡しを行い、犠牲者を抑える功績を残す ""

という旨の内容",,ui\00_message\common\evidence_info.gmd,\ui\menu_evidence_list.arc,menu_evidence_list.arc,11
12,EVIDENCE_INFO_13,"侯爵家を出入りしていた戦士が
偶然入手した謎の帳簿
かなり使い込まれているようで
几帳面な字で文字と数字が羅列されている
""オーク""という言葉が頻出している",,ui\00_message\common\evidence_info.gmd,\ui\menu_evidence_list.arc,menu_evidence_list.arc,12
13,EVIDENCE_INFO_14,"捕えたオークから尋問によって全てを吐かせた
<NPC 681>とオーク軍の機密についての証言

"" メガド陥落は、悲観した<NPC 681>侯爵の
  手引きによって引き起こされた事件であり
  陥落後も彼はオーク軍と取引し
  捕虜の統括に対する報酬を受け取っていた ""

という旨の内容となっている",,ui\00_message\common\evidence_info.gmd,\ui\menu_evidence_list.arc,menu_evidence_list.arc,13
14,EVIDENCE_INFO_15,"監修ガクシャ・制作セリンで捏造した
オーク軍の手配書

"" 人間に寝返った伝令兵を捜索中 ""

という旨の内容になっており
尋問で使用すれば
裏切りに対する報復を恐れるオークを
騙すことが出来るかもしれない",,ui\00_message\common\evidence_info.gmd,\ui\menu_evidence_list.arc,menu_evidence_list.arc,14
1,SPOT_INFO_,"城塞都市メガドからちょうど北側にあたる一帯
元々アンセスターオークの集落が多数存在しており
""悪しき竜""出現以前から危険な場所として
認識されていた。時折腕の立つハンターが
稀少な動植物を狙って立ち入るのみであり
人の手が殆ど入っていない",,ui\00_message\master\area21_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
3,SPOT_INFO_,"ウルテカの土地に焼きついた歴史の世界
悪しき竜の影響により、土地の持つ""記憶""
というべきものにも歪みが生じ、本来の
ウルテカの歴史とは異なった姿を見せる",,ui\00_message\master\area21_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
4,SPOT_INFO_,"アッカーシェラン大陸の南部にアジトを構え
定住しつつ活動するベルタ盗賊団とは異なり
通称""北の盗賊""と呼ばれる彼らは、一定期間ごとに
アジトを変えて活動している。その姿勢からも
わかる通り、警戒心が強く、自らの存在を徹底的に
隠す傾向にある",,ui\00_message\master\area21_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4
21,SPOT_INFO_,"地理的に《王家の墓》の反対側に位置する墓場
入り口は厳重に閉ざされ、その位置から
""王家ゆかりではあるが、正しく葬られる価値の無い
行き場の無い人物らの亡骸""を安置する場所で
あったのではないかと推測されている",,ui\00_message\master\area21_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,21
2,SPOT_INFO_,"エルフの言葉で""森の淀み""を意味するこの場所
には、汚れた土や不純な精気が溜まりやすい
という。それらは時に形を持ち魔物化する
ため、見かけた場合は討伐し浄化したほうがよい",,ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
3,SPOT_INFO_,"600年ほど前に建造された砦
アッカー家が並み居る地方豪族を倒して
大陸統一を果たした後に、対オーク用に強化されて
現在に至る。長く役目を果たしていたが""悪しき竜""
出現直後にオーク軍に占拠された",,ui\00_message\master\area18_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
5,SPOT_INFO_,"一部では""南の盗賊""と呼ばれる大盗賊ベルタ
率いる盗賊団の隠れ里。湖に流れ込む川に
よって浸食されてできた洞窟でもある
並の人間では辿り着くことができない場所に
あるといわれている",,ui\00_message\master\area18_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
12,SPOT_INFO_,"魔軍戦車《カトブレパス》が留められている広場
巨大且つ凶暴、全てを踏み砕きながら進む
カトブレパスだが、魔軍はそれをさらに武装させた
ものを""戦車""として使役している",,ui\00_message\master\area18_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12
0,SPOT_INFO_,"突如レスタニアの沖合に出現したフィンダム
大陸の一部。レスタニアに出現した侵食魔も
ここから飛来しており、この絶海の孤島が
""侵食""という脅威に対抗するための手がかりを
秘めていると予測される",,ui\00_message\master\area13_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0
1,SPOT_INFO_,"メガドシスの土地に焼きついた歴史の世界
悪しき竜が現れたことにより、各地を巡る竜力にも
異変が起きた。その結果、土地の持っている""記憶""
というべきものにすら歪みが生じているようだ",,ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
5,SPOT_INFO_,"白い木で作られた簡易な柵は、アンセスターオークが
縄張りを誇示する際に多用されるもの
賢明な旅人であれば忌避すべき""危険""の標である",,ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
15,SPOT_INFO_,"大地の陥没からなる自然豊かな洞窟
目立たない場所に位置することと、陽の光が差し込む
構造から内部には緑が生い茂り、野生動物たちが棲む
今となっては、悪しき竜と魔軍の所業によって荒廃する
前の""アッカーシェランの自然""が残る貴重な場所",,ui\00_message\master\area20_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,15
13,SPOT_INFO_,"ポーンの民が渡る、この世ならざる空間
世界の淵辺にあたるとされ、普通の人間には足を
踏み入れるどころか、入口を見ることすらできない
""異界歩き""と呼ばれるポーンがなぜ覚者に応え
現れるのか、それを知るのは竜のみである",,ui\00_message\master\area3_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13
2,SPOT_INFO_,"かつては蛮族の地と呼ばれた南部地方に睨みを
きかせる要衝として建造された
アッカーシェラン大陸ではメガド離宮、王都メガドに
次いで古い建造物。城主はアッカー家の当主だが
実質的な管理者である""城番""は兵士が就くことが
できる最高位とされている",,ui\00_message\master\area19_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
0,,"青い顔になって、そんなものを集めるのは
すぐ止めるようにと強く言われた
なんでも、""良くない運命""を引き寄せるとか――
嘘をついている表情ではないが――
にわかに信じがたい","They became pale in the face, and said that collecting
such things must be stopped at once. 
Doing anything else, would be inviting ""bad fate""...
By the look on their face, they weren't lying...
It's still hard to believe though.",ui\00_message\clan_dungeon_clue\c0012_n03.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,4
0,,"""手記と思われる紙の切れ端が落ちている""","""Scraps of a paper note seem to have fallen down.""",ui\00_message\clan_dungeon_clue\c0014_n02.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,0
0,,"""手記と思われる紙の切れ端が落ちている""","""Scraps of a paper note seem to have fallen down.""",ui\00_message\clan_dungeon_clue\c0014_n00.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,0
0,,"""塔""とは一体、どこにあるのだろう？","This ""Tower"" of his, where the heck is it?",ui\00_message\clan_dungeon_clue\c0014_n00.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,1
0,,"とはいえ、彼の足取りを順に追っていけば
いつかは""塔""に辿り着くだろう","Nevertheless, if we retrace his steps
we will arrive at the tower in due time.",ui\00_message\clan_dungeon_clue\c0014_n00.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,4
0,,"――それを考えれば、集めると
""良くない運命""を引き寄せるという
いつか聞いた話も頷けるように思う","...Given that, if one collects things like these
they say it will invite a ""bad fate"".
I think the stories I've heard will someday become true...",ui\00_message\clan_dungeon_clue\c0012_n04.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,5
0,,"""筆跡が新しい日記のページが落ちている""","""The handwriting is from a page that has fallen out of a new diary.""",ui\00_message\clan_dungeon_clue\c0011_n01.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,0
0,,"""良くない運命""
――あぁ、音も無く忍び寄られていたのか","""Bad fate""
...Aah, have you been creeping up on me without a sound?",ui\00_message\clan_dungeon_clue\c0011_n01.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,5
0,,"""手記と思われる紙の切れ端が落ちている""","""Scraps of a paper note seem to have fallen down.""",ui\00_message\clan_dungeon_clue\c0014_n01.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,0
4,MANDRAGORA_SPECIES_INFO_5,"フィンダム固有種の花を咲かせたマンドラゴラ
野生のマンドラゴラは、大地に染み込んだ
""芯なる樹""の樹液により青い花が
咲きやすいが、原生地以外の土地で
育った個体に青色の花が咲くことは非常に稀",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,4
8,MANDRAGORA_SPECIES_INFO_9,"フィンダム固有種の花が群生したマンドラゴラ
マンドラゴラの花の青色はフィンドブルーと
呼ばれ、格別に重宝されていた
""芯なる樹""の特に濃厚な樹液を吸収した
個体のみが、青く美しい花を群生させる",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,8
17,MANDRAGORA_SPECIES_INFO_18,"侵食胞子によるキノコが群生したマンドラゴラ
赤いキノコは""ゲキリンタケ""と呼ばれており
竜の逆鱗のように触れてはいけないものとされ
素手で触れば燃えるような痛みに襲われる
地温の高い、火山地帯に発生しやすいという",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,17
25,MANDRAGORA_SPECIES_INFO_26,"侵食キノコを成したマンドラゴラ
怪しく艶やかなその傘は、しばしば暗闇で
人々を驚かせるため""ゴーストマッシュ""とも
呼ばれているが、生態には特筆すべき点は無く
染めたい色の色素を集中して与えればよい",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,25
313,MANDRAGORA_SPECIES_INFO_991,"季節限定のコスチュームマンドラゴラ
""ハロウィン""というイベントについて
ポーンから断片的に情報を得たマンドラゴラは
密かに集めていた布きれを使い衣装を仕立て
覚者の驚く顔を想い、胸を弾ませていた",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,313
320,MANDRAGORA_SPECIES_INFO_998,"夏のおまつり気分を満喫するマンドラゴラ
東方の""夏祭り""の話をどこからか聞きつけた
彼らは子供が付けるという""お面""を作ったが
ポーンや覚者が褒めてくれるのが嬉しくて
夏の間中付けたまま過ごしてしまいそうだ",,ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,320
4,JOB_INFO_4,"回復と支援魔法で仲間を支える癒しの術師
その術は味方へのさまざまな恩恵だけでなく
怒れる敵の""隠された弱点""すら看破する","Supports the party with healing and
support magick.
Can not only heal, but also reveal weakness
of enemies.
The Pillar of the Battlefield.",ui\00_message\common\job_info.gmd,\ui\uGUIJobExam.arc,uGUIJobExam.arc,4
4,JOB_INFO_4,"回復と支援魔法で仲間を支える癒しの術師
その術は味方へのさまざまな恩恵だけでなく
怒れる敵の""隠された弱点""すら看破する","Supports the party with healing and
support magick.
Can not only heal, but also reveal weakness
of enemies.
The Pillar of the Battlefield.",ui\00_message\common\job_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,4
4,JOB_INFO_4,"回復と支援魔法で仲間を支える癒しの術師
その術は味方へのさまざまな恩恵だけでなく
怒れる敵の""隠された弱点""すら看破する","Supports the party with healing and
support magick.
Can not only heal, but also reveal weakness
of enemies.
The Pillar of the Battlefield.",ui\00_message\common\job_info.gmd,\ui\uGUIJobSelect.arc,uGUIJobSelect.arc,4
4,JOB_INFO_4,"回復と支援魔法で仲間を支える癒しの術師
その術は味方へのさまざまな恩恵だけでなく
怒れる敵の""隠された弱点""すら看破する","Supports the party with healing and
support magick.
Can not only heal, but also reveal weakness
of enemies.
The Pillar of the Battlefield.",ui\00_message\common\job_info.gmd,\ui\uGUISkill.arc,uGUISkill.arc,4
0,,"一方通行のこの、""ゲート""――
わたしの力で、必ず開きます",,ui\00_message\event\st0112\ev015.gmd,\event\st0112\st0112ev015.arc,st0112ev015.arc,3
0,,"今、父は""芯なる樹""を救うために奮闘しています
フィンダムの未来は明るい――そう信じています",,ui\00_message\event\st0120\ev005.gmd,\event\st0120\st0120ev005.arc,st0120ev005.arc,7
0,,"""芯なる樹""が腐るってのは、竜が病気に
なるようなものか？",,ui\00_message\event\st0120\ev005.gmd,\event\st0120\st0120ev005.arc,st0120ev005.arc,8
0,,"""芯なる樹""と竜は不可分
だから、そう言っても、間違いではない",,ui\00_message\event\st0120\ev005.gmd,\event\st0120\st0120ev005.arc,st0120ev005.arc,9
0,,"腐った""芯なる樹""とともに
皆、朽ち果ててしまえ！",,ui\00_message\event\st0120\ev020.gmd,\event\st0120\st0120ev020.arc,st0120ev020.arc,3
0,,"ロイグ――
あなたが""芯なる樹""を――",,ui\00_message\event\st0120\ev020.gmd,\event\st0120\st0120ev020.arc,st0120ev020.arc,5
0,,"ああ――
""芯なる樹""に毒素を植え付けてやった",,ui\00_message\event\st0120\ev020.gmd,\event\st0120\st0120ev020.arc,st0120ev020.arc,14
0,,"""芯なる樹""を救おうと、おまえたちは右往左往
死は理ではないのか？　運命ではなかったのか？",,ui\00_message\event\st0120\ev020.gmd,\event\st0120\st0120ev020.arc,st0120ev020.arc,16
0,,"""理""など方便
身勝手な奴らめ",,ui\00_message\event\st0120\ev020.gmd,\event\st0120\st0120ev020.arc,st0120ev020.arc,18
0,,"長く閉ざされていた""精霊の地""
芯なる樹の樹内へ通じる聖門を――",,ui\00_message\event\st0120\ev030.gmd,\event\st0120\st0120ev030.arc,st0120ev030.arc,1
0,,"我々が""精霊の地""と呼んでいるこの先の
土地について説明しておこう",,ui\00_message\event\st0120\ev035.gmd,\event\st0120\st0120ev035.arc,st0120ev035.arc,0
0,,"""精霊の地""とは芯なる樹へと続く、樹層一帯
自由に出入りできるのは竜だけだ",,ui\00_message\event\st0120\ev035.gmd,\event\st0120\st0120ev035.arc,st0120ev035.arc,1
