1,NORMAL_SKILL_COMMAND_11_166,<KC ATTACK1>後、少し遅らせて<KC ATTACK1>を連続して押す,"After <KC ATTACK1>, delay a moment then
repeatedly press <KC ATTACK1>.",ui\00_message\skill\normal_skill_command_11.gmd,\skill\normal_skill_data_11.arc,normal_skill_data_11.arc,1
12,NORMAL_SKILL_INFO_02_38,"しがみついた状態から、素早い連続斬りを繰り出す
ボタンの連打で攻撃回数が増加する
<COL ffdc78>LV UPでより攻撃回数が増加する
＜大乱斬り＞に進化</COL>","While climbing an enemy, perform a series of
quick dagger slashes.
The number of attacks rises with consecutive
button presses.
<COL ffdc78>LV UP: Further increases the number
of attacks.
Evolves into (Hundred Kisses).</COL>",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,12
13,NORMAL_SKILL_INFO_02_39,"しがみついた状態から、
より素早い連続斬りを繰り出す
ボタンの連打で攻撃回数が増加する","While climbing an enemy, perform a series of
quick dagger slashes.
The number of attacks rises with consecutive
button presses.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,13
0,NORMAL_SKILL_INFO_03_40,"前方に向け弓を構える
空中でも発動可能","Hold the bow forward.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,0
1,NORMAL_SKILL_INFO_03_41,"弓構えの状態から矢を放つ
空中でも発動可能","Loose arrows while in a bow stance.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,1
2,NORMAL_SKILL_INFO_03_42,"矢を放った後、次の矢をつがえる速度が速くなる
空中でも発動可能","After landing a hit with an arrow, the speed
of the next arrow is increased.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,2
4,NORMAL_SKILL_INFO_03_43,"<PADM>爆薬矢をつがえ弓を上方に構える<KEYM>通常の弓構えか、上方に向ける
爆矢構えかを選択する</KEYM>
空中でも発動可能","<PADM>Hold an explosive arrow, and keep the bow
pointed upwards.
<KEYM>Point the bow upwards while in a normal bow
stance,
and decide the destination of the explosive
arrows.</KEYM>
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,4
5,NORMAL_SKILL_INFO_03_44,"爆薬矢を上方に放つ
爆薬矢は一定時間で自動起爆するが
攻撃により起爆させるとダメージが上昇する
空中でも発動可能","Loose an explosive arrow upwards.
The explosive arrow will detonate automatically
after a period of time,
but the damage increases by detonating when
struck by an attack.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,5
6,NORMAL_SKILL_INFO_03_45,"爆薬矢の準備動作が高速化される
空中でも発動可能","Speed up the time it takes to prepare an
explosive arrow.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,6
3,NORMAL_SKILL_INFO_03_46,狙撃照準に切り替わり、正確に敵を狙い射てる,"Hone your sight, and precisely aim at the enemy.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,3
7,NORMAL_SKILL_INFO_03_47,"前方に蹴りを放つ
空中でも発動可能","Kick forward.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,7
8,NORMAL_SKILL_INFO_03_48,矢筒に矢を補充する,Replenish the quiver with arrows.,ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,8
9,NORMAL_SKILL_INFO_03_49,矢筒に矢を高速補充する,Quickly replenish the quiver with arrows.,ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,9
10,NORMAL_SKILL_INFO_03_50,"矢の種類を切り替える
空中でも発動可能","Switch the type of arrow.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,10
11,NORMAL_SKILL_INFO_03_60,"しがみついた状態から
装備中の矢の先端で突き刺す
ボタン連打で攻撃回数が増加する","While climbing an enemy, stab into them with
the tip of the arrow that is equipped.
The number of attacks rises with repeated button
presses.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,11
0,NORMAL_SKILL_INFO_04_61,"杖から魔法球を放つ
ボタンの長押しで弾数、威力が上昇する
空中でも発動可能（ボタン長押しは地上のみ）","Fire magickal bolts from the tip of the cane.
Holding the button down will increase the number
and damage of bolts.
Can be activated even while in the air, but can
only charge on the ground.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,0
1,NORMAL_SKILL_INFO_04_62,"自身を中心に体力回復効果のある魔法エリアを
展開する（最大回復量は治癒上限値）
空中でも発動可能、フィールドシフトに対応
<COL ffdc78>LV UPで回復力が上昇し、より広範囲に
エリア展開する＜ヒールオーラエクス＞に進化</COL>","Release a magickal aura around yourself that
recovers
the health of those within it. (Maximum recovery
amount scales with healing power.)
Can be activated even while in the air, and works
with Field Shift.
<COL ffdc78>LV UP: Increases healing power, and
becomes a larger radius
form (Great Heal Aura).</COL>",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,1
2,NORMAL_SKILL_INFO_04_63,"自身を中心に体力回復効果のある
魔法エリアを広範囲に展開する
空中でも発動可能、フィールドシフトに対応","Release a magical aura around yourself that
recovers
the health of those within it.
Can be activated even while in the air, and works
with Field Shift.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,2
3,NORMAL_SKILL_INFO_04_64,"自身を中心に聖属性を帯びた攻撃魔法エリアを
展開する
空中でも発動可能、フィールドシフトに対応
<COL ffdc78>LV UPで攻撃威力が上昇し、より広範囲に
エリア展開する＜セイントオーラエクス＞に進化</COL>","Release a damaging Holy aura around yourself.
Can be activated even while in the air, and works
with Field Shift.
<COL ffdc78>LV UP: Increases damage of the skill,
and becomes
a larger radius form (Greater Holy Aura).</COL>",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,3
4,NORMAL_SKILL_INFO_04_65,"自身を中心に聖属性を帯びた攻撃魔法エリアを
広範囲に展開する
空中でも発動可能、フィールドシフトに対応","Release a damaging Holy aura around yourself.
Can be activated even while in the air, and works
with Field Shift.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,4
5,NORMAL_SKILL_INFO_04_66,"自身が展開している魔法エリアを
味方全員に移し付与する",Transfer an active magickal aura to an ally.,ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,5
6,NORMAL_SKILL_INFO_04_68,"ジャンプ中の落下速度を抑制し
滞空時間を延長する","Slow your descent while falling, and
extend the duration you stay in the air.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,6
7,NORMAL_SKILL_INFO_04_69,"しがみついた状態から、癒しの魔法陣を展開させる
魔法陣の内部は味方の体力が回復する","While climbing an enemy, form a healing aura
around yourself
that recovers the health of allies inside of it.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,7
8,NORMAL_SKILL_INFO_04_146,"しがみついた状態から、自身を中心に
聖属性の攻撃魔法エリアを展開する","While climbing an enemy, form a damaging holy
aura around yourself.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,8
0,NORMAL_SKILL_INFO_05_70,大盾で殴りつける,Attack with your greatshield.,ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,0
2,NORMAL_SKILL_INFO_05_72,"ロッドに属性効果を付与する
（炎・氷・雷のいずれか）
空中でも発動可能
<COL ffdc78>LV UPで選択可能属性が聖・闇を含む
５属性の＜ペンタエレメントチェンジ＞に進化</COL>","Change the elemental attribute on your rod.
(Ice/Fire/Thunder)
Can be activated in the air.
<COL ffdc78>LV UP: Add the elements of Light and
Darkness
to the elements you can change to.</COL>",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,2
3,NORMAL_SKILL_INFO_05_73,"ロッドに属性効果を付与する
（炎・氷・雷・聖・闇のいずれか）
空中でも発動可能","Change the elemental attribute on your rod.
(Ice/Fire/Thunder/Light/Darkness)
Can be activated in the air.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,3
4,NORMAL_SKILL_INFO_05_74,"大盾で敵の攻撃を自動的に防ぎ、攻力を吸収する
ロッドの選択属性と受けた攻撃が同属性だと
吸収量増加。空中でも発動可能","Block the enemy's attack with your greatshield to
charge the gauge with the current element on your
rod.
Can be activated in the air.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,4
5,NORMAL_SKILL_INFO_05_75,"大盾を構え、防御方向を固定する
固定中は攻力吸収量が上がり、スキが減少
ロッドの選択属性と受けた攻撃が同属性だと
吸収量増加。空中でも発動可能","Affix your greatshield towards the enemy,
increasing
the rate of gauge gain. Gauge increase is larger
if the attack matches the element on your rod.
Can be activated in the air.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,5
6,NORMAL_SKILL_INFO_05_76,"大盾で敵の攻撃をタイミングよく直前防御する
多量の攻力を吸収し、スタミナ消費もゼロになる
ロッドの選択属性と受けた攻撃が同属性だと
吸収量増加。空中でも発動可能","Activate the greatshield as an enemy strikes you
to
increase the gauge by a large amount. Gauge
increase
is larger if the attack matches the element on
your rod. Consumes no Stamina on block.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,6
7,NORMAL_SKILL_INFO_05_77,"大盾に蓄積した攻力を敵に放つ
空中でも発動可能
フォースゲージ１本消費で発動可能","Fire a ball of elemental energy at the enemy.
The element is the same as the current selected.
Consumes 1 bar of Force Gauge.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,7
8,NORMAL_SKILL_INFO_05_78,"ロッドの閃光で敵の注目を集め、自身を狙わせる
注目を集めている間、フォースゲージがやや増加する
空中でも発動可能
<COL ffdc78>LV UPで敵の注目を奪う効果がより大きい
＜モアアトラクト＞に進化</COL>","Attract the attention of the enemies.
Increases Force Gauge slightly during execution.
<COL ffdc78>LV UP Increases the amount of
attraction.</COL>",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,8
9,NORMAL_SKILL_INFO_05_79,"ロッドの閃光で敵の注目をより集め、自身を狙わせる
注目を集めている間、フォースゲージがやや増加する
空中でも発動可能","Attract the attention of enemies by a large
amount.
Increases Force Gauge slightly during execution.
Can be activated in the air.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,9
10,NORMAL_SKILL_INFO_05_80,"大盾に蓄積した攻力（炎・氷・雷・聖・闇いずれか）
を属性化し味方に付与する。空中でも発動可能
フォースゲージ１本消費で発動可能","Consumes 1 bar of Force Gauge to enchant ally
weapons with the currently selected rod element.
Can be activated in the air.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,10
11,NORMAL_SKILL_INFO_05_81,"敵の攻撃を大盾で防いだ直後、敵の注意を引く
属性攻撃をするか、素早く後方に身を逸らす
攻撃時フォースゲージ1本以上なら消費し技性能上昇","Immediately after blocking, either attack
the enemy to increase enmity or dodge backwards.
Will consume 1 Force Gauge to increase effects if
available.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,11
1,NORMAL_SKILL_INFO_05_83,空中から大盾で殴りつける,Attack with your greatshield in the air.,ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,1
12,NORMAL_SKILL_INFO_05_91,"しがみついた状態から、付与した属性の異常値を
敵に蓄積させる放射光を放つ
フォースゲージ１本以上の時、消費して技性能上昇","While clinging to an enemy, attack with the
currently
selected attribute. Will consume 1 bar of force
gauge to enhance the effect if available.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,12
0,NORMAL_SKILL_INFO_06_92,"魔法弾を放つ
空中でも発動可能","Release a magickal bolt.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_06.gmd,\skill\normal_skill_data_06.arc,normal_skill_data_06.arc,0
1,NORMAL_SKILL_INFO_06_93,"魔法の罠を敵の足元に展開する
空中でも発動可能","Summon a Magickal Trap at an enemy's feet.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_06.gmd,\skill\normal_skill_data_06.arc,normal_skill_data_06.arc,1
2,NORMAL_SKILL_INFO_06_94,"マジックボールの弾数と
マジックトラップの範囲を上昇させる
空中でも発動可能","Increases the number of Magick Bolts released and
extends the range of Magick Traps.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_06.gmd,\skill\normal_skill_data_06.arc,normal_skill_data_06.arc,2
3,NORMAL_SKILL_INFO_06_95,"魔法詠唱中スペルサークルに示される順序で
<PADM>スティック入力<KEYM>マウス移動</KEYM>を行い、魔法の威力を増加させる","Move the <PADM> Right Stick;KEYM>Mouse</KEYM> in
the order shown in the magic circle while casting
a spell to increase its power.",ui\00_message\skill\normal_skill_info_06.gmd,\skill\normal_skill_data_06.arc,normal_skill_data_06.arc,3
4,NORMAL_SKILL_INFO_06_96,後方にすばやく移動する,Quickly dodge backwards.,ui\00_message\skill\normal_skill_info_06.gmd,\skill\normal_skill_data_06.arc,normal_skill_data_06.arc,4
5,NORMAL_SKILL_INFO_06_101,"ジャンプ中の落下速度を抑制し
滞空時間を延長する","Slow your descent while falling, and
extend the duration you stay in the air.",ui\00_message\skill\normal_skill_info_06.gmd,\skill\normal_skill_data_06.arc,normal_skill_data_06.arc,5
6,NORMAL_SKILL_INFO_06_102,"しがみついた状態から、敵の体に魔印を刻む
魔印に攻撃を加えると魔法波で敵を攻撃する","While climbing an enemy, place a magickal orb on
them
that when attacked, will explode into waves of
powerful magick.",ui\00_message\skill\normal_skill_info_06.gmd,\skill\normal_skill_data_06.arc,normal_skill_data_06.arc,6
0,NORMAL_SKILL_INFO_07_103,"大剣で斬りつける
攻撃を当てることで連続斬りが可能","Deliver slashes with a large sword.
Landing the first hit will allow further
consecutive slashes.",ui\00_message\skill\normal_skill_info_07.gmd,\skill\normal_skill_data_07.arc,normal_skill_data_07.arc,0
1,NORMAL_SKILL_INFO_07_104,"大剣で広範囲に対して斬撃を放つ
攻撃を当てることで連続斬りが可能","Deliver slashes over a wide area with a large
sword.
Landing the first hit will allow further
consecutive slashes.",ui\00_message\skill\normal_skill_info_07.gmd,\skill\normal_skill_data_07.arc,normal_skill_data_07.arc,1
2,NORMAL_SKILL_INFO_07_105,"振り上げた大剣に力を溜め、振り下ろす
溜め満了の瞬間にボタンを離すと威力大幅上昇
リベンジゲージ蓄積量に応じて、さらに威力が増加
<COL ffdc78>LV UPでさらに攻撃威力が上昇する
＜真・魔人斬り＞に進化</COL>","Channel energy into the blade, and slam it down.
When the button is released the moment the charge
finishes, the damage
increases significantly.
Increases in damage as the Revenge Gauge rises.
<COL ffdc78>LV UP: Increases damage of the skill.
Becomes (Indomitable Lash).</COL>",ui\00_message\skill\normal_skill_info_07.gmd,\skill\normal_skill_data_07.arc,normal_skill_data_07.arc,2
3,NORMAL_SKILL_INFO_07_106,"振り上げた大剣に力を溜め、渾身の力で振り下ろす
溜め満了の瞬間にボタンを離すと威力大幅上昇
リベンジゲージ蓄積量に応じて、さらに威力が増加","Channel energy into the blade, and slam it down
with
the force of the entire body. When the button is
released the moment the charge
finishes, the damage increases significantly.
Increases in damage as the Revenge Gauge rises.",ui\00_message\skill\normal_skill_info_07.gmd,\skill\normal_skill_data_07.arc,normal_skill_data_07.arc,3
4,NORMAL_SKILL_INFO_07_107,"身を固め、敵の攻撃に耐える
攻撃を受けとめるとリベンジゲージが増加する","Steel yourself, and endure an enemy's attack.
Increases the Revenge Gauge a bit when hit by an
attack.",ui\00_message\skill\normal_skill_info_07.gmd,\skill\normal_skill_data_07.arc,normal_skill_data_07.arc,4
5,NORMAL_SKILL_INFO_07_108,"腰を落とした姿勢で構え、
近接してきた仲間を上方に放りあげる","Hold yourself in a crouched position, and toss
nearby allies into the air.",ui\00_message\skill\normal_skill_info_07.gmd,\skill\normal_skill_data_07.arc,normal_skill_data_07.arc,5
6,NORMAL_SKILL_INFO_07_109,空中で大剣の一撃を振るう,Deliver slashes with the blade while in the air.,ui\00_message\skill\normal_skill_info_07.gmd,\skill\normal_skill_data_07.arc,normal_skill_data_07.arc,6
7,NORMAL_SKILL_INFO_07_110,"空中から多段ヒット性能を持つ振り下ろし攻撃を放つ
高所から行うことで威力が上昇する","Slam the blade downward while in the air,
delivering multiple hits.
Damage rises when performed from high altitudes.",ui\00_message\skill\normal_skill_info_07.gmd,\skill\normal_skill_data_07.arc,normal_skill_data_07.arc,7
