10,SPOT_NAME_,掘削中の井戸,Partly-Dug Well,ui\00_message\master\area5_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10
5,AREA_RANK_REWARD_42,交通路《ディナン山道～ディナン深層林》復旧,"Restore path ""Deenan Mountain Road"" to ""Deenan
Woods""",ui\00_message\master\area6_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
6,AREA_RANK_REWARD_43,《聖獣の間》に新たな強敵が出現,"New powerful enemy at ""Lair of the Holy Beast""",ui\00_message\master\area6_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6
7,AREA_RANK_REWARD_44,《名もなき廃村》に新たな強敵が出現,"New powerful enemy at ""Nameless Deserted Village""",ui\00_message\master\area6_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7
8,AREA_RANK_REWARD_45,《巨人の寝床》に新たな強敵が出現,"New powerful enemy at ""The Giant's Bed""",ui\00_message\master\area6_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8
9,AREA_RANK_REWARD_46,支援品ランクアップ,Rank up of support goods,ui\00_message\master\area6_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9
10,AREA_RANK_REWARD_206,《ミスリウ森林深部》各地にある未解放のリム転移 解放,"Release ""Mysree Grove"" Portcrystals",ui\00_message\master\area6_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10
11,AREA_RANK_REWARD_207,《霧たなびく深森》に新たな強敵が出現,"New powerful enemy at ""Deep Misty Woods""",ui\00_message\master\area6_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,11
12,AREA_RANK_REWARD_208,封鎖エリア《霧幻のテラス》開放,"Unblock area ""Misty Illusion Terrace""",ui\00_message\master\area6_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12
13,AREA_RANK_REWARD_209,《霧幻のテラス》に新たな強敵が出現,"New powerful enemy at ""Misty Illusion Terrace""",ui\00_message\master\area6_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13
14,AREA_RANK_REWARD_329,支援品ランクアップ,Rank up of support goods,ui\00_message\master\area6_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,14
0,AREA_RANK_REWARD_351,支援品の配給,Distribution of support goods,ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0
1,AREA_RANK_REWARD_352,"各地の解放軍より救援依頼が発生
封鎖エリアが開放《<SPOT 1073>》","Rescue requests available from the liberation
army in various places
Unblock area ""<SPOT 1073>""",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
2,AREA_RANK_REWARD_353,魔物集結スポットが出現《<SPOT 1087>》,"Monster Gathering Spot ""<SPOT 1087>"" appears",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
3,AREA_RANK_REWARD_401,支援品のランクアップ,Rank up of support goods,ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
4,AREA_RANK_REWARD_402,"各地の解放軍より救援依頼が発生
封鎖エリアが開放《<SPOT 1074>》","Rescue requests available from the liberation
army in various places
Unblock area ""<SPOT 1074>""",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4
5,AREA_RANK_REWARD_403,"魔物集結スポットが出現《<SPOT 1088>》
《城塞都市メガド》奪還時にエリアマスターが移動","Monster Gathering Spot ""<SPOT 1088>"" appears
When ""Fortress City Megado"" is recaptured, area
master joins",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
6,AREA_RANK_REWARD_404,"エリアマスターが《城塞都市メガド》に合流
王家より封印されている扉が解放","Area master joins ""Fortress City Megado""
Unlock Royal Family sealed doors",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6
7,AREA_RANK_REWARD_405,封鎖エリアが開放《<SPOT 1075>》,"Unblock area ""<SPOT 1075>""",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7
8,AREA_RANK_REWARD_406,エリアの最重要依頼 《メガドシス高地　試練：異端の影》 が発生,"Area's most important request ""Megadosys Plateau
Trial: Shadow of Heresy"" available",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8
9,AREA_RANK_REWARD_400,"支援品のランクアップ
封鎖エリアが開放《<SPOT 1102>》","Rank up of support goods
Unblock area ""<SPOT 1102>""",ui\00_message\master\area20_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9
0,SPOT_NAME_,ザンドラ禁域,Pit of Screams,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0
1,SPOT_NAME_,標の祠　ザンドラ禁域,Zandora Wastelands Shrine,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
2,SPOT_NAME_,隠者の家,Hermit's House,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
3,SPOT_NAME_,双輪の谷,Twin Wheel Valley,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
4,SPOT_NAME_,バンデッドホーント,Banded Haunt,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4
5,SPOT_NAME_,南メルゴダ遺跡群,South Mergoda Ruins,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
6,SPOT_NAME_,オーク残党宿営地,Orc Remnants Camp,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6
7,SPOT_NAME_,黒淵谷,Black Abyss Valley,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7
8,SPOT_NAME_,狂信者の潜伏地,Fanatic's Hiding Ground,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8
9,SPOT_NAME_,術師の地下泉,Neophyte's Cellar,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9
10,SPOT_NAME_,メルゴダ護政区,Mergoda Security District,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10
11,SPOT_NAME_,メルゴダ大水網,Mergoda Flood Channels,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,11
12,SPOT_NAME_,旧地下実験所,Old Underground Laboratory,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12
13,SPOT_NAME_,叫びの竪穴,Pit of Screams,ui\00_message\master\area10_spot_name.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13
0,SPOT_INFO_,"レスタニア最奥、樹海に閉ざされた秘境
樹齢数百年にのぼる巨木が生い茂るこの森は
以前エルフ族が住み、その都を築いた場所である
森の名もまた、エルフ族の言語が元であると
言われている","In the deepest part Lestania, a hidden paradise
secluded in the forest.
This forest, over hundreds of years old, is
densely populated by towering ancient trees.
It used to be the home of the Elves, where they
built their capital city.
The name of the forest is also said to originate
from the language of the elves.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0
1,SPOT_INFO_,"ディナンの森唯一の住民が暮らす遺跡
エルフの文化や戦闘術を学びたい者に
とっては特に重要な拠点となるだろう","The only inhabited site in the Deenan Forest.
An especially important base for those who want
to learn about Elven culture and the art of
warfare.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
2,SPOT_INFO_,"エルフの言葉で“森の淀み”を意味するこの場所
には、汚れた土や不純な精気が溜まりやすい
という。それらは時に形を持ち魔物化する
ため、見かけた場合は討伐し浄化したほうがよい","In the Elven language, this place means ""the
stillness of the forest.""
It is prone to accumulate unclean soil and impure
energy.
Occasionally, these can take shape and turn into
enemies, so it is advisable to defeat and cleanse
them when encountered.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
3,SPOT_INFO_,"エルフ族の大規模な住居跡
いくつもの広場や部屋で構成されており、相当数の
エルフがここで暮らしていたことを物語っている
遺跡内部には、特別な水を湛えた井戸が
あるという","The remains of a large dwelling of the Elven race.
Consists of multiple plazas and rooms, telling
the story of a significant number of Elves living
here. Inside the ruins, there is said to be a well
containing special water.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
4,SPOT_INFO_,"ディナン南部を意味する河岸一帯
銀色の毛を持つ凶暴な猿鬼が徘徊するように
なったようだ
その銀の猿鬼は、エルフ族が森でもっとも
出会いたくない魔物筆頭であったらしい","The riverbank area that signifies the southern
part of Deenan.
Seems to have become a place where a ferocious
monkey demon with silver fur wanders.
It seems that this silver monkey demon is the
foremost creature that the Elves did not want to
encounter in the forest.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4
5,SPOT_INFO_,"ディナン低地には美しい霊水を湛えた泉がある
その生命力に魅かれ、度々肉体を持たぬ者が
彷徨い出ては命ある者に襲い掛るという
不自然に白い人影を見かけた場合、泉には
近寄らぬほうがいいだろう","There is a spring in the lowlands of Deenan that
holds beautiful sacred water.
Drawn to its vitality, beings without physical
forms often wander and attack those who have life.
If you happen to see a strangely white figure,
it's best to stay away from the spring.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
6,SPOT_INFO_,"エルフの都《エルテ・ディナン》一角にあるという
住居群の一つ。広大な区画らしいが、長らく閉ざ
されており、内部がどうなっているかは不明
出入り口が閉ざされたのには、なにか理由が
あるのかもしれない","One of a group of dwellings located within a
corner of the Erte Deenan, the elven capital.
It appears to be a vast area, but it has been
closed off for a long time, and the interior
remains unknown. There may be a reason for the
entrance to be sealed.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6
7,SPOT_INFO_,"森の中でも有数の大樹がそびえ立つ広場
まるで大樹に守られているかのような静かな
空間だったが、突如この場で暴れはじめた
エントが確認され、状況は急変しつつある","In a clearing where one of the largest trees in
the forest stands tall, it was a peaceful space as
if protected by the great tree.
However, suddenly, an Ent, a rare sight in this
area, started rampaging, and the situation is
rapidly changing.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7
8,SPOT_INFO_,"かつて森の民が使っていたディナン深層林と
ミスリウ森林を繋ぐ自然洞窟
長らく閉ざされていたため、内部が
どうなっているか知る者はいない","A natural cave that connects the deep forests of
Deenan and Mysree, which were once used by the
people of the forest.
It has been closed off for a long time, so no one
knows what it looks like inside.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8
9,SPOT_INFO_,"ディナン深層林、南西にあるエルフ族の住居跡
聖なる泉、エルネア・スプリングに近い穏やかな
地のはずが、今や他と同じく野獣の住処に
なっている","The remains of the Elves dwelling in Deenan
Woods, located in the southwest.
What used to be a peaceful land near the sacred
Elnea Spring has now become a dwelling for wild
animals, just like everywhere else.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9
10,SPOT_INFO_,"巨木に覆われ、緑の葉影が美しい遺跡
遺跡内に生えた巨木の中には、入る者
を拒みエント化したものもあるという","Covered by towering trees, the ruins are adorned
with the beautiful shade of green leaves.
It is said that some of the gigantic trees that
grow within the ruins have become Ents, refusing
entry to anyone who approaches them.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10
11,SPOT_INFO_,"南部、水辺近くにあるエルフ族の住居跡
かつては水面に映る月が美しい場所であると
エルフ達の人気も高かったようだが、
今やその面影はない。水の運用に関しては
最も進んだ設備を備えていたらしい","Ruins of the Elves residence near the water's
edge in the southern region.
It used to be a beautiful place where the moon
reflected on the water was highly admired by the
Elves.
However, now there is no trace of that beauty.
It seems they had the most advanced facilities
for managing water.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,11
12,SPOT_INFO_,"エルフ族が築いた壮麗なる都
しかし、エルフ族が姿を消して以降美しさはその
ままに、ゆっくり時と共に森に呑まれつつある
彼らの神秘的で精緻な技は、今なおエルテ・ディナン
のいたるところに遺されている","A magnificent city built by the Elves.
Even after the disappearance of the Elves, the
beauty remains, gradually being swallowed by the
forest with the passing of time.
Their mystical and exquisite craftsmanship is
still left everywhere in Erte Deenan.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12
13,SPOT_INFO_,"どこかにあるという、エルフ達が築いた
美しい地下水路
遺跡で見つかった書物に存在が記されていた","According to a book found in the ruins, there is
a beautiful underground waterway built by the
elves somewhere.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13
14,SPOT_INFO_,"エルフの都《エルテ・ディナン》内にある
区画の一つ。蝶印のついた鍵で閉ざされて
いるため、立ち入るのであればまずは
鍵の入手が必要になる","Located within the Elven capital, ""Erte Deenan,""
this is a section of the city.
In order to enter, one must first obtain a key
marked with a butterfly symbol.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,14
15,SPOT_INFO_,"<COL ffdc78>【宝飾】の扉あり</COL>
深いディナンの森で新たに発見された森民の遺跡
鳥の鳴き声や羽ばたきが四方から響いている
内部はかなり複雑な構造になっているらしく、元は
エルテ・ディナンに次ぐ規模の居住区だったようだ","<COL ffdc78>【Jewelry】Door</COL>
A recently discovered forest dwelling of the
forest people in the depths of Deenan.
The sounds of birds chirping and wings flapping
echo from all directions.
The interior seems to have a quite complex
structure, and it appears that it was once a
residential area of considerable size, second only
to Erte Dinan.",ui\00_message\master\area7_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,15
0,AREA_RANK_REWARD_22,支援品の配給,Distribution of support goods,ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0
1,AREA_RANK_REWARD_23,《隠れ浜》に新たな強敵が出現,"New powerful enemy at ""Hidden Beach""",ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
2,AREA_RANK_REWARD_24,《鳥寄せ岩》に新たな強敵が出現,"New powerful enemy at ""Birdcall Rock""",ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
3,AREA_RANK_REWARD_25,封鎖エリア《海辺の地下室》開放,"Unblock area ""Seaside Cellar""",ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
4,AREA_RANK_REWARD_26,《小鬼の野営地》に新たな強敵が出現,"New powerful enemy at ""Goblin Camp""",ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4
5,AREA_RANK_REWARD_27,支援品ランクアップ,Rank up of support goods,ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
6,AREA_RANK_REWARD_28,《廃村ルフロー》に新たな強敵が出現,"New powerful enemy at ""Deserted Village of Ruflow""",ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6
7,AREA_RANK_REWARD_29,《青爪浜》に新たな強敵が出現,"New powerful enemy at ""Blue Claw Beach""",ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7
8,AREA_RANK_REWARD_30,封鎖エリア《潮騒洞窟》開放,"Unblock area ""Roaring Tide Cave""",ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8
9,AREA_RANK_REWARD_31,支援品ランクアップ,Rank up of support goods,ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9
10,AREA_RANK_REWARD_186,《ブリア海岸》各地にある未解放のリム転移 解放,"Release ""Breya Coast"" Portcrystals",ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,10
11,AREA_RANK_REWARD_187,《腐臭の溜まり場》に新たな強敵が出現,"New powerful enemy at ""Rancid Haunt""",ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,11
12,AREA_RANK_REWARD_188,封鎖エリア《モルトバ遺跡》開放,"Unblock area ""Moltova Ruins""",ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,12
13,AREA_RANK_REWARD_189,《モルトバ遺跡》に新たな強敵が出現,"New powerful enemy at ""Moltova Ruins""",ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,13
14,AREA_RANK_REWARD_322,支援品ランクアップ,Rank up of support goods,ui\00_message\master\area2_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,14
0,AREA_RANK_REWARD_337,"支援品の配給
封鎖エリアが開放《<SPOT 1065>》","Distribution of support goods
Unblock area ""<SPOT 1065>""",ui\00_message\master\area18_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0
1,AREA_RANK_REWARD_338,"各地の解放軍より救援依頼が発生
封鎖エリアが開放《<SPOT 1063>》","Rescue requests available from the liberation
army in various places
Unblock area ""<SPOT 1063>""",ui\00_message\master\area18_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
2,AREA_RANK_REWARD_341,魔物集結スポットが出現《<SPOT 1081>》,"Monster Gathering Spot ""<SPOT 1081>"" appears",ui\00_message\master\area18_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
3,AREA_RANK_REWARD_382,支援品のランクアップ,Rank up of support goods,ui\00_message\master\area18_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
4,AREA_RANK_REWARD_383,"各地の解放軍より救援依頼が発生
封鎖エリアが開放《<SPOT 1066>》","Rescue requests available from the liberation
army in various places
Unblock area ""<SPOT 1066>""",ui\00_message\master\area18_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4
5,AREA_RANK_REWARD_384,魔物集結スポットが出現《<SPOT 1082>》,"Monster Gathering Spot ""<SPOT 1082>"" appears",ui\00_message\master\area18_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
6,AREA_RANK_REWARD_385,エリアマスターが《ティネス砦》に合流,"Area master joins ""Fort Thines""",ui\00_message\master\area18_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6
7,AREA_RANK_REWARD_394,封鎖エリアが開放《<SPOT 1067>》,"Unblock area ""<SPOT 1067>""",ui\00_message\master\area18_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,7
8,AREA_RANK_REWARD_395,エリアの最重要依頼 《ラスニテ山麓 試練：魔軍襲撃探知》 が発生,"Area's most important request ""Rathnite Foothills
Trial: 魔軍襲撃探知"" available",ui\00_message\master\area18_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,8
9,AREA_RANK_REWARD_396,"支援品のランクアップ
封鎖エリアが開放《<SPOT 1100>》","Rank up of support goods
Unblock area ""<SPOT 1100>""",ui\00_message\master\area18_rank_reward.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,9
0,SPOT_INFO_,"多彩な獣が棲息し、アッカーシェランにおいて
国内有数の狩場となっている山麓
まっすぐに伸びる良質な木材にも恵まれており
近隣に棲む人々の多くは狩猟、もしくは林業で
生計を立てて暮らしている","Various animals inhabit the foothills and it has
become one of the top hunting grounds in the
country.
The foothills are also blessed with high-quality
timber that stretches straight.
Many of the nearby residents make a living
through hunting or forestry.",ui\00_message\master\area18_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,0
1,SPOT_INFO_,"西部にはアッカーシェラン最大の湖《翡翠湖》が
広がっているのが最大の特徴。
その大きな湖からもたらされる恵みの一つが
大振りで上品な味の魚であり、地域の村や
集落には独自の魚料理が発達している","In the western region, the largest lake in Acre
Selund, known as ""Emerald Lake,"" spreads out,
which is its main feature of area. One of the
blessings brought by this large lake is the large
and elegant-tasting fish, which has led to the
development of unique fish cuisine in the local
villages and settlements.",ui\00_message\master\area18_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,1
2,SPOT_INFO_,"解放軍が拠点として使っている小さな集落
元はきこりが使っていたらしき空き家を中心に、
逃げ延びた人たちがテントを張って暮らしているが
いつオークに攻め込まれるかわからない状況にある","The small settlement used as a base by the
Liberation Army.
It originally consisted of vacant houses,
seemingly once occupied by lumberjacks.
Now, people who managed to escape have pitched
tents and are living there, constantly facing the
uncertainty of when they will be attacked by Orcs.",ui\00_message\master\area18_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,2
3,SPOT_INFO_,"600年ほど前に建造された砦
アッカー家が並み居る地方豪族を倒して
大陸統一を果たした後に、対オーク用に強化されて
現在に至る。長く役目を果たしていたが“悪しき竜”
出現直後にオーク軍に占拠された","A fort that was built about 600 years ago.
After the Acre family defeated the local feudal
lords, they strengthened it to fend off the Orcs
and it has remained that way to this day.
It had served its purpose for a long time, but
was occupied by the Orc army shortly after the
appearance of the ""Evil Dragon.""",ui\00_message\master\area18_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,3
4,SPOT_INFO_,"翡翠湖を臨む、長くロスギル家が治める地方の中心地
魔物が多い地帯ならではの重装家屋が見られる
王族アッカー家から一帯の守護を任されてきた
ロスギル家の末裔を長に頂き、忠誠心に篤い人々が
暮らしている","Overlooking Emerald Lake, in the heart of a
region long ruled by the Rothgill family.
One can see the sturdy houses characteristic of
this land abundant in enemies.
Tasked with protecting the entire area by the
noble Acre family, descendants of the Rothgill
family serve as its leaders, with loyal and
devoted individuals living here.",ui\00_message\master\area18_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,4
5,SPOT_INFO_,"一部では“南の盗賊”と呼ばれる大盗賊ベルタ
率いる盗賊団の隠れ里。湖に流れ込む川に
よって浸食されてできた洞窟でもある
並の人間では辿り着くことができない場所に
あるといわれている","A hidden village of a notorious bandit group led
by the great bandit Bertha, also known as the
""Bandit of the South.""
It is said to be located in a cave formed by
erosion from a river that flows into the lake, in
a place that cannot be reached by ordinary people.",ui\00_message\master\area18_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,5
6,SPOT_INFO_,"隠れ村ピレモス付近にあるグリムゴブリンたちの
縄張り。見よう見まねで作ったらしき、オークや
人間の作るものに似た構造物が散見される
どうやらゴブリンたちもここを拠点とし
人間の動向を見張っているつもりのようだ","The territory of the Grim Goblins near Hidden
Village Piremoth.
Structures resembling those made by orcs and
humans can be seen, apparently made by mimicking.
It seems that the goblins consider this place
their base and are keeping an eye on the movements
of humans.",ui\00_message\master\area18_spot_info.gmd,\ui\uGUIAreaMaster.arc,uGUIAreaMaster.arc,6
