old,new
そこに修練敵がいます！,There is a training enemy there!
"覚者さま、
見事修練を達成されたようです！","Dear Arisen,
It appears that you have achieved remarkable mastery in your training!"
"覚者さま、
この近くに貴重な宝がありそうです","Arisen, 
It seems that there is a valuable treasure nearby."
"覚者さま、
付近に希少な宝があるかも知れません","Dear Arisen, there may be a rare treasure in the vicinity"
"覚者さま、
近くに何かありそうです、ご確認を","Dear Arisen,
there may be something nearby, please check."
"この場所は――
なにかありそうですね","This place--
looks like it could be something."
"覚者さま、
思いがけぬ敵に遭遇しました","Dear Arisen,
I have encountered an unexpected enemy!"
この敵――予期せぬ事態ですね,This enemy--unexpected.
アイテムを発見しました,Item found.
覚者さま、戦術育成などいかがですか？,"Dear Arisen, how about tactical training and such?"
主がいつもお世話になっています,The Lord has always taken care of me.
主のご友人ですね、お待ちしていました,You are a friend of the Lord. We have been waiting for you.
了解！,Copy!
分かりました！,I understand!
私が治します！,I will heal you!
避けます！,Avoid!
かわします！,Dodge!
炎が弱点です！,Flame is a weakness!
氷が弱点です！,Ice is a weakness!
雷が弱点です！,Lightning is a weakness!
聖が弱点です！,Holy is a weak point!
闇が弱点です！,Darkness is a weakness!
いいものが見つかるといいですね,I hope you find something good.
無事、生き抜きましょう,Let's get through this safely.
"覚者さま、新たなる力を身につけるため
ご相談があります","Arisen, I have a matter to discuss with you in order to acquire a new power."
"覚者さま、貴方のおかげで
新たな力を身につけることができました
改めてあなたをサポートさせていただきます","Thanks to you, Master,
I have gained new strength
I will support you once again!"
"覚者さま、私を冒険に同行させて下さい
あなたをサポートさせていただきます","Dear Arisen, please allow me to accompany you on your adventures
I will be happy to support you!"
