"old","new"
"ふぅ、ここは安心できます","Phew, I feel safe here."
"依頼や情報――いろいろと確認しましょう","Let's check out the various requests and information."
"い、今行きますから！","I, I'm going now!"
"大丈夫です、すぐに自分が――！","I'm fine, I'll be there in a second!"
"覚者さま！だ、大丈夫ですか？","Lord Arisen! Are you, are you alright?"
"まだ、諦めないで――！","Don't give up just yet--!"
"お、怒ってるみたいです！　気を付けてください！","Oh, he seems angry!　Be careful!"
"興奮状態です！　敵が暴れるかも知れません！","Excitement!　The enemy may be out of control!"
"あっ、敵に隙ができました！","Oh, an opportunity has arisen with the enemy!"
"ダ、ダウンしたみたいです！　いきましょう！","It seems, it seems down! Let's go!"
"揺さぶりにいきます！","I'm going to shake things up!"
"弱点を露出します――！　狙ってください！","Expose its weakness! Aim for it!"
"弱点――コアを攻撃します！","Weaknesses--attack the core!"
"支援しますから、反撃を！","We will support you, so you counterattack!"
"敵の能力、下げてみせます！","Lowering the enemy's ability!"
"属性を付与します！　攻めに出てください！","Increased attributes! Let's attack!"
"んん、力を溜めて――！","Hold on, gathering strength-!"
"この大技で――決めますッ！","I will decide this with a big move!"
"<COL B6FF01>《特技》本当の力を、解放します！</COL>","<COL B6FF01>《Special Skill》: Unleash your true power!</COL>"
"<COL B6FF01>《特技》覚者さま、ぜ、全力でいきます――</COL>","<COL B6FF01>《Special Skill》Lord Arisen, let's go with all our strength――</COL>"
"<COL B6FF01>《特技》流れを変えるなら――いまだ！</COL>","<COL B6FF01>《Special Skill》If you want to turn the tide - now is the time!</COL>"
"<COL B6FF01>《剛化》敵を倒すことに集中します！</COL>","<COL B6FF01>《Harden》Concentrate on defeating enemies!</COL>"
"<COL B6FF01>《剛化》ありったけの力で――攻撃します！</COL>","<COL B6FF01>《Harden》This attack will be with all the force I can muster!</COL>"
"<COL B6FF01>《重化》見ててください、敵を倒れさせます！</COL>","<COL B6FF01>《Heavy》Watch me, I will make the enemy fall!</COL>"
"<COL B6FF01>《重化》て、敵の体勢を崩します！</COL>","<COL B6FF01>《Heavy》disrupts the enemy's position!</COL>"
"<COL B6FF01>《癒活》癒しの力で、支えます！</COL>","<COL B6FF01>《Restoration》We will support you with the power of healing!</COL>"
"<COL B6FF01>《癒活》だ、大丈夫です、立て直します！</COL>","<COL B6FF01>《Restoration》, I'm fine, I'll recover!</COL>"
"<COL B6FF01>《柔化》弱体化させて敵の能力を下げます</COL>","<COL B6FF01>《Weaken》the enemy's abilities</COL>"
"<COL B6FF01>《柔化》状態異常、頑張りますから！</COL>","<COL B6FF01>《Weaken》I'll do my best!</COL>"
"<COL B6FF01>《集中》あんなやつ、この魔力で！</COL>","<COL B6FF01>《Concentration》I'm going to use all my magic strength to destroy that thing!</COL>"
"<COL B6FF01>《集中》集中すれば、もっと早く――！</COL>","<COL B6FF01>《Concentration》If you focus, you'll be able to do it faster--!</COL>"
"<COL B6FF01>《無恐》今ならどんな攻撃も、怖くない！</COL>","<COL B6FF01>《Fearless》I'm not afraid of any attack now!</COL>"
"<COL B6FF01>《無恐》敵の攻撃、耐え抜いてみせます！</COL>","<COL B6FF01>《Fearless》I will endure the enemy's attack!</COL>"
"<COL B6FF01>《集視》ま、前に、出ます――！</COL>","<COL B6FF01>《Attraction》I'm going to go out in front--!</COL>"
"<COL B6FF01>《集視》こ、こらー！　こっちだぞー！</COL>","<COL B6FF01>《Attraction》Hey, over here! Come this way!</COL>"
"<COL B6FF01>《守護》守りを固めました！　皆で攻撃を！</COL>","<COL B6FF01>《Protection》We strengthened our defense! Everyone, attack!</COL>"
"<COL B6FF01>《守護》敵の攻撃、しばらく我慢できるはず！</COL>","<COL B6FF01>《Protection》, We should be able to withstand the enemy's attack for a while!</COL>"
"<COL B6FF01>《蘇生》自分がお助けします！　覚者さま――！</COL>","<COL B6FF01>《Resurrection》I will help you! Lord Arisenー!</COL>"
"閃きました――新しい特技を――！","I had a flash of inspiration - a new special skill...!"
"な、仲間の使った特技――覚えました！","I... learned a special skill used by my friends――Arisen!"
"この辺りにジョブ修練敵がいるみたいです――","There seems to be a job-training enemy in this area--"
"あの、そこに修練敵が――","You know, there's a training enemy out there--"
"覚者さま、修練が達成されましたよ","Arisen, your trial has been accomplished!"
"この近く――貴重な宝物がありそうです――","There seems to be a valuable treasure nearby."
"覚者さま、近くに希少な宝があるような――","Arisen, it seems there is a rare treasure nearby--"
"あの――この辺り、何だか気になります","Um - I'm kind of curious about this area."
"んん、ここは、なにかありそうです――","Hmmm, there's something going on here--"
"あまり見ない敵がいます、どうしますか――？","There are enemies you don't see very often, what do you do--?"
"か、覚者さま、この敵は珍しいやつです","This enemy is a rare one."
"これ、なんでしょうか――","What is this--?"
"覚者さま、せ、戦術育成――どうですか――？","Arisen, h-how about tactical training?"
"ふふ――ゆっくりしていってくださいね","Well... please take your time."
"あの、お会いできて光栄です","Um, it's an honor to meet you."
"や、やってみます！","Ya, I'll try!"
"わかりました――","I understand--"
"回復、します！","Recovery, yes!"
"うわぁっ","Wow!"
"当たらないよ！","It won't hit!"
"炎が効きそうです！","The flames seem to work!"
"氷が効きそうです！","Ice seems to help!"
"雷が効きそうです！","Lightning seems to work!"
"聖が効きそうです！","Holy seems to work!"
"闇が効きそうです！","Darkness seems to work!"
"何があるんでしょう、ここ","What could be here?"
"不気味だけど、覚者さまと一緒なら――","It's creepy, but if you're with an Arisen――"
"か、覚者さま――もっとお役にたてるように
１つお願いがあるんです――","I'd like to be of more help to you, Arisen.
I have one favor to ask--"
"ありがとうございました――
身に付けた力で、もっと覚者さまに
頼っていただけるように、頑張ります――","Thank you very much--
I will work hard so that you, Arisen, will be able to rely on me more with the power I have acquired."
"覚者さま、あの、冒険に行きませんか？
今まで以上に、お役に立ってみせますから――","Dear Master, um, would you like to go on an adventure?
I will be more useful to you than ever before."
