"6","q60318010_00_3236","<NPC 2953>から魔軍の襲撃計画について聞く","Report to Angelo","ui\00_message\quest_info\q60318010_00.gmd","\quest\q60318010.arc","q60318010.arc","6"
"0","","ティネス砦は奪還したばかりで
まだ体制が整い切っていない――
ここへ大軍で攻め込まれては
今の我々では守りきれないかもしれん","ティネス砦は奪還したばかりで
まだ体制が整い切っていない――
ここへ大軍で攻め込まれては
今の我々では守りきれないかもしれん","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","7"
"0","","解放軍の情報網はまだ盗賊のそれには及ばない
――頼む、是が非でも
確かな情報を集めてきてくれ","解放軍の情報網はまだ盗賊のそれには及ばない
――頼む、是が非でも
確かな情報を集めてきてくれ","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","8"
"0","","魔軍は戦力再編のため、各地のオーク共に
指令を出しているとの事だ","魔軍は戦力再編のため、各地のオーク共に
指令を出しているとの事だ","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","9"
"0","","盗賊の持つ情報のなかに、必ず――
魔軍のティネス砦襲撃に関する計画があるはずだ
頼む、確かな情報を探ってきてくれ","盗賊の持つ情報のなかに、必ず――
魔軍のティネス砦襲撃に関する計画があるはずだ
頼む、確かな情報を探ってきてくれ","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","10"
"0","","魔軍の襲撃計画についてだって？
確かに、それらしい話を
聞いたことはあるが――","魔軍の襲撃計画についてだって？
確かに、それらしい話を
聞いたことはあるが――","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","11"
"0","","そうだな――
俺らもネド王子に協力しているとはいえ
武具の在庫に困っててな","そうだな――
俺らもネド王子に協力しているとはいえ
武具の在庫に困っててな","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","12"
"0","","だが、そう易々と情報をくれてやっちゃ
盗賊の名折れってもんだ
この情報を掴むのに、俺らもそれなりの
代償を払ってるんだからな","だが、そう易々と情報をくれてやっちゃ
盗賊の名折れってもんだ
この情報を掴むのに、俺らもそれなりの
代償を払ってるんだからな","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","13"
"0","","<QDEL NAME 0 6>を
よろしく頼むぜ――レスタニアの覚者さん","<QDEL NAME 0 6>を
よろしく頼むぜ――レスタニアの覚者さん","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","14"
"0","","――足りないな
ちまちま運ばれるより
まとめて持ってきてくれる方が
ありがたいんだが――","――足りないな
ちまちま運ばれるより
まとめて持ってきてくれる方が
ありがたいんだが――","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","15"
"0","","ああ、きっちりもらってくよ
――よし、こっちも取り引きだからな
誠実にいくさ","ああ、きっちりもらってくよ
――よし、こっちも取り引きだからな
誠実にいくさ","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","16"
"0","","魔軍の襲撃計画について
こっちの持ってる情報を教えてやるよ
なんでも聞いてくれ","魔軍の襲撃計画について
こっちの持ってる情報を教えてやるよ
なんでも聞いてくれ","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","17"
"0","","今、魔軍では襲撃部隊の再編成のために
手下となる連中が戦地を駆け回って
指示を出して回ってるらしい","今、魔軍では襲撃部隊の再編成のために
手下となる連中が戦地を駆け回って
指示を出して回ってるらしい","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","18"
"0","","そいつを見つけて指令書を手に入れたなら――
どこで軍備の再編が行われるかが分かるはずだ","そいつを見つけて指令書を手に入れたなら――
どこで軍備の再編が行われるかが分かるはずだ","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","19"
"0","","ただ、どこを駆け回ってるかまでは
俺らも掴めていない――
あたりをつけている場所なら教えてやれるけどな","ただ、どこを駆け回ってるかまでは
俺らも掴めていない――
あたりをつけている場所なら教えてやれるけどな","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","20"
"0","","敵の指令書について","敵の指令書について","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","21"
"0","","魔軍の脅威について","魔軍の脅威について","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","22"
"0","","魔軍の指令書をここまで持ってくるんなら
俺が解読してやれるぜ","魔軍の指令書をここまで持ってくるんなら
俺が解読してやれるぜ","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","23"
"0","","――魔軍の文書は
ややこしいだけの図解みたいなもんだからな
コツさえわかりゃ何となくわかる","――魔軍の文書は
ややこしいだけの図解みたいなもんだからな
コツさえわかりゃ何となくわかる","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","24"
"0","","脅威、か――
今までと同じ戦い方では
太刀打ちできないかもしれないな","脅威、か――
今までと同じ戦い方では
太刀打ちできないかもしれないな","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","25"
"0","","くれぐれも気を付けた方がいい
あの魔軍の最強兵器、“魔軍戦車”カトブレパスが
使われるらしいって話だ――","くれぐれも気を付けた方がいい
あの魔軍の最強兵器、“魔軍戦車”カトブレパスが
使われるらしいって話だ――","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","26"
"0","","――なるほど
魔軍は南西の湖周辺に戦力を結集し
ロスギル、ピレモス周辺を強襲しつつ
ティネス砦へ向かう予定だな","――なるほど
魔軍は南西の湖周辺に戦力を結集し
ロスギル、ピレモス周辺を強襲しつつ
ティネス砦へ向かう予定だな","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","27"
"0","","だったら――
はやめにロスギルにいるヴィクトルって奴に
伝えて、迎撃態勢を配備した方がいいんじゃないか
あそこが落ちると、色々とヤバいぜ","だったら――
はやめにロスギルにいるヴィクトルって奴に
伝えて、迎撃態勢を配備した方がいいんじゃないか
あそこが落ちると、色々とヤバいぜ","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","28"
"0","","魔軍はまずロスギル辺りに戦力を集めるようだ
はやめにロスギルにいるヴィクトルって奴に
伝えて、迎撃態勢を配備した方がいいんじゃないか
あそこが落ちると、色々とヤバいぜ","魔軍はまずロスギル辺りに戦力を集めるようだ
はやめにロスギルにいるヴィクトルって奴に
伝えて、迎撃態勢を配備した方がいいんじゃないか
あそこが落ちると、色々とヤバいぜ","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","29"
"0","","おい、その話は本当か！？
魔軍が南西の湖周辺に
戦力を結集しつつあるだと！？","おい、その話は本当か！？
魔軍が南西の湖周辺に
戦力を結集しつつあるだと！？","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","30"
"0","","ロスギルへの襲撃計画を阻止せねば――
すぐさま作戦を練り、戦闘準備に
かからせていただこう","ロスギルへの襲撃計画を阻止せねば――
すぐさま作戦を練り、戦闘準備に
かからせていただこう","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","31"
"0","","準備が整い次第、貴方にも連絡するつもりだ
――此度は貴重な情報を感謝する","準備が整い次第、貴方にも連絡するつもりだ
――此度は貴重な情報を感謝する","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","32"
"0","","ん？
この話より気になることでもあるのか？","ん？
この話より気になることでもあるのか？","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","33"
"0","","まずは魔軍の計画を詳しく調べる必要がある
耳ざといベルタ盗賊団の連中なら――
何かしら魔軍についての計画を掴んでいるかもしれん
行って、情報を引き出してきてくれんか","まずは魔軍の計画を詳しく調べる必要がある
耳ざといベルタ盗賊団の連中なら――
何かしら魔軍についての計画を掴んでいるかもしれん
行って、情報を引き出してきてくれんか","ui\00_message\quest\q60318010.gmd","\quest\q60318010.arc","q60318010.arc","34"
"0","","――この周辺に伝令兵はいないようだ！他を探そう！","――この周辺に伝令兵はいないようだ！他を探そう！","ui\00_message\examine_message\quest\quest_examine_q60318010.gmd","\quest\q60318010.arc","q60318010.arc","0"
"0","","――敵の伝令兵を発見した！","――敵の伝令兵を発見した！","ui\00_message\examine_message\quest\quest_examine_q60318010.gmd","\quest\q60318010.arc","q60318010.arc","1"
"0","","――敵軍の指令書を発見した！","――敵軍の指令書を発見した！","ui\00_message\examine_message\quest\quest_examine_q60318010.gmd","\quest\q60318010.arc","q60318010.arc","2"
"0","","――敵の伝令兵が何か落としたようだ！","――敵の伝令兵が何か落としたようだ！","ui\00_message\examine_message\quest\quest_examine_q60318010.gmd","\quest\q60318010.arc","q60318010.arc","3"
"0","q60318011_00_237","魔軍戦車カトブレパス","魔軍戦車カトブレパス","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","0"
"1","q60318011_00_237","依頼者から事件の詳細を聞き
問題解決に挑む","依頼者から事件の詳細を聞き
問題解決に挑む","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","1"
"2","q60318011_00_2964","<NPC 2900>に状況を確認する","パートナーポーンに《<ITEM 9408>》を１個納品する","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","2"
"3","q60318011_00_2965","<NPC 2904>に解放軍の戦力について聞く","Seek out Travers","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","3"
"4","q60318011_00_3243","敵陣に向かい奇襲を行う","Report to Lisa","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","4"
"5","q60318011_00_3244","敵の大砲を破壊する","鑑定交換で《ロマンチックな手紙》を入手する","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","5"
"6","q60318011_00_3245","増援のリーダーを討伐する","増援のリーダーを討伐する","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","6"
"7","q60318011_00_3246","最奥の敵本陣へ向かう","最奥の敵本陣へ向かう","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","7"
"8","q60318011_00_3247","山間の敵軍を討伐する","山間の敵軍を討伐する","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","8"
"9","q60318011_00_3248","改めて最奥の敵本陣へ向かう","改めて最奥の敵本陣へ向かう","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","9"
"10","q60318011_00_3249","敵の本隊を討伐する","敵の本隊を討伐する","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","10"
"11","q60318011_00_3250","<NPC 2800>に戦況結果の報告をする","<NPC 2800>に戦況結果の報告をする","ui\00_message\quest_info\q60318011_00.gmd","\quest\q60318011.arc","q60318011.arc","11"
"0","","――敵の増援部隊が出現！","――敵の増援部隊が出現！","ui\00_message\examine_message\quest\quest_examine_q60318011.gmd","\quest\q60318011.arc","q60318011.arc","0"
"0","","ロスギルの<NPC 2900>より伝令がきている
敵陣への戦闘準備が完了したとの事だ
さっそくだが――
ロスギルに向かい仲間と合流してくれ","ロスギルの<NPC 2900>より伝令がきている
敵陣への戦闘準備が完了したとの事だ
さっそくだが――
ロスギルに向かい仲間と合流してくれ","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","0"
"0","","ロスギルにおいて
敵陣への戦闘準備が完了したとの事だ
ロスギルに向かい仲間と合流してくれ","ロスギルにおいて
敵陣への戦闘準備が完了したとの事だ
ロスギルに向かい仲間と合流してくれ","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","1"
"0","","良いタイミングで来てくれたな
こちらの戦闘準備は完了した――
敵陣がまだ編成を整えているこの機を狙い
少数精鋭での奇襲でいく","良いタイミングで来てくれたな
こちらの戦闘準備は完了した――
敵陣がまだ編成を整えているこの機を狙い
少数精鋭での奇襲でいく","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","2"
"0","","こちらの戦力については<NPC 2904>と
確認して欲しい","こちらの戦力については<NPC 2904>と
確認して欲しい","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","3"
"0","","いよいよ攻撃がはじまりますね――
今回、敵陣を少数精鋭で奇襲するとのことですが
もうお一人ほど、援軍要請を出そうかと
考えているのです","いよいよ攻撃がはじまりますね――
今回、敵陣を少数精鋭で奇襲するとのことですが
もうお一人ほど、援軍要請を出そうかと
考えているのです","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","4"
"0","","何名かに打診させていただいたところ
解放軍総大将であるメイロワ将軍か
覚者様の隊にいらっしゃるリズ様が
参加できそうだということです","何名かに打診させていただいたところ
解放軍総大将であるメイロワ将軍か
覚者様の隊にいらっしゃるリズ様が
参加できそうだということです","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","5"
"0","","どちらに援軍要請をお出ししましょうか？","どちらに援軍要請をお出ししましょうか？","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","6"
"0","","メイロワ将軍（ウォリアー）","メイロワ将軍（ウォリアー）","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","7"
"0","","リズ（ソーサラー）","リズ（ソーサラー）","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","8"
"0","","――少し考えさせてほしい","――少し考えさせてほしい","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","9"
"0","","では――メイロワ将軍に
要請を出しておきますので、戦地に向かってください
敵軍は強力との報告を受けております
奇襲が功を奏するよう、十分にご注意を――","では――メイロワ将軍に
要請を出しておきますので、戦地に向かってください
敵軍は強力との報告を受けております
奇襲が功を奏するよう、十分にご注意を――","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","10"
"0","","では――リズ様に
要請を出しておきますので、戦地に向かってください
敵軍は強力との報告を受けております
奇襲が功を奏するよう、十分にご注意を――","では――リズ様に
要請を出しておきますので、戦地に向かってください
敵軍は強力との報告を受けております
奇襲が功を奏するよう、十分にご注意を――","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","11"
"0","","よくお考えください
しかし、時は迫っておりますぞ","よくお考えください
しかし、時は迫っておりますぞ","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","12"
"0","","援軍要請を出しておきますので
覚者様は戦地に向かってください
奇襲が功を奏するよう、十分にご注意を――","援軍要請を出しておきますので
覚者様は戦地に向かってください
奇襲が功を奏するよう、十分にご注意を――","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","13"
"0","","到着したぞ！　この剣、魔軍に存分に味わわせてやろう！","到着したぞ！　この剣、魔軍に存分に味わわせてやろう！","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","14"
"0","","お待たせ！　ガンガン行くからね！","お待たせ！　ガンガン行くからね！","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","15"
"0","","すでに始めておるな、腕が鳴るわ","すでに始めておるな、腕が鳴るわ","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","16"
"0","","ん？　敵はビビってる？　ほーらやっちゃうよ！","ん？　敵はビビってる？　ほーらやっちゃうよ！","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","17"
"0","","敵の増援がきたようだ――抜かるなよ！","敵の増援がきたようだ――抜かるなよ！","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","18"
"0","","戦いが始まってるってこと――ようやくばれたようね","戦いが始まってるってこと――ようやくばれたようね","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","19"
"0","","まだ敵軍は油断しておる――先に向かうぞ！","まだ敵軍は油断しておる――先に向かうぞ！","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","20"
"0","","敵がもっと来る前に――先に進もう、隊長！","敵がもっと来る前に――先に進もう、隊長！","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","21"
"0","","最奥には、敵の本隊がいるはずだ！　行くぞ！","最奥には、敵の本隊がいるはずだ！　行くぞ！","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","22"
"0","","いよいよ敵の本隊ね――気合入れていっちゃおう！","いよいよ敵の本隊ね――気合入れていっちゃおう！","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","23"
"0","","よし――無事、敵陣の制圧完了だ！","よし――無事、敵陣の制圧完了だ！","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","24"
"0","","はい終わりっと！　まあ、こんなもんだよね","はい終わりっと！　まあ、こんなもんだよね","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","25"
"0","","魔軍による襲撃計画、阻止できて何よりだ！
これで敵もしばらくは
大人しくしていることだろう","魔軍による襲撃計画、阻止できて何よりだ！
これで敵もしばらくは
大人しくしていることだろう","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","26"
"0","","襲撃計画を立てた敵の将は一体誰なのか？
この辺りは、今後も探ってゆく必要が
ありそうだな","襲撃計画を立てた敵の将は一体誰なのか？
この辺りは、今後も探ってゆく必要が
ありそうだな","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","27"
"0","","おお、無事に戻られましたな
しばらくは蹴散らされた敵の残党が
うろつきましょうが、そこは解放軍や
ここロスギルの兵士でどうにかできるでしょう","おお、無事に戻られましたな
しばらくは蹴散らされた敵の残党が
うろつきましょうが、そこは解放軍や
ここロスギルの兵士でどうにかできるでしょう","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","28"
"0","","これでロスギル、ひいてはティネス砦も
当面の危機は回避できたはずだ","これでロスギル、ひいてはティネス砦も
当面の危機は回避できたはずだ","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","29"
"0","","後は残党の始末か――
我らロスギルの兵が任されよう","後は残党の始末か――
我らロスギルの兵が任されよう","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","30"
"0","","作戦が成功してなにより
これでしばらくは砦も安泰だろう","作戦が成功してなにより
これでしばらくは砦も安泰だろう","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","31"
"0","","うん、やったね！
さっすが隊長！　さっすがわたし！
盛大に褒めてくれてもいいんだよ
ほらほら、ここにはエリオットもいないしさ","うん、やったね！
さっすが隊長！　さっすがわたし！
盛大に褒めてくれてもいいんだよ
ほらほら、ここにはエリオットもいないしさ","ui\00_message\quest\q60318011.gmd","\quest\q60318011.arc","q60318011.arc","32"
"0","","――支給品に必要な物資を回収した！","――支給品に必要な物資を回収した！","ui\00_message\examine_message\quest\quest_examine_q60319000.gmd","\quest\q60319000.arc","q60319000.arc","0"
"0","q60319000_00_231","フェルヤナ荒原　試練：調達部隊支援","フェルヤナ荒原　試練：調達部隊支援","ui\00_message\quest_info\q60319000_00.gmd","\quest\q60319000.arc","q60319000.arc","0"
"1","q60319000_00_231","エリアマスターから事件の詳細を聞き
問題解決に挑む","エリアマスターから事件の詳細を聞き
問題解決に挑む","ui\00_message\quest_info\q60319000_00.gmd","\quest\q60319000.arc","q60319000.arc","1"
"2","q60319000_00_2952","支給品担当となる仲間を探して相談する","支給品担当となる仲間を探して相談する","ui\00_message\quest_info\q60319000_00.gmd","\quest\q60319000.arc","q60319000.arc","2"
"3","q60319000_00_2953","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、<NPC 601>に渡す（残り:<SQDI DNUM>）","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、<NPC 601>に渡す（残り:<SQDI DNUM>）","ui\00_message\quest_info\q60319000_00.gmd","\quest\q60319000.arc","q60319000.arc","3"
"4","q60319000_00_3194","拠点に戻り、調達準備について相談する","拠点に戻り、調達準備について相談する","ui\00_message\quest_info\q60319000_00.gmd","\quest\q60319000.arc","q60319000.arc","4"
"5","q60319000_00_3193","調達任務のため<STG 1093>で合流する","調達任務のため<STG 1093>で合流する","ui\00_message\quest_info\q60319000_00.gmd","\quest\q60319000.arc","q60319000.arc","5"
"6","q60319000_00_3192","所定の場所で回収を行う（残り２）","所定の場所で回収を行う（残り２）","ui\00_message\quest_info\q60319000_00.gmd","\quest\q60319000.arc","q60319000.arc","6"
"7","q60319000_00_3195","所定の場所で回収を行う（残り１）","所定の場所で回収を行う（残り１）","ui\00_message\quest_info\q60319000_00.gmd","\quest\q60319000.arc","q60319000.arc","7"
"8","q60319000_00_3191","依頼者の<NPC 3050>に報告する","依頼者の<NPC 3050>に報告する","ui\00_message\quest_info\q60319000_00.gmd","\quest\q60319000.arc","q60319000.arc","8"
"0","","覚者様――
一つ、そのお力をお借りできないでしょうか","覚者様――
一つ、そのお力をお借りできないでしょうか","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","0"
"0","","実は、ここでの生活を維持するだけの
物資の確保が難航しております
――ええ、物資調達をお願いしたいのです","実は、ここでの生活を維持するだけの
物資の確保が難航しております
――ええ、物資調達をお願いしたいのです","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","1"
"0","","物資調達と一言で言っても
道中が危険なものになることは明白――
覚者様のお手伝いに向きそうな方を
ご紹介いたします","物資調達と一言で言っても
道中が危険なものになることは明白――
覚者様のお手伝いに向きそうな方を
ご紹介いたします","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","2"
"0","","ここに避難してきた方々の暮らしを守るため
どうかお願いいたします","ここに避難してきた方々の暮らしを守るため
どうかお願いいたします","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","3"
"0","","覚者様とともに物資調達に向かうとなると
それなりの戦闘経験が無いと厳しいでしょう","覚者様とともに物資調達に向かうとなると
それなりの戦闘経験が無いと厳しいでしょう","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","4"
"0","","覚者様ご自身の戦闘を
的確にサポートできそうな方を
同行者としてお選びください","覚者様ご自身の戦闘を
的確にサポートできそうな方を
同行者としてお選びください","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","5"
"0","","人員情報１（ハンター）","人員情報１（ハンター）","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","6"
"0","","人員情報２（シーカー）","人員情報２（シーカー）","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","7"
"0","","ああ、ナヤジークさんからお話は聞いています
私はハンターですので、遠距離から
弓矢で覚者様を援護することになりますが
お力になれるでしょうか？","ああ、ナヤジークさんからお話は聞いています
私はハンターですので、遠距離から
弓矢で覚者様を援護することになりますが
お力になれるでしょうか？","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","8"
"0","","ドルーに同行を頼む","ドルーに同行を頼む","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","9"
"0","","――少し考えさせてくれ","――少し考えさせてくれ","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","10"
"0","","ええ、もちろんです
では、一度メフィテに戻りましょう
物資調達任務についての
くわしい話もお聞きしたいですね","ええ、もちろんです
では、一度メフィテに戻りましょう
物資調達任務についての
くわしい話もお聞きしたいですね","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","11"
"0","","無事――初めての調達任務に
お手伝いしてもらい感謝いたします
これで物資補給が強化できると思います","無事――初めての調達任務に
お手伝いしてもらい感謝いたします
これで物資補給が強化できると思います","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","12"
"0","","はっ、了解いたしました
――いえ、気にしてはおりません
戦い方にも相性がありますから","はっ、了解いたしました
――いえ、気にしてはおりません
戦い方にも相性がありますから","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","13"
"0","","んー、物資調達の任務に協力しろって言うんでしょ？
確かに頼まれはしたけどさぁ――
あのエリアマスターさん、結構人づかい荒くない？","んー、物資調達の任務に協力しろって言うんでしょ？
確かに頼まれはしたけどさぁ――
あのエリアマスターさん、結構人づかい荒くない？","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","14"
"0","","この前ちょっと世話になったのは確かだけど
盗賊のあたしに気軽に頼みごとが
通ると思われるのもなぁって","この前ちょっと世話になったのは確かだけど
盗賊のあたしに気軽に頼みごとが
通ると思われるのもなぁって","ui\00_message\quest\q60319000.gmd","\quest\q60319000.arc","q60319000.arc","15"
