"0","","救出対象が魔物に襲われている――急ぎ鎮圧しなければ！","救出対象が魔物に襲われている――急ぎ鎮圧しなければ！","ui\00_message\examine_message\quest\quest_examine_q21017013.gmd","\quest\q21017013.arc","q21017013.arc","1"
"0","0","「村の外にも目を向けるべきだ」など
全くもって、愚かな考えだが――
先ほど、その派の一人と思わしきよそ者が
《<STG 865>》へ向かって行ったのだ","「村の外にも目を向けるべきだ」など
全くもって、愚かな考えだが――
先ほど、その派の一人と思わしきよそ者が
《<STG 865>》へ向かって行ったのだ","ui\00_message\quest\q21017014.gmd","\quest\q21017014.arc","q21017014.arc","14"
"0","0","おい貴様、いくらかの武勇はあるそうではないか
借りを作るのは癪だが――
遺跡へ向かった愚か者の様子を見てきてくれないか","おい貴様、いくらかの武勇はあるそうではないか
借りを作るのは癪だが――
遺跡へ向かった愚か者の様子を見てきてくれないか","ui\00_message\quest\q21017014.gmd","\quest\q21017014.arc","q21017014.arc","15"
"0","0","お助けいただき、感謝の言葉もございません
本当にありがとうございます","お助けいただき、感謝の言葉もございません
本当にありがとうございます","ui\00_message\quest\q21017014.gmd","\quest\q21017014.arc","q21017014.arc","16"
"0","0","実は、リズ様とはぐれてしまい
後を追って旅をしていたのですが――
立ち寄ったこの村で狩りの手伝いをした際
つい獲物の深追いをしてしまったのです","実は、リズ様とはぐれてしまい
後を追って旅をしていたのですが――
立ち寄ったこの村で狩りの手伝いをした際
つい獲物の深追いをしてしまったのです","ui\00_message\quest\q21017014.gmd","\quest\q21017014.arc","q21017014.arc","17"
"0","0","――えっ、あのナーヴ様が、貴方を？
まぁ、ふふふ――やはりお優しい方だったのですね
覚者様、私が感謝していたとお伝えいただけますか","――えっ、あのナーヴ様が、貴方を？
まぁ、ふふふ――やはりお優しい方だったのですね
覚者様、私が感謝していたとお伝えいただけますか","ui\00_message\quest\q21017014.gmd","\quest\q21017014.arc","q21017014.arc","18"
"0","0","く――このような失態を――
覚者様、お助けいただきありがとうございます
しかしこのプラム――しばらくは動けないようです
リムストーンに戻らなかったことだけが幸いです――","く――このような失態を――
覚者様、お助けいただきありがとうございます
しかしこのプラム――しばらくは動けないようです
リムストーンに戻らなかったことだけが幸いです――","ui\00_message\quest\q21017014.gmd","\quest\q21017014.arc","q21017014.arc","19"
"0","0","やはり、ポーンに一人旅は厳しかったのでしょうか
決断を迫られる度
「こんな時リズ様はどうするだろう」
そう考えて、何とかここまでたどり着きましたが――","やはり、ポーンに一人旅は厳しかったのでしょうか
決断を迫られる度
「こんな時リズ様はどうするだろう」
そう考えて、何とかここまでたどり着きましたが――","ui\00_message\quest\q21017014.gmd","\quest\q21017014.arc","q21017014.arc","20"
"0","0","やはりポーンは主人の傍らに
控えてこそ、ですね――","やはりポーンは主人の傍らに
控えてこそ、ですね――","ui\00_message\quest\q21017014.gmd","\quest\q21017014.arc","q21017014.arc","21"
"0","0","できるだけ、素早く戦闘を終えましょう！","できるだけ、素早く戦闘を終えましょう！","ui\00_message\quest\q21017014.gmd","\quest\q21017014.arc","q21017014.arc","22"
"0","0","し、しくじりました――！
ですが、まだ戦えます！","し、しくじりました――！
ですが、まだ戦えます！","ui\00_message\quest\q21017014.gmd","\quest\q21017014.arc","q21017014.arc","23"
"0","0","身体が――動かない――！
申し訳ありません、離脱します","身体が――動かない――！
申し訳ありません、離脱します","ui\00_message\quest\q21017014.gmd","\quest\q21017014.arc","q21017014.arc","24"
"0","0","隠された懇情","Concealed Kindliness","ui\00_message\quest_info\q21017014_00.gmd","\quest\q21017014.arc","q21017014.arc","0"
"1","1","【迅速救助クエスト】
依頼者が求める人物を捜索し
迅速に救助する","【迅速救助クエスト】
依頼者が求める人物を捜索し
迅速に救助する","ui\00_message\quest_info\q21017014_00.gmd","\quest\q21017014.arc","q21017014.arc","1"
"2","2","何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","何者かからの、迅速な救援を求める声が
<NAME AREA>から届いているようだ","ui\00_message\quest_info\q21017014_00.gmd","\quest\q21017014.arc","q21017014.arc","2"
"3","3","キンガルの人は、一見厳しくて閉鎖的だけど
深く付き合ってみると、情に厚いことが分かるの
ただ――少し、臆病みたい
だから、戦ったり遺跡に潜るのを嫌がるけど
怒るのは相手が憎いから、って訳じゃないのよ","キンガルの人は、一見厳しくて閉鎖的だけど
深く付き合ってみると、情に厚いことが分かるの
ただ――少し、臆病みたい
だから、戦ったり遺跡に潜るのを嫌がるけど
怒るのは相手が憎いから、って訳じゃないのよ","ui\00_message\quest_info\q21017014_00.gmd","\quest\q21017014.arc","q21017014.arc","3"
"4","4","依頼者の求める人物を捜索する","依頼者の求める人物を捜索する","ui\00_message\quest_info\q21017014_00.gmd","\quest\q21017014.arc","q21017014.arc","4"
"5","5","魔物を迅速に討伐し捜索対象を救助する","魔物を迅速に討伐し捜索対象を救助する","ui\00_message\quest_info\q21017014_00.gmd","\quest\q21017014.arc","q21017014.arc","5"
"6","6","捜索対象の安否を確認する","Check the search target's well-being","ui\00_message\quest_info\q21017014_00.gmd","\quest\q21017014.arc","q21017014.arc","6"
"7","7","依頼者に報告する","Report to the requester","ui\00_message\quest_info\q21017014_00.gmd","\quest\q21017014.arc","q21017014.arc","7"
"0","0","救出対象が怪我を負ってしまったようだ――","救出対象が怪我を負ってしまったようだ――","ui\00_message\examine_message\quest\quest_examine_q21017014.gmd","\quest\q21017014.arc","q21017014.arc","0"
"0","0","救出対象が魔物に襲われている――急ぎ鎮圧しなければ！","救出対象が魔物に襲われている――急ぎ鎮圧しなければ！","ui\00_message\examine_message\quest\quest_examine_q21017014.gmd","\quest\q21017014.arc","q21017014.arc","1"
"0","0","魔の視線","An Evil Gaze","ui\00_message\quest_info\q21017015_00.gmd","\quest\q21017015.arc","q21017015.arc","0"
"1","1","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","ui\00_message\quest_info\q21017015_00.gmd","\quest\q21017015.arc","q21017015.arc","1"
"2","2","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","ui\00_message\quest_info\q21017015_00.gmd","\quest\q21017015.arc","q21017015.arc","2"
"3","3","こういう閉鎖的な村だから――
噂の流布が早くてなあ
しかも遺跡って言う格好のネタがあるから
あることないことすぐ広まるワケ
――ま、大抵はガセなんだけどね","こういう閉鎖的な村だから――
噂の流布が早くてなあ
しかも遺跡って言う格好のネタがあるから
あることないことすぐ広まるワケ
――ま、大抵はガセなんだけどね","ui\00_message\quest_info\q21017015_00.gmd","\quest\q21017015.arc","q21017015.arc","3"
"4","4","指定された場所へ行き、狂暴な魔物を見つける","指定された場所へ行き、狂暴な魔物を見つける","ui\00_message\quest_info\q21017015_00.gmd","\quest\q21017015.arc","q21017015.arc","4"
"5","5","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q21017015_00.gmd","\quest\q21017015.arc","q21017015.arc","5"
"6","6","依頼者へ経緯を報告する","Report back to the requester","ui\00_message\quest_info\q21017015_00.gmd","\quest\q21017015.arc","q21017015.arc","6"
"0","0","あぁ、影の魔物を倒した覚者さんじゃないか
お前さんには感謝してるが――
全く、影に挑むなんて命知らずにもほどがある","あぁ、影の魔物を倒した覚者さんじゃないか
お前さんには感謝してるが――
全く、影に挑むなんて命知らずにもほどがある","ui\00_message\quest\q21017015.gmd","\quest\q21017015.arc","q21017015.arc","0"
"0","0","それで、俺になにか用でも？
遺跡の話を聞きに来たってんじゃないだろうな
勘弁してくれ――これ以上俺を脅かすな
影は散っても、消えることはないんだぞ","それで、俺になにか用でも？
遺跡の話を聞きに来たってんじゃないだろうな
勘弁してくれ――これ以上俺を脅かすな
影は散っても、消えることはないんだぞ","ui\00_message\quest\q21017015.gmd","\quest\q21017015.arc","q21017015.arc","1"
"0","0","今もきっと息を潜めて《<STG 862>》から
俺たちを監視しているんだ！
わかったか？　だからあんまり俺に話しかけるな
――あんたがまたやっつけてくれれば別だがな","今もきっと息を潜めて《<STG 862>》から
俺たちを監視しているんだ！
わかったか？　だからあんまり俺に話しかけるな
――あんたがまたやっつけてくれれば別だがな","ui\00_message\quest\q21017015.gmd","\quest\q21017015.arc","q21017015.arc","2"
"0","0","――え？　本当にやるつもりなのか？
やるなら、ただ倒すだけじゃなくて
一度も倒れることなく完膚なきまでに
叩きのめしてきてくれるんだろうな！？","――え？　本当にやるつもりなのか？
やるなら、ただ倒すだけじゃなくて
一度も倒れることなく完膚なきまでに
叩きのめしてきてくれるんだろうな！？","ui\00_message\quest\q21017015.gmd","\quest\q21017015.arc","q21017015.arc","3"
"0","0","本当に《<STG 862>》で
息を潜めている魔物たちを倒すつもりか？
やるなら、仕返しされないよう一度も倒れずに
完膚なきまでに叩きのめすんだぞ","本当に《<STG 862>》で
息を潜めている魔物たちを倒すつもりか？
やるなら、仕返しされないよう一度も倒れずに
完膚なきまでに叩きのめすんだぞ","ui\00_message\quest\q21017015.gmd","\quest\q21017015.arc","q21017015.arc","4"
"0","0","お前さん、本当にやったのか？
はぁ――すごいな
感心したよ","お前さん、本当にやったのか？
はぁ――すごいな
感心したよ","ui\00_message\quest\q21017015.gmd","\quest\q21017015.arc","q21017015.arc","5"
"0","0","無駄なあがきと分かっていても
少しは胸がすくもんなんだな
影に勝つことができるなんて、考えもしなかった","無駄なあがきと分かっていても
少しは胸がすくもんなんだな
影に勝つことができるなんて、考えもしなかった","ui\00_message\quest\q21017015.gmd","\quest\q21017015.arc","q21017015.arc","6"
"0","0","な、何てこった――失敗したっていうのか！
あぁ、恐ろしい――
すぐ復讐のために復活して
魔物の大群がこの村を襲うに違いない！","な、何てこった――失敗したっていうのか！
あぁ、恐ろしい――
すぐ復讐のために復活して
魔物の大群がこの村を襲うに違いない！","ui\00_message\quest\q21017015.gmd","\quest\q21017015.arc","q21017015.arc","7"
"0","0","こうしちゃいられない
魔物の襲撃にそなえて、隠れられる場所を
探さないと――","こうしちゃいられない
魔物の襲撃にそなえて、隠れられる場所を
探さないと――","ui\00_message\quest\q21017015.gmd","\quest\q21017015.arc","q21017015.arc","8"
"0","0","パーティメンバーが死亡状態になりました","パーティメンバーが死亡状態になりました","ui\00_message\quest\q21017015.gmd","\quest\q21017015.arc","q21017015.arc","9"
"0","0","依頼者からの報酬が下がります","依頼者からの報酬が下がります","ui\00_message\quest\q21017015.gmd","\quest\q21017015.arc","q21017015.arc","10"
"0","0","スクラップ・メイカー","スクラップ・メイカー","ui\00_message\quest_info\q21017016_00.gmd","\quest\q21017016.arc","q21017016.arc","0"
"1","1","【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","ui\00_message\quest_info\q21017016_00.gmd","\quest\q21017016.arc","q21017016.arc","1"
"2","2","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","ui\00_message\quest_info\q21017016_00.gmd","\quest\q21017016.arc","q21017016.arc","2"
"3","3","遺跡の周りで、彷徨う古代戦士の魂を見かけたら
絶対に近付くんじゃない
やつらの戦争は、未だに終わっちゃいないんだ
近付いただけで、あんたは憎き敵になる
八つ裂きになってから後悔しても、遅いからな","遺跡の周りで、彷徨う古代戦士の魂を見かけたら
絶対に近付くんじゃない
やつらの戦争は、未だに終わっちゃいないんだ
近付いただけで、あんたは憎き敵になる
八つ裂きになってから後悔しても、遅いからな","ui\00_message\quest_info\q21017016_00.gmd","\quest\q21017016.arc","q21017016.arc","3"
"4","4","出現した魔物を討伐する","Defeat the appeared demons","ui\00_message\quest_info\q21017016_00.gmd","\quest\q21017016.arc","q21017016.arc","4"
"5","5","逃亡した魔物が残した痕跡を調べる","逃亡した魔物が残した痕跡を調べる","ui\00_message\quest_info\q21017016_00.gmd","\quest\q21017016.arc","q21017016.arc","5"
"6","6","魔物の行方を追う","魔物の行方を追う","ui\00_message\quest_info\q21017016_00.gmd","\quest\q21017016.arc","q21017016.arc","6"
"7","7","危険な魔物を追い詰め、止めを刺す","危険な魔物を追い詰め、止めを刺す","ui\00_message\quest_info\q21017016_00.gmd","\quest\q21017016.arc","q21017016.arc","7"
"0","0","傷ついた魔物の痕跡は、
住処へと続いているようだ――","There are traces from the wounded monster
It seems to lead towards its den.","ui\00_message\quest\q21017016.gmd","\quest\q21017016.arc","q21017016.arc","0"
"0","0","いにしえの復讐鬼","いにしえの復讐鬼","ui\00_message\quest_info\q21017017_00.gmd","\quest\q21017017.arc","q21017017.arc","0"
"1","1","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","ui\00_message\quest_info\q21017017_00.gmd","\quest\q21017017.arc","q21017017.arc","1"
"2","2","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","ui\00_message\quest_info\q21017017_00.gmd","\quest\q21017017.arc","q21017017.arc","2"
"3","3","最近村の周りの魔物が多くなってないか？
そう、確か異国の覚者が現れてからだ！
きっと奴らに復讐しに来たんだ！
下手に仲良くしたらこっちまで狙われる――
早く奴らを差し出さないと！","最近村の周りの魔物が多くなってないか？
そう、確か異国の覚者が現れてからだ！
きっと奴らに復讐しに来たんだ！
下手に仲良くしたらこっちまで狙われる――
早く奴らを差し出さないと！","ui\00_message\quest_info\q21017017_00.gmd","\quest\q21017017.arc","q21017017.arc","3"
"4","4","指定された場所で魔物の群れを探す(残り３)","指定された場所で魔物の群れを探す(残り３)","ui\00_message\quest_info\q21017017_00.gmd","\quest\q21017017.arc","q21017017.arc","4"
"5","5","遭遇した魔物群を討伐する","Defeat the encountered demon group","ui\00_message\quest_info\q21017017_00.gmd","\quest\q21017017.arc","q21017017.arc","5"
"6","6","残る魔物の群れを探す(残り２)","残る魔物の群れを探す(残り２)","ui\00_message\quest_info\q21017017_00.gmd","\quest\q21017017.arc","q21017017.arc","6"
"7","7","遭遇した魔物群を討伐する","Defeat the encountered demon group","ui\00_message\quest_info\q21017017_00.gmd","\quest\q21017017.arc","q21017017.arc","7"
"8","8","残る魔物の群れを探す(残り１)","残る魔物の群れを探す(残り１)","ui\00_message\quest_info\q21017017_00.gmd","\quest\q21017017.arc","q21017017.arc","8"
"9","9","遭遇した魔物群を討伐する","Defeat the encountered demon group","ui\00_message\quest_info\q21017017_00.gmd","\quest\q21017017.arc","q21017017.arc","9"
"10","10","依頼者に報告する","Report to the requester","ui\00_message\quest_info\q21017017_00.gmd","\quest\q21017017.arc","q21017017.arc","10"
"0","0","村の周りをうろつく魔物たちを
倒してきてくれないか？
本当に覚者さんを追ってきた魔物だとしても
返り討ちすれば、万事解決だろ？","村の周りをうろつく魔物たちを
倒してきてくれないか？
本当に覚者さんを追ってきた魔物だとしても
返り討ちすれば、万事解決だろ？","ui\00_message\quest\q21017017.gmd","\quest\q21017017.arc","q21017017.arc","0"
