#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,q40000266_00_266,掃除の敵,A Clean Sweep,ui\00_message\quest_info\q40000266_00.gmd,\quest\q40000266.arc,q40000266.arc,0
0,q40200030_00_331,＜エリアオーダー＞魔赤島魔物征伐,Area Order: Bloodbane Isle Demon Extermination,ui\00_message\quest_info\q40200030_00.gmd,\quest\q40200030.arc,q40200030.arc,0
0,q40200020_00_320,＜エリアオーダー＞魔赤島補給,Area Order: Bloodbane Isle Resupply,ui\00_message\quest_info\q40200020_00.gmd,\quest\q40200020.arc,q40200020.arc,0
0,q40200040_00_321,＜エリアオーダー＞魔赤島補給,Area Order: Bloodbane Isle Resupply,ui\00_message\quest_info\q40200040_00.gmd,\quest\q40200040.arc,q40200040.arc,0
0,q40000270_00_270,＜エリアオーダー＞ディナン魔物征伐,Area Order: Deenan Demon Extermination,ui\00_message\quest_info\q40000270_00.gmd,\quest\q40000270.arc,q40000270.arc,0
0,q40000280_00_280,＜エリアオーダー＞ディナン収集,Area Order: Deenan Resupply,ui\00_message\quest_info\q40000280_00.gmd,\quest\q40000280.arc,q40000280.arc,0
0,q40000150_00_150,＜エリアオーダー＞危険ノ撃退,Area Order: Defense,ui\00_message\quest_info\q40000150_00.gmd,\quest\q40000150.arc,q40000150.arc,0
0,q40000170_00_170,＜エリアオーダー＞ドラワン近郊魔物征伐,Area Order: Drawan Outskirts Demon Extermination,ui\00_message\quest_info\q40000170_00.gmd,\quest\q40000170.arc,q40000170.arc,0
0,q40000190_00_190,＜エリアオーダー＞ザンドラ東部魔物征伐,Area Order: Eastern Zandora Demon Extermination,ui\00_message\quest_info\q40000190_00.gmd,\quest\q40000190.arc,q40000190.arc,0
0,q40000200_00_200,＜エリアオーダー＞ザンドラ東部補給,Area Order: Eastern Zandora Resupply,ui\00_message\quest_info\q40000200_00.gmd,\quest\q40000200.arc,q40000200.arc,0
0,q40200050_00_388,＜エリアオーダー＞エラン魔物征伐,Area Order: Elan Demon Extermination,ui\00_message\quest_info\q40200050_00.gmd,\quest\q40200050.arc,q40200050.arc,0
0,q40200060_00_398,＜エリアオーダー＞エラン補給,Area Order: Elan Resupply,ui\00_message\quest_info\q40200060_00.gmd,\quest\q40200060.arc,q40200060.arc,0
0,q40300050_00_598,＜エリアオーダー＞エリ警備塔魔物征伐,Area Order: Eli Guard Tower Demon Extermination,ui\00_message\quest_info\q40300050_00.gmd,\quest\q40300050.arc,q40300050.arc,0
0,q40300060_00_608,＜エリアオーダー＞エリ警備塔補給,Area Order: Eli Guard Tower Resupply,ui\00_message\quest_info\q40300060_00.gmd,\quest\q40300060.arc,q40300060.arc,0
0,q40200070_00_408,＜エリアオーダー＞ファーラナ魔物征伐,Area Order: Farana Demon Extermination,ui\00_message\quest_info\q40200070_00.gmd,\quest\q40200070.arc,q40200070.arc,0
0,q40200080_00_418,＜エリアオーダー＞ファーラナ補給,Area Order: Farana Resupply,ui\00_message\quest_info\q40200080_00.gmd,\quest\q40200080.arc,q40200080.arc,0
0,q40300129_00_658,＜エリアオーダー＞火垂れ山野営地魔物征伐,"Area Order: Firefall Mountain Campsite Demon
Extermination",ui\00_message\quest_info\q40300129_00.gmd,\quest\q40300129.arc,q40300129.arc,0
0,q40300070_00_618,＜エリアオーダー＞城塞都市メガド魔物征伐,"Area Order: Fortress City Megado Demon
Extermination",ui\00_message\quest_info\q40300070_00.gmd,\quest\q40300070.arc,q40300070.arc,0
0,q40300080_00_628,＜エリアオーダー＞城塞都市メガド補給,Area Order: Fortress City Megado Resupply,ui\00_message\quest_info\q40300080_00.gmd,\quest\q40300080.arc,q40300080.arc,0
0,q40000160_00_160,＜エリアオーダー＞ホボリック蒐集,Area Order: Hobolic Gathering,ui\00_message\quest_info\q40000160_00.gmd,\quest\q40000160.arc,q40000160.arc,0
0,q40200110_00_448,＜エリアオーダー＞キンガル魔物征伐,Area Order: Kingal Demon Extermination,ui\00_message\quest_info\q40200110_00.gmd,\quest\q40200110.arc,q40200110.arc,0
0,q40200120_00_458,＜エリアオーダー＞キンガル補給,Area Order: Kingal Resupply,ui\00_message\quest_info\q40200120_00.gmd,\quest\q40200120.arc,q40200120.arc,0
0,q40200130_00_468,＜エリアオーダー＞マヌン魔物征伐,Area Order: Manun Demon Extermination,ui\00_message\quest_info\q40200130_00.gmd,\quest\q40200130.arc,q40200130.arc,0
0,q40200140_00_478,＜エリアオーダー＞マヌン補給,Area Order: Manun Resupply,ui\00_message\quest_info\q40200140_00.gmd,\quest\q40200140.arc,q40200140.arc,0
0,q40000250_00_250,＜エリアオーダー＞メルゴダ魔物征伐,Area Order: Mergoda Demon Extermination,ui\00_message\quest_info\q40000250_00.gmd,\quest\q40000250.arc,q40000250.arc,0
0,q40000260_00_260,＜エリアオーダー＞メルゴダ補給,Area Order: Mergoda Resupply,ui\00_message\quest_info\q40000260_00.gmd,\quest\q40000260.arc,q40000260.arc,0
0,q40200090_00_428,＜エリアオーダー＞モロー魔物征伐,Area Order: Morrow Demon Extermination,ui\00_message\quest_info\q40200090_00.gmd,\quest\q40200090.arc,q40200090.arc,0
0,q40200100_00_438,＜エリアオーダー＞モロー補給,Area Order: Morrow Resupply,ui\00_message\quest_info\q40200100_00.gmd,\quest\q40200100.arc,q40200100.arc,0
0,q40000130_00_130,＜エリアオーダー＞ミスリウ魔物征伐,Area Order: Mysree Demon Extermination,ui\00_message\quest_info\q40000130_00.gmd,\quest\q40000130.arc,q40000130.arc,0
0,q40000210_00_210,＜エリアオーダー＞ミスリウ深部魔物征伐,Area Order: Mysree Grove Demon Extermination,ui\00_message\quest_info\q40000210_00.gmd,\quest\q40000210.arc,q40000210.arc,0
0,q40000220_00_220,＜エリアオーダー＞ミスリウ深部補給,Area Order: Mysree Grove Resupply,ui\00_message\quest_info\q40000220_00.gmd,\quest\q40000220.arc,q40000220.arc,0
0,q40000140_00_140,＜エリアオーダー＞ミスリウ補給,Area Order: Mysree Resupply,ui\00_message\quest_info\q40000140_00.gmd,\quest\q40000140.arc,q40000140.arc,0
0,q40300109_00_638,＜エリアオーダー＞北の盗賊のアジト魔物征伐,"Area Order: Northern Bandit Hideout Demon
Extermination",ui\00_message\quest_info\q40300109_00.gmd,\quest\q40300109.arc,q40300109.arc,0
0,q40300119_00_648,＜エリアオーダー＞北の盗賊のアジト補給,Area Order: Northern Bandit Hideout Resupply,ui\00_message\quest_info\q40300119_00.gmd,\quest\q40300119.arc,q40300119.arc,0
0,q40000180_00_180,＜エリアオーダー＞バートランド北部補給,Area Order: Northern Betland Resupply,ui\00_message\quest_info\q40000180_00.gmd,\quest\q40000180.arc,q40000180.arc,0
0,q40000230_00_230,＜エリアオーダー＞ポーン郷近郊魔物征伐,"Area Order: Pawn Cathedral Outskirts Demon
Extermination",ui\00_message\quest_info\q40000230_00.gmd,\quest\q40000230.arc,q40000230.arc,0
0,q40000240_00_240,＜エリアオーダー＞ポーン郷補給,Area Order: Pawn Cathedral Resupply,ui\00_message\quest_info\q40000240_00.gmd,\quest\q40000240.arc,q40000240.arc,0
0,q40200150_00_488,＜エリアオーダー＞イヴァノスの塔近郊魔物征伐,"Area Order: Tower of Ivanos Outskirts Demon
Extermination",ui\00_message\quest_info\q40200150_00.gmd,\quest\q40200150.arc,q40200150.arc,0
0,q40200160_00_498,＜エリアオーダー＞イヴァノスの塔補給,Area Order: Tower of Ivanos Resupply,ui\00_message\quest_info\q40200160_00.gmd,\quest\q40200160.arc,q40200160.arc,0
0,q40000290_00_287,＜エリアオーダー＞ザンドラ魔物征伐,Area Order: Zandora Demon Extermination,ui\00_message\quest_info\q40000290_00.gmd,\quest\q40000290.arc,q40000290.arc,0
0,q40000300_00_300,＜エリアオーダー＞ザンドラ補給,Area Order: Zandora Resupply,ui\00_message\quest_info\q40000300_00.gmd,\quest\q40000300.arc,q40000300.arc,0
0,q40000142_00_142,仕返シシテクレ！,Avenge Me!,ui\00_message\quest_info\q40000142_00.gmd,\quest\q40000142.arc,q40000142.arc,0
0,q40000263_00_263,注意して,Be Wary,ui\00_message\quest_info\q40000263_00.gmd,\quest\q40000263.arc,q40000263.arc,0
0,q40000261_00_261,減らした方がいいね,Best to Reduce Their Numbers,ui\00_message\quest_info\q40000261_00.gmd,\quest\q40000261.arc,q40000261.arc,0
0,q40000196_00_196,ブレンドカクテル,Blend Cocktail,ui\00_message\quest_info\q40000196_00.gmd,\quest\q40000196.arc,q40000196.arc,0
0,q40000192_00_192,素材買い取ります！,Buying Materials!,ui\00_message\quest_info\q40000192_00.gmd,\quest\q40000192.arc,q40000192.arc,0
0,q40000167_00_167,討伐協力を頼む,Call for Extermination,ui\00_message\quest_info\q40000167_00.gmd,\quest\q40000167.arc,q40000167.arc,0
0,q40000267_00_267,外出時の用心,Caution When Outdoors,ui\00_message\quest_info\q40000267_00.gmd,\quest\q40000267.arc,q40000267.arc,0
0,q40000227_00_227,血を纏う者,Clad in Blood,ui\00_message\quest_info\q40000227_00.gmd,\quest\q40000227.arc,q40000227.arc,0
0,q40000283_00_284,近寄るべからざる者,Come No Closer,ui\00_message\quest_info\q40000283_00.gmd,\quest\q40000283.arc,q40000283.arc,0
0,q40000231_00_231,クラフトお悩み相談,Crafting Woes,ui\00_message\quest_info\q40000231_00.gmd,\quest\q40000231.arc,q40000231.arc,0
0,q40000147_00_147,きけん、アブナイ,"Danger, Danger",ui\00_message\quest_info\q40000147_00.gmd,\quest\q40000147.arc,q40000147.arc,0
0,q40000197_00_197,ザンドラ東部名産品の入手依頼,Eastern Zandora Materials Request,ui\00_message\quest_info\q40000197_00.gmd,\quest\q40000197.arc,q40000197.arc,0
0,q40000254_00_254,エッセンス抽出を,Essence Extraction,ui\00_message\quest_info\q40000254_00.gmd,\quest\q40000254.arc,q40000254.arc,0
0,q40000225_00_225,退治依頼,Extermination,ui\00_message\quest_info\q40000225_00.gmd,\quest\q40000225.arc,q40000225.arc,0
0,q40000125_00_125,まずいヤツ目撃情報,Eyewitness,ui\00_message\quest_info\q40000125_00.gmd,\quest\q40000125.arc,q40000125.arc,0
0,q40000127_00_127,庭の侵入者,Fenced Off,ui\00_message\quest_info\q40000127_00.gmd,\quest\q40000127.arc,q40000127.arc,0
0,q40000215_00_215,モノ好き仲間へ,For a Friend,ui\00_message\quest_info\q40000215_00.gmd,\quest\q40000215.arc,q40000215.arc,0
0,q40000233_00_233,修練の材具,For a Practice,ui\00_message\quest_info\q40000233_00.gmd,\quest\q40000233.arc,q40000233.arc,0
0,q40000165_00_165,安全な採取のために,For a Safe Harvest,ui\00_message\quest_info\q40000165_00.gmd,\quest\q40000165.arc,q40000165.arc,0
0,q40000226_00_226,共闘依頼,Forces United,ui\00_message\quest_info\q40000226_00.gmd,\quest\q40000226.arc,q40000226.arc,0
0,q40000211_00_211,探訪者へ,From a Reporter,ui\00_message\quest_info\q40000211_00.gmd,\quest\q40000211.arc,q40000211.arc,0
0,q40000131_00_131,森の恵み,Gift of the Forest,ui\00_message\quest_info\q40000131_00.gmd,\quest\q40000131.arc,q40000131.arc,0
0,q40000236_00_236,癒しの助けを,Healing Assistance,ui\00_message\quest_info\q40000236_00.gmd,\quest\q40000236.arc,q40000236.arc,0
0,q40000291_00_291,あると良い物,Hoping for This,ui\00_message\quest_info\q40000291_00.gmd,\quest\q40000291.arc,q40000291.arc,0
0,q40000183_00_183,ああいやだいやだ,How Tiresome!,ui\00_message\quest_info\q40000183_00.gmd,\quest\q40000183.arc,q40000183.arc,0
0,q40000154_00_154,ニンゲンヨケ,Human Protection,ui\00_message\quest_info\q40000154_00.gmd,\quest\q40000154.arc,q40000154.arc,0
0,q40000205_00_205,我々の狩猟場,Hunting Grounds,ui\00_message\quest_info\q40000205_00.gmd,\quest\q40000205.arc,q40000205.arc,0
0,q40000241_00_241,すぐそこにいる敵,Imminent Threat,ui\00_message\quest_info\q40000241_00.gmd,\quest\q40000241.arc,q40000241.arc,0
0,q40000124_00_124,森に潜む危機,In the Forest,ui\00_message\quest_info\q40000124_00.gmd,\quest\q40000124.arc,q40000124.arc,0
0,q40000166_00_166,家畜の天敵,Livestock's Natural Enemy,ui\00_message\quest_info\q40000166_00.gmd,\quest\q40000166.arc,q40000166.arc,0
0,q40000143_00_143,アイツら嫌イ,Loathing,ui\00_message\quest_info\q40000143_00.gmd,\quest\q40000143.arc,q40000143.arc,0
0,q40000235_00_235,物資不足,Low on Supplies,ui\00_message\quest_info\q40000235_00.gmd,\quest\q40000235.arc,q40000235.arc,0
0,q40000221_00_221,若き覚者の標に,Mark of the Newly Arisen,ui\00_message\quest_info\q40000221_00.gmd,\quest\q40000221.arc,q40000221.arc,0
0,q40000144_00_144,外ノ魔物ヤっパり怖イ,Monsters Beyond,ui\00_message\quest_info\q40000144_00.gmd,\quest\q40000144.arc,q40000144.arc,0
0,q40000155_00_155,外ノ魔物怖イ,Monsters Beyond,ui\00_message\quest_info\q40000155_00.gmd,\quest\q40000155.arc,q40000155.arc,0
0,q40000217_00_217,ミスリウ深部名産品の入手依頼,Mysree Grove Materials Request,ui\00_message\quest_info\q40000217_00.gmd,\quest\q40000217.arc,q40000217.arc,0
0,q40000206_00_206,ミスリウ深部の生態調査依頼,Mysree Grove Wildlife Survey,ui\00_message\quest_info\q40000206_00.gmd,\quest\q40000206.arc,q40000206.arc,0
0,q40000237_00_237,ミスリウ名産品の入手依頼,Mysree Materials Request,ui\00_message\quest_info\q40000237_00.gmd,\quest\q40000237.arc,q40000237.arc,0
0,q40000271_00_271,そろそろ追加がいるかも,"Need More, Quick!",ui\00_message\quest_info\q40000271_00.gmd,\quest\q40000271.arc,q40000271.arc,0
0,q40000182_00_182,イチイチ戦ってらんねぇよ,No One-on-Ones,ui\00_message\quest_info\q40000182_00.gmd,\quest\q40000182.arc,q40000182.arc,0
0,q40000284_00_285,禁域の小物共めッ！！！,No Trespassers!!!,ui\00_message\quest_info\q40000284_00.gmd,\quest\q40000284.arc,q40000284.arc,0
0,q40000177_00_177,バートランド北部名産品の入手依頼,Northern Betland Materials Request,ui\00_message\quest_info\q40000177_00.gmd,\quest\q40000177.arc,q40000177.arc,0
0,q40000152_00_152,アレがナイ！！,Nowhere to Be Found!!,ui\00_message\quest_info\q40000152_00.gmd,\quest\q40000152.arc,q40000152.arc,0
0,q40000292_00_292,興味深き物,Of Great Interest,ui\00_message\quest_info\q40000292_00.gmd,\quest\q40000292.arc,q40000292.arc,0
0,q40000163_00_163,オーク軍の斥候,Orc Scouts,ui\00_message\quest_info\q40000163_00.gmd,\quest\q40000163.arc,q40000163.arc,0
0,q40000222_00_222,駆除が追いつきません,Outtaken,ui\00_message\quest_info\q40000222_00.gmd,\quest\q40000222.arc,q40000222.arc,0
0,q40000268_00_268,庵の危険,Perilous Retreat,ui\00_message\quest_info\q40000268_00.gmd,\quest\q40000268.arc,q40000268.arc,0
0,q40000251_00_251,水薬の原料,Potion Raw Materials,ui\00_message\quest_info\q40000251_00.gmd,\quest\q40000251.arc,q40000251.arc,0
0,q40000176_00_176,譲ってください,"Provide This, Please",ui\00_message\quest_info\q40000176_00.gmd,\quest\q40000176.arc,q40000176.arc,0
0,q40000276_00_276,エルフの薬再現,Reproducing Elven Medicine,ui\00_message\quest_info\q40000276_00.gmd,\quest\q40000276.arc,q40000276.arc,0
0,q40000278_00_278,エルフの道具再現,Reproducing Elven Tools,ui\00_message\quest_info\q40000278_00.gmd,\quest\q40000278.arc,q40000278.arc,0
0,q40000277_00_277,エルフの武具再現,Reproducing Elven Weapons,ui\00_message\quest_info\q40000277_00.gmd,\quest\q40000277.arc,q40000277.arc,0
0,q40000137_00_137,秘薬の材料依頼,Request for Elixir Ingredients,ui\00_message\quest_info\q40000137_00.gmd,\quest\q40000137.arc,q40000137.arc,0
0,q40000173_00_173,素材採取代行探してます,Requisition Agent Required,ui\00_message\quest_info\q40000173_00.gmd,\quest\q40000173.arc,q40000173.arc,0
0,q40000132_00_132,仕入れ手伝い募集,Resupply,ui\00_message\quest_info\q40000132_00.gmd,\quest\q40000132.arc,q40000132.arc,0
0,q40000158_00_158,今日ノ王へノ捧ゲ物　小遣イアリ,Royal Offering: Coin,ui\00_message\quest_info\q40000158_00.gmd,\quest\q40000158.arc,q40000158.arc,0
0,q40000159_00_159,今日ノ王へノ捧ゲ物　報酬アリ,Royal Offering: Toll,ui\00_message\quest_info\q40000159_00.gmd,\quest\q40000159.arc,q40000159.arc,0
0,q40000149_00_149,王ノ命令　別勢力ノ排除,Royal Orders: Competition,ui\00_message\quest_info\q40000149_00.gmd,\quest\q40000149.arc,q40000149.arc,0
0,q40000148_00_148,王ノ命令　邪魔モノ排除,Royal Orders: Resolution,ui\00_message\quest_info\q40000148_00.gmd,\quest\q40000148.arc,q40000148.arc,0
0,q40000157_00_157,たくわえ、少ナイ,Running Out,ui\00_message\quest_info\q40000157_00.gmd,\quest\q40000157.arc,q40000157.arc,0
0,q40000281_00_282,うるさき者,Scoundrels,ui\00_message\quest_info\q40000281_00.gmd,\quest\q40000281.arc,q40000281.arc,0
0,q40000207_00_207,復讐してくれよぉ！,Seeking Vengeance!,ui\00_message\quest_info\q40000207_00.gmd,\quest\q40000207.arc,q40000207.arc,0
0,q40000145_00_145,オデ、強イ！！,Shaken!!,ui\00_message\quest_info\q40000145_00.gmd,\quest\q40000145.arc,q40000145.arc,0
0,q40000156_00_156,オデ、偉イ！！,Shaken!!,ui\00_message\quest_info\q40000156_00.gmd,\quest\q40000156.arc,q40000156.arc,0
0,q40000264_00_264,先手を打とうか,Shall We Strike First?,ui\00_message\quest_info\q40000264_00.gmd,\quest\q40000264.arc,q40000264.arc,0
0,q40300090_00_579,スペシャル任務,Special Mission,ui\00_message\quest_info\q40300090_00.gmd,\quest\q40300090.arc,q40300090.arc,0
0,q40000164_00_164,あんにゃろう！！,That Bastard!!,ui\00_message\quest_info\q40000164_00.gmd,\quest\q40000164.arc,q40000164.arc,0
0,q40000224_00_224,ああ、もうまたかよ！！,That's Enough!,ui\00_message\quest_info\q40000224_00.gmd,\quest\q40000224.arc,q40000224.arc,0
0,q40000151_00_151,王ノ好物,The King's Favorite,ui\00_message\quest_info\q40000151_00.gmd,\quest\q40000151.arc,q40000151.arc,0
0,q40000133_00_133,内緒で宝物持ってきて！,The Secret Treasure,ui\00_message\quest_info\q40000133_00.gmd,\quest\q40000133.arc,q40000133.arc,0
0,q40000244_00_244,ノイズの原因,The Source of the Noise,ui\00_message\quest_info\q40000244_00.gmd,\quest\q40000244.arc,q40000244.arc,0
0,q40000181_00_181,苦手なアレ,Those Bothersome Things,ui\00_message\quest_info\q40000181_00.gmd,\quest\q40000181.arc,q40000181.arc,0
0,q40000161_00_161,ドラワン周辺の脅威,Threat Surrounding Drawan,ui\00_message\quest_info\q40000161_00.gmd,\quest\q40000161.arc,q40000161.arc,0
0,q40000275_00_275,自給自足の心得,To Be Self-Sufficient,ui\00_message\quest_info\q40000275_00.gmd,\quest\q40000275.arc,q40000275.arc,0
0,q40000265_00_265,あれはどうにかしないと,To Be Taken Care Of,ui\00_message\quest_info\q40000265_00.gmd,\quest\q40000265.arc,q40000265.arc,0
0,q40000299_00_299,禁域探訪者への指示：取得物に関して,To Wasteland Explorers: About Finds,ui\00_message\quest_info\q40000299_00.gmd,\quest\q40000299.arc,q40000299.arc,0
0,q40000262_00_262,狩っておくよ,To the Hunt,ui\00_message\quest_info\q40000262_00.gmd,\quest\q40000262.arc,q40000262.arc,0
0,q40000198_00_198,白翼覚者隊・収集依頼　ザンドラ東部,White Wings: Collection (Eastern Zandora),ui\00_message\quest_info\q40000198_00.gmd,\quest\q40000198.arc,q40000198.arc,0
0,q40000138_00_138,白翼覚者隊・収集依頼　ミスリウ森林,White Wings: Collection (Mysree Forest),ui\00_message\quest_info\q40000138_00.gmd,\quest\q40000138.arc,q40000138.arc,0
0,q40000238_00_238,白翼覚者隊・収集依頼　ミスリウ森林,White Wings: Collection (Mysree Forest),ui\00_message\quest_info\q40000238_00.gmd,\quest\q40000238.arc,q40000238.arc,0
0,q40000218_00_218,白翼覚者隊・収集依頼　ミスリウ森林深部,White Wings: Collection (Mysree Grove),ui\00_message\quest_info\q40000218_00.gmd,\quest\q40000218.arc,q40000218.arc,0
0,q40000178_00_178,白翼覚者隊・収集依頼　バートランド北部,White Wings: Collection (Northern Betland),ui\00_message\quest_info\q40000178_00.gmd,\quest\q40000178.arc,q40000178.arc,0
0,q40000188_00_188,白翼覚者隊・協力要請　ザンドラ東部,White Wings: Cooperation (Eastern Zandora),ui\00_message\quest_info\q40000188_00.gmd,\quest\q40000188.arc,q40000188.arc,0
0,q40000128_00_128,白翼覚者隊・協力要請　ミスリウ森林,White Wings: Cooperation (Mysree Forest),ui\00_message\quest_info\q40000128_00.gmd,\quest\q40000128.arc,q40000128.arc,0
0,q40000228_00_228,白翼覚者隊・協力要請　ミスリウ森林,White Wings: Cooperation (Mysree Forest),ui\00_message\quest_info\q40000228_00.gmd,\quest\q40000228.arc,q40000228.arc,0
0,q40000208_00_208,白翼覚者隊・協力要請　ミスリウ森林深部,White Wings: Cooperation (Mysree Grove),ui\00_message\quest_info\q40000208_00.gmd,\quest\q40000208.arc,q40000208.arc,0
0,q40000168_00_168,白翼覚者隊・協力要請　バートランド北部,White Wings: Cooperation (Northern Betland),ui\00_message\quest_info\q40000168_00.gmd,\quest\q40000168.arc,q40000168.arc,0
0,q40000199_00_199,白翼覚者隊・納品依頼　ザンドラ東部,White Wings: Delivery (Eastern Zandora),ui\00_message\quest_info\q40000199_00.gmd,\quest\q40000199.arc,q40000199.arc,0
0,q40000139_00_139,白翼覚者隊・納品依頼　ミスリウ森林,White Wings: Delivery (Mysree Forest),ui\00_message\quest_info\q40000139_00.gmd,\quest\q40000139.arc,q40000139.arc,0
0,q40000239_00_239,白翼覚者隊・納品依頼　ミスリウ森林,White Wings: Delivery (Mysree Forest),ui\00_message\quest_info\q40000239_00.gmd,\quest\q40000239.arc,q40000239.arc,0
0,q40000219_00_219,白翼覚者隊・納品依頼　ミスリウ森林深部,White Wings: Delivery (Mysree Grove),ui\00_message\quest_info\q40000219_00.gmd,\quest\q40000219.arc,q40000219.arc,0
0,q40000179_00_179,白翼覚者隊・納品依頼　バートランド北部,White Wings: Delivery (Northern Betland),ui\00_message\quest_info\q40000179_00.gmd,\quest\q40000179.arc,q40000179.arc,0
0,q40000189_00_189,白翼覚者隊・討伐任務　ザンドラ東部,White Wings: Elimination (Eastern Zandora),ui\00_message\quest_info\q40000189_00.gmd,\quest\q40000189.arc,q40000189.arc,0
0,q40000129_00_129,白翼覚者隊・討伐任務　ミスリウ森林,White Wings: Elimination (Mysree Forest),ui\00_message\quest_info\q40000129_00.gmd,\quest\q40000129.arc,q40000129.arc,0
