"　一行はネド王子とは別の道を使い、ついに火垂れ山
の入り口まで辿り着いた。本格的な入山を前に拠点を
確保して、体制を整える必要があるとのことで、覚者
たちは一時帰還しているところだ
　王子が単独行動に走ってからというもの気になって
いることがある。メイロワ将軍をはじめとする解放軍
の面々は王子の、その思いを尊重するつもりではない
か――それは悪しき竜に有利に働くのではないかとい
うことだ
　解放軍にとってネド王子は主君ということになろ
う。主君の言動を家臣が否定するのは難しいことだ。
メイロワ将軍は明らかに昔気質のようだから、王子と
ともに殉じることが美徳と考えているかもしれない
　むろん、そのような振る舞いを認めることはできな
い。このレスタニアには何ひとつ良い影響をもたらさ
ないだろう
　覚者たちには、悪しき竜の討伐を最優先するように
伝えてある。彼らなら、わたしの真意を理解してくれ
るだろう。よそ者にしかできないことがあるのだ"," The arisen used a different path from
Prince Ned and finally arrived at
Firefall Mountain. They established a
base at the entrance to the mountain and
returned here to prepare.
 There is something that concerns me
about the prince running off by himself.
 The members of the Liberation Army intend
to respect the princes feelings. Could
that be an advantage for the Wicked Dragon?
 To the Liberation Army, Prince Ned is
their master. It is difficult for vassals
to reject their master's words or actions.
Meirova is an old fashioned man, he may
think the prince sacrificing himself as
virtuous.
 Of course, I can't accept his behavior.
Here in Lestania it would not have any
possitive effect.
 I told the arisen to prioritize defeating
Wicked Dragon. They should be able to
understand my true meaning. There are
some things only an outsider can do.",,,
"　覚者たちはフィンダムの精霊竜セシリーが与えてく
れるかりそめの加護を頼みにアッカーシェランへ乗り
込んだ
　しかし、かの地の状況は危機的なものだった。王都
メガドでの戦闘中に覚者たちが引き上げてから、解放
軍は総崩れとなり展望城まで敗走したとのこと。その
展望城に敵軍が襲いかかり、解放軍存亡の危機ともい
える戦局だった
　我が覚者たちの戦線復帰で展望城は辛くも守り切っ
たとのことでひとまず安堵する
我々の抱える問題を解放軍に伝えたところ、ネド王子
らは全面的な協力を約束してくれたようだ。大きな戦
闘に疲弊した解放軍が立ち直り次第、黒騎士討伐に乗
り出すことになる
　白竜の状況は依然として良くはない。焦燥が顔に出
ていなければ良いが"," The arisen recieved the faint amount of
divine protection from the Spirit Dragon
Cecily and headed off to Acre Selund.
 However Acre Selund was in a dire situation.
Due to the arisen retreating during the fight
in Megado, the Liberation Army was routed and
fled to Lookout Castle. The castle was under
attack by the enemy forces, and the Liberation
Army were fighting for their lives.
 The arisen managed to defend Lookout Castle
from the assault, giving us a moment of
relief.
 We told the Liberation Army of our predicament
and Prince Ned and the others promised their
full support. As soon as the army recuperates
they will head off to defeat the Black Knight.
 The White Dragon is still in bad condition.
I must not show my uneasiness.",,,
"　我らの覚者隊とアッカーシェラン解放軍の勇士たち
が、ついに悪しき竜を倒してくれた。惜しみのない喝
采と感謝の意をおくろうではないか
　また、王子の無謀な行動は、子供じみた感傷が原因
だと考えることもできるが、それよりも王子には、命
を落とすことになっても守りたいものがあったのだと
考えたい。やがて竜になる王子の名誉は遠い未来まで
守られねばならないのだ
　さて、悪しき竜が、覚者たちをアッカーシェランに
呼びつけたのは、言葉通りに、圧倒的な力に屈する世
界を見せつけることにあったらしい
　黒騎士との連携に見えたものは、黒騎士が悪しき竜
を利用しただけのことで、悪しき竜自身はただただ暴
力の象徴として振る舞うことが目的だったようだ
　強大な悪しき竜も、わかってみれば、利用された哀
れな怪物ということなのかもしれない。我々の、真の
敵は、悪しき竜、そして黒騎士の背後にいる何者か、
ということになろう
　その正体はおぼろげに見えてはいるが後日というこ
とにして、今はただ、ひとつの戦争の終わりを喜びた
い"," The arisen and the brave warriors from
Acre Selund's Liberation army have at last
defeated the Wicked Dragon. I applaud their
wondrous deeds.
 Prince Ned's reckless actions could have
been from a childish sentimentality, however
I would rather believe it was wanting to
protect something, even if it costed him
his life. We must protect the new Fire Dragon,
Prince Ned's, honor from here on.
 Now, the reason the Wicked Dragon called
the arisen to Acre Selund was to show them a
world that had submitted to his ultimate
power.
 The Black Knight was merely using him, his
goal was to have the Wicked Dragon be a symbol
of power.
 Even the all power Wicked Dragon was a sad
monster being controlled. Our true enemy is the
one behind the Wicked Dragon and the Black Knight.
 I can faintly see who they truly are, but I
shall leave it for a later day. For now, I just
want to enjoy the end of the war.",,,
"　悪しき竜は火垂れと呼ばれる山に住んでいるという
ネド王子はその火垂れ山を目指している。行き先はわ
かっているにもかかわらず王子に追いつくことができ
ない理由は、王子が王家の一族だけが知る秘密の道を
駆使していることが理由らしい
　絶対的な支援者、協力者たちを避けるという王子の
気持ちは、この老いた、固い頭では理解できそうにな
い。ついに接触できた時も、王子は、自分に任せてほ
しいと応じるだけだったと聞く
　重責から逃げ出したわけではないようだが、となれ
ば、どのような勝算があるのだろうか。いずれにして
も竜との決戦は近い。覚者たちの思いは複雑だろう
が、悪しき竜との戦いに心を向けるよう促しておこう"," The Wicked Dragon lives on a mountin
called Firefall Mountain. Prince Ned
is heading to that mountain. Despite
knowing his destination, the reason we
are not able to catch up to him is
because he used a secret path only
known to the royal family.
 This old man can not understand why the
prince is so adamant on avoiding assisstance
from anyone. Even when we made contact
with him, he merely said to leave it
to him.
  He does not seem to be running from his
duty. How does he expect to win? Either way,
the final battle with the dragon is near.
The arisen must feel confused, but I urge
them to concentrate on the battle with
the Wicked Dragon.",,,
"　白竜の衰弱が甚だしい。騎士団はブラッドオーブを
見つけ出しては白竜に捧げているが、効果は判然とし
ない
　覚者たちは擬竜から治癒の力を得ようとしたが、擬
竜は白竜が生み出す幻影。万策、現状は空しい結果に
終わっている
　悪い報せは続く。覚者たちの中には体調不良を訴え
る者が増え、倒れてしまった者も少なくはない
　竜力を絆として白竜と深く結びつく覚者たちが最も
影響を受けることは自明であった。今のところ、この
苦境を脱する方策は見つかってはいない
　悪しき竜の目的は明白だ。しかしそれがわかったと
ころで今は何になろう"," The White Dragon has been severely
weakened. The Knights are seeking out
blood orbs, but it is not apparent if
they are having an effect.
 The arisen tried to acquire some healing
power from the Phantasmic Dragon, but it
is a mere phantom born from the White
Dragon's power. It will certainly have
no effect.
 The bad news continues. The number of
arisen in bad condition is increasing,
there are several who have gone unconscious.
 The arisen whom are deeply bonded with
the White Dragon are the most effected.
Currently, I can see no way to fix the
crisis.
 The Wicked Dragon's goal is clear. However,
what can we possibly do about it now?",,,
"　盗賊ベルタの救出に向かったネド王子との再会は首
尾良く完了し、王子は無事に解放軍に合流した
　王子はすでに覚者になっていたこともわかり、解放
軍の士気はかつてないほどに高まったと聞く。また、
この活動における我らが覚者たちの活躍は目覚まし
く、その功績は誰もが認めるところらしい。我らの代
表としてかの地で戦う覚者たちには惜しみない賞讃
と感謝の意を送ろう
　とはいえ、問題はある。まず竜力の継承問題。たと
えネド王子が覚者であっても、竜の力の継承は、竜の
意志によって行われるもの。悪しき竜が侵略活動を続
ける限りこの問題の解決法を見いだすのは至難の業と
思われる
　悪しき竜が我らの覚者たちを呼び込んだ目的同様、
かの地に関する知識が集まらなくては判断が難しい"," The Liberation Army managed to safely
reunite with the prince heading to save
Bertha.
 We learned that the prince had already
become an Arisen, and the Liberation Army
was in high spirits. Furthermore everyone
recognized the exploits of our own Arisen.
I am honored by the Arisen acting as our
representative fighting in a distant land.
 However, there is a problem involving the
succession of the Fire Dragon's power. Even
if Ned is an arisen, the dragon is the one
that must enact the succession. As long as
the Wicked Dragon continues his invasion,
it is difficult to see a solution to this
problem.
 We must gather more information regarding
Acre Selund before solving this problem or
the question of why the Wicked Dragon brought
our Arisen here.",,,
"　解放軍は新たに拠点と定めた展望城から険しい山を
越え、王都メガド進攻の足がかりを計画通りに確保し
た
　以上は良い報せだ。ここで終わりたいところだが良
からぬ気配のする報せも記しておこう
　首都メガド陥落時に、敵に援軍があったという話は
幾度か出ていたらしい。そしてこの度、援軍に関する
情報が入ったという
　その援軍は、たったひとりの騎士であり、真っ黒な
鎧に身を包み、見事な采配と剣技で首都の防衛隊を蹴
散らしたのだという
　真っ黒な鎧の騎士――我々から覚者の統率を奪った
忌々しい仇敵を思い出さずにはいられない
　黒騎士は死んだ。もちろんそう信じているが、胸騒
ぎを覚えるのはわたしだけではないらしい"," The Liberation Army crossed the rugged
mountains from their new base in Lookout
Castle in order to secure a foothold for
their invasion of the Capital City Megado.
 I'd like to end this entry with nothing
but good news, however there is another
report that troubles me.
 I have heard many times that the enemy
had support when conquering the capital
city. This time I recieved word of who that
support was.
 They were a single knight, clad in black
armor, utilizing their strong leadership
and swordsmanship to make quick work of
the city's guards.
 A knight clad in black armor, It reminds
me of the dreaded knight that stole the
commander of our arisen away.
 I whole-heartedly believe the Black Knight
is dead, however certainly I am not the only
one concerned by this news.",,,
"　覚者たちは解放軍を率いるメイロワ将軍なる人物と
親交を結んだ
　齢７０を越える老戦士だが、性格は闊達にして、武
人としての品格も持ち合わせているようだ。若い戦士
たちが合議で物事を決めているものと思っていたが、
やはり軍隊には芯になる者が必要だ。話を聞く限り、
メイロワ将軍は、任に相応しい人物のように思える
　さて、もうひとつ特筆すべき報せがあった。かの地
を治めていたアッカー王家の末裔である１２歳のネド
王子が戦禍を逃れ、どこかで生きているらしい
　火竜は代々王家の者が継承することで生を繋ぐのが
習わしとのことだ。となれば、王子は本来、次代の火
竜となるべき存在
　メイロワ将軍はネド王子を解放軍に迎えることが消
えつつあるアッカーシェランの民たちの希望になると
信じているようだ
　もちろんわたしも信じたいが、不安もある。ネド王
子は果たして覚者なのであろうか。先代の火竜はネド
王子を覚者にしたのであろうか"," The Arisen befriended the leader of the
Liberation Army, General Meirova.
 He is an old soldier, however his 
personaility fits a capable warrior.
I had expected the younger warriors
decided everything through conference, 
but a military needs someone at the head.
From what I've heard, Meirova seems to be
fit for the job.
 There's one other news I should mention.
Prince Ned, a descendent of the rulers
of Acre Selund, the Acre royal family,
fled the war and is still alive somewhere.
 I have learned that the role of the
Fire Dragon is passed down from 
generation to generation in the royal
family. If that is true, then the prince
should be the next Fire Dragon.
 General Meirova believes adding the
prince to the Liberation Army will
rekindle the dwindling hope in the people.
 Naturally I want to believe too, but I
am a bit unsure. Did the previous Fire
Dragon actually make Prince Ned an Arisen?",,,
"　ネド王子には我々の想像以上の求心力があるよう
だ。過日、王子の不在を理由に解放軍への参加を断っ
たイェルハルドが全面協力を約束したらしい
　この周到な領主は、王子が本当に覚者であるか否か
を確認した上で恭順を誓ったらしい。敵であれば厄介
だが、味方となればこれほど頼もしい者はなかなか得
がたい。時と場所を問わず、領民の信を得ている者の
言葉は実に心強い
　一方、先の報告に記した懸念はまだ残っている上に
それ以前の段階で問題があるようだ。ネド王子は正真
正銘の覚者だが、王子を覚者にしたのは火竜である。
悪しき竜の竜力を継承できるか否かを確認する必要が
あるとのこと。考えてみれば至極当然のことだ
　確認のためにはネド王子が悪しき竜に接近する必要
があるから、護衛ということで我が覚者たちにもその
機会が訪れるはずだ。覚者たちの機転に期待しようで
はないか"," Prince Ned turned out to be more influential
than I had anticpated. Previously, Gerhard
had refused his cooperation, however now with
the Prince's help he pledged his full support.
 Gerhard was cautious, only pledging his
allegiance after it was confirmed wheter or
not the Prince was truly and arisen. He would
be a formidable foe, but as a friend he is
incredibly reliable. The words of a man who
always has the trust of the people is
reassuring.
 However the worry I wrote in my previous
remains. Even if Prince Ned is a true arisen,
the one who made him an arisen was the Fire
Dragon. We need to confirm whether or not
he can inherit the Wicked Dragon's Dragon 
Force. Now that I think about it, it seems
so obvious.
 In order to confirm it, Prince Ned needs to
come in contact with the Wicked Dragon. This
will allow our arisen, acting as his bodyguards,
to get close to the Wicked Dragon as well.",,,
"　レスタニア歴３２５年。白竜はひとりの覚者を自ら
の後継者に指名した。その瞬間に立ち会えたことは、
我が人生で最も名誉な、かつ、感慨深いことになろう
　継承の前に白竜が語った言葉をここに記す。おまえ
たち人間の絆が世界を救ってきたのだ。わたしは竜力
でその後押しをしているにすぎない。ならば、その竜
力も譲ればレスタニアは盤石ではないか。間違ってい
るだろうか、理は許すだろうか、試してみようではな
いか
　――我々は新たな世界のあり方を試すことになる。
心して、生きようではないか"," Lestania year 325. The White Dragon
has appointed a single arisen as his
heir. Being able to witness this event
is one of the greatest honors of my life.
 I will chronicle the White Dragon's words
before the succession. You humans' bonds
are what saved the world. My Dragon Force
is merely helping you along. If I offer
my Dragon Force to you will Lestania
remain firm? I would like to see
if it could work.
 We will attempt to create a new kind
of world.",,,
"　白竜の衰弱に伴ってレスタニアの自然環境は目に見
えて悪化してきたようだ。河川が澱み、悪臭を放つと
いう報告が入り始める
　騎士団はブラッド・オーブの効果がきわめて限定的
なものであることを認めた。最早アッカーシェランへ
乗り込んでいる覚者たちに期待するしかない。我々は
そこまで追い込まれていたのだ
　そして彼らは見事期待に応えてくれた。アッカーシ
ェラン解放軍の勇敢かつ献身的な助力を得て、覚者た
ちは黒騎士を倒し、目的の剣を持ち帰った。白竜は失
った竜力を取り戻し、生気を取り戻すに至る
　黒騎士を巡っては様々な疑念が残るが、今はただ白
竜の回復を喜びたい。竜は竜のみで生きるにあらず、
これは白竜の言葉だ。竜と人との関係が以前とは少々
変わったのかもしれない。皆でこの言葉を噛みしめよ
うではないか"," Lestania itself was suffereing along with
the White Dragon. There were reports that
the rivers were stagnating, and giving
off a horrendous stench.
 The Knights realized that the blood orbs
were only having a slight effect. There was
nothing else left but hope for the arisens
success.
 And so the arisen did succeed. With the
wonderful aid from the Liberation Army,
they managed to defeat the Black Knight
and brought back his sword. The White Dragon
regained his Dragon Force and his vitality.
 I still have many questions regarding the
Black Knight, however right now I merely
wish to rejoice in the White Dragon's recovery.
The White Dragon said that a dragon can
not live by oneself. The relation between
dragon and human is a strange one. Everyone
reflected on his words.",,,
"　悪しき竜の竜力はネド王子が継承可能であることが
確認された。これは、もし仮に、解放軍なり我が覚者
が“悪しき竜”を倒したとしても、アッカーシェラン
大陸は竜と竜力を失わずにすむということを意味して
いる
　アッカー王家に伝わる秘策を持ってすれば継承は可
能とのことなので、竜力の行方に関してはひと安心と
いうところだろうか
　さて、“悪しき竜”討伐のために、解放軍と覚者た
ちはまず、展望城なる城を攻め落とすことを最優先課
題とし、現在は城に詰めるオークどもを城壁の外に引
き寄せる作戦を展開中だ
　オークに陽動作戦は有効だ。かつて王家の威光の象
徴だった城を奪回することができれば、民心に与える
前向きな影響も大きい
　城、そして秘策のために、彼らの奮闘を期待しよう"," It has been confirmed that Prince Ned
can inherit the Dragon Force from the
Wicked Dragon. This means that if the
arisen can defeat the Wicked Dragon,
than Acre Selund can still keep its
Dragon and Dragon Force.
　If we enact the plan passed down through
the Acre royal family, then inheriting the
Dragon Force should be possible. This is
one matter that has finally been settled.
 Now, in order to defeat the Wicked Dragon,
the Liberation Army and the arisen are
working on taking back Lookout Castle.
Currently they are drawing out the orcs
occupying the castle outside of the castle
walls.
 Diversionary tactics are effective on
orcs. If we can take back the castle that
was once a symbol of the majesty of the
royal family, it should have a positive
affect on the morale of the people.
 I hope for a good outcome from the battle,
for the sake of the castle and the plan.",,,
"ヒールオーラまたはセイントオーラ展開中
自身の物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>"," Increases Physical and Magickal Defense power while Heal Aura
or Holy Aura are currently active.
<COL ffdc78>LV UP: Further increases Physical and Magickal Defense power.</COL>",,,
"　黒騎士の持つ剣を奪い、持ち帰ることができれば我
々は白竜の命を未来へと繋ぐことができる。覚者たち
はレスタニアの存亡をかけた戦いに今、赴いている。
わたしにできることは祈ることだけだ
　朗報は異国よりの使者によってもたらされた。フィ
ンダムで眠り続ける精霊竜に目覚めの兆しがあるとの
報せにわたしは腹を立てたことを告白しておく。それ
どころではないというのが本音だった
　しかし、この時だからこそ意味があると考える者も
おり、その意見に従い、信頼する、そして精霊竜セシ
リーとも親交のあった覚者を派遣した
　覚者たちは懐かしきミシアルの姿を見たのだとい
う。白竜が襲われた時にわたしが見たミシアルも幻で
はなかったのだろう
　精霊竜セシリーの目覚めはまだ訪れない。白竜を助
ける方法を知らせるために力を使ってくれたのであろ
う。まだ感謝の言葉が見つからない"," If we can steal the Black Knight's sword
and bring it back, then we can save the
White Dragon's life. The arisen are currently
heading towards the fight that will decide
Lestania's fate. All I can do is pray for
their success.
 Some good news arrived from a messanger
from Phindym. I must admit hearing news
that the Spirit Dragon who had been in
a deep slumber showed signs of awakening
frustrated me. It was slight, but it was
the truth.
 However there were those that thought that
the timing was not a coincidence. I trusted
in their judgement and sent the arisen
familiar with her.
 The arisen say they saw Mysial. Was the 
Mysial I saw when the White Dragon was
attacked not a phantom as well?
 The Spirit Dragon Cecily has still not
awakened. She used what power she had to
inform us of a way to save the White Dragon.
I have no idea how to possibly thank her
for this.",,,
