コンポジットロングボウ,Composite Longbow,,,
,,,,
カスタムロングボウ,Custom Longbow,,,
,,,,
ホワイトウルフボウ,White Wolf Bow,,,
,,,,
レッドパインボウ,Red Pine Bow,,,
,,,,
ウッドスタッフ,Wood Staff,,,
,,,,
ブルーケイン,Blue Cane,,,
,,,,
ハーミットワンド,Hermit Wand,,,
,,,,
パームフラワー,Palm Flower,,,
,,,,
パワーオブポーン,Power of Pawn,,,
,,,,
制魔の杖,Staff of Magickal Restraint,,,
,,,,
カッパーケイン,Copper Cane,,,
,,,,
ブロンズロッド,Bronze Rod,,,
,,,,
スパイクロッド,Spike Rod,,,
,,,,
パワーロッド,Power Rod,,,
,,,,
ラージウッド,Large Wood,,,
,,,,
オーヴァルシールド,Oval Shield,,,
,,,,
モノリス,Monolith,,,
,,,,
バトルシールド,Battle Shield,,,
,,,,
ナイツオナー,Knight's Honor,,,
,,,,
スクートゥム,Scutum,,,
,,,,
ウッディマジック,Woody Magick,,,
,,,,
キャヴァリーアームス,Cavalry Arms,,,
,,,,
シーフブレード,Thief's Blades,,,
,,,,
ブリゼペ,Brise-épéé,,,
,,,,
スリットダガー,Slit Daggers,,,
,,,,
スネークダガー,Snake Daggers,,,
,,,,
スナグダガー,Snagdaggers,,,
,,,,
グラディウス,Gladius,,,
,,,,
ガイドワンズ,Guide Wand,,,
,,,,
フェロウシャスホーン,Ferocious Horn,,,
,,,,
マジシャンズソート,Magician's Thought,,,
,,,,
パームトゥリーズ,Palm Trees,,,
,,,,
マジックインザケイジ,Magic in the Cage,,,
,,,,
スパイラルワンズ,Spiral Wand,,,
,,,,
メイジワンズ,Mage Wand,,,
,,,,
マジックボウ,Magick Bow,,,
,,,,
グノエツィール,Gnosir,,,
,,,,
ケンブレッヒャー,Kenn-brecher,,,
,,,,
ブロンツァボーゲン,Bronze Bogen,,,
,,,,
ドッペルシュプアー,Doppel Schütze,,,
,,,,
マギアキクロス,Mageia Kyklos,,,
,,,,
クヴェーレンクラフト,Quellenkraft,,,
,,,,
ツーハンデッドソード,Two-Handed Sword,,,
,,,,
バトルソード,Battle Sword,,,
亡都巨人兵,Ruins Giant Warrior,,,
,,,,
クレイモア,Claymore,,,
,,,,
グレートソード,Greatsword,,,
ゴブリンの尖兵,Goblin Vanguard,,,
,,,,
イラキリス,Iraklis,,,
ゴブリンの哨戒兵,Goblin Patrol,,,
,,,,
ジャッジハンマー,Judge's Hammer,,,
ゴブリンの補給兵,Goblin Reinforcement,,,
,,,,
トレイスピリナディシル,Treispirinadir,,,
オーク侵略兵,Orc Invader,,,
,,,,
プリムス,Primus,,,
キラービー進攻種,Invasive Killer Bee,,,
,,,,
メルギトゥル,Mergitur,,,
5本角のガルゴ,Galugo the Pentagram,,,
,,,,
フレミトゥ,Fremitu,,,
ガルゴの手下,Galugo's Minion,,,
,,,,
シンチェリタティス,Sinceritatis,,,
集いし,Flocking,,,
,,,,
ベネディクシオソーレ,Benedico Sole,,,
集いし,Flocking,,,
,,,,
ロクスソルス,Locus Solus,,,
集いし,Flocking,,,
,,,,
ソリトゥス,Solitus,,,
集いし,Flocking,,,
,,,,
リンロッドスクリュウ,Threaded Cudgel,,,
森乱のエイプ,Disturbed Forest Ape,,,
,,,,
カットラス,Cutlass,,,
囚われし,Captive,,,
囚われし,Captive,,,
,,,,
バスタードソード,Bastard Sword,,,
さまよえるポーン,Wandering Pawn,,,
,,,,
ブロードソード,Broadsword,,,
さまよえるポーン,Wandering Pawn,,,
,,,,
タイトチンクエディア,Tight Cinquedea,,,
さまよえるポーン,Wandering Pawn,,,
,,,,
モルゲンステルン,Morgenstern,,,
異形の大スケルトン,Large Deformed Skeleton,,,
,,,,
キャプテンズソウル,Captain's Soul,,,
精錬,Refined,,,
,,,,
バドデストラクション,Bud of Destruction,,,
人喰い,Man-Eating,,,
,,,,
ファルカタ,Falcata,,,
猛る,Fierce,,,
,,,,
サウザントスティング,Thousand Stings,,,
縄張り荒らしの巨人,Territorial Giant,,,
,,,,
センスオブワウンド,Sense of Wound,,,
縄張り荒らしの妖鳥,Territorial Demon Bird,,,
,,,,
バイティングクラブ,Biting Club,,,
オーク侵略兵,Orc Invader,,,
,,,,
シルバーレイピア,Silver Rapier,,,
砦破り,Fort-Breaker,,,
,,,,
トゥレイスリピーデス,Thrice-Repeat Death,,,
強襲の,Assault,,,
,,,,
コンクラーズブレード,Conclave Blade,,,
召喚されし牙竜,Summoned Fanged Dragon,,,
,,,,
スティングレイ,Stingray,,,
異形のオオカミ,Deformed Wolf,,,
,,,,
セイクリッドエッジ,Sacred Edge,,,
異形のゴブリン,Deformed Goblin,,,
,,,,
エルフィンリーフ,Elfin Leaf,,,
異形のゴブリン,Deformed Goblin,,,
,,,,
ブルートキラー,Brute Killer,,,
オーク尖兵,Orc Vanguard,,,
,,,,
ダークインテンション,Dark Intention,,,
オーク侵略兵,Orc Invader,,,
,,,,
フランキスカ,Francisca,,,
軍狼,Wolf Unit,,,
,,,,
インゴットクラブ,Ingot Club,,,
オーク軍指揮官,Orc Commander,,,
,,,,
マスターオブデュエル,Master of Duel,,,
オーク突撃兵,Orc Assailant,,,
,,,,
クロスチンクエディア,Crossed Cinquedea,,,
軍竜,Dragon Unit,,,
,,,,
スティールビーク,Steel Beak,,,
オーク追撃兵,Orc Pursuer,,,
,,,,
ゴールドスティング,Gold Sting,,,
オーク軍指揮官,Orc Commander,,,
,,,,
ヴァンキッシュエイジ,Vanquish Edge,,,
オーク突撃兵,Orc Assailant,,,
,,,,
ガラティン,Galatine,,,
オーク投撃兵,Orc Thrower,,,
,,,,
フェザリーペルテー,Feathery Pelta,,,
オーク軍少将,Orc Major General,,,
,,,,
宣誓の盾,Shield of Oaths,,,
番兵,Guard,,,
,,,,
純白の誓いの盾,Shield of the Pure White,,,
オーク兵,Orc Soldier,,,
,,,,
シルバーソーン,Silver Thorn,,,
オーク精鋭兵,Orc Elite,,,
,,,,
ティーバイスカード,Scarred Sentinel,,,
黒鉄の巨人兵,Black Iron Giant Warrior,,,
,,,,
キメラの紋章の盾,Mark of the Chimera,,,
錬魔スケルトン,Alchemized Skeleton,,,
,,,,
マークオブアリズン,Mark of the Arisen,,,
氷竜,Ice Dragon,,,
,,,,
シャインタルジュ,Shine Targe,,,
オーク残存兵,Orc Remnant,,,
,,,,
スタークシュトイツ,Stark Stolz,,,
錬魔ゴブリン,Alchemized Goblin,,,
,,,,
ボルドネス,Boldness,,,
紫銅の巨人兵,Copper Giant Warrior,,,
,,,,
神守り人の盾,Shield of the Divine Protector,,,
炎練,Flame training,,,
,,,,
ドラゴンズシェル,Dragon's Shell,,,
錬成強化グリフィン,Reinforcement Griffin,,,
,,,,
インビンシブルシェイプ,Invincible Shape,,,
錬魔ハーピー,Alchemized Harpy,,,
,,,,
エンブレムオブセインツ,Emblem of Saints,,,
錬成強化グリフィン,Reinforcement Griffin,,,
,,,,
ブラッディハイド,Bloody Hide,,,
錬魔ハーピー,Alchemized Harpy,,,
,,,,
アルチザンボウ,Artisan Bow,,,
,,,,
フリューテッドボウ,Fluted Bow,,,
,,,,
ランケボーゲン,Ranke Bogen,,,
,,,,
リバティーボウ,Liberty Bow,,,
,,,,
ビッグボウ,Big Bow,,,
時番,Time Bonus,,,
,,,,
ベゼルリュウズ,Bezel Crown,,,
鍵守り,Key Keeper,,,
,,,,
デヴァステイター,Devastator,,,
,,,,
ラスターアカンサス,Lustre Acanthus,,,
,,,,
ハンターボウ,Hunter Bow,,,
,,,,
ウイングリフィン,Griffinsbane,,,
,,,,
ハスクオブハイドラ,Hydra's Husk,,,
兎喰らいの,Rabbit-Eating,,,
,,,,
ハンドレッドマイルズ,Hundred Miles,,,
ビンシャの手下,Binsha's Henchman,,,
,,,,
アイデアルアクト,Ideal Act,,,
橋守のビンシャ,Binsha the Bridge-Keeper,,,
,,,,
スクロールヒルトボウ,Scroll Hilt Bow,,,
変種,Variant,,,
,,,,
クリシュナ,Krishna,,,
大喰いのラージリザード,Gluttonous Giant Saurian,,,
,,,,
エニグマ,Enigma,,,
黒狼団のローグ,Black Wolf Rogue,,,
,,,,
エクスマーキナー,Ex Machina,,,
黒狼団の首領,Black Wolf Leader,,,
,,,,
エルダーズアニマ,Elder's Anima,,,
,,,,
ガーンディーヴァ,Gandiva,,,
隠れ浜のならず者,Hidden Beach Rogue,,,
,,,,
ブライアシューター,Brier Shooter,,,
,,,,
フィトアヒロ,Phytoahero,,,
,,,,
スターディボウ,Sturdy Bow,,,
,,,,
ノーブルヒルトボウ,Noble Hilt Bow,,,
,,,,
オートアジャストボウ,Auto-Adjust Bow,,,
マーテル・ハーピー,Mother Harpy,,,
,,,,
ゼノン,Zenon,,,
棘角のギョームル,Gyumul the Spiked Horn,,,
,,,,
デアボリカ,Diabolica,,,
ギョームルの手下,Gyumul's Minion,,,
,,,,
アグリームグラス,Agleam Glass,,,
ルフローの亡霊,Specter of Ruflow,,,
,,,,
ローズウィズダム,Rose Wisdom,,,
村民の成れの果て,Former Villager,,,
,,,,
ドーンスタッフ,Dawn Staff,,,
青爪浜の,Blue Claw Beach,,,
,,,,
ネイチャーホウル,Nature's Whole,,,
グリッガの手下,Gurigga's Minion,,,
,,,,
イリュージョニスト,Illusionist,,,
緑鬼グリッガ,Gurigga the Green Demon,,,
,,,,
スカイアンカー,Sky Anchor,,,
唸り猿,Howler Ape,,,
,,,,
ピルグラムスケイン,Pilgrim's Cane,,,
裂き猿,Ripper Ape,,,
,,,,
パームツリートップ,Palm's Treetop,,,
豚喰い猿,Pig-Eating Ape,,,
,,,,
異界渡りの杖,Staff of Beyond the Rift,,,
,,,,
アイアンスタッフ,Iron Staff,,,
オールドグロウ・エント,Old Grown Ent,,,
,,,,
ポータルインジケーター,Portal Indicator,,,
古代種,Ancient,,,
,,,,
ネイルフリード,Nail Freed,,,
古代種,Ancient,,,
,,,,
ゴブリンディスミサル,Goblin Dismissal,,,
坑道荒らし,Tunnel Thief,,,
,,,,
ホワイトリベレーション,White Revelation,,,
宝狩りのグリフィン,Treasure Seeking Griffon,,,
,,,,
スペルキャスティング,Spellcasting,,,
盗掘種,Grave Robber,,,
,,,,
サイレントグレイス,Silent Grace,,,
奇種,Strange,,,
,,,,
カームリィクリング,Calmly Cling,,,
タイガーテール・サルファー,Sulfur Tiger-Tail,,,
,,,,
ファントムディセント,Phantom Descent,,,
スノーグーラー・ハーピー,Snow Gura Harpy,,,
,,,,
魔破の杖,Staff of Magickal Destruction,,,
妖歌のローレライ,Demon Songtress Lorelei,,,
,,,,
レラダフニ,Lela Daphne,,,
剛腕のコロッサス,Gowan the Colossus,,,
,,,,
ハートオブダークネス,Heart of Darkness,,,
オッドの精鋭,Odd's Elite,,,
,,,,
エトピリカ,Etupirka,,,
盾破りのオッド,Odd the Shield-Breaker,,,
,,,,
先駆者の杖,Staff of the Pathfinder,,,
レイクニュート,Lake Newt,,,
,,,,
アルパクティコ,Arpaktiko,,,
セラー湖の水竜,Water Dragon of Cellar Lake,,,
,,,,
レリックイーター,Relic-Eater,,,
葉影の密猟者,Shadow Poacher,,,
,,,,
ノクターン,Nocturne,,,
密猟者の護衛,Poacher Guard,,,
,,,,
パラレギプテロ,Para Regi Ptero,,,
忘れられた亡霊,Forgotten Specter,,,
,,,,
アヴァロンズビーコン,Avalon's Beacon,,,
目覚めし亡者,Enlightened Undead,,,
,,,,
ディアボリックタロン,Diabolic Talon,,,
さまよう亡者,Wandering Undead,,,
,,,,
オルマイティーズアイ,Almighty's Eye,,,
帰還のヨトン,Yoton the Returned,,,
,,,,
ディバインイメージ,Divine Image,,,
コバルトニュート,Cobalt Newt,,,
,,,,
トウィンクルヴィーナス,Twinkle Venus,,,
遠征準備の小隊長,Battle-Ready Platoon Leader,,,
,,,,
ヘルズペイン,Hell's Pain,,,
オーク遊撃兵,Orc Spy,,,
,,,,
サインオブマーシー,Sign of Mercy,,,
オーク偵察兵,Orc Spy,,,
,,,,
フューリーロンド,Fury Rondeau,,,
強化養成ワーグ,Strength Training Warg,,,
,,,,
バーデンオブシン,Burden of Sin,,,
魔犬飼育担当兵長,Kennel Keeper,,,
,,,,
シルバースパイン,Silver Spine,,,
魔犬飼育担当兵,Dog Catcher,,,
,,,,
パトリオットストーン,Patriot Stone,,,
双牙の軍竜ベヘモット,Bifang Military Dragon Behemoth,,,
淀みの泥人形,Clay Doll of Stagnation,,,
淀みの水精,Crystal of Stagnation,,,
,,,,
セイヴァーボーン,Savior Borne,,,
泉の徘徊霊,Wandering Spirit of the Spring,,,
,,,,
ガイアセプター,Gaia Scepter,,,
,,,,
ハンズオブレイン,Hands of Rain,,,
泉の徘徊霊,Wandering Spirit of the Spring,,,
泉の徘徊霊,Wandering Spirit of the Spring,,,
,,,,
ストリクトルーリング,Strict Ruling,,,
泉の徘徊霊,Wandering Spirit of the Spring,,,
,,,,
ブリリアンス,Brilliance,,,
エルフイーター・,Elf Eater,,,
,,,,
レアウドンウォール,Rare Wooden Wall,,,
錆鉄の巨人兵,Rusted Iron Giant Warrior,,,
,,,,
メガリス,Megalith,,,
錆鉄の錬魔ゴブリン,Rusted Alchemized Goblin,,,
,,,,
ブルーカイト,Blue Kite,,,
メルゴダ巡視兵団,Mergoda Patrol Corps,,,
,,,,
シャトーシェード,Setzschild,,,
メルゴダ女守官,Mergoda Female Officer,,,
,,,,
ライアコンヘッド,Embossed Head,,,
ザンドラ・バルバロイ,Zandora Barbarian,,,
,,,,
バロールグレア,Valor Glare,,,
ザンドラ・バルバロイ,Zandora Barbarian,,,
,,,,
バスティオン,Bastion,,,
ザンドラ・バルバロイ,Zandora Barbarian,,,
,,,,
マークオブアドバンス,Mark of the Advance,,,
ザンドラ・バルバロイ,Zandora Barbarian,,,
,,,,
エンジェルスキン,Angelskin,,,
ザンドラ・バルバロイ,Zandora Barbarian,,,
,,,,
ゾンビグレイブ,Zombie Grave,,,
ザンドラ・バルバロイ,Zandora Barbarian,,,
,,,,
チェインドセパルカ,Chained Sepulchre,,,
ザンドラ・バルバロイ,Zandora Barbarian,,,
,,,,
タイラントスケイル,Tyrant's Scale,,,
大将級オーク残党頭,Orc General Remnant,,,
,,,,
エヴァーブレイブ,Everbrave,,,
オーク残党兵,Orc Remnants,,,
,,,,
セイヴァーフォート,Savior Fort,,,
オーク残党兵,Orc Remnants,,,
,,,,
フェイタルダイアグラム,Fatal Diagram,,,
嘆きのモーラ,Wailing Mora,,,
,,,,
ビザンティンガード,Byzantine Guard,,,
白獅子アルバス,White Lion Albus,,,
,,,,
ウィザードオブウィザード,Wizard's Vizard,,,
斥候のコロッサス,Colossus Patrol,,,
,,,,
エンゲイジメント,Engagement,,,
,,,,
デッドマンズウォール,Dead Man's Wall,,,
強襲用コロッサス,Assault Colossus,,,
,,,,
ヘヴンズドア,Heaven's Door,,,
,,,,
プラタナス,Platanus,,,
不浄の土人形,Foul Earth Figure,,,
,,,,
アンブレイカブル,Unbreakable,,,
不浄の肉塊虫,Foul Meat Lump,,,
,,,,
ブラックアイギス,Black Aegis,,,
炎熱のジオゴーレム,Torrid Geo Golem,,,
,,,,
ヘルズキーパー,Hell's Keeper,,,
テイムド・,Tamed,,,
,,,,
イルミナティーズウォッチ,Illuminati's Watch,,,
テイマー・バルバロイ,Tamer Barbarian,,,
,,,,
デュアルセンチネル,Dual Sentinel,,,
虚ろの処刑人,Hollow Executioner,,,
,,,,
Ｄ.Ｒ.Ｉ.Ｐ.,D.R.I.P.,,,
,,,,
ウェイキングディザスター,Waking Disaster,,,
祠の守兵,Shrine Guard,,,
,,,,
バルディッシュダガー,Bardiche Daggers,,,
合成用ゴブリンアルケミー,Synthetic Alchemized Goblin,,,
,,,,
スロートカッター,Throatcutters,,,
合成用アイ,Synthetic Eye,,,
,,,,
スティレット,Stilettos,,,
メルガン・エンジニア,Mergan Engineer,,,
,,,,
ヴォウジェダガー,Vouge Daggers,,,
ギガン・マキナ・カスタム,Giga Machina Custom,,,
,,,,
ダキアエネシス,Daciaensis,,,
,,,,
ヘブンリーエッジ,Heavenly Edge,,,
クローン・ズール,Clone Zuhl,,,
,,,,
シニストラ,Sinistra,,,
先発隊長,Vanguard Commander,,,
,,,,
ブッシュワッカー,Bushwackers,,,
切込隊長,Raid Commander,,,
,,,,
トリスケーレ,Triskele,,,
先発兵,Vanguard Soldier,,,
,,,,
リザードスタッフド,Saurian's Bane,,,
,,,,
ヒロイックスピアー,Heroic Spears,,,
,,,,
ブリッツダガー,Blitz Daggers,,,
,,,,
トータルエングレイバー,Total Engravers,,,
,,,,
クライシスアヴォイド,Crisis Avoid,,,
,,,,
ライオンハーテッド,Lionhearted,,,
,,,,
プレージュドー,Prejuízo,,,
,,,,
ライジングサン,Rising Sun,,,
,,,,
サドネスアンドグラドネス,Sadness and Gladness,,,
,,,,
ニルヴァーナ,Nirvana,,,
,,,,
アポプトーシス,Apoptosis,,,
呪われた骸,Cursed Skeleton,,,
,,,,
ダンスマカブル,Danse Macabre,,,
呪われた魔女,Cursed Witch,,,
,,,,
プレデターファング,Predator Fang,,,
呪われた女帝,Cursed Empress,,,
,,,,
クリスナーガヴェイン,Kris Naga Vein,,,
,,,,
アゾット,Azoth,,,
,,,,
スピリッツエッジ,Spirit's Edge,,,
討伐対象,Suppression Target,,,
,,,,
クロノススレイヤー,Chronos Slayer,,,
レイド・,Raid,,,
,,,,
フィアーデストラクション,Fear Destruction,,,
路番の,Path-Guard,,,
,,,,
クレセントワンズ,Crescent Wand,,,
路番の,Path-Guard,,,
,,,,
フィアスホーン,Fierce Horn,,,
穢れの助神官,Defiled Assistant Priest,,,
,,,,
マジカルブランチ,Magickal Branch,,,
穢れの土人形,Defiled Earth Figure,,,
,,,,
エクリプス,Eclipse,,,
穢れの信徒,Defiled Follower,,,
,,,,
ソーサラーワンズ,Sorcerer's Wand,,,
亡者司祭メンヴィル,Menvili the Undead Priest,,,
,,,,
ソウルハーヴェスト,Soul Harvest,,,
疫呪の使徒,Plague Apostle,,,
,,,,
ルナサーガ,Lunar Saga,,,
ムジナ団狼使い,Badger Wolf Tamer,,,
,,,,
ヴァリアントホーン,Valiant Horn,,,
テイムド・ダイアウルフ,Tamed Direwolf,,,
,,,,
ツイストサーペント,Twisted Serpent,,,
ブリア宝奪団,Breya Treasure Bandit,,,
,,,,
グラブドハート,Grabbed Heart,,,
,,,,
イビルアイスペシメンス,Evil Eye Specimen,,,
財宝守りの海竜,Sea Dragon the Treasure Guardian,,,
,,,,
エンシャントホーン,Ancient Horn,,,
,,,,
パイアスルーツ,Pious Roots,,,
,,,,
リリースオブフォーチュン,Release of Fortune,,,
水路の大猿,Dread Ape of the Aqueduct,,,
,,,,
イデアライズ,Idealise,,,
,,,,
フライトラズリーン,Flight Lazurine,,,
魔獅子シンガ,Magic Lion Singa,,,
,,,,
エキストラクター,Extractor,,,
ピット・,Pit,,,
,,,,
グレイスオブアポロ,Grace of Apollo,,,
,,,,
ルズレスエンフォーサー,Ruthless Enforcer,,,
ボルドバンガー・,Volden Banger,,,
,,,,
アビスドゥエラー,Abyss Dweller,,,
強炭性,Charcoal Sludgeman,,,
,,,,
サインオブメナス,Sign of Menace,,,
,,,,
フィロソフィア,Philosophia,,,
ムジナ団頭領,Badger Chieftain,,,
,,,,
邪眼の大杖,Archistaff of the Evil Eye,,,
ムジナ団員,Badger Member,,,
,,,,
デビュデラヴィ,Début de la Vie,,,
ケイブ・,Cave,,,
,,,,
レゾンデートル,Raison D'être,,,
,,,,
パーペチュアルダーク,Perpetual Dark,,,
カタコンベ・プリースト,Catacombs Priest,,,
,,,,
解放者の錫杖,Archistaff of the Liberator,,,
カタコンベの守兵,Catacombs Guard,,,
,,,,
パピヨンレーヴ,Papillon Rêve,,,
,,,,
ヴィクトリーズヘラルド,Victory's Herald,,,
,,,,
シュルトウントズューネ,Schild und Sühne,,,
,,,,
ムーンナハトシュテル,Mondnacht Schütteln,,,
,,,,
モルゲングリューエン,Morgenglühen,,,
,,,,
グルックスラッド,Glücksrad,,,
,,,,
アスプロネライダ,Aspro Neraida,,,
,,,,
ヴォルテクスフロウ,Vortex Flow,,,
,,,,
ガンボルツァイト,Gunvoltzeit,,,
いびき鳴り,Snoring,,,
,,,,
ツァウバークラフト,Zauberkraft,,,
魔女の従僕,Witch's Servant,,,
,,,,
ヴァイスメルクマール,Weiß Merkmale,,,
魔女マリヴェラ,Maribel the Witch,,,
,,,,
デンメルングリヒト,Dämmerungslicht,,,
魔女の従僕,Witch's Servant,,,
,,,,
ミーテムサイカーシス,Metempsychosis,,,
死体齧りの,Corpse-Eating,,,
,,,,
ケーリュケイオン,Kerukeion,,,
グレイブワーグ,Gravewarg,,,
,,,,
ジークシュトラーセ,Siegstraße,,,
戦鬼ゲソム,Gesomu the War Demon,,,
,,,,
クーニストラウム,Kunstraum,,,
戦鬼の副官,War Demon's Lieutenant,,,
,,,,
レリジャスビヨンド,Religious Beyond,,,
蒼葉の,Blue Leaf,,,
,,,,
ゴルトイーファイ,Goldify,,,
蒼葉の,Blue Leaf,,,
,,,,
アンフィニッシュド,Unfinished,,,
“白い災厄”エルダーアングルス,"""White Calamity"" Elder Angules",,,
,,,,
グロスグラウベン,Großglauben,,,
影穴の軍狼,Wolf of Shadows,,,
,,,,
ファーサイテッドアイ,Farsighted Eye,,,
影穴の部隊兵,Troop of Shadows,,,
,,,,
フィトスポロス,Phytospóros,,,
神花の,God Flower,,,
,,,,
クリフォプロセウケー,Krifo Proseuché,,,
,,,,
レイゼホフヌン,Reize Hoffnung,,,
,,,,
ブレデスモス,Vredesmos,,,
ケイブ・,Cave,,,
,,,,
ガラントボーゲン,Galant Bogen,,,
テゴル不死兵,Tegol the Immortal,,,
,,,,
ハイリガーベルグ,Heiliger Berg,,,
納骨堂の屍食鬼,Ossuary Ghoul,,,
,,,,
ケッツァーツウィリンゲ,Ketzer Zwillinge,,,
ドラワン不死兵,Dolan the Immortal,,,
,,,,
フラウスゲフュール,Frausgefühl,,,
ピット・,Pit,,,
,,,,
フィナーレンシュラグ,Finalen Schlag,,,
魔女ノシュギア,Witch Noshgear,,,
,,,,
エンピリアルフォース,Empyreal Force,,,
ピット・,Pit,,,
,,,,
レイジングトゥルース,Raging Truth,,,
分隊,Squad,,,
,,,,
ウォーブレード,Warblade,,,
封呪の,Runed,,,
,,,,
シャープコルム,Sharp Column,,,
