0,,グリプスマント,Gryphus Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19663,,Item Name
0,,サバイバーズケープ,Survivor's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19688,,Item Name
0,,望郷のクローク,Cloak of Nostalgia,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19689,,Item Name
0,,望郷のクローク,Cloak of Nostalgia,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19690,,Item Name
0,,望郷のクローク,Cloak of Nostalgia,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19691,,Item Name
0,,望郷のクローク,Cloak of Nostalgia,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19692,,Item Name
0,,望郷のクローク,Cloak of Nostalgia,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19693,,Item Name
0,,サージェントクローク,Sergeant's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19694,,Item Name
0,,サージェントクローク,Sergeant's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19695,,Item Name
0,,サージェントクローク,Sergeant's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19696,,Item Name
0,,サージェントクローク,Sergeant's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19697,,Item Name
0,,サージェントクローク,Sergeant's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19698,,Item Name
0,,白竜のマント,White Dragon's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19699,,Item Name
0,,白竜のマント,White Dragon's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19700,,Item Name
0,,白竜のマント,White Dragon's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19701,,Item Name
0,,白竜のマント,White Dragon's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19702,,Item Name
0,,白竜のマント,White Dragon's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19703,,Item Name
0,,サウダージマフラー,Saudade Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19704,,Item Name
0,,サウダージマフラー,Saudade Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19705,,Item Name
0,,サウダージマフラー,Saudade Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19706,,Item Name
0,,サウダージマフラー,Saudade Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19707,,Item Name
0,,サウダージマフラー,Saudade Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19708,,Item Name
0,,騎士団員のクローク,Cavalier's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19709,,Item Name
0,,騎士団員のクローク,Cavalier's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19710,,Item Name
0,,騎士団員のクローク,Cavalier's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19711,,Item Name
0,,騎士団員のクローク,Cavalier's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19712,,Item Name
0,,騎士団員のクローク,Cavalier's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19713,,Item Name
0,,オーダーケープ,Order Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19714,,Item Name
0,,オーダーケープ,Order Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19715,,Item Name
0,,オーダーケープ,Order Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19716,,Item Name
0,,オーダーケープ,Order Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19717,,Item Name
0,,オーダーケープ,Order Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19718,,Item Name
0,,調停者のマント,Arbitrator's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19719,,Item Name
0,,調停者のマント,Arbitrator's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19720,,Item Name
0,,調停者のマント,Arbitrator's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19721,,Item Name
0,,調停者のマント,Arbitrator's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19722,,Item Name
0,,調停者のマント,Arbitrator's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19723,,Item Name
0,,大覚者のマント,Great Arisen's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19724,,Item Name
0,,大覚者のマント,Great Arisen's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19725,,Item Name
0,,大覚者のマント,Great Arisen's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19726,,Item Name
0,,大覚者のマント,Great Arisen's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19727,,Item Name
0,,大覚者のマント,Great Arisen's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19728,,Item Name
0,,ガルーダマント,Garuda Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19729,,Item Name
0,,ガルーダマント,Garuda Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19730,,Item Name
0,,ガルーダマント,Garuda Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19731,,Item Name
0,,ガルーダマント,Garuda Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19732,,Item Name
0,,ガルーダマント,Garuda Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19733,,Item Name
0,,ショルダーケープ,Shoulder Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19734,,Item Name
0,,ショルダーケープ,Shoulder Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19735,,Item Name
0,,ショルダーケープ,Shoulder Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19736,,Item Name
0,,ショルダーケープ,Shoulder Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19737,,Item Name
0,,ショルダーケープ,Shoulder Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19738,,Item Name
0,,さすらい人のマフラー,Wanderer's Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19739,,Item Name
0,,さすらい人のマフラー,Wanderer's Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19740,,Item Name
0,,さすらい人のマフラー,Wanderer's Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19741,,Item Name
0,,さすらい人のマフラー,Wanderer's Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19742,,Item Name
0,,さすらい人のマフラー,Wanderer's Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19743,,Item Name
0,,ノーマッドクローク,Nomad Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19744,,Item Name
0,,ノーマッドクローク,Nomad Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19745,,Item Name
0,,ノーマッドクローク,Nomad Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19746,,Item Name
0,,ノーマッドクローク,Nomad Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19747,,Item Name
0,,ノーマッドクローク,Nomad Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19748,,Item Name
0,,フェザークローク,Feather Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19749,,Item Name
0,,フェザークローク,Feather Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19750,,Item Name
0,,フェザークローク,Feather Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19751,,Item Name
0,,フェザークローク,Feather Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19752,,Item Name
0,,フェザークローク,Feather Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19753,,Item Name
0,,旅人のクローク,Traveler's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19754,,Item Name
0,,旅人のクローク,Traveler's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19755,,Item Name
0,,旅人のクローク,Traveler's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19756,,Item Name
0,,旅人のクローク,Traveler's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19757,,Item Name
0,,旅人のクローク,Traveler's Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19758,,Item Name
0,,ベーシックケープ,Basic Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19759,,Item Name
0,,ベーシックケープ,Basic Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19760,,Item Name
0,,ベーシックケープ,Basic Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19761,,Item Name
0,,ベーシックケープ,Basic Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19762,,Item Name
0,,ベーシックケープ,Basic Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19763,,Item Name
0,,騎士のマント,Knight's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19764,,Item Name
0,,騎士のマント,Knight's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19765,,Item Name
0,,騎士のマント,Knight's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19766,,Item Name
0,,騎士のマント,Knight's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19767,,Item Name
0,,騎士のマント,Knight's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19768,,Item Name
0,,漆黒のマフラー,Jet Black Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19769,,Item Name
0,,漆黒のマフラー,Jet Black Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19770,,Item Name
0,,漆黒のマフラー,Jet Black Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19771,,Item Name
0,,漆黒のマフラー,Jet Black Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19772,,Item Name
0,,漆黒のマフラー,Jet Black Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19773,,Item Name
0,,ワンダークローク,Cloak of Wonder,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19774,,Item Name
0,,ワンダークローク,Cloak of Wonder,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19775,,Item Name
0,,ワンダークローク,Cloak of Wonder,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19776,,Item Name
0,,ワンダークローク,Cloak of Wonder,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19777,,Item Name
0,,ワンダークローク,Cloak of Wonder,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19778,,Item Name
0,,インスペクターケープ,Inspector's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19779,,Item Name
0,,インスペクターケープ,Inspector's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19780,,Item Name
0,,インスペクターケープ,Inspector's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19781,,Item Name
0,,インスペクターケープ,Inspector's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19782,,Item Name
0,,インスペクターケープ,Inspector's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19783,,Item Name
0,,ビーストケーブ,Beast Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19784,,Item Name
0,,ビーストケーブ,Beast Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19785,,Item Name
0,,ビーストケーブ,Beast Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19786,,Item Name
0,,ビーストケーブ,Beast Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19787,,Item Name
0,,ビーストケーブ,Beast Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19788,,Item Name
0,,ダークプルムクローク,Dark Plume Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19789,,Item Name
0,,ダークプルムクローク,Dark Plume Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19790,,Item Name
0,,ダークプルムクローク,Dark Plume Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19791,,Item Name
0,,ダークプルムクローク,Dark Plume Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19792,,Item Name
0,,ダークプルムクローク,Dark Plume Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19793,,Item Name
0,,ガーディアンズケープ,Guardian's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19794,,Item Name
0,,ガーディアンズケープ,Guardian's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19795,,Item Name
0,,ガーディアンズケープ,Guardian's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19796,,Item Name
0,,ガーディアンズケープ,Guardian's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19797,,Item Name
0,,ガーディアンズケープ,Guardian's Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19798,,Item Name
0,,覚者のマント,Arisen's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19799,,Item Name
0,,覚者のマント,Arisen's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19800,,Item Name
0,,覚者のマント,Arisen's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19801,,Item Name
0,,覚者のマント,Arisen's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19802,,Item Name
0,,覚者のマント,Arisen's Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19803,,Item Name
0,,闘士のマント,Militant Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19804,,Item Name
0,,闘士のマント,Militant Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19805,,Item Name
0,,闘士のマント,Militant Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19806,,Item Name
0,,闘士のマント,Militant Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19807,,Item Name
0,,闘士のマント,Militant Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19808,,Item Name
0,,ロフティネスケープ,Loftiness Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19809,,Item Name
0,,ロフティネスケープ,Loftiness Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19810,,Item Name
0,,ロフティネスケープ,Loftiness Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19811,,Item Name
0,,ロフティネスケープ,Loftiness Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19812,,Item Name
0,,ロフティネスケープ,Loftiness Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19813,,Item Name
0,,ビクトリーケープ,Victory Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19814,,Item Name
0,,ビクトリーケープ,Victory Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19815,,Item Name
0,,ビクトリーケープ,Victory Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19816,,Item Name
0,,ビクトリーケープ,Victory Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19817,,Item Name
0,,ビクトリーケープ,Victory Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19818,,Item Name
0,,歌姫のクローク,Songstress' Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19819,,Item Name
0,,歌姫のクローク,Songstress' Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19820,,Item Name
0,,歌姫のクローク,Songstress' Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19821,,Item Name
0,,歌姫のクローク,Songstress' Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19822,,Item Name
0,,歌姫のクローク,Songstress' Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19823,,Item Name
0,,ディープフォレストマント,Deep Forest Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19824,,Item Name
0,,ディープフォレストマント,Deep Forest Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19825,,Item Name
0,,ディープフォレストマント,Deep Forest Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19826,,Item Name
0,,ディープフォレストマント,Deep Forest Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19827,,Item Name
0,,ディープフォレストマント,Deep Forest Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19828,,Item Name
0,,ラプターマント,Raptor Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19829,,Item Name
0,,ラプターマント,Raptor Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19830,,Item Name
0,,ラプターマント,Raptor Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19831,,Item Name
0,,ラプターマント,Raptor Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19832,,Item Name
0,,ラプターマント,Raptor Mantle,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19833,,Item Name
0,,ブルータルケープ,Brutal Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19834,,Item Name
0,,ブルータルケープ,Brutal Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19835,,Item Name
0,,ブルータルケープ,Brutal Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19836,,Item Name
0,,ブルータルケープ,Brutal Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19837,,Item Name
0,,ブルータルケープ,Brutal Cape,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19838,,Item Name
0,,レジェンダリークローク,Legendary Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19839,,Item Name
0,,レジェンダリークローク,Legendary Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19840,,Item Name
0,,レジェンダリークローク,Legendary Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19841,,Item Name
0,,レジェンダリークローク,Legendary Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19842,,Item Name
0,,レジェンダリークローク,Legendary Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19843,,Item Name
0,,流浪のマフラー,Roving Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19844,,Item Name
0,,流浪のマフラー,Roving Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19845,,Item Name
0,,流浪のマフラー,Roving Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19846,,Item Name
0,,流浪のマフラー,Roving Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19847,,Item Name
0,,流浪のマフラー,Roving Muffler,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19848,,Item Name
0,,黒縛のクローク,Blackbound Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19849,,Item Name
0,,黒縛のクローク,Blackbound Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19850,,Item Name
0,,黒縛のクローク,Blackbound Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19851,,Item Name
0,,黒縛のクローク,Blackbound Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19852,,Item Name
0,,黒縛のクローク,Blackbound Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19853,,Item Name
0,,ロイヤルクローク,Royal Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19854,,Item Name
0,,ロイヤルクローク,Royal Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19855,,Item Name
0,,ロイヤルクローク,Royal Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19856,,Item Name
0,,ロイヤルクローク,Royal Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19857,,Item Name
0,,ロイヤルクローク,Royal Cloak,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19858,,Item Name
