156,EVENT_NAME_st0120ev000,フィンダムへ降り立つ,Landing at Phindym,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,156,,Cutscene Name
160,EVENT_NAME_st0120ev005,廃村と化した故郷,Abandoned hometown,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,160,,Cutscene Name
161,EVENT_NAME_st0120ev010,精霊竜の来襲,Coming of the Spirit Dragon,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,161,,Cutscene Name
162,EVENT_NAME_st0120ev015,ダナ村での再会,Reunion at Dana Village,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,162,,Cutscene Name
186,EVENT_NAME_st0120ev017,精霊槍の使い手,Spirit spear user,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,186,,Cutscene Name
167,EVENT_NAME_st0120ev020,ロイグの復讐,Loeg's Revenge,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,167,,Cutscene Name
168,EVENT_NAME_st0120ev025,ロイグ逃亡,Loeg Escapes,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,168,,Cutscene Name
169,EVENT_NAME_st0120ev030,フィンダムの未来を託す,Phindym's future is entrusted to us.,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,169,,Cutscene Name
170,EVENT_NAME_st0120ev035,開門,Open the door,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,170,,Cutscene Name
180,EVENT_NAME_st0120ev040,間に合わない竜,Dragon that cannot be saved in time,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,180,,Cutscene Name
185,EVENT_NAME_st0120ev045,未来の予告,Future notice,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,185,,Cutscene Name
335,EVENT_NAME_st0120ev050,滅びの渦,An Omen of Destruction,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,335,,Cutscene Name
157,EVENT_NAME_st0121ev000,フィンダムの魔物との遭遇,Encountering the monsters of Phindym,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,157,,Cutscene Name
158,EVENT_NAME_st0121ev005,礎を探す,Find the Cornerstone,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,158,,Cutscene Name
159,EVENT_NAME_st0121ev010,礎の発見,Cornerstone Discoveries,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,159,,Cutscene Name
176,EVENT_NAME_st0122ev000,原始の雫を守る魔物との遭遇,Encounter with monsters guarding the pristine drops,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,176,,Cutscene Name
201,EVENT_NAME_st0122ev005,原始の雫を守る魔物を討伐,Defeat the foe(s) guarding the primordial drops,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,201,,Cutscene Name
163,EVENT_NAME_st0123ev000,セシリーの故郷,Cecily's Hometown,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,163,,Cutscene Name
164,EVENT_NAME_st0123ev005,セシリーの気持ち,Cecily's feelings,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,164,,Cutscene Name
204,EVENT_NAME_st0124ev000,EX2.2導入デモ,EM2.2 Introduction Demo,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,204,,Cutscene Name
205,EVENT_NAME_st0124ev005,EX2.2アドタラスク登場開始デモ,EM2.2 Adtarasque Appears Introduction Demo,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,205,,Cutscene Name
206,EVENT_NAME_st0124ev010,EX2.2アドタラスク討伐デモ,EM2.2 Defeating Adtarasque Demo,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,206,,Cutscene Name
233,EVENT_NAME_st0130ev000,戦場の只中へ,Into the midst of battle,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,233,,Cutscene Name
234,EVENT_NAME_st0130ev005,ジリアンとの出遭い,Meet Gillian,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,234,,Cutscene Name
235,EVENT_NAME_st0130ev010,絶望の大地,Land of Despair,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,235,,Cutscene Name
236,EVENT_NAME_st0130ev015,捕虜奪還,Prisoner Retrieval,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,236,,Cutscene Name
237,EVENT_NAME_st0130ev020,探し人,searcher,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,237,,Cutscene Name
307,EVENT_NAME_st0130ev022,迫る魔軍戦車,The approaching demon army tanks,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,307,,Cutscene Name
238,EVENT_NAME_st0130ev025,襲われた村,Attacked Village,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,238,,Cutscene Name
239,EVENT_NAME_st0130ev030,老将軍メイロワ,Meirova the Veteran General,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,239,,Cutscene Name
242,EVENT_NAME_st0131ev000,閉ざされた門,Closed gate,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,242,,Cutscene Name
247,EVENT_NAME_st0131ev005,王子は覚者か？,Is the prince an Arisen?,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,247,,Cutscene Name
291,EVENT_NAME_st0131ev010,EX3.0導入デモ,EM3.0 Introduction demon,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,291,,Cutscene Name
252,EVENT_NAME_st0132ev000,魔軍への奇襲,Surprise Attack on the Demon Army,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,252,,Cutscene Name
253,EVENT_NAME_st0132ev005,悪しき竜との対峙,Confronting the Evil Dragon,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,253,,Cutscene Name
255,EVENT_NAME_st0132ev010,ジリアンを残す,Leave Gillian,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,255,,Cutscene Name
262,EVENT_NAME_st0133ev000,北の大地を望む,View of the northern land,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,262,,Cutscene Name
263,EVENT_NAME_st0133ev005,メガド守護兵との再会,Reunion with the Megado Guardians,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,263,,Cutscene Name
336,EVENT_NAME_st0134ev001,追いし者たち,The Pursuers,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,336,,Cutscene Name
281,EVENT_NAME_st0134ev002,王家の墓,Royal Tomb,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,281,,Cutscene Name
283,EVENT_NAME_st0134ev005,立ち塞がる恐ろしい魔物,Terrifying monster blocking the way,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,283,,Cutscene Name
284,EVENT_NAME_st0134ev010,仲間との絆,Bonding with peers,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,284,,Cutscene Name
302,EVENT_NAME_st0135ev000,WM3.2開始デモ,WM3.2 Introduction demo,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,302,,Cutscene Name
292,EVENT_NAME_st0136ev000,EX3.0限界域開始デモ,EM3.0 Limited Area Introduction Demo,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,292,,Cutscene Name
293,EVENT_NAME_st0136ev005,EX3.0限界域カトブレパス討伐デモ,EM3.0 Limited Area Catoblepas Defeat Demo,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,293,,Cutscene Name
299,EVENT_NAME_st0138ev000,EX3.2導入デモ,EM3.2 Introduction Demo,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,299,,Cutscene Name
300,EVENT_NAME_st0138ev005,EX3.2限界域開始デモ,EM3.2 Limited area introduction demo,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,300,,Cutscene Name
301,EVENT_NAME_st0138ev010,EX3.2限界域イフリート討伐デモ,EM3.2 Defeating Ifrit in the Limited Area Demo,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,301,,Cutscene Name
315,EVENT_NAME_st0140ev000,WM3.2闇の将討伐デモ,WM3.2 Defeating the Dark General Demo,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,315,,Cutscene Name
82,EVENT_NAME_st0200ev000,案内人,guide,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,82,,Cutscene Name
83,EVENT_NAME_st0200ev005,一人前の覚者になるために,To become a full-fledged Arisen,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,83,,Cutscene Name
84,EVENT_NAME_st0200ev010,ミシアルの告白,Confessions of Mysial,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,84,,Cutscene Name
202,EVENT_NAME_st0200ev015,１ｓｔシーズン振り返り,1st Season Review,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,202,,Cutscene Name
231,EVENT_NAME_st0200ev020,燃える神殿・前半,"Burning Temple, first half",ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,231,,Cutscene Name
306,EVENT_NAME_st0200ev025,２ｎｄシーズン振り返り,2nd season review,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,306,,Cutscene Name
337,EVENT_NAME_st0200ev030,未来への歩み・後半,"Steps toward the Future, Second Half",ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,337,,Cutscene Name
2,EVENT_NAME_st0201ev000,白竜神殿の人々,People of the White Dragon Temple,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,2,,Cutscene Name
110,EVENT_NAME_st0201ev003,竜の守護者,Dragon Guardian,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,110,,Cutscene Name
3,EVENT_NAME_st0201ev005,テル村への使い,An errand to the village of Tel,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,3,,Cutscene Name
95,EVENT_NAME_st0201ev008,ポーン郷へ,To Pawn Village,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,95,,Cutscene Name
55,EVENT_NAME_st0201ev010,ポーンとの契約,Pawn Contracts,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,55,,Cutscene Name
96,EVENT_NAME_st0201ev011,イリスからの頼みごと,A request from Iris,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,96,,Cutscene Name
97,EVENT_NAME_st0201ev013,ワールドクエスト解放,World Quests unlocked,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,97,,Cutscene Name
6,EVENT_NAME_st0201ev015,戻らない調査団,Survey team that never returned,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,6,,Cutscene Name
61,EVENT_NAME_st0201ev020,目覚める白竜,Awakening White Dragon,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,61,,Cutscene Name
9,EVENT_NAME_st0201ev025,アークからの帰還,Return from the Ark,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,9,,Cutscene Name
99,EVENT_NAME_st0201ev028,クラウスの思い,Klaus's thoughts,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,99,,Cutscene Name
67,EVENT_NAME_st0201ev030,錬金術師ディアマンテス絵巻,Alchemist Diamantes Picture Scroll,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,67,,Cutscene Name
15,EVENT_NAME_st0201ev035,グリッテン砦への救援,Relief to Fort Gritten,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,15,,Cutscene Name
17,EVENT_NAME_st0201ev040,レオの悩み,Leo's problems,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,17,,Cutscene Name
22,EVENT_NAME_st0201ev045,イリスからの伝言,Message from Iris,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,22,,Cutscene Name
26,EVENT_NAME_st0201ev050,神殿に迫るオークの大軍,Hordes of Orcs Approaching the Temple,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,26,,Cutscene Name
29,EVENT_NAME_st0201ev060,命の奪還,Recapture of life,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,29,,Cutscene Name
31,EVENT_NAME_st0201ev065,キースヒルトの遺志,Kieshildt's Legacy,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,31,,Cutscene Name
100,EVENT_NAME_st0201ev066,震撼,Shock,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,100,,Cutscene Name
85,EVENT_NAME_st0201ev068,ジョゼフの見解,Joseph's view,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,85,,Cutscene Name
35,EVENT_NAME_st0201ev070,アーク破壊の方策,Ark destruction strategy,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,35,,Cutscene Name
87,EVENT_NAME_st0201ev073,アーク破壊作戦,Operation Ark Destruction,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,87,,Cutscene Name
38,EVENT_NAME_st0201ev075,さらわれた巫女,The Abducted Priestess,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,38,,Cutscene Name
39,EVENT_NAME_st0201ev080,深淵での結末,Ending at the Abyss,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,39,,Cutscene Name
48,EVENT_NAME_st0201ev090,決戦の地へ,To the site of the decisive battle,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,48,,Cutscene Name
51,EVENT_NAME_st0201ev095,白竜よ永遠なれ,"Be Forevermore, White Dragon!",ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,51,,Cutscene Name
349,EVENT_NAME_st0201ev100,１ｓｔシーズンスタッフロール,1st Season Staff Roll,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,349,,Cutscene Name
187,EVENT_NAME_st0201ev103,更なる厄災の兆し(ジョゼフ）,Signs of more bad luck (Joseph),ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,187,,Cutscene Name
101,EVENT_NAME_st0201ev105,エンドコンテンツ会話デモ（白竜）,End Content Conversation Demo (White Dragon),ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,101,,Cutscene Name
117,EVENT_NAME_st0201ev110,覚者隊の結成,Formation of the Arisen Corps,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,117,,Cutscene Name
122,EVENT_NAME_st0201ev115,白竜との拝謁,Audience with the White Dragon,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,122,,Cutscene Name
125,EVENT_NAME_st0201ev120,道筋,route,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,125,,Cutscene Name
131,EVENT_NAME_st0201ev125,侵食魔の襲来,Attack of the Corruption Monster,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,131,,Cutscene Name
132,EVENT_NAME_st0201ev130,メルゴダ救援,Mergoda Rescue,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,132,,Cutscene Name
135,EVENT_NAME_st0201ev135,久しぶりの大勝利,Long-awaited major victory,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,135,,Cutscene Name
136,EVENT_NAME_st0201ev140,魔赤島での異変,Anomalies on Bloodbane Isle,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,136,,Cutscene Name
143,EVENT_NAME_st0201ev145,セシリーの覚悟,Cecily's Determination,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,143,,Cutscene Name
150,EVENT_NAME_st0201ev150,黒騎士との決戦,Decisive battle with the Black Knight,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,150,,Cutscene Name
153,EVENT_NAME_st0201ev155,黒騎士討伐その後・前半,After Defeating the Dark Knight: Part 1,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,153,,Cutscene Name
213,EVENT_NAME_st0201ev157,ゲート開通,Gate open,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,213,,Cutscene Name
189,EVENT_NAME_st0201ev160,EX2.0導入デモ2,EM2.0 Introduction Demo 2,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,189,,Cutscene Name
195,EVENT_NAME_st0201ev165,EX2.1導入デモ2,EM2.1 Introduction Demo 2,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,195,,Cutscene Name
216,EVENT_NAME_st0201ev170,精霊の地へ,To the Land of the Spirits,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,216,,Cutscene Name
350,EVENT_NAME_st0201ev172,２ｎｄシーズンスタッフロール,2nd Season Staff Roll,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,350,,Cutscene Name
218,EVENT_NAME_st0201ev175,村を荒らせし盗賊,The bandit who ravaged the village.,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,218,,Cutscene Name
222,EVENT_NAME_st0201ev180,エリオットの気持ち,Elliot's feelings,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,222,,Cutscene Name
226,EVENT_NAME_st0201ev185,クラウスとジョゼフ,Klaus and Joseph,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,226,,Cutscene Name
228,EVENT_NAME_st0201ev190,ジョゼフの薬,Joseph's Medicine,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,228,,Cutscene Name
232,EVENT_NAME_st0201ev195,燃える神殿・後半,"Burning Temple, second half",ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,232,,Cutscene Name
246,EVENT_NAME_st0201ev200,新たな局面,New situation,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,246,,Cutscene Name
260,EVENT_NAME_st0201ev205,王都メガド奪回へ,Reclaiming the Royal City of Megado,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,260,,Cutscene Name
266,EVENT_NAME_st0201ev210,白竜神殿の死闘,The Deathly Battle of the White Dragon Temple,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,266,,Cutscene Name
267,EVENT_NAME_st0201ev215,白竜の救済,White Dragon's Salvation,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,267,,Cutscene Name
278,EVENT_NAME_st0201ev220,白竜に剣を捧げる,Offer sword to the White Dragon,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,278,,Cutscene Name
279,EVENT_NAME_st0201ev225,リズからの言伝,Message from Lise,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,279,,Cutscene Name
288,EVENT_NAME_st0201ev230,竜を継ぐ者,Heir to the Dragon,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,288,,Cutscene Name
351,EVENT_NAME_st0201ev235,３ｒｄシーズンスタッフロール,3rd Season Staff Roll,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,351,,Cutscene Name
320,EVENT_NAME_st0201ev240,大陸の異変,Continental Anomalies,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,320,,Cutscene Name
333,EVENT_NAME_st0201ev245,未来への歩み・前半,"Steps toward the Future, First Half",ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,333,,Cutscene Name
347,EVENT_NAME_st0201ev250,EX3.4限界域黒竜８人導入デモ,"EX3.4 marginal area black dragon 8-person
introduction demo",ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,347,,Cutscene Name
78,EVENT_NAME_st0203ev300,「【循環】船の出港」,[Circulation] Ship departure,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,78,,Cutscene Name
118,EVENT_NAME_st0213ev000,記憶を無くした娘,The Girl Who Lost Her Memories,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,118,,Cutscene Name
141,EVENT_NAME_st0213ev005,ロイグの病気,Loeg's disease,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,141,,Cutscene Name
142,EVENT_NAME_st0213ev010,ロイグの感謝,Loeg's gratitude,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,142,,Cutscene Name
149,EVENT_NAME_st0213ev015,セシリー目覚める,Cecily wakes up,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,149,,Cutscene Name
223,EVENT_NAME_st0213ev020,鳥の報せ,bird's call,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,223,,Cutscene Name
269,EVENT_NAME_st0213ev025,衰弱する覚者たち,Weakening Arisen,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,269,,Cutscene Name
98,EVENT_NAME_st0400ev013,ヴァネッサ登場,Vanessa's arrival,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,98,,Cutscene Name
229,EVENT_NAME_st0400ev020,残されたメモ,Notes left behind,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,229,,Cutscene Name
11,EVENT_NAME_st0401ev000,トロール登場,Appearance of Trolls,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,11,,Cutscene Name
56,EVENT_NAME_st0401ev005,キースヒルトとメイリーフ,Kieshildt and Mayleaf,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,56,,Cutscene Name
12,EVENT_NAME_st0401ev010,メイリーフの救出,Mayleaf Rescue,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,12,,Cutscene Name
30,EVENT_NAME_st0402ev000,モゴック登場,Appearance of Mogok,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,30,,Cutscene Name
65,EVENT_NAME_st0402ev005,モゴック撃退,Defeat Mogok,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,65,,Cutscene Name
18,EVENT_NAME_st0403ev000,占拠された古城,Occupied old castle,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,18,,Cutscene Name
59,EVENT_NAME_st0403ev005,命の器の発見,Discovering the Vessel of Life,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,59,,Cutscene Name
19,EVENT_NAME_st0403ev010,ベヘモット討伐,Behemoth Defeat,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,19,,Cutscene Name
60,EVENT_NAME_st0403ev015,満たされる器,vessel to be filled,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,60,,Cutscene Name
127,EVENT_NAME_st0403ev020,追い込まれた魔物,Cornered Monster,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,127,,Cutscene Name
128,EVENT_NAME_st0403ev025,レオとの再会,Reunion with Leo,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,128,,Cutscene Name
63,EVENT_NAME_st0404ev000,追い詰められたキースヒルト,Kieshildt cornered,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,63,,Cutscene Name
64,EVENT_NAME_st0404ev005,キースヒルトの死,Death of Kieshildt,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,64,,Cutscene Name
224,EVENT_NAME_st0404ev010,モゴックの計画,Mogok's plan,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,224,,Cutscene Name
225,EVENT_NAME_st0404ev015,メイリーフの守り手,Mayleaf Defenders,ui\00_message\event\event_name.gmd,\EventViewRoom.arc,EventViewRoom.arc,225,,Cutscene Name
