0,,ぽかぽかネコマスク【橙】,Warm and Fuzzy Cat Mask (Orange),ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12108,,Item Name
0,,仮装の頭飾　ベガＡ,Fancy Dress: M. Bison A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12140,,Item Name
0,,仮装の頭飾　ベガＡ,Fancy Dress: M. Bison A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12141,,Item Name
0,,仮装の頭飾　ベガＡ,Fancy Dress: M. Bison A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12142,,Item Name
0,,仮装の頭飾　ベガＡ,Fancy Dress: M. Bison A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12143,,Item Name
0,,仮装の頭飾　ベガＢ,Fancy Dress: M. Bison B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12144,,Item Name
0,,仮装の頭飾　ベガＢ,Fancy Dress: M. Bison B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12145,,Item Name
0,,仮装の頭飾　ベガＢ,Fancy Dress: M. Bison B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12146,,Item Name
0,,仮装の頭飾　ベガＢ,Fancy Dress: M. Bison B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12147,,Item Name
0,,仮装の頭飾　ベガＢ,Fancy Dress: M. Bison B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12148,,Item Name
0,,仮装の頭飾　キャミィＡ,Fancy Dress: Cammy A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12149,,Item Name
0,,仮装の頭飾　キャミィＡ,Fancy Dress: Cammy A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12150,,Item Name
0,,仮装の頭飾　キャミィＡ,Fancy Dress: Cammy A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12151,,Item Name
0,,仮装の頭飾　キャミィＡ,Fancy Dress: Cammy A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12152,,Item Name
0,,仮装の頭飾　キャミィＡ,Fancy Dress: Cammy A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12153,,Item Name
0,,仮装の頭飾　キャミィＢ,Fancy Dress: Cammy B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12154,,Item Name
0,,仮装の頭飾　キャミィＢ,Fancy Dress: Cammy B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12155,,Item Name
0,,仮装の頭飾　キャミィＢ,Fancy Dress: Cammy B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12156,,Item Name
0,,仮装の頭飾　キャミィＢ,Fancy Dress: Cammy B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12157,,Item Name
0,,仮装の頭飾　キャミィＢ,Fancy Dress: Cammy B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12158,,Item Name
0,,仮装の頭飾　バルログＡ,Fancy Dress: Vega A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12159,,Item Name
0,,仮装の頭飾　バルログＡ,Fancy Dress: Vega A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12160,,Item Name
0,,仮装の頭飾　バルログＡ,Fancy Dress: Vega A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12161,,Item Name
0,,仮装の頭飾　バルログＡ,Fancy Dress: Vega A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12162,,Item Name
0,,仮装の頭飾　バルログＡ,Fancy Dress: Vega A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12163,,Item Name
0,,仮装の頭飾　バルログＢ,Fancy Dress: Vega B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12164,,Item Name
0,,仮装の頭飾　バルログＢ,Fancy Dress: Vega B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12165,,Item Name
0,,仮装の頭飾　バルログＢ,Fancy Dress: Vega B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12166,,Item Name
0,,仮装の頭飾　バルログＢ,Fancy Dress: Vega B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12167,,Item Name
0,,仮装の頭飾　バルログＢ,Fancy Dress: Vega B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12168,,Item Name
0,,仮装の頭飾　チュンリーＡ,Fancy Dress: Chun-Li A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12169,,Item Name
0,,仮装の頭飾　チュンリーＡ,Fancy Dress: Chun-Li A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12170,,Item Name
0,,仮装の頭飾　チュンリーＡ,Fancy Dress: Chun-Li A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12171,,Item Name
0,,仮装の頭飾　チュンリーＡ,Fancy Dress: Chun-Li A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12172,,Item Name
0,,仮装の頭飾　チュンリーＡ,Fancy Dress: Chun-Li A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12173,,Item Name
0,,仮装の頭飾　チュンリーＢ,Fancy Dress: Chun-Li B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12174,,Item Name
0,,仮装の頭飾　チュンリーＢ,Fancy Dress: Chun-Li B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12175,,Item Name
0,,仮装の頭飾　チュンリーＢ,Fancy Dress: Chun-Li B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12176,,Item Name
0,,仮装の頭飾　チュンリーＢ,Fancy Dress: Chun-Li B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12177,,Item Name
0,,仮装の頭飾　チュンリーＢ,Fancy Dress: Chun-Li B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12178,,Item Name
0,,仮装の頭飾　Ｅ．本田Ａ,Fancy Dress: E. Honda A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12179,,Item Name
0,,仮装の頭飾　Ｅ．本田Ａ,Fancy Dress: E. Honda A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12180,,Item Name
0,,仮装の頭飾　Ｅ．本田Ａ,Fancy Dress: E. Honda A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12181,,Item Name
0,,仮装の頭飾　Ｅ．本田Ａ,Fancy Dress: E. Honda A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12182,,Item Name
0,,仮装の頭飾　Ｅ．本田Ａ,Fancy Dress: E. Honda A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12183,,Item Name
0,,仮装の頭飾　Ｅ．本田Ｂ,Fancy Dress: E. Honda B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12184,,Item Name
0,,仮装の頭飾　Ｅ．本田Ｂ,Fancy Dress: E. Honda B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12185,,Item Name
0,,仮装の頭飾　Ｅ．本田Ｂ,Fancy Dress: E. Honda B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12186,,Item Name
0,,仮装の頭飾　Ｅ．本田Ｂ,Fancy Dress: E. Honda B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12187,,Item Name
0,,仮装の頭飾　Ｅ．本田Ｂ,Fancy Dress: E. Honda B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12188,,Item Name
0,,仮装の頭飾　ブランカＡ,Fancy Dress: Blanka A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12189,,Item Name
0,,仮装の頭飾　ブランカＡ,Fancy Dress: Blanka A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12190,,Item Name
0,,仮装の頭飾　ブランカＡ,Fancy Dress: Blanka A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12191,,Item Name
0,,仮装の頭飾　ブランカＡ,Fancy Dress: Blanka A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12192,,Item Name
0,,仮装の頭飾　ブランカＡ,Fancy Dress: Blanka A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12193,,Item Name
0,,仮装の頭飾　ブランカＢ,Fancy Dress: Blanka B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12194,,Item Name
0,,仮装の頭飾　ブランカＢ,Fancy Dress: Blanka B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12195,,Item Name
0,,仮装の頭飾　ブランカＢ,Fancy Dress: Blanka B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12196,,Item Name
0,,仮装の頭飾　ブランカＢ,Fancy Dress: Blanka B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12197,,Item Name
0,,仮装の頭飾　ブランカＢ,Fancy Dress: Blanka B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12198,,Item Name
0,,仮装の頭飾　豪鬼Ａ,Fancy Dress: Akuma A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12199,,Item Name
0,,仮装の頭飾　豪鬼Ａ,Fancy Dress: Akuma A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12200,,Item Name
0,,仮装の頭飾　豪鬼Ａ,Fancy Dress: Akuma A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12201,,Item Name
0,,仮装の頭飾　豪鬼Ａ,Fancy Dress: Akuma A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12202,,Item Name
0,,仮装の頭飾　豪鬼Ａ,Fancy Dress: Akuma A,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12203,,Item Name
0,,仮装の頭飾　豪鬼Ｂ,Fancy Dress: Akuma B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12204,,Item Name
0,,仮装の頭飾　豪鬼Ｂ,Fancy Dress: Akuma B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12205,,Item Name
0,,仮装の頭飾　豪鬼Ｂ,Fancy Dress: Akuma B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12206,,Item Name
0,,仮装の頭飾　豪鬼Ｂ,Fancy Dress: Akuma B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12207,,Item Name
0,,仮装の頭飾　豪鬼Ｂ,Fancy Dress: Akuma B,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12208,,Item Name
0,,レウスヘルム,Rathalos Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12209,,Item Name
0,,レウスヘルム,Rathalos Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12210,,Item Name
0,,レウスヘルム,Rathalos Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12211,,Item Name
0,,レウスヘルム,Rathalos Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12212,,Item Name
0,,レウスヘルム,Rathalos Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12213,,Item Name
0,,レイアヘルム,Rathian Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12214,,Item Name
0,,レイアヘルム,Rathian Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12215,,Item Name
0,,レイアヘルム,Rathian Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12216,,Item Name
0,,レイアヘルム,Rathian Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12217,,Item Name
0,,レイアヘルム,Rathian Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12218,,Item Name
0,,シルバーソルヘルム,Silver Sol Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12219,,Item Name
0,,シルバーソルヘルム,Silver Sol Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12220,,Item Name
0,,シルバーソルヘルム,Silver Sol Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12221,,Item Name
0,,シルバーソルヘルム,Silver Sol Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12222,,Item Name
0,,シルバーソルヘルム,Silver Sol Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12223,,Item Name
0,,ゴールドルナヘルム,Gold Luna Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12224,,Item Name
0,,ゴールドルナヘルム,Gold Luna Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12225,,Item Name
0,,ゴールドルナヘルム,Gold Luna Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12226,,Item Name
0,,ゴールドルナヘルム,Gold Luna Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12227,,Item Name
0,,ゴールドルナヘルム,Gold Luna Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12228,,Item Name
0,,人敵用ah220020_1_1,ah220020_1_1 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12229,,Item Name
0,,人敵用ah220030_1_1,ah220030_1_1 for human enemy,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12230,,Item Name
0,,無形のキャップ,Invisible Cap,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12231,,Item Name
0,,ダマスクスヘルム,Damascus Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12232,,Item Name
0,,ダマスクスヘルム,Damascus Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12233,,Item Name
0,,ダマスクスヘルム,Damascus Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12234,,Item Name
0,,ダマスクスヘルム,Damascus Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12235,,Item Name
0,,ダマスクスヘルム,Damascus Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12236,,Item Name
0,,不滅のグレートヘルム,Immortal's Great Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12237,,Item Name
0,,不滅のグレートヘルム,Immortal's Great Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12238,,Item Name
0,,不滅のグレートヘルム,Immortal's Great Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12239,,Item Name
0,,不滅のグレートヘルム,Immortal's Great Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12240,,Item Name
0,,不滅のグレートヘルム,Immortal's Great Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12241,,Item Name
0,,エンライトメントナイツ,Enlightenment Knight,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12242,,Item Name
0,,エンライトメントナイツ,Enlightenment Knight,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12243,,Item Name
0,,エンライトメントナイツ,Enlightenment Knight,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12244,,Item Name
0,,エンライトメントナイツ,Enlightenment Knight,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12245,,Item Name
0,,エンライトメントナイツ,Enlightenment Knight,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12246,,Item Name
0,,ワイルドノーブル,Wild Noble,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12247,,Item Name
0,,ワイルドノーブル,Wild Noble,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12248,,Item Name
0,,ワイルドノーブル,Wild Noble,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12249,,Item Name
0,,ワイルドノーブル,Wild Noble,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12250,,Item Name
0,,ワイルドノーブル,Wild Noble,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12251,,Item Name
0,,アロイヘルム,Alloy Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12252,,Item Name
0,,アロイヘルム,Alloy Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12253,,Item Name
0,,アロイヘルム,Alloy Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12254,,Item Name
0,,アロイヘルム,Alloy Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12255,,Item Name
0,,アロイヘルム,Alloy Helm,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12256,,Item Name
0,,プレデターヘッド,Predator Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12257,,Item Name
0,,プレデターヘッド,Predator Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12258,,Item Name
0,,プレデターヘッド,Predator Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12259,,Item Name
0,,プレデターヘッド,Predator Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12260,,Item Name
0,,プレデターヘッド,Predator Head,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12261,,Item Name
0,,グロリアスディアデム,Glorious Diadem,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12262,,Item Name
0,,グロリアスディアデム,Glorious Diadem,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12263,,Item Name
0,,グロリアスディアデム,Glorious Diadem,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12264,,Item Name
0,,グロリアスディアデム,Glorious Diadem,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12265,,Item Name
0,,グロリアスディアデム,Glorious Diadem,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12266,,Item Name
0,,正道の額当て,Forehead Protector of Righteousness,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12267,,Item Name
0,,正道の額当て,Forehead Protector of Righteousness,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12268,,Item Name
0,,正道の額当て,Forehead Protector of Righteousness,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12269,,Item Name
0,,正道の額当て,Forehead Protector of Righteousness,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12270,,Item Name
0,,正道の額当て,Forehead Protector of Righteousness,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12271,,Item Name
0,,ビショップフード,Bishop Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12272,,Item Name
0,,ビショップフード,Bishop Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12273,,Item Name
0,,ビショップフード,Bishop Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12274,,Item Name
0,,ビショップフード,Bishop Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12275,,Item Name
0,,ビショップフード,Bishop Hood,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12276,,Item Name
0,,コイフオブクラウン,Coif of Crown,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12277,,Item Name
0,,コイフオブクラウン,Coif of Crown,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12278,,Item Name
0,,コイフオブクラウン,Coif of Crown,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12279,,Item Name
0,,コイフオブクラウン,Coif of Crown,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12280,,Item Name
0,,コイフオブクラウン,Coif of Crown,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12281,,Item Name
0,,リーベルタスキャップ,Libertas Cap,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12282,,Item Name
