0,,トモスコロモス,Tomos Chromos,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5357,,Item Name
0,,アナザーディメンション,Another Dimension,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5406,,Item Name
0,,アナザーディメンション,Another Dimension,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5407,,Item Name
0,,アルビオン,Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5408,,Item Name
0,,アルビオン,Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5409,,Item Name
0,,アルビオン,Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5410,,Item Name
0,,アルビオン,Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5411,,Item Name
0,,アルビオン,Albion,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5412,,Item Name
0,,カロシタス,Callositas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5413,,Item Name
0,,カロシタス,Callositas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5414,,Item Name
0,,カロシタス,Callositas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5415,,Item Name
0,,カロシタス,Callositas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5416,,Item Name
0,,カロシタス,Callositas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5417,,Item Name
0,,フェルムグラウィス,Ferrum Gravis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5418,,Item Name
0,,フェルムグラウィス,Ferrum Gravis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5419,,Item Name
0,,フェルムグラウィス,Ferrum Gravis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5420,,Item Name
0,,フェルムグラウィス,Ferrum Gravis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5421,,Item Name
0,,フェルムグラウィス,Ferrum Gravis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5422,,Item Name
0,,メメントモリ,Memento Mori,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5423,,Item Name
0,,メメントモリ,Memento Mori,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5424,,Item Name
0,,メメントモリ,Memento Mori,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5425,,Item Name
0,,メメントモリ,Memento Mori,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5426,,Item Name
0,,メメントモリ,Memento Mori,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5427,,Item Name
0,,ロボストゥム,Robustum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5428,,Item Name
0,,ロボストゥム,Robustum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5429,,Item Name
0,,ロボストゥム,Robustum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5430,,Item Name
0,,ロボストゥム,Robustum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5431,,Item Name
0,,ロボストゥム,Robustum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5432,,Item Name
0,,アエテルニタス,Aeternitas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5433,,Item Name
0,,アエテルニタス,Aeternitas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5434,,Item Name
0,,アエテルニタス,Aeternitas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5435,,Item Name
0,,アエテルニタス,Aeternitas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5436,,Item Name
0,,アエテルニタス,Aeternitas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5437,,Item Name
0,,ホネスタティス,Honestatis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5438,,Item Name
0,,ホネスタティス,Honestatis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5439,,Item Name
0,,ホネスタティス,Honestatis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5440,,Item Name
0,,ホネスタティス,Honestatis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5441,,Item Name
0,,ホネスタティス,Honestatis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5442,,Item Name
0,,ベラトール,Bellator,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5443,,Item Name
0,,ベラトール,Bellator,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5444,,Item Name
0,,ベラトール,Bellator,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5445,,Item Name
0,,ベラトール,Bellator,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5446,,Item Name
0,,ベラトール,Bellator,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5447,,Item Name
0,,アニスペクティドホース,Unexpected Force,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5448,,Item Name
0,,アニスペクティドホース,Unexpected Force,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5449,,Item Name
0,,アニスペクティドホース,Unexpected Force,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5450,,Item Name
0,,アニスペクティドホース,Unexpected Force,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5451,,Item Name
0,,アニスペクティドホース,Unexpected Force,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5452,,Item Name
0,,フェイタスグランス,Fates' Glance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5453,,Item Name
0,,フェイタスグランス,Fates' Glance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5454,,Item Name
0,,フェイタスグランス,Fates' Glance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5455,,Item Name
0,,フェイタスグランス,Fates' Glance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5456,,Item Name
0,,フェイタスグランス,Fates' Glance,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5457,,Item Name
0,,ウェリタス,Veritas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5458,,Item Name
0,,ウェリタス,Veritas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5459,,Item Name
0,,ウェリタス,Veritas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5460,,Item Name
0,,ウェリタス,Veritas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5461,,Item Name
0,,ウェリタス,Veritas,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5462,,Item Name
0,,アニムス,Animus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5463,,Item Name
0,,アニムス,Animus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5464,,Item Name
0,,アニムス,Animus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5465,,Item Name
0,,アニムス,Animus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5466,,Item Name
0,,アニムス,Animus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5467,,Item Name
0,,テスタメントスケイル,Testament Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5468,,Item Name
0,,テスタメントスケイル,Testament Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5469,,Item Name
0,,テスタメントスケイル,Testament Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5470,,Item Name
0,,テスタメントスケイル,Testament Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5471,,Item Name
0,,テスタメントスケイル,Testament Scale,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5472,,Item Name
0,,ウィクトル,Victor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5473,,Item Name
0,,ウィクトル,Victor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5474,,Item Name
0,,ウィクトル,Victor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5475,,Item Name
0,,ウィクトル,Victor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5476,,Item Name
0,,ウィクトル,Victor,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5477,,Item Name
0,,アルカヌム,Arcanum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5478,,Item Name
0,,アルカヌム,Arcanum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5479,,Item Name
0,,アルカヌム,Arcanum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5480,,Item Name
0,,アルカヌム,Arcanum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5481,,Item Name
0,,アルカヌム,Arcanum,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5482,,Item Name
0,,ケントゥリア,Centuria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5483,,Item Name
0,,ケントゥリア,Centuria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5484,,Item Name
0,,ケントゥリア,Centuria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5485,,Item Name
0,,ケントゥリア,Centuria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5486,,Item Name
0,,ケントゥリア,Centuria,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5487,,Item Name
0,,アダマント,Adamant,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5488,,Item Name
0,,アダマント,Adamant,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5489,,Item Name
0,,アダマント,Adamant,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5490,,Item Name
0,,アダマント,Adamant,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5491,,Item Name
0,,アダマント,Adamant,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5492,,Item Name
0,,オスティウム,Ostium,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5493,,Item Name
0,,オスティウム,Ostium,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5494,,Item Name
0,,オスティウム,Ostium,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5495,,Item Name
0,,オスティウム,Ostium,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5496,,Item Name
0,,オスティウム,Ostium,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5497,,Item Name
0,,ポルタイルーキス,Portae Lucis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5498,,Item Name
0,,ポルタイルーキス,Portae Lucis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5499,,Item Name
0,,ポルタイルーキス,Portae Lucis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5500,,Item Name
0,,ポルタイルーキス,Portae Lucis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5501,,Item Name
0,,ポルタイルーキス,Portae Lucis,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5502,,Item Name
0,,ローレムクビト,Rorem Cubito,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5503,,Item Name
0,,ローレムクビト,Rorem Cubito,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5504,,Item Name
0,,ローレムクビト,Rorem Cubito,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5505,,Item Name
0,,ローレムクビト,Rorem Cubito,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5506,,Item Name
0,,ローレムクビト,Rorem Cubito,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5507,,Item Name
0,,ブラチウムスピリタス,Brachium Spiritus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5508,,Item Name
0,,ブラチウムスピリタス,Brachium Spiritus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5509,,Item Name
0,,ブラチウムスピリタス,Brachium Spiritus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5510,,Item Name
0,,ブラチウムスピリタス,Brachium Spiritus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5511,,Item Name
0,,ブラチウムスピリタス,Brachium Spiritus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5512,,Item Name
0,,ソリテューデ,Solitude,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5513,,Item Name
0,,ソリテューデ,Solitude,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5514,,Item Name
0,,ソリテューデ,Solitude,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5515,,Item Name
0,,ソリテューデ,Solitude,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5516,,Item Name
0,,ソリテューデ,Solitude,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5517,,Item Name
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5518,,Item Name
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5519,,Item Name
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5520,,Item Name
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5521,,Item Name
0,,ニグラムコルプス,Nigrum Corpus,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5522,,Item Name
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5523,,Item Name
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5524,,Item Name
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5525,,Item Name
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5526,,Item Name
0,,テネブライドラジェル,Tenebrae de Ragel,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5527,,Item Name
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5528,,Item Name
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5529,,Item Name
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5530,,Item Name
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5531,,Item Name
0,,イクツステラム,Ichthus Terram,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5532,,Item Name
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5533,,Item Name
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5534,,Item Name
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5535,,Item Name
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5536,,Item Name
0,,アルスマグナ,Ars Magna,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5537,,Item Name
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5538,,Item Name
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5539,,Item Name
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5540,,Item Name
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5541,,Item Name
0,,サーヴァントフェイト,Servant's Fate,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5542,,Item Name
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5543,,Item Name
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5544,,Item Name
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5545,,Item Name
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5546,,Item Name
0,,ディープクリムゾン,Deep Crimson,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5547,,Item Name
0,,ディアマンテス用大杖,Diamantes Large Cane,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5548,,Item Name
0,,ベネフィットソード,Benefit Sword,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5549,,Item Name
0,,ベネフィットウォール,Benefit Wall,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5550,,Item Name
0,,ベネフィットボウ,Benefit Bow,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5551,,Item Name
0,,ベネフィットスタッフ,Benefit Staff,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5552,,Item Name
0,,人敵用_wp300000_1,For human enemy_wp300000_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5553,,Item Name
0,,人敵用_wp300003_2,For human enemy_wp300003_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5554,,Item Name
0,,人敵用_wp302006_2,For human enemy_wp302006_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5555,,Item Name
0,,人敵用_wp303000_2,For human enemy_wp303000_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5556,,Item Name
0,,人敵用_wp303005_2,For human enemy_wp303005_2,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5557,,Item Name
0,,人敵用_wp305000_1,For human enemy_wp305000_1,ui\00_message\common\item_name.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5558,,Item Name
