0,,"《<SPOT 931>》の傍にある、大きな滝に
面した広場。地名の由来は滝に虹がかかる
ことからという説の他に、色鮮やかな鳥達が
辺りを舞うからだという説もある","A plaza facing a large waterfall beside <SPOT 931>
.
The origin of the name of the place is said to be
the rainbow over the waterfall as well as the
brightly colored birds dancing around the area.",ui\00_message\loading\loading_message_014.gmd,\ui\00_message\loading\loading_message_014.arc,loading_message_014.arc,3
0,,"細長くうねった川と切り立った崖で構成された峡谷
古代からの遺跡が多くのこる地域であり、文化的に
重要な地帯である。この辺りに住む人々も、伝承や
習慣などを重視した生活を送る傾向にある","An area composed of a narrow, winding river and
steep cliffs, forming a gorge.
It is a region with many ancient ruins remaining,
making it culturally significant.
The people living in this area tend to prioritize
traditions and customs in their way of life.",ui\00_message\loading\loading_message_017.gmd,\ui\00_message\loading\loading_message_017.arc,loading_message_017.arc,0
0,,"キンガル峡谷に位置する村
近くに多数のこる遺跡や神殿などの古代文明に
畏怖の念を抱き、古くからの伝統や伝承などを
現在に伝え継いできた一族が住んでいる
村の掟として、村人が遺跡に近づくことを禁じている","Village located in Kingal Canyon.
Nearby are numerous ancient ruins and temples
that belong to a long-lost civilization.
The villagers, who have lived here since ancient
times, hold a deep reverence for these sites and
their traditions and legends.
As a village rule, the villagers are forbidden
from approaching the ruins.",ui\00_message\loading\loading_message_017.gmd,\ui\00_message\loading\loading_message_017.arc,loading_message_017.arc,1
0,,"キンガル峡谷に悠然と佇む古代神殿
数百年前に遺棄されたものの、当時満ち満ちていた
竜力によって未だ壮麗な姿をそのままにしている
遺棄された理由は、恐らく精霊竜自身が神殿よりも
《芯なる樹》の傍にあることを好んだためだろう","Standing gracefully in the Kingal Canyon, the
ancient temple remains magnificent, even after
being abandoned hundreds of years ago.
It still retains its grandeur, thanks to the
Dragon Force that once thrived here.
The reason for its abandonment was likely because
the Spirit Dragon preferred to be near the ""Core
Tree"" rather than the temple itself.",ui\00_message\loading\loading_message_017.gmd,\ui\00_message\loading\loading_message_017.arc,loading_message_017.arc,2
0,,"元々はフィンダムの大地へ、そして竜のために季節
ごとの舞踊が奉納されていた広場。侵食によって
フィンダム全域での危険度が増したことでこれらの
行事は中止され、以来本来の使い方をされることは
無くなった","A square originally dedicated to seasonal dances
dedicated to the dragon.
Due to the increase in danger throughout Phindym
caused by the Corruption, these events were
canceled and have since ceased to be used for
their original purpose.",ui\00_message\loading\loading_message_017.gmd,\ui\00_message\loading\loading_message_017.arc,loading_message_017.arc,3
0,,"600年ほど前に建造された砦
アッカー家が並み居る地方豪族を倒して
大陸統一を果たした後に、対オーク用に強化されて
現在に至る。長く役目を果たしていたが""悪しき竜""
出現直後にオーク軍に占拠された","A fort that was built about 600 years ago.
After the Acre family defeated the local feudal
lords, they strengthened it to fend off the Orcs
and it has remained that way to this day.
It had served its purpose for a long time, but
was occupied by the Orc army shortly after the
appearance of the ""Evil Dragon.""",ui\00_message\loading\loading_message_018.gmd,\ui\00_message\loading\loading_message_018.arc,loading_message_018.arc,0
0,,"解放軍が拠点として使っている小さな集落
元はきこりが使っていたらしき空き家を中心に、
逃げ延びた人たちがテントを張って暮らしているが
いつオークに攻め込まれるかわからない状況にある","The small settlement used as a base by the
Liberation Army.
It originally consisted of vacant houses,
seemingly once occupied by lumberjacks.
Now, people who managed to escape have pitched
tents and are living there, constantly facing the
uncertainty of when they will be attacked by Orcs.",ui\00_message\loading\loading_message_018.gmd,\ui\00_message\loading\loading_message_018.arc,loading_message_018.arc,1
0,,"翡翠湖を臨む、長くロスギル家が治める地方の中心地
魔物が多い地帯ならではの重装家屋が見られる
王族アッカー家から一帯の守護を任されてきた
ロスギル家の末裔を長に頂き、忠誠心に篤い人々が
暮らしている","Overlooking Emerald Lake, in the heart of a
region long ruled by the Rothgill family.
One can see the sturdy houses characteristic of
this land abundant in enemies.
Tasked with protecting the entire area by the
noble Acre family, descendants of the Rothgill
family serve as its leaders, with loyal and
devoted individuals living here.",ui\00_message\loading\loading_message_018.gmd,\ui\00_message\loading\loading_message_018.arc,loading_message_018.arc,2
0,,"かつては蛮族の地と呼ばれた南部地方に睨みを
きかせる要衝として建造された
アッカーシェラン大陸ではメガド離宮、王都メガドに
次いで古い建造物。城主はアッカー家の当主だが
実質的な管理者である""城番""は兵士が就くことが
できる最高位とされている","In the southern region, which was once called the
land of barbarians, a strategic point was built to
intimidate the surrounding area.
It is the third oldest structure in the Acre
Selund continent, following the Megado Detached
Palace and the Royal Capital Megado.
While the lord of the Acre family is the castle
owner, the ""Castle Sentinel"", who is the actual
administrator, is considered the highest position
that soldiers can hold.",ui\00_message\loading\loading_message_019.gmd,\ui\00_message\loading\loading_message_019.arc,loading_message_019.arc,0
0,,"戦禍を逃れてきた人たちが、森の中で
息を潜めるように、しかししたたかに支え合って
暮らしている非常に小さな集落
避難民の中に統率力に優れる者がいるらしく
今のところ比較的安定した生活を送っている","A very small settlement where people who have
escaped from the ravages of war live hidden in the
forest.
They support each other cunningly yet quietly,
living together.
Among the refugees, there seems to be someone
with exceptional leadership skills, and they are
currently leading a relatively stable life.",ui\00_message\loading\loading_message_019.gmd,\ui\00_message\loading\loading_message_019.arc,loading_message_019.arc,1
0,,"アッカー家が南西方面からの敵を迎え撃つために
建造した砦。""悪しき竜""が現れてからは魔軍の拠点
として使われている。オークたちが西方で集めた
食料や物資の集積場と考えられており、周辺には
防衛点が点在している","The fortress built by the Acre family to fend off
enemies from the southwest.
It is now being used as a stronghold for the
Demon Army since the appearance of the ""Evil
Dragon.""
It is believed to be a gathering place for food
and supplies collected by the Orcs in the west,
and there are defense points scattered around.",ui\00_message\loading\loading_message_019.gmd,\ui\00_message\loading\loading_message_019.arc,loading_message_019.arc,2
0,,"メガド周辺を警備する目的で使われる監視塔
すでに地上階は魔軍により占拠されているが
魔物たちは地下階の存在には気付かなかったようだ
地下階には、メガド陥落の折に逃げ延びた兵士たちが
救援を信じ、息を殺すように潜んでいる","A surveillance tower is used to secure the
surroundings of Megado.
The ground floors have already been occupied by
the demon army, but it seems like they were
unaware of the existence of the underground
floors.
Soldiers who managed to escape during the fall of
Megado are hiding in the underground floors,
holding their breath as they believe in the
possibility of rescue.",ui\00_message\loading\loading_message_020.gmd,\ui\00_message\loading\loading_message_020.arc,loading_message_020.arc,0
0,,"城塞都市メガドにて一般市民が住まう居住層
メガド全体から見ると下層にあたり、大陸の人口の
過半数が暮らしていた
長きに渡り繁栄を誇っていたが、魔軍の急襲に
よって蹂躙され、多くの住民が命を落とした","In the residential layer of Fortress City Megado,
where ordinary citizens reside, it is known as the
lower level and where over half of the continent's
population lived.
It had been prosperous for a long time, but it
was devastated by a sudden attack from the Demon
Army, and many residents lost their lives.",ui\00_message\loading\loading_message_020.gmd,\ui\00_message\loading\loading_message_020.arc,loading_message_020.arc,1
0,,"霧の森の中にある焼け野原
忌まわしい考えに取り付かれたある女が
多数の犠牲者を洗脳し、自ら炎の中へと
飛び込ませたという事件が起こった場所
事件から何十年と経過しているが、未だに
土は焼けたままであり草木も回復していない","A burnt field in the Forest of Mist.
This is where a woman obsessed with abominable
thoughts brainwashed numerous victims and forced
them to jump
into the flames themselves.
Decades have passed since the incident, yet the
soil remains burned and the grass and trees have
not recovered.",ui\00_message\loading\loading_message_020.gmd,\ui\00_message\loading\loading_message_020.arc,loading_message_020.arc,2
0,,"アッカーシェラン大陸の南部にアジトを構え
定住しつつ活動するベルタ盗賊団とは異なり
通称""北の盗賊""と呼ばれる彼らは、一定期間ごとに
アジトを変えて活動している。その姿勢からも
わかる通り、警戒心が強く、自らの存在を徹底的に
隠す傾向にある","Unlike Bertha's Bandit Group, who have a
stronghold in the southern part of Acre Selund,
they are known as ""Northern Bandits"" and change
their hideout at regular intervals.
They are very cautious and tend to conceal their
presence thoroughly, as can be seen from their
attitude.",ui\00_message\loading\loading_message_021.gmd,\ui\00_message\loading\loading_message_021.arc,loading_message_021.arc,0
0,,"《聖炎の参竜道》へと続く扉の前に
急きょ設営された野営地。厳しいウルテカ山岳の
環境に負けず、宿やよろず屋といった覚者隊のための
設備を維持すべく、王家に仕える兵のみならず
盗賊も手を貸している","In front of the door leading to the ""Sacred Flame
Path,"" a temporary camp has been hastily set up.
Despite the harsh environment of the Urteca
Mountains, the facilities for the Arisen Corps,
such as inns and general shops, are being
maintained not only by the soldiers serving the
royal family, but also with the help of bandits.",ui\00_message\loading\loading_message_021.gmd,\ui\00_message\loading\loading_message_021.arc,loading_message_021.arc,1
0,,"本来はアッカーシェランを統べる火竜が休息を
取るための場であり、聖なる場所と目されていたが
今は悪しき竜が成り変わるかのようにねぐらとして
いる。火垂れ山の中でも最も多くの竜力が
集まる場とみなされている","Originally, it was a place for the Fire Dragon,
who ruled over Acre Selund, to rest and was
considered a holy place.
Now it serves as a den for the Evil Dragon,
transforming it.
It is considered the place where the most Dragon
Force gathers within Firefall Mountain.",ui\00_message\loading\loading_message_021.gmd,\ui\00_message\loading\loading_message_021.arc,loading_message_021.arc,2
0,,"戦徒リュカによって導かれた先の島の入り江
空には常に暗雲が厚く漂い、島の位置はおろか
現在の時間すら推し量ることができない
岩場の険しさや荒れ果てた様子から、生者が
居ないことだけは確かなようだ","Led by the Myrmidon Lyka, we arrive at an inlet
on the remote island.
The sky is always filled with thick dark clouds,
so much so that it is impossible to even determine
the current time.
The treacherous cliffs and desolate appearance
suggest that there are no living beings present.",ui\00_message\loading\loading_message_024.gmd,\ui\00_message\loading\loading_message_024.arc,loading_message_024.arc,0
0,MANDRAGORA_SPECIES_INFO_1,"産まれたばかりのマンドラゴラ
頭部は柔らかく様々な植物の種が付着しており
吸収する養分によって異なる植物が発芽する
同様に個体の性格や特性も変化することがあり
養分と進化の関係は未だ未解明の部分が多い","Newborn Mandragora have soft heads with seeds of
various plants attached to them.
Different plants germinate depending on the
nutrients they absorb.
Similarly, individual personalities and
characteristics can change.
The relationship between nutrients and evolution
remains largely unresolved.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,0
1,MANDRAGORA_SPECIES_INFO_2,"最も基本的な成長を遂げたマンドラゴラ
古代文献によると祖先は危険性の高い植物
だったが、古代人が長い年月と多くの犠牲を
払い改良した結果、狂気の叫喚と引き換えに
活動的な手足と人懐こさを得たのだという","Mandragora in its most basic growth.
Ancient literature says that its ancestors were
highly dangerous plants, but that the ancients
improved them over time and with much sacrifice,
and that they gained active limbs and friendliness
in exchange for their crazy screams!",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,1
2,MANDRAGORA_SPECIES_INFO_3,"栄養の偏りにより
花を咲かせず成長したマンドラゴラ
この生育状態の個体は丈夫で世話もしやすく
エランの村では親が子供の遊び相手として
与えることも多かったという","Mandragoras that have grown without flowering due
to nutritional imbalances are hardy and easy to
care for in this state of growth.
In the village of Elan, parents often gave them
to their children as playmates.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,2
3,MANDRAGORA_SPECIES_INFO_4,"固有種の花を咲かせたマンドラゴラ
フィンダムの大地を離れた場所で成長すると
本来の花色である白が強く発色される
かつてエランにいたマンドラゴラ愛好家たちは
この状態から様々な花色の栽培を始めていた","Mandragora that bloomed the unique species
specific to Phindym.
Blossoms with its true color, white, intensified
when grown in a place away from the earth of
Phindym.
Mandragora enthusiasts who once resided in Elan
began cultivating various colors starting from
this state.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,3
4,MANDRAGORA_SPECIES_INFO_5,"フィンダム固有種の花を咲かせたマンドラゴラ
野生のマンドラゴラは、大地に染み込んだ
""芯なる樹""の樹液により青い花が
咲きやすいが、原生地以外の土地で
育った個体に青色の花が咲くことは非常に稀","Mandragora that bloomed the flower unique to
Phindym.
The wild Mandragora, soaked in the essence of the
""core tree"" embedded in the earth, tends to
produce blue flowers.
However, it is extremely rare for individuals
grown outside of their native land to bloom blue
flowers.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,4
5,MANDRAGORA_SPECIES_INFO_6,"フィンダム固有種の花を咲かせたマンドラゴラ
マンドラゴラの赤い花は、恋の花として知られ
フィンダムの若者たちの間で特に人気があった
赤色の花は自然界にはほぼ存在しないため
養根家というブリーダーにより栽培されている","Mandragora that bloomed the unique species
specific to Phindym.
The red flower of the Mandragora is known as the
flower of love, and it was particularly popular
among the young people of Phindym.
As red-colored flowers are almost non-existent in
nature, they are cultivated by a breeder called
the Mandragora Root Master.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,5
6,MANDRAGORA_SPECIES_INFO_7,"フィンダム固有種の花を咲かせたマンドラゴラ
追肥の微かな偏りによって咲くことが多い
一部の地域では黄色は陽の加護色とされ
本種を飼ったり黄マンドラフラワーを髪飾りに
するなどの、お守り植物として愛されていた","The Mandragora, a unique species only found in
Phindym, often blooms due to subtle variations in
its fertilization.
In some regions, yellow is considered a color
that represents the blessings of the sun.
People have cherished this species as a
protective plant, keeping them as pets or adorning
their hair with Yellow Mandragora Flowers.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,6
7,MANDRAGORA_SPECIES_INFO_8,"フィンダム固有種の花を咲かせたマンドラゴラ
花としては育ちきっているため、この段階から
花色が変化する可能性は無いとされる
フィンダムでの価値は低いが、白竜の治める
レスタニアにおいては最も注目度が高い","Mandragora that bloomed the unique species
specific to Phindym.
Since it has fully grown as a flower, there will
be no chance for the color to change from this
stage.
Although its value in Phindym is low, it is
highly regarded in Lestania, where the White
Dragon reigns.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,7
8,MANDRAGORA_SPECIES_INFO_9,"フィンダム固有種の花が群生したマンドラゴラ
マンドラゴラの花の青色はフィンドブルーと
呼ばれ、格別に重宝されていた
""芯なる樹""の特に濃厚な樹液を吸収した
個体のみが、青く美しい花を群生させる","Mandragora with clusters of flowers endemic to
Phindym.
The blue color of mandragora flowers is called
Phindymian Blue and is exceptionally valued.
Only individuals that have absorbed the
particularly thick sap of the ""core tree"" produce
beautiful blue flowers in clusters.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,8
9,MANDRAGORA_SPECIES_INFO_10,"フィンダム固有種の花が群生したマンドラゴラ
養分豊富でなければ進化の難しい希少種
婚前の娘の家でマンドラゴラがこの種に
進化すると、精霊の祝福を受けたことになり
一族は末永く幸福を得るという","Mandragora with clusters of flowers endemic to
Phindym.
It is a rare species that requires rich nutrients
in order to evolve.
If a Mandragora evolves in the house of a
daughter before marriage, it is said that the
family will receive the blessings of the spirits
and will prosper and be happy for generations to
come.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,9
10,MANDRAGORA_SPECIES_INFO_11,"フィンダム固有種の花が群生したマンドラゴラ
有機成分の多い土で進化することの多い種
黄花はモスが集まるため、衣類素材には適さず
粗悪な養根家が誤って進化させた本種を
エラン水林に大量遺棄する事件もあった","Mandragora with clusters of flowers endemic to
Phindym.
Often evolves in soil rich in organic compounds.
The yellow flowers do not suit clothing materials
as they attract moths.
There have been incidents where careless planters
mistakenly caused the mass abandonment of this
species, which evolved by accident in the Elan
Water Grove.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,10
11,MANDRAGORA_SPECIES_INFO_12,"フィンダム固有種の花が群生したマンドラゴラ
マンドラゴラフラワー属の最成長した姿で
花が枯れると、根部に新たな種が４つ作られる
古い種の落ちる瞬間を見ると眼病を患うという
伝承もあるが実際は不気味なだけで無害である","Mandragora with clusters of flowers endemic to
Phindym.
Forms a dense cluster of flowers.
When the flowers wither, four new seeds are
produced in the roots.
According to legend, those who witness the moment
the old seeds fall will suffer from eye disease,
but in reality, they are just eerie and harmless.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,11
12,MANDRAGORA_SPECIES_INFO_13,"胞子が付着し、キノコを成したマンドラゴラ
マンドラゴラの頭皮はクッション状で厚く
侵食胞子の根が脳まで届くことはない
菌を青く発色させるための肥料は希少なため
同系種の中でも特に価値が高い","Mandragora that became a mushroom by attachment
of spores.
The scalp of the Mandragora is thick and
cushion-like, the corruptive roots of the
infecting spores will not reach the brain.
Fertilizers that make the fungus turn blue are
rare.
Thus, the species is particularly valuable.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,12
13,MANDRAGORA_SPECIES_INFO_14,"胞子が付着し、キノコを成したマンドラゴラ
キノコ部分は猛毒が含まれているが
適切に処理することで、精力剤の原料にもなる
鮮やかな赤い傘は、観賞用として残す愛好家も
いるが、多くの場合は切り取って処分される","Mandragora that became a mushroom by attachment
of spores.
Although the mushroom part contains a deadly
poison, it can also be used as an ingredient for
aphrodisiacs if handled properly.
Vibrant red caps are often kept for ornamental
purposes by enthusiasts, but in most cases they
are cut off and disposed of.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,13
14,MANDRAGORA_SPECIES_INFO_15,"胞子が付着し、キノコを成したマンドラゴラ
キノコ部分には、強力な幻覚作用があり
病気などの鎮痛用ハーブに混ぜて使用される
比較的容易に育てられるため
狩りで使用する毒餌に入れることもある","Mandragora that became a mushroom by attachment
of spores.
Has a potent hallucinogenic effect.
It is mixed with herbs used for pain relief in
diseases and is relatively easy to cultivate.
It is also sometimes used as a poisonous bait for
hunting.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,14
15,MANDRAGORA_SPECIES_INFO_16,"胞子が付着し、キノコを成したマンドラゴラ
モスの幼虫にキノコが寄生したものは
滋養強壮に良いハーブとして重宝されているが
生きたマンドラゴラに寄生することもある
与えた肥料の成分はキノコ部分に蓄えられる","Mandragora that became a mushroom by attachment
of spores.
One where the mushroom parasitizes the moss larva.
It is highly valued as a herb for nourishing and
fortifying the body.
It can also parasitize a living Mandragora.
The nutrients from the fertilizer are accumulated
in the mushroom part.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,15
16,MANDRAGORA_SPECIES_INFO_17,"侵食胞子によるキノコが群生したマンドラゴラ
フィンダーエントの足元で発生することが
観測されており、成長には樹液が関係している
凝縮された竜力とエランの天然水成分は
生物が摂取するには強過ぎるため、毒である","Mandragora with clusters of mushrooms caused by
invasive spores.
Have been observed growing at the feet of
Phindymian Ents.
The growth is related to the sap.
The condensed power of dragons and the natural
water components of Elan, if consumed by living
beings, are too powerful and thus poisonous.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,16
17,MANDRAGORA_SPECIES_INFO_18,"侵食胞子によるキノコが群生したマンドラゴラ
赤いキノコは""ゲキリンタケ""と呼ばれており
竜の逆鱗のように触れてはいけないものとされ
素手で触れば燃えるような痛みに襲われる
地温の高い、火山地帯に発生しやすいという","Mandragora with clusters of mushrooms caused by
invasive spores.
The red mushrooms are known as ""Gekirintake"" and
are said to be forbidden, like touching a dragon's
scale.
If touched barehanded, they cause a burning pain.
It is said that they are more likely to appear in
volcanic areas with high ground temperature.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,17
18,MANDRAGORA_SPECIES_INFO_19,"侵食胞子によるキノコが群生したマンドラゴラ
頭部のキノコは、水浴び場や調理場にも発生し
フィンダムの一般家庭では駆除対象である
基本的な養分さえあればどこでも育つため
マンドラゴラ栽培により収穫されることが多い","Mandragora with clusters of mushrooms caused by
invasive spores.
These mushrooms can also grow in bathing areas
and kitchens, making them a target for eradication
in ordinary households. They can thrive anywhere
as long as the basic nutrients are available,
which is why they are often harvested through
Mandragora cultivation.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,18
19,MANDRAGORA_SPECIES_INFO_20,"侵食胞子によるキノコが群生したマンドラゴラ
マンドラゴラの頭皮は菌の温床にもなりやすく
その性質を利用したキノコ栽培法も存在する
マンドラゴラキノコを上手く群生させるには、
豊富な原菌と十分な湿度が不可欠である","Mandragora with clusters of mushrooms caused by
invasive spores.
The scalp of the Mandragora easily becomes a
breeding ground for fungi, and there are
cultivation methods that exploit this
characteristic.
To successfully cultivate a group of Mandragora
mushrooms, abundant mycelium and sufficient
humidity are essential.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,19
20,MANDRAGORA_SPECIES_INFO_21,"固有種の花を咲かせたマンドラゴラ
マンドラフラワーの発色は、肥料から吸収する
色素の他に土壌の状態にも左右される
無機・有機成分のバランスを保つことで
珍しい色の花を発見しやすいという","Mandragora with endemic flowers.
Absorbs pigment not only from fertilizers but
also from the condition of the soil.
By maintaining a balance of inorganic and organic
components, it becomes easier to discover flowers
of rare colors.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,20
21,MANDRAGORA_SPECIES_INFO_22,"固有種の花を群生させたマンドラゴラ
マンドラフラワーの色変化は非常に繊細で
マンドラブーケ種の全ての花を均一な色味に
育てることは難しく、特に紫など非原色系の
花は色がぶれやすいため高い技術が必要である","Mandragora with endemic flowers growing in
clusters.
The color variation of Mandra Flowers is
extremely delicate.
It is difficult to raise all the flowers of the
Mandra Bouquet species to a uniform color,
especially non-primary colors like purple, as the
color easily becomes blurred, requiring high skill
and expertise.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,21
