"0","","セイクリッドバングル","Sacred Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16226"
"0","","ミスティックバングル","Mystic Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16242"
"0","","ミスティックバングル","Mystic Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16243"
"0","","ミスティックバングル","Mystic Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16244"
"0","","ミスティックバングル","Mystic Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16245"
"0","","ミスティックバングル","Mystic Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16246"
"0","","コンバットバングル","Compact Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16247"
"0","","コンバットバングル","Compact Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16248"
"0","","コンバットバングル","Compact Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16249"
"0","","コンバットバングル","Compact Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16250"
"0","","コンバットバングル","Compact Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16251"
"0","","ベルウェザーバングル","Bellwether Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16252"
"0","","ベルウェザーバングル","Bellwether Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16253"
"0","","ベルウェザーバングル","Bellwether Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16254"
"0","","ベルウェザーバングル","Bellwether Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16255"
"0","","ベルウェザーバングル","Bellwether Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16256"
"0","","アイアンバングル","Iron Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16257"
"0","","アイアンバングル","Iron Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16258"
"0","","アイアンバングル","Iron Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16259"
"0","","アイアンバングル","Iron Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16260"
"0","","アイアンバングル","Iron Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16261"
"0","","ロアーバングル","Roar Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16262"
"0","","ロアーバングル","Roar Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16263"
"0","","ロアーバングル","Roar Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16264"
"0","","ロアーバングル","Roar Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16265"
"0","","ロアーバングル","Roar Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16266"
"0","","ウィザードバングル","Wizard Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16267"
"0","","ウィザードバングル","Wizard Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16268"
"0","","ウィザードバングル","Wizard Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16269"
"0","","ウィザードバングル","Wizard Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16270"
"0","","ウィザードバングル","Wizard Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16271"
"0","","プレシャスバングル","Precious Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16272"
"0","","プレシャスバングル","Precious Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16273"
"0","","プレシャスバングル","Precious Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16274"
"0","","プレシャスバングル","Precious Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16275"
"0","","プレシャスバングル","Precious Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16276"
"0","","ビクトリーバングル","Victory Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16277"
"0","","ビクトリーバングル","Victory Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16278"
"0","","ビクトリーバングル","Victory Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16279"
"0","","ビクトリーバングル","Victory Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16280"
"0","","ビクトリーバングル","Victory Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16281"
"0","","クランチバングル","Crunch Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16282"
"0","","クランチバングル","Crunch Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16283"
"0","","クランチバングル","Crunch Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16284"
"0","","クランチバングル","Crunch Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16285"
"0","","クランチバングル","Crunch Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16286"
"0","","アデプトバングル","Adept Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16287"
"0","","アデプトバングル","Adept Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16288"
"0","","アデプトバングル","Adept Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16289"
"0","","アデプトバングル","Adept Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16290"
"0","","アデプトバングル","Adept Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16291"
"0","","フェイスバングル","Faith Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16292"
"0","","フェイスバングル","Faith Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16293"
"0","","フェイスバングル","Faith Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16294"
"0","","フェイスバングル","Faith Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16295"
"0","","フェイスバングル","Faith Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16296"
"0","","アイオンバングル","Aeon Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16297"
"0","","アイオンバングル","Aeon Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16298"
"0","","アイオンバングル","Aeon Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16299"
"0","","アイオンバングル","Aeon Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16300"
"0","","アイオンバングル","Aeon Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16301"
"0","","デュードアーム","Dieudo Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16302"
"0","","デュードアーム","Dieudo Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16303"
"0","","デュードアーム","Dieudo Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16304"
"0","","デュードアーム","Dieudo Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16305"
"0","","デュードアーム","Dieudo Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16306"
"0","","ハーデストバングル","Hardest Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16307"
"0","","ハーデストバングル","Hardest Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16308"
"0","","ハーデストバングル","Hardest Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16309"
"0","","ハーデストバングル","Hardest Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16310"
"0","","ハーデストバングル","Hardest Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16311"
"0","","エンシャントバングル","Ancient Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16312"
"0","","エンシャントバングル","Ancient Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16313"
"0","","エンシャントバングル","Ancient Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16314"
"0","","エンシャントバングル","Ancient Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16315"
"0","","エンシャントバングル","Ancient Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16316"
"0","","オールドエイジバングル","Old Age Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16317"
"0","","オールドエイジバングル","Old Age Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16318"
"0","","オールドエイジバングル","Old Age Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16319"
"0","","オールドエイジバングル","Old Age Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16320"
"0","","オールドエイジバングル","Old Age Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16321"
"0","","アストニッシュアーム","Astonish Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16322"
"0","","アストニッシュアーム","Astonish Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16323"
"0","","アストニッシュアーム","Astonish Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16324"
"0","","アストニッシュアーム","Astonish Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16325"
"0","","アストニッシュアーム","Astonish Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16326"
"0","","メナスバングル","Menas Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16327"
"0","","メナスバングル","Menas Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16328"
"0","","メナスバングル","Menas Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16329"
"0","","メナスバングル","Menas Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16330"
"0","","メナスバングル","Menas Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16331"
"0","","アミレックバングル","Amilec Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16332"
"0","","アミレックバングル","Amilec Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16333"
"0","","アミレックバングル","Amilec Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16334"
"0","","アミレックバングル","Amilec Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16335"
"0","","アミレックバングル","Amilec Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16336"
"0","","ルベドアーム","Rubedo Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16337"
"0","","ルベドアーム","Rubedo Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16338"
"0","","ルベドアーム","Rubedo Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16339"
"0","","ルベドアーム","Rubedo Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16340"
"0","","ルベドアーム","Rubedo Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16341"
"0","","アールバングル","Arte Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16342"
"0","","アールバングル","Arte Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16343"
"0","","アールバングル","Arte Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16344"
"0","","アールバングル","Arte Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16345"
"0","","アールバングル","Arte Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16346"
"0","","ミソロジカルバングル","Mythological Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16347"
"0","","ミソロジカルバングル","Mythological Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16348"
"0","","ミソロジカルバングル","Mythological Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16349"
"0","","ミソロジカルバングル","Mythological Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16350"
"0","","ミソロジカルバングル","Mythological Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16351"
"0","","マチュアバングル","Mature Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16352"
"0","","マチュアバングル","Mature Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16353"
"0","","マチュアバングル","Mature Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16354"
"0","","マチュアバングル","Mature Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16355"
"0","","マチュアバングル","Mature Bangles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16356"
"0","","シールダーアーム","Shielder Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16357"
"0","","シールダーアーム","Shielder Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16358"
"0","","シールダーアーム","Shielder Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16359"
"0","","シールダーアーム","Shielder Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16360"
"0","","シールダーアーム","Shielder Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16361"
"0","","バスターナックル","Buster Knuckles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16362"
"0","","バスターナックル","Buster Knuckles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16363"
"0","","バスターナックル","Buster Knuckles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16364"
"0","","バスターナックル","Buster Knuckles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16365"
"0","","バスターナックル","Buster Knuckles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16366"
"0","","ストロングアーム","Strong Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16367"
"0","","ストロングアーム","Strong Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16368"
"0","","ストロングアーム","Strong Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16369"
"0","","ストロングアーム","Strong Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16370"
"0","","ストロングアーム","Strong Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16371"
"0","","ドライグパルム","Ddraig Palmae","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16372"
"0","","ドライグパルム","Ddraig Palmae","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16373"
"0","","ドライグパルム","Ddraig Palmae","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16374"
"0","","ドライグパルム","Ddraig Palmae","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16375"
"0","","ドライグパルム","Ddraig Palmae","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16376"
"0","","デフトグラブ","Deft Gloves","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16377"
"0","","デフトグラブ","Deft Gloves","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16378"
"0","","デフトグラブ","Deft Gloves","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16379"
"0","","デフトグラブ","Deft Gloves","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16380"
"0","","デフトグラブ","Deft Gloves","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16381"
"0","","バトルアーム","Battle Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16382"
"0","","バトルアーム","Battle Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16383"
"0","","バトルアーム","Battle Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16384"
"0","","バトルアーム","Battle Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16385"
"0","","バトルアーム","Battle Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16386"
"0","","ガーディアンアーム","Guardian Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16387"
"0","","ガーディアンアーム","Guardian Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16388"
"0","","ガーディアンアーム","Guardian Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16389"
"0","","ガーディアンアーム","Guardian Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16390"
"0","","ガーディアンアーム","Guardian Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16391"
"0","","カストディアンアーム","Custodian Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16392"
"0","","カストディアンアーム","Custodian Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16393"
"0","","カストディアンアーム","Custodian Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16394"
"0","","カストディアンアーム","Custodian Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16395"
"0","","カストディアンアーム","Custodian Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16396"
"0","","リゾルバーアーム","Resolver Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16397"
"0","","リゾルバーアーム","Resolver Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16398"
"0","","リゾルバーアーム","Resolver Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16399"
"0","","リゾルバーアーム","Resolver Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16400"
"0","","リゾルバーアーム","Resolver Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16401"
"0","","スタルワートアーム","Stalwart Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16402"
"0","","スタルワートアーム","Stalwart Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16403"
"0","","スタルワートアーム","Stalwart Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16404"
"0","","スタルワートアーム","Stalwart Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16405"
"0","","スタルワートアーム","Stalwart Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16406"
"0","","プリンシパルアーム","Principal Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16407"
"0","","プリンシパルアーム","Principal Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16408"
"0","","プリンシパルアーム","Principal Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16409"
"0","","プリンシパルアーム","Principal Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16410"
"0","","プリンシパルアーム","Principal Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16411"
"0","","トルーパーズグラブ","Trooper's Gloves","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16412"
"0","","トルーパーズグラブ","Trooper's Gloves","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16413"
"0","","トルーパーズグラブ","Trooper's Gloves","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16414"
"0","","トルーパーズグラブ","Trooper's Gloves","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16415"
"0","","トルーパーズグラブ","Trooper's Gloves","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16416"
"0","","トライアンフアーム","Triumph Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16417"
"0","","トライアンフアーム","Triumph Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16418"
"0","","トライアンフアーム","Triumph Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16419"
"0","","トライアンフアーム","Triumph Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16420"
"0","","トライアンフアーム","Triumph Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16421"
"0","","グルエルナックル","Gruel Knuckles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16422"
"0","","グルエルナックル","Gruel Knuckles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16423"
"0","","グルエルナックル","Gruel Knuckles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16424"
"0","","グルエルナックル","Gruel Knuckles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16425"
"0","","グルエルナックル","Gruel Knuckles","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16426"
"0","","ゲニウスアーム","Genius Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16427"
"0","","ゲニウスアーム","Genius Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16428"
"0","","ゲニウスアーム","Genius Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16429"
"0","","ゲニウスアーム","Genius Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16430"
"0","","ゲニウスアーム","Genius Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16431"
"0","","マーヴェリックアーム","Maverick Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16432"
"0","","マーヴェリックアーム","Maverick Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16433"
"0","","マーヴェリックアーム","Maverick Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16434"
"0","","マーヴェリックアーム","Maverick Arms","ui\00_message\common\item_name.gmd","\ui\gui_cmn.arc","gui_cmn.arc","16435"
