#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,"しかしまぁ、見るからに感電しそうな湖です
対策なり治療法なりがなきゃ、難儀しそうだ","しかしまぁ、見るからに感電しそうな湖です
対策なり治療法なりがなきゃ、難儀しそうだ",ui\00_message\pawn\talk\stage\feature0006\persona07.gmd,\pw_talk\pt_feature0006_persona07.arc,pt_feature0006_persona07.arc,4
0,,"か、覚者さま
こんな森の奥です
強力な魔獣がいるかもしれません","か、覚者さま
こんな森の奥です
強力な魔獣がいるかもしれません",ui\00_message\pawn\talk\stage\feature0007\persona02.gmd,\pw_talk\pt_feature0007_persona02.arc,pt_feature0007_persona02.arc,3
0,,この樹と花の香り、いいですね,この樹と花の香り、いいですね,ui\00_message\pawn\talk\stage\feature0007\persona02.gmd,\pw_talk\pt_feature0007_persona02.arc,pt_feature0007_persona02.arc,4
0,,"美しい森ではありませんか、マスター！
いにしえの香りが、そこかしこに感じられます","美しい森ではありませんか、マスター！
いにしえの香りが、そこかしこに感じられます",ui\00_message\pawn\talk\stage\feature0007\persona03.gmd,\pw_talk\pt_feature0007_persona03.arc,pt_feature0007_persona03.arc,0
0,,"いたるところにアーチや遺構がありますよ
エルフ達がいた頃は、この森は
さぞ華やかだったのでしょうね！","いたるところにアーチや遺構がありますよ
エルフ達がいた頃は、この森は
さぞ華やかだったのでしょうね！",ui\00_message\pawn\talk\stage\feature0007\persona03.gmd,\pw_talk\pt_feature0007_persona03.arc,pt_feature0007_persona03.arc,1
0,,"珍しい素材が発見できそうですよ、マスター！
たっぷり持ち帰りましょう","珍しい素材が発見できそうですよ、マスター！
たっぷり持ち帰りましょう",ui\00_message\pawn\talk\stage\feature0007\persona03.gmd,\pw_talk\pt_feature0007_persona03.arc,pt_feature0007_persona03.arc,2
0,,"マスター、時おり木立の間から
唸り声が聞こえます
何が潜んでいようとお守りしますが、警戒を！","マスター、時おり木立の間から
唸り声が聞こえます
何が潜んでいようとお守りしますが、警戒を！",ui\00_message\pawn\talk\stage\feature0007\persona03.gmd,\pw_talk\pt_feature0007_persona03.arc,pt_feature0007_persona03.arc,3
0,,"うーん、清々しい！
特に深い森は空気が澄んでますね","うーん、清々しい！
特に深い森は空気が澄んでますね",ui\00_message\pawn\talk\stage\feature0007\persona03.gmd,\pw_talk\pt_feature0007_persona03.arc,pt_feature0007_persona03.arc,4
0,,"手つかずの大樹が茂る原生林――
ディナンそのものが、遺跡とならび価値ある遺物","手つかずの大樹が茂る原生林――
ディナンそのものが、遺跡とならび価値ある遺物",ui\00_message\pawn\talk\stage\feature0007\persona04.gmd,\pw_talk\pt_feature0007_persona04.arc,pt_feature0007_persona04.arc,0
0,,"森民の痕跡をたどれば
深い森の中であれ、古都に辿り着くはず","森民の痕跡をたどれば
深い森の中であれ、古都に辿り着くはず",ui\00_message\pawn\talk\stage\feature0007\persona04.gmd,\pw_talk\pt_feature0007_persona04.arc,pt_feature0007_persona04.arc,1
0,,"ディナンに自生する植物、菌類は
生薬成分が豊富
効果の高いアイテム生産が期待できる","ディナンに自生する植物、菌類は
生薬成分が豊富
効果の高いアイテム生産が期待できる",ui\00_message\pawn\talk\stage\feature0007\persona04.gmd,\pw_talk\pt_feature0007_persona04.arc,pt_feature0007_persona04.arc,2
0,,"かつて森民を苦しめた獣の類もおそらく
付近に棲息しているはず
警戒を――","かつて森民を苦しめた獣の類もおそらく
付近に棲息しているはず
警戒を――",ui\00_message\pawn\talk\stage\feature0007\persona04.gmd,\pw_talk\pt_feature0007_persona04.arc,pt_feature0007_persona04.arc,3
0,,"遺跡の扉の多くは、《森民の古鍵》で開放できる
必要とあらば、技術を要するが
クラフトにて生産も可能――","遺跡の扉の多くは、《森民の古鍵》で開放できる
必要とあらば、技術を要するが
クラフトにて生産も可能――",ui\00_message\pawn\talk\stage\feature0007\persona04.gmd,\pw_talk\pt_feature0007_persona04.arc,pt_feature0007_persona04.arc,4
0,,"麗しき葉露が伝う翠の園――
この凛とした空気、実に引き締まる","麗しき葉露が伝う翠の園――
この凛とした空気、実に引き締まる",ui\00_message\pawn\talk\stage\feature0007\persona05.gmd,\pw_talk\pt_feature0007_persona05.arc,pt_feature0007_persona05.arc,0
0,,"ふむ――エルフ族の建造物が点在しています
後ほど遺跡巡りと洒落こむのもよいかと","ふむ――エルフ族の建造物が点在しています
後ほど遺跡巡りと洒落こむのもよいかと",ui\00_message\pawn\talk\stage\feature0007\persona05.gmd,\pw_talk\pt_feature0007_persona05.arc,pt_feature0007_persona05.arc,1
0,,"ふふ――！
珍しい植物や鉱物を見ると
創作意欲が疼きますね","ふふ――！
珍しい植物や鉱物を見ると
創作意欲が疼きますね",ui\00_message\pawn\talk\stage\feature0007\persona05.gmd,\pw_talk\pt_feature0007_persona05.arc,pt_feature0007_persona05.arc,2
0,,"南の秘境には白き魔獣たちが棲むとか
――と、話している間に遭遇するかもしれませんね","南の秘境には白き魔獣たちが棲むとか
――と、話している間に遭遇するかもしれませんね",ui\00_message\pawn\talk\stage\feature0007\persona05.gmd,\pw_talk\pt_feature0007_persona05.arc,pt_feature0007_persona05.arc,3
0,,本日は森林浴日和ですね、覚者さま,本日は森林浴日和ですね、覚者さま,ui\00_message\pawn\talk\stage\feature0007\persona05.gmd,\pw_talk\pt_feature0007_persona05.arc,pt_feature0007_persona05.arc,4
0,,"すっごく深い森ですね！
こんな大きな樹、ミスリウにも
ありませんよ","すっごく深い森ですね！
こんな大きな樹、ミスリウにも
ありませんよ",ui\00_message\pawn\talk\stage\feature0007\persona06.gmd,\pw_talk\pt_feature0007_persona06.arc,pt_feature0007_persona06.arc,0
0,,"ねぇ覚者さま！
この辺りの遺跡も、探検し甲斐がありそうですよ！","ねぇ覚者さま！
この辺りの遺跡も、探検し甲斐がありそうですよ！",ui\00_message\pawn\talk\stage\feature0007\persona06.gmd,\pw_talk\pt_feature0007_persona06.arc,pt_feature0007_persona06.arc,1
0,,"あ、伐採ナイフとかピッケルって
まだ余裕ありました？
ディナンの素材、たくさん持って帰りましょう！","あ、伐採ナイフとかピッケルって
まだ余裕ありました？
ディナンの素材、たくさん持って帰りましょう！",ui\00_message\pawn\talk\stage\feature0007\persona06.gmd,\pw_talk\pt_feature0007_persona06.arc,pt_feature0007_persona06.arc,2
0,,"突然魔物が飛びかかってくるかもしれません！
ぼくもしっかり茂みを睨んでますね","突然魔物が飛びかかってくるかもしれません！
ぼくもしっかり茂みを睨んでますね",ui\00_message\pawn\talk\stage\feature0007\persona06.gmd,\pw_talk\pt_feature0007_persona06.arc,pt_feature0007_persona06.arc,3
0,,"森歩き、好きだなぁ
なんかわくわくしますよね
特にこんなジャングルは","森歩き、好きだなぁ
なんかわくわくしますよね
特にこんなジャングルは",ui\00_message\pawn\talk\stage\feature0007\persona06.gmd,\pw_talk\pt_feature0007_persona06.arc,pt_feature0007_persona06.arc,4
0,,"しっかし、ここいらの樹は立派なもんです
樹齢うん百年なんでしょうね","しっかし、ここいらの樹は立派なもんです
樹齢うん百年なんでしょうね",ui\00_message\pawn\talk\stage\feature0007\persona07.gmd,\pw_talk\pt_feature0007_persona07.arc,pt_feature0007_persona07.arc,0
0,,"森民の遺跡はこの辺りが一番多いんでしょうね
さって、どっか回っていきますか？","森民の遺跡はこの辺りが一番多いんでしょうね
さって、どっか回っていきますか？",ui\00_message\pawn\talk\stage\feature0007\persona07.gmd,\pw_talk\pt_feature0007_persona07.arc,pt_feature0007_persona07.arc,1
0,,"この森の薬草は、きっとエルフ連中も
治療や調合に使ってたはずです
効果は期待できそうですぜ","この森の薬草は、きっとエルフ連中も
治療や調合に使ってたはずです
効果は期待できそうですぜ",ui\00_message\pawn\talk\stage\feature0007\persona07.gmd,\pw_talk\pt_feature0007_persona07.arc,pt_feature0007_persona07.arc,2
0,,"さっきかなりでかい足跡がありましたよ
近くに大物がうろついてるかもしれませんね","さっきかなりでかい足跡がありましたよ
近くに大物がうろついてるかもしれませんね",ui\00_message\pawn\talk\stage\feature0007\persona07.gmd,\pw_talk\pt_feature0007_persona07.arc,pt_feature0007_persona07.arc,3
0,,"エルテ・ディナンへ向かうなら
それなりに人数を揃えねぇといけません
でなきゃ、きっと例の妙な扉に阻まれますぜ","エルテ・ディナンへ向かうなら
それなりに人数を揃えねぇといけません
でなきゃ、きっと例の妙な扉に阻まれますぜ",ui\00_message\pawn\talk\stage\feature0007\persona07.gmd,\pw_talk\pt_feature0007_persona07.arc,pt_feature0007_persona07.arc,4
0,,"この森は木々の生命力を感じるわね
何百年と生き、静かに営み続ける――
エルフが森民と言われるのも解る気がするわ","この森は木々の生命力を感じるわね
何百年と生き、静かに営み続ける――
エルフが森民と言われるのも解る気がするわ",ui\00_message\pawn\talk\stage\feature0007\persona08.gmd,\pw_talk\pt_feature0007_persona08.arc,pt_feature0007_persona08.arc,0
0,,"ミスリウ深部よりここは遺跡も多いみたい
エルテ・ディナンに近いし、かつては
ここがエルフ族の生活の中心地だったのね","ミスリウ深部よりここは遺跡も多いみたい
エルテ・ディナンに近いし、かつては
ここがエルフ族の生活の中心地だったのね",ui\00_message\pawn\talk\stage\feature0007\persona08.gmd,\pw_talk\pt_feature0007_persona08.arc,pt_feature0007_persona08.arc,1
0,,"ぷりぷりしたキノコにみずみずしいハーブ
うふふ、いい森で育つ植物は
見た目も可愛いわ","ぷりぷりしたキノコにみずみずしいハーブ
うふふ、いい森で育つ植物は
見た目も可愛いわ",ui\00_message\pawn\talk\stage\feature0007\persona08.gmd,\pw_talk\pt_feature0007_persona08.arc,pt_feature0007_persona08.arc,2
0,,"ディナンは魔獣の宝庫としても有名みたい
白獅子や黒い化け鳥――だったかしら","ディナンは魔獣の宝庫としても有名みたい
白獅子や黒い化け鳥――だったかしら",ui\00_message\pawn\talk\stage\feature0007\persona08.gmd,\pw_talk\pt_feature0007_persona08.arc,pt_feature0007_persona08.arc,3
0,,"森民の都エルテ・ディナンには、
きっとあの不思議な扉があるはずよ
探索するなら４人揃っていきましょう","森民の都エルテ・ディナンには、
きっとあの不思議な扉があるはずよ
探索するなら４人揃っていきましょう",ui\00_message\pawn\talk\stage\feature0007\persona08.gmd,\pw_talk\pt_feature0007_persona08.arc,pt_feature0007_persona08.arc,4
0,,"グリッテン砦から北は、神殿の力も
直接及ばぬ危険地帯
十分気を引き締めましょう","グリッテン砦から北は、神殿の力も
直接及ばぬ危険地帯
十分気を引き締めましょう",ui\00_message\pawn\talk\stage\feature0008\persona01.gmd,\pw_talk\pt_feature0008_persona01.arc,pt_feature0008_persona01.arc,0
0,,"オークに滅ぼされた村が、この地には
複数あったのだとか――
これ以上人の暮らしが失われるのは、避けねば","オークに滅ぼされた村が、この地には
複数あったのだとか――
これ以上人の暮らしが失われるのは、避けねば",ui\00_message\pawn\talk\stage\feature0008\persona01.gmd,\pw_talk\pt_feature0008_persona01.arc,pt_feature0008_persona01.arc,1
0,,"バートランドはセラー湖という広大な湖に
面した高地と、グリッテンのある低地平原に
分かれているようです","バートランドはセラー湖という広大な湖に
面した高地と、グリッテンのある低地平原に
分かれているようです",ui\00_message\pawn\talk\stage\feature0008\persona01.gmd,\pw_talk\pt_feature0008_persona01.arc,pt_feature0008_persona01.arc,2
0,,"巨大な二本の滝が流れる、禊の神殿――
白竜さまが旧時代、過ごされていた場所だそうです","巨大な二本の滝が流れる、禊の神殿――
白竜さまが旧時代、過ごされていた場所だそうです",ui\00_message\pawn\talk\stage\feature0008\persona01.gmd,\pw_talk\pt_feature0008_persona01.arc,pt_feature0008_persona01.arc,3
0,,"オーク達の臭いでしょうか
――なにか空気が異質です","オーク達の臭いでしょうか
――なにか空気が異質です",ui\00_message\pawn\talk\stage\feature0008\persona01.gmd,\pw_talk\pt_feature0008_persona01.arc,pt_feature0008_persona01.arc,4
0,,"覚者さま、あの
ここはオークの占領地帯です
どこから狙われても、おかしくは――！","覚者さま、あの
ここはオークの占領地帯です
どこから狙われても、おかしくは――！",ui\00_message\pawn\talk\stage\feature0008\persona02.gmd,\pw_talk\pt_feature0008_persona02.arc,pt_feature0008_persona02.arc,0
0,,"バートランド平原って、高地と低地に
分かれているそうです
連絡路があるようですが――","バートランド平原って、高地と低地に
分かれているそうです
連絡路があるようですが――",ui\00_message\pawn\talk\stage\feature0008\persona02.gmd,\pw_talk\pt_feature0008_persona02.arc,pt_feature0008_persona02.arc,1
0,,"グリッテン砦から
あまり離れすぎないほうが――","グリッテン砦から
あまり離れすぎないほうが――",ui\00_message\pawn\talk\stage\feature0008\persona02.gmd,\pw_talk\pt_feature0008_persona02.arc,pt_feature0008_persona02.arc,2
0,,川沿いにある禊の神殿、すごい迫力です――！,川沿いにある禊の神殿、すごい迫力です――！,ui\00_message\pawn\talk\stage\feature0008\persona02.gmd,\pw_talk\pt_feature0008_persona02.arc,pt_feature0008_persona02.arc,3
0,,なんだか荒涼とした感じですね、ここ――,なんだか荒涼とした感じですね、ここ――,ui\00_message\pawn\talk\stage\feature0008\persona02.gmd,\pw_talk\pt_feature0008_persona02.arc,pt_feature0008_persona02.arc,4
0,,"このバートランドはオークどもの数が
格段に多いはず
さぁ、ばったばったとなぎ倒してやりましょう！","このバートランドはオークどもの数が
格段に多いはず
さぁ、ばったばったとなぎ倒してやりましょう！",ui\00_message\pawn\talk\stage\feature0008\persona03.gmd,\pw_talk\pt_feature0008_persona03.arc,pt_feature0008_persona03.arc,0
0,,"グリッテン砦を拠点に
探索範囲を広げましょう
ヴァネッサさまにもご挨拶せねば！","グリッテン砦を拠点に
探索範囲を広げましょう
ヴァネッサさまにもご挨拶せねば！",ui\00_message\pawn\talk\stage\feature0008\persona03.gmd,\pw_talk\pt_feature0008_persona03.arc,pt_feature0008_persona03.arc,1
0,,"禊の神殿、――何と言うスケールでしょう！
滝がまるで双竜のブレスではありませんか！","禊の神殿、――何と言うスケールでしょう！
滝がまるで双竜のブレスではありませんか！",ui\00_message\pawn\talk\stage\feature0008\persona03.gmd,\pw_talk\pt_feature0008_persona03.arc,pt_feature0008_persona03.arc,2
0,,"レスタニアは北に行くほど
白竜さまのお力が及びにくくなっているとか
マスターと我々で、その代行者とならねば！","レスタニアは北に行くほど
白竜さまのお力が及びにくくなっているとか
マスターと我々で、その代行者とならねば！",ui\00_message\pawn\talk\stage\feature0008\persona03.gmd,\pw_talk\pt_feature0008_persona03.arc,pt_feature0008_persona03.arc,3
0,,"バートランドはかなりの広さです
ダウから続く高地と、ハイデルから続く低地
さぁ、いずこへ参りましょう！？","バートランドはかなりの広さです
ダウから続く高地と、ハイデルから続く低地
さぁ、いずこへ参りましょう！？",ui\00_message\pawn\talk\stage\feature0008\persona03.gmd,\pw_talk\pt_feature0008_persona03.arc,pt_feature0008_persona03.arc,4
0,,"グリッテン砦以北はオークの勢力圏
探索はより慎重に","グリッテン砦以北はオークの勢力圏
探索はより慎重に",ui\00_message\pawn\talk\stage\feature0008\persona04.gmd,\pw_talk\pt_feature0008_persona04.arc,pt_feature0008_persona04.arc,0
0,,"禊の神殿は、旧時代における白竜の座
セラー湖の水を引き、竜力の巡りを模したとか――","禊の神殿は、旧時代における白竜の座
セラー湖の水を引き、竜力の巡りを模したとか――",ui\00_message\pawn\talk\stage\feature0008\persona04.gmd,\pw_talk\pt_feature0008_persona04.arc,pt_feature0008_persona04.arc,1
0,,"バートランド高台と低地は往来が困難
騎士団連絡路を経由するか、
各隣接エリアへの再移動が必要","バートランド高台と低地は往来が困難
騎士団連絡路を経由するか、
各隣接エリアへの再移動が必要",ui\00_message\pawn\talk\stage\feature0008\persona04.gmd,\pw_talk\pt_feature0008_persona04.arc,pt_feature0008_persona04.arc,2
0,,"廃屋や井戸の検分は慎重に
すでにオークのアジトとなっている
可能性も否定できない","廃屋や井戸の検分は慎重に
すでにオークのアジトとなっている
可能性も否定できない",ui\00_message\pawn\talk\stage\feature0008\persona04.gmd,\pw_talk\pt_feature0008_persona04.arc,pt_feature0008_persona04.arc,3
0,,"本エリアの調査には、グリッテン砦を
起点とするのが必定
覚者隊の任務もそこで確認可能","本エリアの調査には、グリッテン砦を
起点とするのが必定
覚者隊の任務もそこで確認可能",ui\00_message\pawn\talk\stage\feature0008\persona04.gmd,\pw_talk\pt_feature0008_persona04.arc,pt_feature0008_persona04.arc,4
0,,"さすが、グリッテン砦北の前線地
歩くだけでオーク臭が鼻につきますね――","さすが、グリッテン砦北の前線地
歩くだけでオーク臭が鼻につきますね――",ui\00_message\pawn\talk\stage\feature0008\persona05.gmd,\pw_talk\pt_feature0008_persona05.arc,pt_feature0008_persona05.arc,0
0,,"神殿とダムを兼ねた旧時代の大神殿、
――禊の神殿
白竜さまがあの場にいらっしゃった時代を
知る者は、ポーンですらもはやいないでしょう","神殿とダムを兼ねた旧時代の大神殿、
――禊の神殿
白竜さまがあの場にいらっしゃった時代を
知る者は、ポーンですらもはやいないでしょう",ui\00_message\pawn\talk\stage\feature0008\persona05.gmd,\pw_talk\pt_feature0008_persona05.arc,pt_feature0008_persona05.arc,1
0,,"セラー湖はミスリウ深部のイニアス湖より
ずっと大きな湖です
その遠く離れた対岸は、かつての王都だったとか","セラー湖はミスリウ深部のイニアス湖より
ずっと大きな湖です
その遠く離れた対岸は、かつての王都だったとか",ui\00_message\pawn\talk\stage\feature0008\persona05.gmd,\pw_talk\pt_feature0008_persona05.arc,pt_feature0008_persona05.arc,2
0,,"どこにオークが潜んでいるかしれません
覚者殿、常に御身は万全に","どこにオークが潜んでいるかしれません
覚者殿、常に御身は万全に",ui\00_message\pawn\talk\stage\feature0008\persona05.gmd,\pw_talk\pt_feature0008_persona05.arc,pt_feature0008_persona05.arc,3
0,,"グリッテン砦には、覚者隊の任務も
掲示されていたかと思います
いくらか引き受けて差し上げてはどうでしょう","グリッテン砦には、覚者隊の任務も
掲示されていたかと思います
いくらか引き受けて差し上げてはどうでしょう",ui\00_message\pawn\talk\stage\feature0008\persona05.gmd,\pw_talk\pt_feature0008_persona05.arc,pt_feature0008_persona05.arc,4
0,,"バートランド平原冒険中は
グリッテン砦がぼくらの家ですね","バートランド平原冒険中は
グリッテン砦がぼくらの家ですね",ui\00_message\pawn\talk\stage\feature0008\persona06.gmd,\pw_talk\pt_feature0008_persona06.arc,pt_feature0008_persona06.arc,0
0,,"覚者さま、オークが現れたら
ぼくらでみんなやっつけてしまいましょう！","覚者さま、オークが現れたら
ぼくらでみんなやっつけてしまいましょう！",ui\00_message\pawn\talk\stage\feature0008\persona06.gmd,\pw_talk\pt_feature0008_persona06.arc,pt_feature0008_persona06.arc,1
0,,"禊の神殿、面白そうですね！
内部も水が流れているんでしょう","禊の神殿、面白そうですね！
内部も水が流れているんでしょう",ui\00_message\pawn\talk\stage\feature0008\persona06.gmd,\pw_talk\pt_feature0008_persona06.arc,pt_feature0008_persona06.arc,2
0,,"ぼくたちもグリッテン砦の任務を
お手伝いしてあげましょう！","ぼくたちもグリッテン砦の任務を
お手伝いしてあげましょう！",ui\00_message\pawn\talk\stage\feature0008\persona06.gmd,\pw_talk\pt_feature0008_persona06.arc,pt_feature0008_persona06.arc,3
0,,"バートランド、思ったより広いですね
砦の近くと湖方面の行き来は大変そうだなぁ","バートランド、思ったより広いですね
砦の近くと湖方面の行き来は大変そうだなぁ",ui\00_message\pawn\talk\stage\feature0008\persona06.gmd,\pw_talk\pt_feature0008_persona06.arc,pt_feature0008_persona06.arc,4
0,,"へっ、オーク共め
ここじゃでかい顔して歩いてやがる――
忌々しい奴らだぜ","へっ、オーク共め
ここじゃでかい顔して歩いてやがる――
忌々しい奴らだぜ",ui\00_message\pawn\talk\stage\feature0008\persona07.gmd,\pw_talk\pt_feature0008_persona07.arc,pt_feature0008_persona07.arc,0
0,,"バートランド平原はハイデルと比べりゃ
危険度は段違いです
グリッテン砦がなけりゃ、大変なことになりますよ","バートランド平原はハイデルと比べりゃ
危険度は段違いです
グリッテン砦がなけりゃ、大変なことになりますよ",ui\00_message\pawn\talk\stage\feature0008\persona07.gmd,\pw_talk\pt_feature0008_persona07.arc,pt_feature0008_persona07.arc,1
0,,"あっちにある禊の神殿ってな、大したもんですね
よくもまぁ、あんな滝を門構えにしようと
考えたもんですよ","あっちにある禊の神殿ってな、大したもんですね
よくもまぁ、あんな滝を門構えにしようと
考えたもんですよ",ui\00_message\pawn\talk\stage\feature0008\persona07.gmd,\pw_talk\pt_feature0008_persona07.arc,pt_feature0008_persona07.arc,2
0,,"オークどもの根城はさらに北西の地域だそうで
そっちの方まで調査がてら、行ってみますか","オークどもの根城はさらに北西の地域だそうで
そっちの方まで調査がてら、行ってみますか",ui\00_message\pawn\talk\stage\feature0008\persona07.gmd,\pw_talk\pt_feature0008_persona07.arc,pt_feature0008_persona07.arc,3
0,,"探索がある程度捗ったら
いっぺんグリッテン砦に戻りますか","探索がある程度捗ったら
いっぺんグリッテン砦に戻りますか",ui\00_message\pawn\talk\stage\feature0008\persona07.gmd,\pw_talk\pt_feature0008_persona07.arc,pt_feature0008_persona07.arc,4
0,,"不愉快ね――このオーク臭
これを取る消臭剤、
クラフトで作れないかしら――","不愉快ね――このオーク臭
これを取る消臭剤、
クラフトで作れないかしら――",ui\00_message\pawn\talk\stage\feature0008\persona08.gmd,\pw_talk\pt_feature0008_persona08.arc,pt_feature0008_persona08.arc,0
0,,"バートランドを一通り歩くには
連絡路を使うか、侵入経路を変える必要があるわ
低地と高地で完全に分断されているから","バートランドを一通り歩くには
連絡路を使うか、侵入経路を変える必要があるわ
低地と高地で完全に分断されているから",ui\00_message\pawn\talk\stage\feature0008\persona08.gmd,\pw_talk\pt_feature0008_persona08.arc,pt_feature0008_persona08.arc,1
0,,"ここは荒れてる土地だけど、それだけ強い
鉱石や植物も見つかりそうよ","ここは荒れてる土地だけど、それだけ強い
鉱石や植物も見つかりそうよ",ui\00_message\pawn\talk\stage\feature0008\persona08.gmd,\pw_talk\pt_feature0008_persona08.arc,pt_feature0008_persona08.arc,2
0,,"禊の神殿、以前はもっとずっと美しかったの
でしょうね――
あぁ、マスターと優雅で平和な神殿を見たかったわ","禊の神殿、以前はもっとずっと美しかったの
でしょうね――
あぁ、マスターと優雅で平和な神殿を見たかったわ",ui\00_message\pawn\talk\stage\feature0008\persona08.gmd,\pw_talk\pt_feature0008_persona08.arc,pt_feature0008_persona08.arc,3
0,,"ある程度疲れが溜まったら、
グリッテン砦に戻りません？
新しい任務もあるかもしれないし","ある程度疲れが溜まったら、
グリッテン砦に戻りません？
新しい任務もあるかもしれないし",ui\00_message\pawn\talk\stage\feature0008\persona08.gmd,\pw_talk\pt_feature0008_persona08.arc,pt_feature0008_persona08.arc,4
0,,"このエリアは敵地、オークの本拠地――
どうか油断なきよう","このエリアは敵地、オークの本拠地――
どうか油断なきよう",ui\00_message\pawn\talk\stage\feature0009\persona01.gmd,\pw_talk\pt_feature0009_persona01.arc,pt_feature0009_persona01.arc,0
0,,"辺境にも、覚者さまを頼みとする
民はまだ残っているようです
なんとかしてあげたいですね","辺境にも、覚者さまを頼みとする
民はまだ残っているようです
なんとかしてあげたいですね",ui\00_message\pawn\talk\stage\feature0009\persona01.gmd,\pw_talk\pt_feature0009_persona01.arc,pt_feature0009_persona01.arc,1
0,,"この辺りで取れる素材は、レスタニアでも
流通が少ないそうです","この辺りで取れる素材は、レスタニアでも
流通が少ないそうです",ui\00_message\pawn\talk\stage\feature0009\persona01.gmd,\pw_talk\pt_feature0009_persona01.arc,pt_feature0009_persona01.arc,2
