0,,シークレットボーナス！　残り時間《3分》追加！,,ui\00_message\examine_message\quest\quest_examine_q50103000.gmd,\quest\q50103000.arc,q50103000.arc,6,
0,,邪悪な兆しを感じる――,,ui\00_message\examine_message\quest\quest_examine_q50203001.gmd,\quest\q50203001.arc,q50203001.arc,3,
0,,呪符に邪悪な力が満ちていく――,,ui\00_message\examine_message\quest\quest_examine_q50203001.gmd,\quest\q50203001.arc,q50203001.arc,4,
0,,呪符が霧散し 凶悪な魔物が召喚された！,,ui\00_message\examine_message\quest\quest_examine_q50203001.gmd,\quest\q50203001.arc,q50203001.arc,5,
0,,呪符を破壊した,,ui\00_message\examine_message\quest\quest_examine_q50203001.gmd,\quest\q50203001.arc,q50203001.arc,6,
0,,"幻影を討伐――
クリア時にボーナス報酬獲得のチャンス！",,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,0,The White Dragon
0,,幻影が姿を消した――,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,1,The White Dragon
0,,幻影が現れた！,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,2,The White Dragon
0,,黒騎士への道が開かれた――！,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,3,The White Dragon
0,,辺りを巣食う黒剣を全て破壊した――！,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,4,The White Dragon
0,,黒剣による封印が弱まった――,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,5,The White Dragon
0,,黒騎士の配下が現れた！,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,6,The White Dragon
0,,黒剣が敵対者を感知した――,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,7,The White Dragon
0,,黒剣を守らんとする魔物が出現――！,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,8,The White Dragon
0,,《追憶の枝》に存在する黒剣を全て破壊した――！,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,9,The White Dragon
0,,《懐旧の枝》に存在する黒剣を全て破壊した――！,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,10,Mordred
0,,《悔恨の枝》に存在する黒剣を全て破壊した――！,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,11,Mordred
0,,《静慮の枝》に存在する黒剣を全て破壊した――！,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,12,Mordred
0,,特定ジョブの参加により制限時間が加算されました,,ui\00_message\examine_message\quest\quest_examine_q50204000.gmd,\quest\q50204000.arc,q50204000.arc,13,Gearóid
0,,黒騎士が幻影を召喚した――！,,ui\00_message\examine_message\quest\quest_examine_q50204001.gmd,\quest\q50204001.arc,q50204001.arc,0,
0,,幻影の力を一時的に封じた――,,ui\00_message\examine_message\quest\quest_examine_q50204001.gmd,\quest\q50204001.arc,q50204001.arc,1,
0,,幻影の力を完全に封じた――！,,ui\00_message\examine_message\quest\quest_examine_q50204001.gmd,\quest\q50204001.arc,q50204001.arc,2,
0,,強敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205000.gmd,\quest\q50205000.arc,q50205000.arc,0,
0,,敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205000.gmd,\quest\q50205000.arc,q50205000.arc,1,
0,,宝物庫の扉が開いた――,,ui\00_message\examine_message\quest\quest_examine_q50205000.gmd,\quest\q50205000.arc,q50205000.arc,2,
0,,更なる強敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205000.gmd,\quest\q50205000.arc,q50205000.arc,3,
0,,奥に潜む敵の気配が弱まった――,,ui\00_message\examine_message\quest\quest_examine_q50205000.gmd,\quest\q50205000.arc,q50205000.arc,4,
0,,強敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205001.gmd,\quest\q50205001.arc,q50205001.arc,0,
0,,敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205001.gmd,\quest\q50205001.arc,q50205001.arc,1,
0,,宝物庫の扉が開いた――,,ui\00_message\examine_message\quest\quest_examine_q50205001.gmd,\quest\q50205001.arc,q50205001.arc,2,
0,,更なる強敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205001.gmd,\quest\q50205001.arc,q50205001.arc,3,
0,,奥に潜む敵の気配が弱まった――,,ui\00_message\examine_message\quest\quest_examine_q50205001.gmd,\quest\q50205001.arc,q50205001.arc,4,
0,,強敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205002.gmd,\quest\q50205002.arc,q50205002.arc,0,
0,,敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205002.gmd,\quest\q50205002.arc,q50205002.arc,1,
0,,宝物庫の扉が開いた――,,ui\00_message\examine_message\quest\quest_examine_q50205002.gmd,\quest\q50205002.arc,q50205002.arc,2,
0,,更なる強敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205002.gmd,\quest\q50205002.arc,q50205002.arc,3,
0,,奥に潜む敵の気配が弱まった――,,ui\00_message\examine_message\quest\quest_examine_q50205002.gmd,\quest\q50205002.arc,q50205002.arc,4,
0,,強敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205003.gmd,\quest\q50205003.arc,q50205003.arc,0,
0,,敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205003.gmd,\quest\q50205003.arc,q50205003.arc,1,
0,,宝物庫の扉が開いた――,,ui\00_message\examine_message\quest\quest_examine_q50205003.gmd,\quest\q50205003.arc,q50205003.arc,2,
0,,更なる強敵の気配がする――,,ui\00_message\examine_message\quest\quest_examine_q50205003.gmd,\quest\q50205003.arc,q50205003.arc,3,
0,,奥に潜む敵の気配が弱まった――,,ui\00_message\examine_message\quest\quest_examine_q50205003.gmd,\quest\q50205003.arc,q50205003.arc,4,
0,,樹内の記憶が竜力を増大させている――,,ui\00_message\examine_message\quest\quest_examine_q50206000.gmd,\quest\q50206000.arc,q50206000.arc,0,
0,,樹内の記憶の大詠唱を封じた――！,,ui\00_message\examine_message\quest\quest_examine_q50206000.gmd,\quest\q50206000.arc,q50206000.arc,2,
0,,最奥へと繋がる礎が解放された――,,ui\00_message\examine_message\quest\quest_examine_q50206000.gmd,\quest\q50206000.arc,q50206000.arc,4,
0,,更なる魔物が出現――！,,ui\00_message\examine_message\quest\quest_examine_q50209000.gmd,\quest\q50209000.arc,q50209000.arc,0,
0,,調べるテキスト１,,ui\00_message\examine_message\quest\quest_examine_q50209001.gmd,\quest\q50209001.arc,q50209001.arc,0,
0,,"敵勢力の一部制圧に成功
次の目標地点を目指せ",,ui\00_message\examine_message\quest\quest_examine_q50300000.gmd,\quest\q50300000.arc,q50300000.arc,0,Vanessa
0,,"敵勢力の一部制圧に成功
次の目標地点を目指せ",,ui\00_message\examine_message\quest\quest_examine_q50300000.gmd,\quest\q50300000.arc,q50300000.arc,1,Vanessa
0,,"強襲部隊の撃破に成功
引き続き敵勢力の殲滅を続行せよ",,ui\00_message\examine_message\quest\quest_examine_q50300000.gmd,\quest\q50300000.arc,q50300000.arc,2,Vanessa
0,,"特攻部隊の撃破に成功
引き続き敵勢力の殲滅を続行せよ",,ui\00_message\examine_message\quest\quest_examine_q50300000.gmd,\quest\q50300000.arc,q50300000.arc,3,Vanessa
0,,砦の各所に正体不明の敵が出現―！,,ui\00_message\examine_message\quest\quest_examine_q50300002.gmd,\quest\q50300002.arc,q50300002.arc,0,Lise
0,,"呪われた魔鳥を討ち払った
引き続き呪われた敵を捜索せよ",,ui\00_message\examine_message\quest\quest_examine_q50300002.gmd,\quest\q50300002.arc,q50300002.arc,1,Lise
0,,"霊体騎士群を討ち払った
引き続き呪われた敵を捜索せよ",,ui\00_message\examine_message\quest\quest_examine_q50300002.gmd,\quest\q50300002.arc,q50300002.arc,2,Lise
0,,"呪われた巨鳥を討ち払った
引き続き呪われた敵を捜索せよ",,ui\00_message\examine_message\quest\quest_examine_q50300002.gmd,\quest\q50300002.arc,q50300002.arc,3,Lise
0,,残る総大将を討伐せよ！,,ui\00_message\examine_message\quest\quest_examine_q50300004.gmd,\quest\q50300004.arc,q50300004.arc,0,
0,,《時番》を殲滅した,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,0,Zerkin
0,,エルダードラゴン討伐に成功した,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,1,Zerkin
0,,《時番》の気配がする―,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,2,Zerkin
0,,《時番》を発見！討伐でタイムボーナス,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,3,Zerkin
0,,エルダードラゴンが出現した！,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,4,Zerkin
0,,新たな竜族が出現した！,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,5,Zerkin
0,,タイムボーナス《5分》追加！,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,6,Zerkin
0,,3種の宝石が揃った―！,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,7,Zerkin
0,,"3種の宝石に魅かれ
エルダードラゴン・ブレイズが出現した！",,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,8,Zerkin
0,,エメラルドアイを討伐した,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,9,
0,,ラピスアイを討伐した,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,10,
0,,ルビーアイを討伐した,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,11,
0,,クリスタルアイを討伐した,,ui\00_message\examine_message\quest\quest_examine_q50300005.gmd,\quest\q50300005.arc,q50300005.arc,12,
0,,"封印の扉が開き
カースドラゴンへの道が開けた――！",,ui\00_message\examine_message\quest\quest_examine_q50300007.gmd,\quest\q50300007.arc,q50300007.arc,0,
0,,更なる魔物が呼び寄せられた――,,ui\00_message\examine_message\quest\quest_examine_q50300007.gmd,\quest\q50300007.arc,q50300007.arc,1,
0,,"魔物の群れが全滅！
一帯の増援は止まったようだ――",,ui\00_message\examine_message\quest\quest_examine_q50300007.gmd,\quest\q50300007.arc,q50300007.arc,2,
0,,脅威的な魔物が呼び寄せられた―！,,ui\00_message\examine_message\quest\quest_examine_q50300007.gmd,\quest\q50300007.arc,q50300007.arc,3,
0,,魔物の増援が止まったようだ――,,ui\00_message\examine_message\quest\quest_examine_q50300009.gmd,\quest\q50300009.arc,q50300009.arc,0,
0,,どこかで泉の湧く音がする――,,ui\00_message\examine_message\quest\quest_examine_q50300009.gmd,\quest\q50300009.arc,q50300009.arc,1,
0,,侵食魔の素早い殲滅に成功――！,,ui\00_message\examine_message\quest\quest_examine_q50300009.gmd,\quest\q50300009.arc,q50300009.arc,2,
0,,《殲滅区　左方》に魔物が現れた,,ui\00_message\examine_message\quest\quest_examine_q50300009.gmd,\quest\q50300009.arc,q50300009.arc,3,
0,,"パーティメンバーが死亡状態になったため
《宝物庫》へ道が１つになりました",,ui\00_message\examine_message\quest\quest_examine_q50300009.gmd,\quest\q50300009.arc,q50300009.arc,4,
0,,"《殲滅区　右方》から《宝物庫》へ
続くが開けた――",,ui\00_message\examine_message\quest\quest_examine_q50300009.gmd,\quest\q50300009.arc,q50300009.arc,5,
0,,"《殲滅区　左方》から《宝物庫》へ
続くが開けた――",,ui\00_message\examine_message\quest\quest_examine_q50300009.gmd,\quest\q50300009.arc,q50300009.arc,6,
0,,樹内の記憶から竜力の波動を感じる――,,ui\00_message\examine_message\quest\quest_examine_q50300010.gmd,\quest\q50300010.arc,q50300010.arc,0,
0,,樹内の記憶が竜昌を生み出した！,,ui\00_message\examine_message\quest\quest_examine_q50300010.gmd,\quest\q50300010.arc,q50300010.arc,1,
0,,樹内の記憶が怒りに染まっていく―,,ui\00_message\examine_message\quest\quest_examine_q50300010.gmd,\quest\q50300010.arc,q50300010.arc,2,
0,,樹内の記憶が竜力を増大させている――,,ui\00_message\examine_message\quest\quest_examine_q50300010.gmd,\quest\q50300010.arc,q50300010.arc,4,
0,,樹内の記憶の大詠唱を封じた！,,ui\00_message\examine_message\quest\quest_examine_q50300010.gmd,\quest\q50300010.arc,q50300010.arc,6,
0,,悪しき竜軍の増援を食い止めた！,,ui\00_message\examine_message\quest\quest_examine_q50301000.gmd,\quest\q50301000.arc,q50301000.arc,0,
0,,悪しき竜軍の増援を食い止められなかった――,,ui\00_message\examine_message\quest\quest_examine_q50301000.gmd,\quest\q50301000.arc,q50301000.arc,1,
0,,悪しき竜軍の更なる襲撃に備えよ――,,ui\00_message\examine_message\quest\quest_examine_q50301000.gmd,\quest\q50301000.arc,q50301000.arc,2,
0,,悪しき竜軍の進軍を食い止められなかった――,,ui\00_message\examine_message\quest\quest_examine_q50301000.gmd,\quest\q50301000.arc,q50301000.arc,3,
0,,悪しき竜軍の進軍を食い止めた！,,ui\00_message\examine_message\quest\quest_examine_q50301000.gmd,\quest\q50301000.arc,q50301000.arc,4,
0,,封鎖された扉が開いた――,,ui\00_message\examine_message\quest\quest_examine_q50302000.gmd,\quest\q50302000.arc,q50302000.arc,0,
0,,イービルアイはダンジョンの奥へと消え去った――,,ui\00_message\examine_message\quest\quest_examine_q50302000.gmd,\quest\q50302000.arc,q50302000.arc,1,
0,,特定ジョブの参加により制限時間が加算されました,,ui\00_message\examine_message\quest\quest_examine_q50302000.gmd,\quest\q50302000.arc,q50302000.arc,2,
0,,"特定ジョブの参加により
英霊の加護が与えられました",,ui\00_message\examine_message\quest\quest_examine_q50303000.gmd,\quest\q50303000.arc,q50303000.arc,0,
0,,魔物の出現に備えよ――,,ui\00_message\examine_message\quest\quest_examine_q50309000.gmd,\quest\q50309000.arc,q50309000.arc,0,
0,,"将がガルドノック最奥へ移動し
覚者を待ち受ける――",,ui\00_message\examine_message\quest\quest_examine_q50400013.gmd,\quest\q50400013.arc,q50400013.arc,0,
0,,"将の討伐に成功――
ガルドノック最奥にモゴックが出現した！",,ui\00_message\examine_message\quest\quest_examine_q50400013.gmd,\quest\q50400013.arc,q50400013.arc,1,
0,,"ボーナス報酬条件達成！
ミッションクリア時の報酬が追加されます",,ui\00_message\examine_message\quest\quest_examine_q50400013.gmd,\quest\q50400013.arc,q50400013.arc,2,
0,,"ボーナス報酬条件達成！
ミッションクリア時の報酬が追加されます",,ui\00_message\examine_message\quest\quest_examine_q50400013.gmd,\quest\q50400013.arc,q50400013.arc,3,
0,,"ボーナス報酬条件達成！
ミッションクリア時の報酬が追加されます",,ui\00_message\examine_message\quest\quest_examine_q50400014.gmd,\quest\q50400014.arc,q50400014.arc,0,
0,,"ボーナス報酬条件達成！
ミッションクリア時の報酬が追加されます",,ui\00_message\examine_message\quest\quest_examine_q50400014.gmd,\quest\q50400014.arc,q50400014.arc,1,
0,,"ボーナス報酬条件達成！
ミッションクリア時の報酬が追加されます",,ui\00_message\examine_message\quest\quest_examine_q50400015.gmd,\quest\q50400015.arc,q50400015.arc,0,
0,,"ボーナス報酬条件達成！
ミッションクリア時の報酬が追加されます",,ui\00_message\examine_message\quest\quest_examine_q50400015.gmd,\quest\q50400015.arc,q50400015.arc,1,
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「一つ――敵を《怒り状態》にせよ」","Teachings carved by someone emerge—

""First...put the enemy in an enraged state.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,0,Renton
0,,「大型敵に一定以上のダメージを与える」,"""Deal significant damage to large enemies.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,1,Renton
0,,"「巨大な敵を倒すには一人では困難である
　そのためにパーティーで挑む事が大事で
　敵を怒らせてスキを作る必要がある」","""Defeating giant enemies alone is difficult.
That's why it's important to challenge them
as a party and create openings by enraging them.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,2,Renton
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「二つ――敵は《揺さぶり》にて崩すべし」","Teachings carved by someone emerge—

""Two—break the enemy with shaking.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,3,Renton
0,,"「怒り状態の大型敵に近づいて、
　<ICON STG_TOUCH>でしがみついた状態で<ICON STG_ATTACK_1>を押す」","""Approach a large enemy in an enraged state,
hold onto it with <ICON STG_TOUCH>, 
then press <ICON STG_ATTACK_1>.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,4,Renton
0,,"「怒った敵にしがみつき揺さぶる事で
　疲れさせてダウン状態に持っていく
　ことで倒す事ができる」","""By clinging to and shaking an enraged enemy,
you can exhaust it and bring it down,
making it possible to defeat.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,5,Renton
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「五つ――しがみついて《えぐり突き》を仕掛けよ」","Teachings carved by someone emerge—

""Five—cling on and execute Gouge.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,6,Renton
0,,「しがみつき中に<ICON STG_ATTACK_0>を押す」,"""Press <ICON STG_ATTACK_0> while clinging.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,7,Renton
0,,"「敵にしがみついてる時でも
　直接ダメージを与える事ができる」","""You can deal direct damage even
while clinging to an enemy.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,8,Arisen Corps Regimental Soldier
0,,《破攻の証》を手に入れた！,You have obtained the 《Mark of Breaking》!,ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,9,Arisen Corps Regimental Soldier
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「三つ――敵の振り解き攻撃から耐えるべし」","Teachings carved by someone emerge—

""Three—endure the enemy's attempts to shake you off.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,10,Arisen Corps Regimental Soldier
0,,"「怒り状態の敵にしがみついた状態で
　振り払いアイコン（黄色）が出たら
　<ICON STG_TOUCH>を押す」","""While clinging to an enemy in an enraged state,
when the yellow shake-off warning appears,
press <ICON STG_TOUCH>.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,11,Arisen Corps Regimental Soldier
0,,"「怒った敵が振り払い行動が出す時は
　耐えて回避して揺さぶりを継続できる」","""When an enraged enemy attempts to shake you off,
endure it to continue shaking them.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,12,Arisen Corps Regimental Soldier
0,,"何者かが刻んだ教えの言葉が浮かび上がっている――
「四つ――敵の引き剥がし攻撃から離脱せよ」","Teachings carved by someone emerge—

""Four—avoid the enemy's Struggle attacks.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,13,Arisen Corps Regimental Soldier
0,,"「怒り状態の敵にしがみつき中に
　敵の体力ゲージ上にバーストアイコン（赤色）が
　出たら<ICON UI_DECIDE>or<ICON UI_CANCEL>を押す」","""When clinging to enraged enemies,
press <ICON UI_DECIDE> or <ICON UI_CANCEL>
when the red Struggle icon appears on
their gauge.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,14,Wilson
0,,"「怒り状態の敵はしがみつき中に
　引き剥がす行動に出る時がある
　その時はしがみつきから離脱して
　回避する事が重要である」","""Enraged enemies may try to shake you off
while you're clinging to them. When this
happens, break free immediately and
focus on evasion.""",ui\00_message\examine_message\quest\quest_examine_q60000001.gmd,\quest\q60000001.arc,q60000001.arc,15,Wilson
