0,,"うっ――
――あ――あんたは？","うっ――
――あ――あんたは？",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,27
0,,"なんだか震えていて顔色が悪かったようだけど――
もしかして、これって怪盗のおかげなのかね？
心を盗まれでもしたら――
確かに震えも来るかもしれないねぇ！","なんだか震えていて顔色が悪かったようだけど――
もしかして、これって怪盗のおかげなのかね？
心を盗まれでもしたら――
確かに震えも来るかもしれないねぇ！",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,38
0,,"――あぁそうだ、ルキーノの――
お礼をしなくちゃね
はい、これあの子が集めていたカードだけど
まぁ、あんたにあげても文句ないだろう！","――あぁそうだ、ルキーノの――
お礼をしなくちゃね
はい、これあの子が集めていたカードだけど
まぁ、あんたにあげても文句ないだろう！",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,39
0,,"ひぃぃ！
た、助けてくれぇ！
――あ――あんたは？","ひぃぃ！
た、助けてくれぇ！
――あ――あんたは？",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,40
0,,"覚者――そうか、助けてくれたのか
俺？　俺は――少しでも怪盗に近付きたくて
修行しようと思って来たんだけど
魔物にビビッて動けなかったんだ――情けねえよな","覚者――そうか、助けてくれたのか
俺？　俺は――少しでも怪盗に近付きたくて
修行しようと思って来たんだけど
魔物にビビッて動けなかったんだ――情けねえよな",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,41
0,,"――え、ガライモパイ？
母ちゃんがここにいる怪盗に、って――
なんだ、ばれていたってことか","――え、ガライモパイ？
母ちゃんがここにいる怪盗に、って――
なんだ、ばれていたってことか",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,42
0,,"実は、母ちゃんの雇い主に鉄槌を下したのは
俺なのさ――怪盗のふりをしてな
覚者さん、パイを届けてくれてありがとよ
喜んでた、って伝えてくれ――","実は、母ちゃんの雇い主に鉄槌を下したのは
俺なのさ――怪盗のふりをしてな
覚者さん、パイを届けてくれてありがとよ
喜んでた、って伝えてくれ――",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,43
0,,"あんた、もしかして最近流行っている
”怪盗団”の噂を聞いてやって来たのかい？
なんでも、”悪い大人の心”を盗むんだってね
息子が熱中していたよ","あんた、もしかして最近流行っている
”怪盗団”の噂を聞いてやって来たのかい？
なんでも、”悪い大人の心”を盗むんだってね
息子が熱中していたよ",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,44
0,,"それに、私の雇い主――
性悪で嫌われ者だったんだけど、
ある時急に人が変わったように優しくなったんだ
怪盗のおかげじゃないか、って思うんだよ","それに、私の雇い主――
性悪で嫌われ者だったんだけど、
ある時急に人が変わったように優しくなったんだ
怪盗のおかげじゃないか、って思うんだよ",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,45
0,,"あぁ、そうだ――あんたに頼みがあるんだけど
怪盗さんに、親切のお礼がしたくてね――
このガライモパイを届けてもらいたいのさ","あぁ、そうだ――あんたに頼みがあるんだけど
怪盗さんに、親切のお礼がしたくてね――
このガライモパイを届けてもらいたいのさ",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,46
0,,"うーん、どこにいるかはっきりは分からないけど――
《リンウッド地下水路》を見てきてくれるかい？
いなかったら持って帰ってきてよ
それじゃ、冷めちゃう前にお願いね","うーん、どこにいるかはっきりは分からないけど――
《リンウッド地下水路》を見てきてくれるかい？
いなかったら持って帰ってきてよ
それじゃ、冷めちゃう前にお願いね",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,47
0,,"怪盗さんにガライモパイを届けてきて欲しいんだけど
《リンウッド地下水路》にいるかもしれないから
見て来てくれるかい？
あの子の大好物なんだよ","怪盗さんにガライモパイを届けてきて欲しいんだけど
《リンウッド地下水路》にいるかもしれないから
見て来てくれるかい？
あの子の大好物なんだよ",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,48
0,,"ああ、覚者さん
ガライモパイは届けて来てくれたのかい？","ああ、覚者さん
ガライモパイは届けて来てくれたのかい？",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,49
0,,"――そうか、あの子は喜んでたかい
驚いていただろう？
親なんだから、子が考えている事は
だいたいわかるのさ","――そうか、あの子は喜んでたかい
驚いていただろう？
親なんだから、子が考えている事は
だいたいわかるのさ",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,50
0,,"”怪盗団”――若い子の与太話かと思っていたけど
フラフラしていた頼りない息子が
自分の意志で行動するようになったのは
彼らのおかげかもね","”怪盗団”――若い子の与太話かと思っていたけど
フラフラしていた頼りない息子が
自分の意志で行動するようになったのは
彼らのおかげかもね",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,51
0,,"覚者さん、本当にありがとうね
これ、お礼だよ――欲しかったんだろう？
あの子にはきっともう必要ないと思うよ
あげたって文句は言われないさ","覚者さん、本当にありがとうね
これ、お礼だよ――欲しかったんだろう？
あの子にはきっともう必要ないと思うよ
あげたって文句は言われないさ",ui\00_message\quest\q20055007.gmd,\quest\q20055007.arc,q20055007.arc,52
0,q20055007_00_532,【怪盗乱魔】粗暴なる思慕,【怪盗乱魔】粗暴なる思慕,ui\00_message\quest_info\q20055007_00.gmd,\quest\q20055007.arc,q20055007.arc,0
1,q20055007_00_532,"依頼者の願いを聞き入れ
力を貸す","依頼者の願いを聞き入れ
力を貸す",ui\00_message\quest_info\q20055007_00.gmd,\quest\q20055007.arc,q20055007.arc,1
2,q20055007_00_532,"”怪盗団”と呼ばれる者たちが今
<NAME AREA>界隈を騒がせているらしい","”怪盗団”と呼ばれる者たちが今
<NAME AREA>界隈を騒がせているらしい",ui\00_message\quest_info\q20055007_00.gmd,\quest\q20055007.arc,q20055007.arc,2
3,q20055007_00_532,"”怪盗団”という得体の知れない者達が
人々の話題を攫っているようだ
彼らを追い求めるのなら
ミスリウ森林へ足を運んでみれば
何か得られるかもしれない","”怪盗団”という得体の知れない者達が
人々の話題を攫っているようだ
彼らを追い求めるのなら
ミスリウ森林へ足を運んでみれば
何か得られるかもしれない",ui\00_message\quest_info\q20055007_00.gmd,\quest\q20055007.arc,q20055007.arc,3
4,q20055007_00_1211,指定された場所へ向かい尋ね人を捜索する,指定された場所へ向かい尋ね人を捜索する,ui\00_message\quest_info\q20055007_00.gmd,\quest\q20055007.arc,q20055007.arc,4
5,q20055007_00_1213,妨害する敵を排除する,妨害する敵を排除する,ui\00_message\quest_info\q20055007_00.gmd,\quest\q20055007.arc,q20055007.arc,5
6,q20055007_00_1210,尋ね人の捜索を続ける,尋ね人の捜索を続ける,ui\00_message\quest_info\q20055007_00.gmd,\quest\q20055007.arc,q20055007.arc,6
7,q20055007_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20055007_00.gmd,\quest\q20055007.arc,q20055007.arc,7
0,q20055008_00_681,【鬼哭蒐集】邂逅の亡者,【鬼哭蒐集】邂逅の亡者,ui\00_message\quest_info\q20055008_00.gmd,\quest\q20055008.arc,q20055008.arc,0
1,q20055008_00_681,"騎士団の掃討作戦に協力し
ミスリウ森林に起きた問題を解決する","騎士団の掃討作戦に協力し
ミスリウ森林に起きた問題を解決する",ui\00_message\quest_info\q20055008_00.gmd,\quest\q20055008.arc,q20055008.arc,1
2,q20055008_00_681,"<NAME AREA>に現れたアンデッドの
掃討作戦に参加し、騎士団に協力する","<NAME AREA>に現れたアンデッドの
掃討作戦に参加し、騎士団に協力する",ui\00_message\quest_info\q20055008_00.gmd,\quest\q20055008.arc,q20055008.arc,2
3,q20055008_00_681,"アンデッド掃討特別部隊がついに編成された
しかし、ハイデル平原で急増している
昼行性アンデッドの数は未だ減る気配を見せない
覚者隊士の諸君らも、件のアンデッドを見かけたら
どうか討伐にご協力願いたい","アンデッド掃討特別部隊がついに編成された
しかし、ハイデル平原で急増している
昼行性アンデッドの数は未だ減る気配を見せない
覚者隊士の諸君らも、件のアンデッドを見かけたら
どうか討伐にご協力願いたい",ui\00_message\quest_info\q20055008_00.gmd,\quest\q20055008.arc,q20055008.arc,3
4,q20055008_00_1315,遭遇したアンデッドの集団を討伐する,Defeat the encountered Undead group,ui\00_message\quest_info\q20055008_00.gmd,\quest\q20055008.arc,q20055008.arc,4
0,q20055009_00_684,古跡に響く子守歌,The Lullaby Echoing in the Ruins,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,0
1,q20055009_00_684,遺跡に打ち棄てられた遺物を回収する,遺跡に打ち棄てられた遺物を回収する,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,1
2,q20055009_00_684,"不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった",ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,2
3,q20055009_00_684,"我、魔物の痕跡を発見せり
速やかなる追跡が必須と判断
これよりやつらの住処を探り討伐を果たす
日暮れをすぎても我が戻らぬ場合は応援を請う","我、魔物の痕跡を発見せり
速やかなる追跡が必須と判断
これよりやつらの住処を探り討伐を果たす
日暮れをすぎても我が戻らぬ場合は応援を請う",ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,3
4,q20055009_00_1316,敵に警戒し辺りに落ちたアイテムを拾う（残り１０）,敵に警戒し辺りに落ちたアイテムを拾う（残り１０）,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,4
5,q20055009_00_1317,敵に警戒し辺りに落ちたアイテムを拾う（残り９）,敵に警戒し辺りに落ちたアイテムを拾う（残り９）,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,5
6,q20055009_00_1318,敵に警戒し辺りに落ちたアイテムを拾う（残り８）,敵に警戒し辺りに落ちたアイテムを拾う（残り８）,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,6
7,q20055009_00_1319,敵に警戒し辺りに落ちたアイテムを拾う（残り７）,敵に警戒し辺りに落ちたアイテムを拾う（残り７）,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,7
8,q20055009_00_1320,敵に警戒し辺りに落ちたアイテムを拾う（残り６）,敵に警戒し辺りに落ちたアイテムを拾う（残り６）,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,8
9,q20055009_00_1321,敵に警戒し辺りに落ちたアイテムを拾う（残り５）,敵に警戒し辺りに落ちたアイテムを拾う（残り５）,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,9
10,q20055009_00_1322,敵に警戒し辺りに落ちたアイテムを拾う（残り４）,敵に警戒し辺りに落ちたアイテムを拾う（残り４）,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,10
11,q20055009_00_1323,敵に警戒し辺りに落ちたアイテムを拾う（残り３）,敵に警戒し辺りに落ちたアイテムを拾う（残り３）,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,11
12,q20055009_00_1324,敵に警戒し辺りに落ちたアイテムを拾う（残り２）,敵に警戒し辺りに落ちたアイテムを拾う（残り２）,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,12
13,q20055009_00_1325,敵に警戒し辺りに落ちたアイテムを拾う（残り１）,敵に警戒し辺りに落ちたアイテムを拾う（残り１）,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,13
14,q20055009_00_1326,残された魔物を討伐する,Defeat the remaining demons,ui\00_message\quest_info\q20055009_00.gmd,\quest\q20055009.arc,q20055009.arc,14
0,,状態異常にかかったため報酬ランクが下がります,状態異常にかかったため報酬ランクが下がります,ui\00_message\quest\q20055009.gmd,\quest\q20055009.arc,q20055009.arc,0
0,,敵の増援が出現！,敵の増援が出現！,ui\00_message\quest\q20055009.gmd,\quest\q20055009.arc,q20055009.arc,1
0,q20060000_00_47,翠緑の遺構,The Remains of Green,ui\00_message\quest_info\q20060000_00.gmd,\quest\q20060000.arc,q20060000.arc,0
1,q20060000_00_47,"依頼者の願いを聞き入れ
望む物品を集める","依頼者の願いを聞き入れ
望む物品を集める",ui\00_message\quest_info\q20060000_00.gmd,\quest\q20060000.arc,q20060000.arc,1
2,q20060000_00_47,"協力者を求める者がいるとの報告が
<NAME AREA>から届いている","協力者を求める者がいるとの報告が
<NAME AREA>から届いている",ui\00_message\quest_info\q20060000_00.gmd,\quest\q20060000.arc,q20060000.arc,2
3,q20060000_00_47,"この辺りの森には昔さ、妖精がいたって噂さ
遺跡には様々な美しい品々が眠っている
さっきも、それ狙いのハンターを見かけたけれど
魔物がいるから簡単にはいかないだろうね","この辺りの森には昔さ、妖精がいたって噂さ
遺跡には様々な美しい品々が眠っている
さっきも、それ狙いのハンターを見かけたけれど
魔物がいるから簡単にはいかないだろうね",ui\00_message\quest_info\q20060000_00.gmd,\quest\q20060000.arc,q20060000.arc,3
4,q20060000_00_1016,＜深緑のテラス＞で遺された品を探す（残り３）,Search for the items within the Dark Green Terrace (3 left),ui\00_message\quest_info\q20060000_00.gmd,\quest\q20060000.arc,q20060000.arc,4
5,q20060000_00_1017,＜深緑のテラス＞で遺された品を探す（残り２）,Search for the items within the Dark Green Terrace (2 left),ui\00_message\quest_info\q20060000_00.gmd,\quest\q20060000.arc,q20060000.arc,5
6,q20060000_00_1019,＜深緑のテラス＞で遺された品を探す（残り１）,Search for the items within the Dark Green Terrace (1 left),ui\00_message\quest_info\q20060000_00.gmd,\quest\q20060000.arc,q20060000.arc,6
7,q20060000_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20060000_00.gmd,\quest\q20060000.arc,q20060000.arc,7
8,q20060000_00_1018,＜霊泉のテラス＞で遺された品を探す,Search for the item within the Bower Old Well,ui\00_message\quest_info\q20060000_00.gmd,\quest\q20060000.arc,q20060000.arc,8
9,q20060000_00_804,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q20060000_00.gmd,\quest\q20060000.arc,q20060000.arc,9
0,,"やあ、こんちは！
こんなとこに来たってことは、おたくも
遺跡の調査だな？","やあ、こんちは！
こんなとこに来たってことは、おたくも
遺跡の調査だな？",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,0
0,,"――なら丁度いいや、チャッチャと
やっちゃおうよ","――なら丁度いいや、チャッチャと
やっちゃおうよ",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,1
0,,"遺跡はここ、《深緑のテラス》ともう一つ
少し南にある《霊泉のテラス》
二箇所あるから気を付けて","遺跡はここ、《深緑のテラス》ともう一つ
少し南にある《霊泉のテラス》
二箇所あるから気を付けて",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,2
0,,"で、探してるモノはもちろんアレ！
“森の民”って言われてる、元の住人の
残した何かね
調度品なんかが見つかるといいな","で、探してるモノはもちろんアレ！
“森の民”って言われてる、元の住人の
残した何かね
調度品なんかが見つかるといいな",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,3
0,,"で、おたくが入手したのを
わたしに持ってくる、ってことで！","で、おたくが入手したのを
わたしに持ってくる、ってことで！",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,4
0,,あ、魔物はおたくにまかせたよ！,あ、魔物はおたくにまかせたよ！,ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,5
0,,"やあ、こんちは！
こんなとこに来たってことは、おたくも
遺跡の調査だな？","やあ、こんちは！
こんなとこに来たってことは、おたくも
遺跡の調査だな？",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,6
0,,"――なら丁度いいや、チャッチャと
やっちゃおうよ","――なら丁度いいや、チャッチャと
やっちゃおうよ",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,7
0,,"遺跡はここ、《深緑のテラス》ともう一つ
少し南にある《霊泉のテラス》
二箇所あるから気を付けて","遺跡はここ、《深緑のテラス》ともう一つ
少し南にある《霊泉のテラス》
二箇所あるから気を付けて",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,8
0,,"で、探してるモノはもちろんアレ！
“森の民”って言われてる、元の住人の
残した何かね
調度品なんかが見つかるといいな","で、探してるモノはもちろんアレ！
“森の民”って言われてる、元の住人の
残した何かね
調度品なんかが見つかるといいな",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,9
0,,"で、おたくが入手したのを
わたしに持ってくる、ってことで！","で、おたくが入手したのを
わたしに持ってくる、ってことで！",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,10
0,,"あ、魔物はおたくにまかせたよ！
かなり強いらしいね","あ、魔物はおたくにまかせたよ！
かなり強いらしいね",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,11
0,,"やあ、こんちは！
こんなとこに来たってことは、おたくも
遺跡の調査だな？","やあ、こんちは！
こんなとこに来たってことは、おたくも
遺跡の調査だな？",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,12
0,,"――なら丁度いいや、チャッチャと
やっちゃおうよ","――なら丁度いいや、チャッチャと
やっちゃおうよ",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,13
0,,"遺跡はここ、《深緑のテラス》ともう一つ
少し南にある《霊泉のテラス》
二箇所あるから気を付けて","遺跡はここ、《深緑のテラス》ともう一つ
少し南にある《霊泉のテラス》
二箇所あるから気を付けて",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,14
0,,"で、探してるモノはもちろんアレ！
“森の民”って言われてる、元の住人の
残した何かね
調度品なんかが見つかるといいな","で、探してるモノはもちろんアレ！
“森の民”って言われてる、元の住人の
残した何かね
調度品なんかが見つかるといいな",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,15
0,,"で、おたくが入手したのを
わたしに持ってくる、ってことで！","で、おたくが入手したのを
わたしに持ってくる、ってことで！",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,16
0,,"あ、魔物はおたくにまかせたよ！
実は、おたくの前に頼んだ人は
あっさり殺されちゃってさ","あ、魔物はおたくにまかせたよ！
実は、おたくの前に頼んだ人は
あっさり殺されちゃってさ",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,17
0,,"どうやら、ものすごく強い魔物が
いるらしいね","どうやら、ものすごく強い魔物が
いるらしいね",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,18
0,,"あはは――やっぱりあったね！
いや、助かったよ！
うん、ありがとう！","あはは――やっぱりあったね！
いや、助かったよ！
うん、ありがとう！",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,19
0,,"あはは――やっぱりあったね！
いや、助かったよ！","あはは――やっぱりあったね！
いや、助かったよ！",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,20
0,,"そこそこ大変だったろ？
怪我はないかい？","そこそこ大変だったろ？
怪我はないかい？",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,21
0,,"そうか――良かった
うん、ありがとう！","そうか――良かった
うん、ありがとう！",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,22
0,,"あはは――やっぱりあったね！
いや、助かったよ！","あはは――やっぱりあったね！
いや、助かったよ！",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,23
0,,"おたくにまで死なれたら――って
実はこれでもビクビクしていてね","おたくにまで死なれたら――って
実はこれでもビクビクしていてね",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,24
0,,"それにしても、おたく、強いよね――
いい相棒になれそうな気がするけどね――
まあ、ぜいたくは言わないよ","それにしても、おたく、強いよね――
いい相棒になれそうな気がするけどね――
まあ、ぜいたくは言わないよ",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,25
0,,"何してるんだ？
ブツはもう見つけたのかい？","何してるんだ？
ブツはもう見つけたのかい？",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,26
0,,"おたく、やるね！
ついでにさ、南の遺跡も頼んだよ！
覚えてる？　《霊泉のテラス》ね！","おたく、やるね！
ついでにさ、南の遺跡も頼んだよ！
覚えてる？　《霊泉のテラス》ね！",ui\00_message\quest\q20060000.gmd,\quest\q20060000.arc,q20060000.arc,27
0,,「森の民の調度品」を発見した,"""森の民の調度品"" found.",ui\00_message\examine_message\quest\quest_examine_q20060000.gmd,\quest\q20060000.arc,q20060000.arc,0
0,,「少し豪華な調度品」を発見した,"""少し豪華な調度品"" found.",ui\00_message\examine_message\quest\quest_examine_q20060000.gmd,\quest\q20060000.arc,q20060000.arc,1
0,,"湖に厄介な魔物が住みついたとの
報告があった","湖に厄介な魔物が住みついたとの
報告があった",ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,0
0,,"討伐に来たのだがこの広さだ
見てのとおり、人員が足りない","討伐に来たのだがこの広さだ
見てのとおり、人員が足りない",ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,1
0,,ぜひ、手を貸してほしい,ぜひ、手を貸してほしい,ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,2
0,,"手柄を立てれば白衛騎士団から
相応のほうびがでるぞ","手柄を立てれば白衛騎士団から
相応のほうびがでるぞ",ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,3
0,,"湖に厄介な魔物が住みついたとの
報告があった","湖に厄介な魔物が住みついたとの
報告があった",ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,4
0,,"討伐に来たのだがこの広さだ
見てのとおり、人員が足りない","討伐に来たのだがこの広さだ
見てのとおり、人員が足りない",ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,5
0,,ぜひ、手を貸してほしい,ぜひ、手を貸してほしい,ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,6
0,,"手柄を立てれば白衛騎士団から
相応のほうびがでるぞ","手柄を立てれば白衛騎士団から
相応のほうびがでるぞ",ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,7
0,,"もちろん、危険な戦いになるから
引き受けるかどうかは
よく考えて決めてくれ","もちろん、危険な戦いになるから
引き受けるかどうかは
よく考えて決めてくれ",ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,8
0,,"湖に厄介な魔物が住みついたとの
報告があった","湖に厄介な魔物が住みついたとの
報告があった",ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,9
0,,"討伐に来たのだがこの広さだ
見てのとおり、人員が足りない","討伐に来たのだがこの広さだ
見てのとおり、人員が足りない",ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,10
0,,ぜひ、手を貸してほしい,ぜひ、手を貸してほしい,ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,11
0,,"手柄を立てれば白衛騎士団から
相応のほうびがでるぞ","手柄を立てれば白衛騎士団から
相応のほうびがでるぞ",ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,12
0,,"正直言って、覚者と言えども
かなりの苦戦が予想される","正直言って、覚者と言えども
かなりの苦戦が予想される",ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,13
0,,それほどの強敵だ,それほどの強敵だ,ui\00_message\quest\q20060001.gmd,\quest\q20060001.arc,q20060001.arc,14
