0,,"《<AREA 3>》の《<STG 590>》で
""寝ているトロール""を見られるんですって！
近付いたら起きちゃうみたいだけど――
ねぇマスター、一緒に記念写真を
撮りに行きません？",,ui\00_message\quest\q80201049.gmd,\quest\q80201049.arc,q80201049.arc,7
0,,"人が「美しい」って思うものの勉強をしているんです
《<STG 448>》の《<NPC 679>》さまは
美しい方なのですよね――
あの――ぜひ、会わせていただけませんか
それから一緒に写真も撮れたら、いいなって――",,ui\00_message\quest\q80301002.gmd,\quest\q80301002.arc,q80301002.arc,0
0,,"《<STG 448>》の《<NPC 679>》様は
人の感覚で「美しい」とされる方なのですよね？
なるほど――やはり、直接お会いすべきでしょうね
マスター、私の美醜感覚育成のため
ぜひ、共に写真を撮らせてもらいに行きましょう！",,ui\00_message\quest\q80301002.gmd,\quest\q80301002.arc,q80301002.arc,1
0,,"未だ、人の美醜感覚について
完全なる理解には至らず――
主よ、「美しい」と定義される《<STG 448>》の
《<NPC 679>》殿にお会いし――
共に写真撮影することを望む",,ui\00_message\quest\q80301002.gmd,\quest\q80301002.arc,q80301002.arc,2
0,,"より完璧なポーンになるため――
人が美しいと感じる《<STG 448>》の
《<NPC 679>》殿にお会いし、
共に写真を撮らせていただきたいのですが――
我が主よ、協力してくださいますね？",,ui\00_message\quest\q80301002.gmd,\quest\q80301002.arc,q80301002.arc,3
0,,"どんな奴でも、中身が大切だとは思うんですがね
俺は美的感覚ってやつに疎いもんで、「美しい」と
噂される《<STG 448>》の《<NPC 679>》様に
勉強させてもらいてぇなと思ったんで――
一緒に写真を撮れたら、ありがてぇんですがね",,ui\00_message\quest\q80301002.gmd,\quest\q80301002.arc,q80301002.arc,4
0,,"《<STG 448>》の《<NPC 679>》様のように
あたしももっと美しくなりたいのだけど――
ねぇマスター、今からお会いしに行きません？
できれば一緒に写真を撮らせてもらえないかしら――
きっと人の感性についてのいい勉強にもなると思うの",,ui\00_message\quest\q80301002.gmd,\quest\q80301002.arc,q80301002.arc,5
0,,"《<STG 448>》の《<NPC 679>》さんみたいな
人が「きれい」と思うものを、ぼく見たいんです
ねぇ覚者さま！　今からお会いしに行きましょうよ！
それから、写真も一緒に撮れたらうれしいなぁ",,ui\00_message\quest\q80301002.gmd,\quest\q80301002.arc,q80301002.arc,6
0,,"覚者さま、人間の美醜感覚というものについて
学んでいるのですが――
人の感覚で「美しい」という《<STG 448>》の
《<NPC 679>》さまに会わせてもらえませんか？
そして、共に写真を撮らせていただきたいのです",,ui\00_message\quest\q80301002.gmd,\quest\q80301002.arc,q80301002.arc,7
0,,"覚者さま、《<STG 451>》の
《<NPC 3050>》さまには大変お世話に
なっていますし、このご恩を忘れないためにも
共に記念写真を撮らせていただきませんか？",,ui\00_message\quest\q80301003.gmd,\quest\q80301003.arc,q80301003.arc,0
0,,"《<STG 451>》の《<NPC 3050>》さまには
いつもすごくお世話になっているから
一緒に記念写真を撮れたらな、って思います――
あの、覚者さま――いかがですか？",,ui\00_message\quest\q80301003.gmd,\quest\q80301003.arc,q80301003.arc,1
0,,"我々は《<STG 451>》の《<NPC 3050>》様に
いつもお世話になっていると思うのです！
そこで、この恩を忘れぬため――共に記念写真を
撮らせていただきに参りませんか、マスター！",,ui\00_message\quest\q80301003.gmd,\quest\q80301003.arc,q80301003.arc,2
0,,"日頃の恩を忘れぬため――
《<STG 451>》の《<NPC 3050>》殿と共に
記念撮影を行うことを進言する",,ui\00_message\quest\q80301003.gmd,\quest\q80301003.arc,q80301003.arc,3
0,,"《<STG 451>》の《<NPC 3050>》殿――
日頃より、私も恩義を感じているのです
この恩を忘れる前に、共に記念撮影をするべきだと
思うのですが、いかがでしょう？",,ui\00_message\quest\q80301003.gmd,\quest\q80301003.arc,q80301003.arc,4
0,,"《<STG 451>》の《<NPC 3050>》さまって
いつも優しくしてくれますよね！
お世話になってるから、一緒に記念写真を
撮りたいと思ったんです――覚者さまはどうですか？",,ui\00_message\quest\q80301003.gmd,\quest\q80301003.arc,q80301003.arc,5
0,,"こんなことを言うなんて、俺のガラじゃねえんですが
《<STG 451>》の《<NPC 3050>》様には
いつも世話になっちまってるし――
一緒に記念写真でも撮っとくのはどうですかい？",,ui\00_message\quest\q80301003.gmd,\quest\q80301003.arc,q80301003.arc,6
0,,"ねぇ、《<STG 451>》の《<NPC 3050>》様には
いつもお世話になっているでしょう？
だから、一緒に写真を撮りたいなって思っているの
マスターはどうかしら？",,ui\00_message\quest\q80301003.gmd,\quest\q80301003.arc,q80301003.arc,7
0,,"《<AREA 19>》の《<SPOT 1092>》に
立派な火竜の像があり
火山を背にして、見応えがあるのだそうです
もしよろしければ、冒険の息抜きに
一緒に写真を撮りにいきませんか？",,ui\00_message\quest\q80301004.gmd,\quest\q80301004.arc,q80301004.arc,0
0,,"あ、あの、《<AREA 19>》の《<SPOT 1092>》に
後ろには火山がそびえる、立派な火竜の像があって
とても見応えがあるんだそうです
その、たまには息抜きもいいかなと思って
記念写真――撮りに行きませんか？",,ui\00_message\quest\q80301004.gmd,\quest\q80301004.arc,q80301004.arc,1
0,,"《<AREA 19>》の《<SPOT 1092>》で
火山を背にした、立派な火竜の像があるそうです！
その壮大さをぜひこの目で見て、マスターと共に
記念写真を撮りたいと思うのですが
いかがでしょう？",,ui\00_message\quest\q80301004.gmd,\quest\q80301004.arc,q80301004.arc,2
0,,"《<AREA 19>》の《<SPOT 1092>》には
火山を背に建立された火竜像があるとのこと
――アッカ―シェランについて見識を深めるため
そして実際に訪れ、我々が訪れた記録として
記念撮影を行うことを勧める",,ui\00_message\quest\q80301004.gmd,\quest\q80301004.arc,q80301004.arc,3
0,,"《<AREA 19>》の《<SPOT 1092>》に
火山を背にした、立派な火竜の像があるそうです
アッカ―シェランという国の文化を
理解するために、いかがです？
共に出かけ、記念撮影でも",,ui\00_message\quest\q80301004.gmd,\quest\q80301004.arc,q80301004.arc,4
0,,"《<AREA 19>》の《<SPOT 1092>》に
うしろに火山がある、火竜の像があるんですって！
すごーく立派で、迫力があるんだそうですよ
実際に見てみたいと思いませんか？
そこで覚者さまと一緒に、記念写真を撮りたいなぁ",,ui\00_message\quest\q80301004.gmd,\quest\q80301004.arc,q80301004.arc,5
0,,"《<AREA 19>》の《<SPOT 1092>》に
火山を背にした、立派な火竜像があるんだとか
価値は分からねえが、なかなか壮観な眺めだそうで！
息抜きにそこまで出かけて、一緒に記念撮影でも――
と思ったんですが、いかがです？",,ui\00_message\quest\q80301004.gmd,\quest\q80301004.arc,q80301004.arc,6
0,,"《<AREA 19>》の《<SPOT 1092>》に
火山を背にした、立派な火竜の像があるそうよ
――ねえマスター、あたしたちもそこで
記念写真を撮りに行きません？
駄目かしら？",,ui\00_message\quest\q80301004.gmd,\quest\q80301004.arc,q80301004.arc,7
0,,"《<SPOT 1093>》に、息をのむような
絶景があるそうです
滝がとても綺麗なのだとか――
もしよろしかったら、一緒に行きませんか？
記念写真を撮れば、きっと良い思い出になりますよ",,ui\00_message\quest\q80301005.gmd,\quest\q80301005.arc,q80301005.arc,0
0,,"《<SPOT 1093>》に
滝がとてもきれいな場所があるのだとか――
もし良かったら、行きませんか？
それで、その――一緒に行って写真が取れたら
すごく嬉しいな、って思います",,ui\00_message\quest\q80301005.gmd,\quest\q80301005.arc,q80301005.arc,1
0,,"《<SPOT 1093>》へ素晴らしい景色を
見に行きませんか？
滝が、とても美しく
見える場所があるそうです！
共に写真を撮れば、きっと良い気分転換になりますよ",,ui\00_message\quest\q80301005.gmd,\quest\q80301005.arc,q80301005.arc,2
0,,"《<SPOT 1093>》にて
滝の壮麗な景色ありとのこと
主の興味を惹くようであれば――
共に向かい、記念撮影を行うのが良いかと",,ui\00_message\quest\q80301005.gmd,\quest\q80301005.arc,q80301005.arc,3
0,,"《<SPOT 1093>》に絶景があるそうです
滝が素晴らしく美しい場所と
聞いていますからね――
この美しき主従の背景とするにふさわしい
場所かと確信していますが――いかがです？",,ui\00_message\quest\q80301005.gmd,\quest\q80301005.arc,q80301005.arc,4
0,,"《<SPOT 1093>》に
滝がすごく綺麗に見える場所があるそうですよ！
ぼく、そこで覚者さまと一緒に
写真を撮りたいです！
――ダメですか？",,ui\00_message\quest\q80301005.gmd,\quest\q80301005.arc,q80301005.arc,5
0,,"《<SPOT 1093>》で滝が
綺麗に見える場所を教えてもらったんです
興味はありますかい？
良かったら、一緒に見に行って
記念写真でもどうですかね",,ui\00_message\quest\q80301005.gmd,\quest\q80301005.arc,q80301005.arc,6
0,,"《<SPOT 1093>》に素敵な景色があって
滝がよく見えるそうなの
ね、マスター、一緒に行ってみない？
あたし、そこでマスターと一緒に写真を撮って――
思い出が欲しいわ",,ui\00_message\quest\q80301005.gmd,\quest\q80301005.arc,q80301005.arc,7
0,,<STG 130>にいって一緒に写真を撮りましょう,,ui\00_message\quest\q80301006.gmd,\quest\q80301006.arc,q80301006.arc,0
0,,<STG 130>で一緒に写真を撮ってみたいです,,ui\00_message\quest\q80301006.gmd,\quest\q80301006.arc,q80301006.arc,1
0,,<STG 130>に行きましょう！写真を撮りましょう！,,ui\00_message\quest\q80301006.gmd,\quest\q80301006.arc,q80301006.arc,2
0,,"<STG 130>で素晴らしい景色を見つけました
一緒に行ってみませんか",,ui\00_message\quest\q80301006.gmd,\quest\q80301006.arc,q80301006.arc,3
0,,<STG 130>で一緒に写真を撮ってもいいですよ,,ui\00_message\quest\q80301006.gmd,\quest\q80301006.arc,q80301006.arc,4
0,,"<STG 130>に行って、一緒に写真を撮りたいです
いかがですか？",,ui\00_message\quest\q80301006.gmd,\quest\q80301006.arc,q80301006.arc,5
0,,<STG 130>へ今すぐ行こう！記念撮影だ！,,ui\00_message\quest\q80301006.gmd,\quest\q80301006.arc,q80301006.arc,6
0,,"<STG 130>に素敵な場所があるみたいよ
一緒に行って写真撮影なんてどう？",,ui\00_message\quest\q80301006.gmd,\quest\q80301006.arc,q80301006.arc,7
0,,"砦外から兵士さんたちが帰還したようなの
きっと疲れてると思うから
暖かい料理をふるまってあげたいの
ねぇ、一緒に手伝ってくれないかな？","It seems the soldiers have come back from 
beyond the fortress. They're likely tired, 
so I wish to prepare warm meals for them. 
Would you mind helping me with this?",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,0
0,,"帰還した兵士さんたちは
<STG 443>の中で休んでるって――
暖かい料理をふるまいたいから
手伝ってくれないかな？","The soldiers back from their mission are 
taking a break in <STG 443>―― I want 
to offer them warm meals, so could 
you lend a hand?",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,1
0,,手伝う,Help,ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,2
0,,――少し考えさせてくれ,... Let me think for a moment.,ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,3
0,,"さあ！　暖かい料理が出来たよ！
料理が冷めないうちに、砦内の
疲れた兵士さんたちに運んであげなきゃね","Alright! The warm meal is ready! 
We must take it to the tired soldiers 
inside the fort before it cools down.",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,4
0,,"兵士さんたちはみんな――
ぐったりしていると思うから
まわりをよく見ながら運んでね","The soldiers have exhausted their strength,
so keep an eye out while you move them.",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,5
0,,"それと、料理が冷めちゃわないように
――時間に気を付けて！","Oh, and be sure the food stays warm 
―― keep an eye on the time!",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,6
0,,"うん！　料理が冷めないうちに
すべて運んでくれたみたいだね！","Indeed! It looks like you got 
everything delivered before the meal 
cooled down!",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,7
0,,"兵士さんたちもすっごく喜んでくれて
アタシもうれしくなっちゃった！","The soldiers were really happy,
and it made me feel so glad too!",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,8
0,,"ああ、残念！　料理が冷めちゃった！
冷めた料理じゃ、疲れた兵士さんたちを
元気にはしてあげられない","Ah, what a shame! The food has 
gotten cold! Cold dishes won't 
revitalize the tired soldiers.",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,9
0,,"<STG 448>に戻って
温かい料理を作り直して
出直そう――","We should go back to <STG 448>, 
prepare a warm meal anew, 
and set out once more.",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,10
0,,"暖かい料理をありがとう――
疲れがとれそうです","Thanks for the warm food--
It'll take the edge off!",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,11
0,,料理が冷めちゃわないうちに――がんばって探さなくっちゃね！,"We need to hurry and find it 
before the food gets cold!",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,12
0,,無事――ふるまえてよかった！　協力ありがとう！,"I'm glad everything went well! 
Thank you for your cooperation!",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,13
0,,"ではさっそく<STG 443>で
待ち合わせようよ
手伝ってくれてありがとうね！","Let's head to <STG 443> to meet up. 
Thanks for assisting me!",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,16
0,,"そっかーしょうがないね
また協力できそうだったら
よろしくね！","I see, it can't be helped. 
If you can help again, 
I appreciate it!",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,17
0,,"兵士さんたちはみんな――
ぐったりしていると思うから
まわりをよく見ながら運んでね","The soldiers have exhausted their strength,
so keep an eye out while you move them.",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,18
0,,"それと、料理が冷めちゃわないように
――時間に気を付けて！","Oh, and be sure the food stays warm 
―― keep an eye on the time!",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,19
0,,"ではさっそく<STG 443>で
待ち合わせようよ",Let's meet at <STG 443> right away.,ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,20
0,,ほんと手伝ってくれてありがとうね！,Thank you so much for your help!,ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,21
0,,"美味そうないい匂いだ――
いかん――
なぜか涙が出てきそうだ","What a delicious smell―― 
Oh no―― 
I'm tearing up!",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,22
0,,"これは――
すごく腹が減っていたので
助かります","This is―― 
I was really hungry, 
so this helps a lot.",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,23
0,,"ありがたく
いただくとするよ","I will happily accept this, then.",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,24
0,,"ぜひ気になるなら
用事を聞いてやってくれ","If it piques your interest, 
do ask them about their task.",ui\00_message\quest\q80301050.gmd,\quest\q80301050.arc,q80301050.arc,30
0,,"ねえ、前線で戦ってる解放軍の人たちにも
おいしい料理を作ってあげたくてさ
それでこれから<SPOT 1032> に
行こうと思ってるんだ","I want to prepare tasty dishes 
for the soldiers of the liberation army 
fighting on the front line. 
That's why I'm planning to go to 
<SPOT 1032> soon.",ui\00_message\quest\q80301051.gmd,\quest\q80301051.arc,q80301051.arc,0
0,,"それでね――
調理の準備とか、何かと色々あるから
向こうで手伝ってくれたら嬉しいな――","Well, you see―― 
there's quite a bit to prepare 
for cooking and many things to do, 
so I would be grateful if you 
could lend a hand over there――",ui\00_message\quest\q80301051.gmd,\quest\q80301051.arc,q80301051.arc,1
0,,"アタシ、いろんな調理器具を持って
一足先に<SPOT 1032> に向かうね
向こうで合流しよう","I'm bringing all kinds of cooking gear 
and will head to 
<SPOT 1032> first. 
We'll meet up there.",ui\00_message\quest\q80301051.gmd,\quest\q80301051.arc,q80301051.arc,2
0,,"うーん、調理を始めてみたんだけれど
いま一つ、良い感じの味に仕上がらないんだよね","Well, I tried to start cooking, 
but it's just not coming out 
with the right flavor.",ui\00_message\quest\q80301051.gmd,\quest\q80301051.arc,q80301051.arc,3
0,,"それでさ、もっとおいしい料理を作るために
必要な器具の代わりとなる材料を
持ってきてくれないかな","So, would you be able to 
bring ingredients to act 
as substitutes for the 
things needed 
to make tastier meals?",ui\00_message\quest\q80301051.gmd,\quest\q80301051.arc,q80301051.arc,4
0,,"うーんと、うん、まだ足りないかも
ここで戦う解放軍の人たちにも
素敵な料理、なんとか作ってあげたいしね！","Hmm, well, it seems I might 
still need more. I want 
to prepare some lovely 
meals for the liberation 
army fighting here!",ui\00_message\quest\q80301051.gmd,\quest\q80301051.arc,q80301051.arc,5
0,,"あー！　これで材料が揃ったみたい！
よし！　ここからはアタシの腕の見せどころだね","Ah! Looks like I have all the 
ingredients now! Good! Now 
it's my chance to show my 
cooking skills!",ui\00_message\quest\q80301051.gmd,\quest\q80301051.arc,q80301051.arc,6
0,,"元気が出るおいしーい料理を
山ほど作るぞお！
それで、みんなを笑顔にしてやるんだ！","I'll whip up a mountain of 
delicious, uplifting dishes! 
Then, I'll make sure everyone 
is smiling!",ui\00_message\quest\q80301051.gmd,\quest\q80301051.arc,q80301051.arc,7
0,,"<NPC 581>が――
<SPOT 1031>に仕掛けた罠を
見に行くって出て行ったんだけれど
ほんとに大丈夫かな？","<NPC 581> headed out to check 
the trap placed at <SPOT 1031>. 
I can't help but worry if 
they'll be fine out there?",ui\00_message\quest\q80301052.gmd,\quest\q80301052.arc,q80301052.arc,0
0,,"心配であわてて――
アタシ何も持たずに来ちゃった","I rushed here in a panic,
and didn't bring anything with me.",ui\00_message\quest\q80301052.gmd,\quest\q80301052.arc,q80301052.arc,4
0,,"罠のある場所を教えるから
探しに行ってくれないかな？","I'll point out the places with traps, 
so could you go investigate?",ui\00_message\quest\q80301052.gmd,\quest\q80301052.arc,q80301052.arc,5
0,,"罠のある場所を教えるから
探しに行ってくれないかな？","I'll point out the places with traps, 
so could you go investigate?",ui\00_message\quest\q80301052.gmd,\quest\q80301052.arc,q80301052.arc,6
0,,"心配であわてて――
アタシ何も持たずに来ちゃった","I rushed here in a panic,
and didn't bring anything with me.",ui\00_message\quest\q80301052.gmd,\quest\q80301052.arc,q80301052.arc,7
0,,"<NPC 581>が――
無事に見つかってよかった！
もう少しで敵に連れてかれる所だったんだね","<NPC 581> was found safe and sound! 
I'm glad you made it back! 
You were almost taken by 
the enemy, weren't you?",ui\00_message\quest\q80301052.gmd,\quest\q80301052.arc,q80301052.arc,10
0,,"あとは自分で戻ってこれると
思うから、アタシ待ってます
手伝ってくれて、ほんとにありがとう！","I believe I can return by myself, 
so I will wait here. Truly, thank you 
for your assistance!",ui\00_message\quest\q80301052.gmd,\quest\q80301052.arc,q80301052.arc,11
0,,"あ、隊長！
いいところに来たね！","Ah, Captain!
You've come to the right place!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,0
0,,"実は、たった今いい作戦を思いついてね
城の兵たち何人かに頼みたいことがあるんだ","To be honest, I just had a brilliant idea. 
I need to ask a few of the castle guards 
for something.",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,1
0,,"でも、この展望城――
城の人間が迷うくらい広くて複雑だからね
人探しも大変なんだ","However, this Lookout Castle―― 
is so wide and intricate that even 
the castle's residents get lost, 
making it hard to find anyone.",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,2
0,,"ボクが作戦を忘れないうちに
急いで探したいんだけど
隊長も手伝ってくれないかな？","I want to search quickly before I forget the 
strategy; could the captain 
lend a hand as well?",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,3
0,,"ありがとう！
やはり、いつだって頼れるのは隊長だけさ！","Thank you!
After all, you can always count on the captain!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,4
0,,"僕が探している兵たちは――
<STG 451>のどこかにいるはずさ","The soldiers I'm looking for-- 
they're somewhere in
<STG 451>",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,5
0,,"あぁ！　早くしないと
さっき思いついたばかりの作戦を
もう忘れてしまいそうだ！","Ah! I need to hurry, or I'll forget 
the strategy I just came up with!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,6
0,,急いで探す,Hurry up and search,ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,7
0,,――少し待ってほしい,... Please wait a moment.,ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,8
0,,"よし！　早速兵たちを探そう！
どこにいるか分からないから
周囲をよく見ながら探さないとね！","All right! 
Let's find the soldiers as soon as possible!
We don't know where they are, 
so we have to look around carefully!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,9
0,,さぁ、時間との勝負だ！　隊長！,"Let's go, it's a fight against the clock! 
Captain!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,10
0,,"いやぁ、危うく全部忘れるところだったよ
あんな作戦、もう二度と思いつけないと思ったからね！
ありがとう隊長！","Wow, I nearly forgot it all! 
I thought I could never devise 
such a strategy again! Thanks, Captain!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,11
0,,"あんな――あれ？
ええっと、確かなんか作戦が――あって
それが――どうとか――","Oh... what?
Well, there was some kind of a plan...
that... that... was...",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,12
0,,隊長！,Captain!,ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,13
0,,"安心したら、きれいサッパリ忘れてしまったよ！
こいつはケッサクだね！","I felt at ease and completely lost it! 
This is quite the marvel, indeed!",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,14
0,,あっ,Oh,ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,15
0,,あっはっ,"Ah, ha.",ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,16
0,,あっはっはっ,Ahahaha!,ui\00_message\quest\q80301060.gmd,\quest\q80301060.arc,q80301060.arc,17
