#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,"灯りの準備は問題ないんで？
見通し悪ぃと何かと厄介ですよ",,ui\00_message\pawn\talk\stage\feature3001\persona07.gmd,\pw_talk\pt_feature3001_persona07.arc,pt_feature3001_persona07.arc,4
0,,"視界が悪いですねマスター
ランタン火種はお持ちですか？",,ui\00_message\pawn\talk\stage\feature3002\persona03.gmd,\pw_talk\pt_feature3002_persona03.arc,pt_feature3002_persona03.arc,3
0,,"地下は視界が悪く敵も多い
退路を確保し、敵に囲まれぬよう警戒を",,ui\00_message\pawn\talk\stage\feature3002\persona04.gmd,\pw_talk\pt_feature3002_persona04.arc,pt_feature3002_persona04.arc,0
0,,有用なものがあれば、入手を,,ui\00_message\pawn\talk\stage\feature3002\persona04.gmd,\pw_talk\pt_feature3002_persona04.arc,pt_feature3002_persona04.arc,1
0,,十分周囲に警戒を――,,ui\00_message\pawn\talk\stage\feature3002\persona04.gmd,\pw_talk\pt_feature3002_persona04.arc,pt_feature3002_persona04.arc,2
0,,"暗所ではランタン火種が必要
予備の確認を",,ui\00_message\pawn\talk\stage\feature3002\persona04.gmd,\pw_talk\pt_feature3002_persona04.arc,pt_feature3002_persona04.arc,3
0,,"おお、嫌ですね
この重く湿った空気――",,ui\00_message\pawn\talk\stage\feature3002\persona05.gmd,\pw_talk\pt_feature3002_persona05.arc,pt_feature3002_persona05.arc,0
0,,"採取できそうなものや宝箱なんかも
探せばあるかもしれませんね",,ui\00_message\pawn\talk\stage\feature3002\persona05.gmd,\pw_talk\pt_feature3002_persona05.arc,pt_feature3002_persona05.arc,1
0,,"ご注意を、覚者さま
いつ何時、無粋な輩が飛び出すやら
知れたものではありません",,ui\00_message\pawn\talk\stage\feature3002\persona05.gmd,\pw_talk\pt_feature3002_persona05.arc,pt_feature3002_persona05.arc,2
0,,"暗い所は行く手を照らす灯りが欲しいですね
ランタン火種は多めに持っておきましょう",,ui\00_message\pawn\talk\stage\feature3002\persona05.gmd,\pw_talk\pt_feature3002_persona05.arc,pt_feature3002_persona05.arc,3
0,,洞窟とか地下って、何だかわくわくしますね！,,ui\00_message\pawn\talk\stage\feature3002\persona06.gmd,\pw_talk\pt_feature3002_persona06.arc,pt_feature3002_persona06.arc,0
0,,"宝箱とか道具とかいい素材とか
あったら全部持って帰りましょう！",,ui\00_message\pawn\talk\stage\feature3002\persona06.gmd,\pw_talk\pt_feature3002_persona06.arc,pt_feature3002_persona06.arc,1
0,,"気を付けてくださいね！
物陰から魔物が飛び掛かって
くるかもしれません",,ui\00_message\pawn\talk\stage\feature3002\persona06.gmd,\pw_talk\pt_feature3002_persona06.arc,pt_feature3002_persona06.arc,2
0,,"ちょっと先が見えにくいですね
ランタン火種って、まだありましたっけ",,ui\00_message\pawn\talk\stage\feature3002\persona06.gmd,\pw_talk\pt_feature3002_persona06.arc,pt_feature3002_persona06.arc,3
0,,"洞窟に地下墓地に水路に――
こういう場所ってのは、気が引き締まりますね",,ui\00_message\pawn\talk\stage\feature3002\persona07.gmd,\pw_talk\pt_feature3002_persona07.arc,pt_feature3002_persona07.arc,0
0,,"使えそうなものは持って行きましょう
素材なんかもありそうですし",,ui\00_message\pawn\talk\stage\feature3002\persona07.gmd,\pw_talk\pt_feature3002_persona07.arc,pt_feature3002_persona07.arc,1
0,,さ、さっさと奥まで行っちまいましょう,,ui\00_message\pawn\talk\stage\feature3002\persona07.gmd,\pw_talk\pt_feature3002_persona07.arc,pt_feature3002_persona07.arc,2
0,,"灯りの準備は問題ないんで？
見通し悪ぃと何かと厄介ですよ",,ui\00_message\pawn\talk\stage\feature3002\persona07.gmd,\pw_talk\pt_feature3002_persona07.arc,pt_feature3002_persona07.arc,3
0,,あまり長居したい場所じゃないわね,,ui\00_message\pawn\talk\stage\feature3002\persona08.gmd,\pw_talk\pt_feature3002_persona08.arc,pt_feature3002_persona08.arc,0
0,,"せっかくだし、見つけた素材やアイテムは
もらっておきましょう
神殿に帰ったら何かクラフトしますね",,ui\00_message\pawn\talk\stage\feature3002\persona08.gmd,\pw_talk\pt_feature3002_persona08.arc,pt_feature3002_persona08.arc,1
0,,"マスター、地下は迷いやすいから
目的の場所は地図で確認しながら
行きましょう",,ui\00_message\pawn\talk\stage\feature3002\persona08.gmd,\pw_talk\pt_feature3002_persona08.arc,pt_feature3002_persona08.arc,2
0,,"ランタン火種はまだあったかしら
暗いと視界が悪くなるわ",,ui\00_message\pawn\talk\stage\feature3002\persona08.gmd,\pw_talk\pt_feature3002_persona08.arc,pt_feature3002_persona08.arc,3
0,,"水の音が聞こえますね――
地上に比べるとひんやりします",,ui\00_message\pawn\talk\stage\feature3003\persona01.gmd,\pw_talk\pt_feature3003_persona01.arc,pt_feature3003_persona01.arc,0
0,,"近くに鉱石を採掘できる場所が
あるかもしれません
ピッケルの予備はお持ちですか？",,ui\00_message\pawn\talk\stage\feature3003\persona01.gmd,\pw_talk\pt_feature3003_persona01.arc,pt_feature3003_persona01.arc,1
0,,"自然洞窟には、場所によって危険な鍾乳石や
火薬樽で破壊できる岩壁があるのだとか
そういった場所を見過ごさぬよう行きましょう",,ui\00_message\pawn\talk\stage\feature3003\persona01.gmd,\pw_talk\pt_feature3003_persona01.arc,pt_feature3003_persona01.arc,2
0,,"突然魔物が飛びだしてくるかもしれませんよ
ほら、その岩の後とか――！",,ui\00_message\pawn\talk\stage\feature3003\persona01.gmd,\pw_talk\pt_feature3003_persona01.arc,pt_feature3003_persona01.arc,3
0,,はやく洞窟から抜けたいですね,,ui\00_message\pawn\talk\stage\feature3003\persona01.gmd,\pw_talk\pt_feature3003_persona01.arc,pt_feature3003_persona01.arc,4
0,,"――水が流れているみたいです
そのせいか、少し涼しいですね",,ui\00_message\pawn\talk\stage\feature3003\persona02.gmd,\pw_talk\pt_feature3003_persona02.arc,pt_feature3003_persona02.arc,0
0,,"こういう場所ですし、ピッケルがあれば
鉱石を掘れるかも――",,ui\00_message\pawn\talk\stage\feature3003\persona02.gmd,\pw_talk\pt_feature3003_persona02.arc,pt_feature3003_persona02.arc,1
0,,"覚者さま、あの。ご注意を
こういう洞窟って、鍾乳石が降ってきたり
岩の崩落とかもあるみたいですから",,ui\00_message\pawn\talk\stage\feature3003\persona02.gmd,\pw_talk\pt_feature3003_persona02.arc,pt_feature3003_persona02.arc,2
0,,す、少しずつ、慎重に――,,ui\00_message\pawn\talk\stage\feature3003\persona02.gmd,\pw_talk\pt_feature3003_persona02.arc,pt_feature3003_persona02.arc,3
0,,"洞窟は特に、魔獣や鬼の住処になることが
多いそうです――",,ui\00_message\pawn\talk\stage\feature3003\persona02.gmd,\pw_talk\pt_feature3003_persona02.arc,pt_feature3003_persona02.arc,4
0,,"地下水脈の跡でしょうか
マスター、頭上と足元にご注意を",,ui\00_message\pawn\talk\stage\feature3003\persona03.gmd,\pw_talk\pt_feature3003_persona03.arc,pt_feature3003_persona03.arc,0
0,,"おお、鉱脈があるかもしれませんね！
ピッケルがあれば掘れそうです",,ui\00_message\pawn\talk\stage\feature3003\persona03.gmd,\pw_talk\pt_feature3003_persona03.arc,pt_feature3003_persona03.arc,1
0,,"洞窟の中には、発破用の火薬樽が
置かれているところもあるとか
爆破できそうな所があれば覚えておきましょう！",,ui\00_message\pawn\talk\stage\feature3003\persona03.gmd,\pw_talk\pt_feature3003_persona03.arc,pt_feature3003_persona03.arc,2
0,,鬼が出るか、蛇が出るか――！,,ui\00_message\pawn\talk\stage\feature3003\persona03.gmd,\pw_talk\pt_feature3003_persona03.arc,pt_feature3003_persona03.arc,3
0,,洞窟探検、望むところです！！,,ui\00_message\pawn\talk\stage\feature3003\persona03.gmd,\pw_talk\pt_feature3003_persona03.arc,pt_feature3003_persona03.arc,4
0,,近くに水脈の形跡あり,,ui\00_message\pawn\talk\stage\feature3003\persona04.gmd,\pw_talk\pt_feature3003_persona04.arc,pt_feature3003_persona04.arc,0
0,,"採掘ポイントにはピッケルが必要
特に坑道や洞窟では、多めの準備を",,ui\00_message\pawn\talk\stage\feature3003\persona04.gmd,\pw_talk\pt_feature3003_persona04.arc,pt_feature3003_persona04.arc,1
0,,もろい岩壁は、火薬樽にて発破可能,,ui\00_message\pawn\talk\stage\feature3003\persona04.gmd,\pw_talk\pt_feature3003_persona04.arc,pt_feature3003_persona04.arc,2
0,,"入り組んだ洞窟では
地図での定期的な場所把握を勧める",,ui\00_message\pawn\talk\stage\feature3003\persona04.gmd,\pw_talk\pt_feature3003_persona04.arc,pt_feature3003_persona04.arc,3
0,,"洞窟にも有用なアイテムは多数存在
鉱石のみならず各種素材は入手を",,ui\00_message\pawn\talk\stage\feature3003\persona04.gmd,\pw_talk\pt_feature3003_persona04.arc,pt_feature3003_persona04.arc,4
0,,"おや、水が流れているようです
天井からも水滴が――",,ui\00_message\pawn\talk\stage\feature3003\persona05.gmd,\pw_talk\pt_feature3003_persona05.arc,pt_feature3003_persona05.arc,0
0,,"手ごろな鉱脈があるかもしれませんね
覚者殿、ピッケルはお持ちですか？",,ui\00_message\pawn\talk\stage\feature3003\persona05.gmd,\pw_talk\pt_feature3003_persona05.arc,pt_feature3003_persona05.arc,1
0,,"洞窟や坑道には、火薬樽を使うことで
破砕できる岩壁もあるとか
それらしい所はチェックいたしましょう",,ui\00_message\pawn\talk\stage\feature3003\persona05.gmd,\pw_talk\pt_feature3003_persona05.arc,pt_feature3003_persona05.arc,2
0,,"入り組んだ通路や曲がり角はご注意を
何が潜んでいるやら――です",,ui\00_message\pawn\talk\stage\feature3003\persona05.gmd,\pw_talk\pt_feature3003_persona05.arc,pt_feature3003_persona05.arc,3
0,,"さて――、この洞窟をねぐらにしている
敵はどれくらいいるのでしょうね",,ui\00_message\pawn\talk\stage\feature3003\persona05.gmd,\pw_talk\pt_feature3003_persona05.arc,pt_feature3003_persona05.arc,4
0,,"わ、冷たい！
ここ、結構水っけが多いですね。覚者さま",,ui\00_message\pawn\talk\stage\feature3003\persona06.gmd,\pw_talk\pt_feature3003_persona06.arc,pt_feature3003_persona06.arc,0
0,,"ピッケル多めに持ってきました？
きっとここ、鉱石がたくさん採れますよ！",,ui\00_message\pawn\talk\stage\feature3003\persona06.gmd,\pw_talk\pt_feature3003_persona06.arc,pt_feature3003_persona06.arc,1
0,,"火薬樽があったら、思い切り魔物に
ぶつけてやりましょう！
岩壁だって木端微塵です！",,ui\00_message\pawn\talk\stage\feature3003\persona06.gmd,\pw_talk\pt_feature3003_persona06.arc,pt_feature3003_persona06.arc,2
0,,"この洞窟には、何がいるんでしょうね！
まだ見てない魔物はいないかなぁ",,ui\00_message\pawn\talk\stage\feature3003\persona06.gmd,\pw_talk\pt_feature3003_persona06.arc,pt_feature3003_persona06.arc,3
0,,洞窟探検、張り切っていきましょう！！,,ui\00_message\pawn\talk\stage\feature3003\persona06.gmd,\pw_talk\pt_feature3003_persona06.arc,pt_feature3003_persona06.arc,4
0,,"かなり湿ってやがる
もともと地下水脈だったんですかね",,ui\00_message\pawn\talk\stage\feature3003\persona07.gmd,\pw_talk\pt_feature3003_persona07.arc,pt_feature3003_persona07.arc,0
0,,"採掘しがいのありそうな洞窟ですね
さーて、どこかに鉱脈は――",,ui\00_message\pawn\talk\stage\feature3003\persona07.gmd,\pw_talk\pt_feature3003_persona07.arc,pt_feature3003_persona07.arc,1
0,,"火薬樽の傍にゃ、発破できる岩壁が
あるかもしれません
魔物に投げる前に見ておきますか",,ui\00_message\pawn\talk\stage\feature3003\persona07.gmd,\pw_talk\pt_feature3003_persona07.arc,pt_feature3003_persona07.arc,2
0,,"油断は禁物ですぜ、覚者さま
洞窟の奥には、普段見ねぇ思わぬ大物が
居やがったりもしますから",,ui\00_message\pawn\talk\stage\feature3003\persona07.gmd,\pw_talk\pt_feature3003_persona07.arc,pt_feature3003_persona07.arc,3
0,,"まずは内部をきっちり検めましょう
後のことは、出てからで",,ui\00_message\pawn\talk\stage\feature3003\persona07.gmd,\pw_talk\pt_feature3003_persona07.arc,pt_feature3003_persona07.arc,4
0,,"すごい湿気ね――
地下水が溜まっているせいかしら",,ui\00_message\pawn\talk\stage\feature3003\persona08.gmd,\pw_talk\pt_feature3003_persona08.arc,pt_feature3003_persona08.arc,0
0,,"ねぇマスター、宝石が採れるかもしれないわ
ピッケルは十分持ってきています？",,ui\00_message\pawn\talk\stage\feature3003\persona08.gmd,\pw_talk\pt_feature3003_persona08.arc,pt_feature3003_persona08.arc,1
0,,"そうだわ、火薬樽を見つけたら
投げる前に近くを確認しましょう
発破できる壁があるかもしれないし",,ui\00_message\pawn\talk\stage\feature3003\persona08.gmd,\pw_talk\pt_feature3003_persona08.arc,pt_feature3003_persona08.arc,2
0,,"洞窟か――マスターと二人きりなら
少しロマンチックかも",,ui\00_message\pawn\talk\stage\feature3003\persona08.gmd,\pw_talk\pt_feature3003_persona08.arc,pt_feature3003_persona08.arc,3
0,,"危険な魔物が現れたら逃げるのも手です
退路を間違えば、追い詰められてしまうけど",,ui\00_message\pawn\talk\stage\feature3003\persona08.gmd,\pw_talk\pt_feature3003_persona08.arc,pt_feature3003_persona08.arc,4
0,,"水の音が聞こえますね――
地上に比べるとひんやりします",,ui\00_message\pawn\talk\stage\feature3004\persona01.gmd,\pw_talk\pt_feature3004_persona01.arc,pt_feature3004_persona01.arc,0
0,,"近くに鉱石を採掘できる場所が
あるかもしれません
ピッケルの予備はお持ちですか？",,ui\00_message\pawn\talk\stage\feature3004\persona01.gmd,\pw_talk\pt_feature3004_persona01.arc,pt_feature3004_persona01.arc,1
0,,"突然魔物が飛びだしてくるかもしれませんよ
ほら、その岩の後とか――！",,ui\00_message\pawn\talk\stage\feature3004\persona01.gmd,\pw_talk\pt_feature3004_persona01.arc,pt_feature3004_persona01.arc,2
0,,はやく洞窟から抜けたいですね,,ui\00_message\pawn\talk\stage\feature3004\persona01.gmd,\pw_talk\pt_feature3004_persona01.arc,pt_feature3004_persona01.arc,3
0,,"――水が流れているみたいです
そのせいか、少し涼しいですね",,ui\00_message\pawn\talk\stage\feature3004\persona02.gmd,\pw_talk\pt_feature3004_persona02.arc,pt_feature3004_persona02.arc,0
0,,"こういう場所ですし、ピッケルがあれば
鉱石を掘れるかも――",,ui\00_message\pawn\talk\stage\feature3004\persona02.gmd,\pw_talk\pt_feature3004_persona02.arc,pt_feature3004_persona02.arc,1
0,,す、少しずつ、慎重に――,,ui\00_message\pawn\talk\stage\feature3004\persona02.gmd,\pw_talk\pt_feature3004_persona02.arc,pt_feature3004_persona02.arc,2
0,,"洞窟は特に、魔獣や鬼の住処になることが
多いそうです――",,ui\00_message\pawn\talk\stage\feature3004\persona02.gmd,\pw_talk\pt_feature3004_persona02.arc,pt_feature3004_persona02.arc,3
0,,洞窟探検、望むところです！！,,ui\00_message\pawn\talk\stage\feature3004\persona03.gmd,\pw_talk\pt_feature3004_persona03.arc,pt_feature3004_persona03.arc,0
0,,"地下水脈の跡でしょうか
マスター、頭上と足元にご注意を",,ui\00_message\pawn\talk\stage\feature3004\persona03.gmd,\pw_talk\pt_feature3004_persona03.arc,pt_feature3004_persona03.arc,1
0,,"おお、鉱脈があるかもしれませんね！
ピッケルがあれば掘れそうです",,ui\00_message\pawn\talk\stage\feature3004\persona03.gmd,\pw_talk\pt_feature3004_persona03.arc,pt_feature3004_persona03.arc,2
0,,鬼が出るか、蛇が出るか――！,,ui\00_message\pawn\talk\stage\feature3004\persona03.gmd,\pw_talk\pt_feature3004_persona03.arc,pt_feature3004_persona03.arc,3
0,,"入り組んだ洞窟では
地図での定期的な場所把握を勧める",,ui\00_message\pawn\talk\stage\feature3004\persona04.gmd,\pw_talk\pt_feature3004_persona04.arc,pt_feature3004_persona04.arc,0
0,,"洞窟にも有用なアイテムは多数存在
鉱石のみならず各種素材は入手を",,ui\00_message\pawn\talk\stage\feature3004\persona04.gmd,\pw_talk\pt_feature3004_persona04.arc,pt_feature3004_persona04.arc,1
0,,近くに水脈の形跡あり,,ui\00_message\pawn\talk\stage\feature3004\persona04.gmd,\pw_talk\pt_feature3004_persona04.arc,pt_feature3004_persona04.arc,2
0,,"採掘ポイントにはピッケルが必要
特に坑道や洞窟では、多めの準備を",,ui\00_message\pawn\talk\stage\feature3004\persona04.gmd,\pw_talk\pt_feature3004_persona04.arc,pt_feature3004_persona04.arc,3
0,,"おや、水が流れているようです
天井からも水滴が――",,ui\00_message\pawn\talk\stage\feature3004\persona05.gmd,\pw_talk\pt_feature3004_persona05.arc,pt_feature3004_persona05.arc,0
0,,"手ごろな鉱脈があるかもしれませんね
覚者殿、ピッケルはお持ちですか？",,ui\00_message\pawn\talk\stage\feature3004\persona05.gmd,\pw_talk\pt_feature3004_persona05.arc,pt_feature3004_persona05.arc,1
0,,"入り組んだ通路や曲がり角はご注意を
何が潜んでいるやら――です",,ui\00_message\pawn\talk\stage\feature3004\persona05.gmd,\pw_talk\pt_feature3004_persona05.arc,pt_feature3004_persona05.arc,2
0,,"さて――、この洞窟をねぐらにしている
敵はどれくらいいるのでしょうね",,ui\00_message\pawn\talk\stage\feature3004\persona05.gmd,\pw_talk\pt_feature3004_persona05.arc,pt_feature3004_persona05.arc,3
0,,洞窟探検、張り切っていきましょう！！,,ui\00_message\pawn\talk\stage\feature3004\persona06.gmd,\pw_talk\pt_feature3004_persona06.arc,pt_feature3004_persona06.arc,0
0,,"わ、冷たい！
ここ、結構水っけが多いですね。覚者さま",,ui\00_message\pawn\talk\stage\feature3004\persona06.gmd,\pw_talk\pt_feature3004_persona06.arc,pt_feature3004_persona06.arc,1
0,,"ピッケル多めに持ってきました？
きっとここ、鉱石がたくさん採れますよ！",,ui\00_message\pawn\talk\stage\feature3004\persona06.gmd,\pw_talk\pt_feature3004_persona06.arc,pt_feature3004_persona06.arc,2
0,,"この洞窟には、何がいるんでしょうね！
まだ見てない魔物はいないかなぁ",,ui\00_message\pawn\talk\stage\feature3004\persona06.gmd,\pw_talk\pt_feature3004_persona06.arc,pt_feature3004_persona06.arc,3
0,,"かなり湿ってやがる
もともと地下水脈だったんですかね",,ui\00_message\pawn\talk\stage\feature3004\persona07.gmd,\pw_talk\pt_feature3004_persona07.arc,pt_feature3004_persona07.arc,0
0,,"採掘しがいのありそうな洞窟ですね
さーて、どこかに鉱脈は――",,ui\00_message\pawn\talk\stage\feature3004\persona07.gmd,\pw_talk\pt_feature3004_persona07.arc,pt_feature3004_persona07.arc,1
0,,"油断は禁物ですぜ、覚者さま
洞窟の奥には、普段見ねぇ思わぬ大物が
居やがったりもしますから",,ui\00_message\pawn\talk\stage\feature3004\persona07.gmd,\pw_talk\pt_feature3004_persona07.arc,pt_feature3004_persona07.arc,2
0,,"まずは内部をきっちり検めましょう
後のことは、出てからで",,ui\00_message\pawn\talk\stage\feature3004\persona07.gmd,\pw_talk\pt_feature3004_persona07.arc,pt_feature3004_persona07.arc,3
0,,"すごい湿気ね――
地下水が溜まっているせいかしら",,ui\00_message\pawn\talk\stage\feature3004\persona08.gmd,\pw_talk\pt_feature3004_persona08.arc,pt_feature3004_persona08.arc,0
0,,"ねぇマスター、宝石が採れるかもしれないわ
ピッケルは十分持ってきています？",,ui\00_message\pawn\talk\stage\feature3004\persona08.gmd,\pw_talk\pt_feature3004_persona08.arc,pt_feature3004_persona08.arc,1
0,,"洞窟か――マスターと二人きりなら
少しロマンチックかも",,ui\00_message\pawn\talk\stage\feature3004\persona08.gmd,\pw_talk\pt_feature3004_persona08.arc,pt_feature3004_persona08.arc,2
0,,"危険な魔物が現れたら逃げるのも手です
退路を間違えば、追い詰められてしまうけど",,ui\00_message\pawn\talk\stage\feature3004\persona08.gmd,\pw_talk\pt_feature3004_persona08.arc,pt_feature3004_persona08.arc,3
0,,"ここは埃っぽい上、いやな臭いがしますね――
息が詰まります",,ui\00_message\pawn\talk\stage\feature3005\persona01.gmd,\pw_talk\pt_feature3005_persona01.arc,pt_feature3005_persona01.arc,0
0,,"こういった死者にまつわる場所には、
瘴気のせいで亡者化した遺体や
死肉を貪る魔物の類が棲みついています
十分警戒してください",,ui\00_message\pawn\talk\stage\feature3005\persona01.gmd,\pw_talk\pt_feature3005_persona01.arc,pt_feature3005_persona01.arc,1
0,,"覚者さま。あちこちに骨の欠片が落ちています
全部が人のものではないようですが",,ui\00_message\pawn\talk\stage\feature3005\persona01.gmd,\pw_talk\pt_feature3005_persona01.arc,pt_feature3005_persona01.arc,2
0,,"我々ポーンには墓地という概念がありません
滅びてなお、居場所があるというのは
良いことかもしれませんね",,ui\00_message\pawn\talk\stage\feature3005\persona01.gmd,\pw_talk\pt_feature3005_persona01.arc,pt_feature3005_persona01.arc,3
0,,"かなり古い人骨もあるようです
１００年、いや、もっとでしょうか",,ui\00_message\pawn\talk\stage\feature3005\persona01.gmd,\pw_talk\pt_feature3005_persona01.arc,pt_feature3005_persona01.arc,4
0,,この臭い――苦手です,,ui\00_message\pawn\talk\stage\feature3005\persona02.gmd,\pw_talk\pt_feature3005_persona02.arc,pt_feature3005_persona02.arc,0
0,,壁の穴って、これ、も、もしかして――,,ui\00_message\pawn\talk\stage\feature3005\persona02.gmd,\pw_talk\pt_feature3005_persona02.arc,pt_feature3005_persona02.arc,1
0,,"ほ、骨がこんなにたくさん――
わ！　ふ、踏んでしまいました！",,ui\00_message\pawn\talk\stage\feature3005\persona02.gmd,\pw_talk\pt_feature3005_persona02.arc,pt_feature3005_persona02.arc,2
0,,"地下墓地って、白竜さまのお力が衰えてから
瘴気のせいで埋葬された人が
不死者になりやすいと、聞いたことが――",,ui\00_message\pawn\talk\stage\feature3005\persona02.gmd,\pw_talk\pt_feature3005_persona02.arc,pt_feature3005_persona02.arc,3
0,,旧時代に作られた墓地なのでしょうか――,,ui\00_message\pawn\talk\stage\feature3005\persona02.gmd,\pw_talk\pt_feature3005_persona02.arc,pt_feature3005_persona02.arc,4
0,,"げほっ、げほっ――！
咽せますね、埃っぽくて",,ui\00_message\pawn\talk\stage\feature3005\persona03.gmd,\pw_talk\pt_feature3005_persona03.arc,pt_feature3005_persona03.arc,0
0,,"うわ、マスター！　いたるところに骨が！
どれが起き上がってきても
おかしくありませんよ！",,ui\00_message\pawn\talk\stage\feature3005\persona03.gmd,\pw_talk\pt_feature3005_persona03.arc,pt_feature3005_persona03.arc,1
0,,"死者だけでなく、それをエサとする魔物や鬼も
入りこんでいるかもしれません
油断なさらず！",,ui\00_message\pawn\talk\stage\feature3005\persona03.gmd,\pw_talk\pt_feature3005_persona03.arc,pt_feature3005_persona03.arc,2
0,,"――亡者たちも哀れですね
白竜さまのお力さえ満ちていれば
さまようことなく眠っていられたでしょうに",,ui\00_message\pawn\talk\stage\feature3005\persona03.gmd,\pw_talk\pt_feature3005_persona03.arc,pt_feature3005_persona03.arc,3
0,,"いかな死霊亡者の類が現れようとも
マスターの邪魔はさせません！",,ui\00_message\pawn\talk\stage\feature3005\persona03.gmd,\pw_talk\pt_feature3005_persona03.arc,pt_feature3005_persona03.arc,4
0,,"死者の眠る墓地――
平穏時であれば、ここは厳粛なる祈りの場",,ui\00_message\pawn\talk\stage\feature3005\persona04.gmd,\pw_talk\pt_feature3005_persona04.arc,pt_feature3005_persona04.arc,0
0,,"亡者の徘徊は、白竜の衰えによる瘴気の滞留
主よ、彼らに再び眠りを",,ui\00_message\pawn\talk\stage\feature3005\persona04.gmd,\pw_talk\pt_feature3005_persona04.arc,pt_feature3005_persona04.arc,1
0,,"地下墓地には、強力な鬼や魔獣が巣くうことも
油断なきよう",,ui\00_message\pawn\talk\stage\feature3005\persona04.gmd,\pw_talk\pt_feature3005_persona04.arc,pt_feature3005_persona04.arc,2
0,,"魔法を操る不死者との遭遇時は
優先的に対応を",,ui\00_message\pawn\talk\stage\feature3005\persona04.gmd,\pw_talk\pt_feature3005_persona04.arc,pt_feature3005_persona04.arc,3
0,,"時として、埋蔵品の中には高価なものが
祭壇付近はよく確認を",,ui\00_message\pawn\talk\stage\feature3005\persona04.gmd,\pw_talk\pt_feature3005_persona04.arc,pt_feature3005_persona04.arc,4
0,,"仄暗き地下墓地、冒険の舞台としては
悪くはありませんが――
いかんせん、この空気は――！",,ui\00_message\pawn\talk\stage\feature3005\persona05.gmd,\pw_talk\pt_feature3005_persona05.arc,pt_feature3005_persona05.arc,0
