#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
1,TUTORIAL_STEP_480,"<COL ffdc78>ミッション開始時のスタート位置は２箇所あり、
ランダムでそれぞれ４人ずつに分かれます</COL>

うまく戦力を分散させるため、エントリーボードを
作成する際には募集するジョブと人数を考えて
戦略を立てましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step278.gmd,\tguide\tutorial_guide_278.arc,tutorial_guide_278.arc,1
0,TUTORIAL_STEP_498,"<COL 78f5ff>《クラン》に成長要素が追加されました</COL>

<COL ffdc78>《クランレベル》</COL>を一定以上に上げることで
<COL ffdc78>《クラン拠点》</COL>を利用できるようになります


＜クランレベルの上げ方＞
クランレベルは
<COL ffdc78>《クランクエスト》をクリアし得られる
《クランポイント》をためることで
上げることができます<COL ffdc78>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step317.gmd,\tguide\tutorial_guide_317.arc,tutorial_guide_317.arc,0
1,TUTORIAL_STEP_499,"<COL ffdc78>《クランクエスト》</COL>について

クランポイントの獲得には制限があります
様々なクエストをクリアしてクランポイントを
獲得しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step317.gmd,\tguide\tutorial_guide_317.arc,tutorial_guide_317.arc,1
2,TUTORIAL_STEP_500,"<COL ffdc78>《クランポイント》</COL>について

クランポイントを集めていくことで
クランレベルをあげることができます

また、クラン拠点解放後はクラン拠点内で
<COL ffdc78>《クラン執務官》</COL>に相談することで
クラン拠点の施設やコンテンツを
利用することができるようになります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step317.gmd,\tguide\tutorial_guide_317.arc,tutorial_guide_317.arc,2
0,TUTORIAL_STEP_9,"<COL 78f5ff>《ボードクエスト》が解放されました！</COL>

世界各地の拠点にある<COL ffdc78>《クエストボード》</COL>には
住民の依頼書、さまざまな<COL ffdc78>《ボードクエスト》</COL>が
日々寄せられています

<COL ffdc78>「討伐クエスト」</COL>と<COL ffdc78>「納品クエスト」</COL>
から、受注したいものを選びましょう","<COL 78f5ff>""Board Quests"" ae available!</COL>
	
In various locations you will see <COL ffdc78>""Quest Boards""</COL>
Residents make their various requests with
<COL ffdc78>""Board Quests""</COL> Every day we
get new requests.

<COL ffdc78>""Elimination Quests""</COL> and <COL ffdc78>""Delivery Quests""</COL>,
Choose whichever you like.",ui\00_message\tutorial_guide\steps\tutorial_guide_step32.gmd,\tguide\tutorial_guide_32.arc,tutorial_guide_32.arc,0
1,TUTORIAL_STEP_10,"<COL ffdc78>「討伐クエスト」は指定の魔物討伐が目的と
なり、対象敵はミニマップに緑の丸で示されます</COL>

<COL ffdc78>「納品クエスト」は依頼の品を入手し
《納品ボックス》に納めることが目的となります</COL>

なお、依頼期間（配信）が過ぎてしまった
場合は自動的にクエスト破棄されますので
ご注意ください","<COL ffdc78>""Elimination Quests"" are aimed at the
suppression of monsters The target enemies are indicated
by a green circle on the mini map</COL>

<COL ffdc78>""Delivery Quests"" are about obtaining specific items
and deliver them to a ""Delivery Box""</COL>

However, if the time limit for the delivery has passed,
the quest will automatically fail.
Please be careful.",ui\00_message\tutorial_guide\steps\tutorial_guide_step32.gmd,\tguide\tutorial_guide_32.arc,tutorial_guide_32.arc,1
0,TUTORIAL_STEP_501,"《ある探検家の軌跡》

<COL ffdc78>未知の大陸を旅した探検家の手がかりが
日記の切れ端として世界中に散りばめられています</COL>

探検家の思いを受け継ぎ、手がかりを集めることで
彼らが追い求め、魅了されたものへ
近づくことができます

何か見つけることがあれば
積極的に内容を確認してみましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step320.gmd,\tguide\tutorial_guide_320.arc,tutorial_guide_320.arc,0
1,TUTORIAL_STEP_502,"《クランダンジョン》

<COL ffdc78>手がかりをクラン拠点で共有することで
クランダンジョンを探索できるようになります</COL>

探索できるダンジョンは、クランメンバーが
見つけた手がかりに対応して増えていきます

すべての手がかりを見つけて
隠された宝物を目指しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step320.gmd,\tguide\tutorial_guide_320.arc,tutorial_guide_320.arc,1
0,TUTORIAL_STEP_503,"ポーンとの絆が高まると
特別なお願いをされることがあります

ポーンの気持ちに応えて、さらに絆を深めましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step321.gmd,\tguide\tutorial_guide_321.arc,tutorial_guide_321.arc,0
1,TUTORIAL_STEP_532,"お願いを叶えてあげることで
特別なお礼がもらえるかもしれません

<COL ffdc78>お願いを受けずに自室を出入りすると
ポーンがお願いの内容を考え直してしまうので
注意が必要です</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step321.gmd,\tguide\tutorial_guide_321.arc,tutorial_guide_321.arc,1
1,TUTORIAL_STEP_531,"また、他の魔物が《<SPOT 877>村》を襲わないように
<NPC 501>たちが各地で奮闘しています
彼らに助勢して魔物を殲滅できれば
制限時間を延長することができます

どの敵に挑むかはあなたの判断次第です
限られた時間を有効に使いましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step322.gmd,\tguide\tutorial_guide_322.arc,tutorial_guide_322.arc,1
0,TUTORIAL_STEP_512,"<COL ffdc78>《降臨せし闇》</COL>は最大４人のパーティーで
黒騎士と戦うエクストリームミッションです

先の戦いの後、
より凶悪な存在と化した黒騎士を素早く討伐し
樹内に眠る精霊竜セシリーを守る盾となりましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step323.gmd,\tguide\tutorial_guide_323.arc,tutorial_guide_323.arc,0
0,TUTORIAL_STEP_513,"<COL 78f5ff>侵食の大災 第三節：「精霊の地」到達！</COL>

　""強き絆を憎しみに変え
　　手元の絆を凶刃とし
　　かつての友は去っていった――

　　黒き騎士の影を知りながらも
　　二つの大陸の未来をその手に
　　覚者たちは歩みを止めることはない

　　最後の希望の灯火を絶やさんがため――""",,ui\00_message\tutorial_guide\steps\tutorial_guide_step326.gmd,\tguide\tutorial_guide_326.arc,tutorial_guide_326.arc,0
1,TUTORIAL_STEP_527,"覚者隊隊長であるあなたはついに
フィンダムを癒す手段を手に入れました

白竜とも黄金竜とも異なる
精霊竜という存在を癒すため、
あなたはこれから《芯なる樹》の内へと
歩みを進めます

さらなる侵食魔の猛攻、
そして黒騎士の目論みに打ち勝つため
戦技や装備をさらに強化しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step326.gmd,\tguide\tutorial_guide_326.arc,tutorial_guide_326.arc,1
0,TUTORIAL_STEP_514,"<COL 78f5ff>侵食の大災 第四節：「新しい世代」到達！</COL>

　""侵食の大災と呼ばれるこの出来事は
　　一体の竜の消滅
　　そして新たなる竜の誕生によって
　　終焉を迎えた――

　　若き竜は、まどろみの中で
　　どのような未来を見るのだろう
　　長く紡がれる平和か、それとも黒き混沌か――""",,ui\00_message\tutorial_guide\steps\tutorial_guide_step327.gmd,\tguide\tutorial_guide_327.arc,tutorial_guide_327.arc,0
1,TUTORIAL_STEP_526,"覚者隊を率いたあなたの活躍により
フィンダムを襲った侵食の悲劇は
終幕を迎えました

しかし、この災害を招いた黒騎士は
恐らく今もどこかで暗躍しています

そう遠くはないであろう再会の時に備え
より技を磨き、装備を充実させましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step327.gmd,\tguide\tutorial_guide_327.arc,tutorial_guide_327.arc,1
0,TUTORIAL_STEP_493,"侵食魔の上位種となる<COL ffdc78>《狂侵魔》</COL>が
新たに現れるようになりました

この狂侵魔は、凶暴性が増す《侵食核》の脅威が
さらに高まっているほか、
その体からは <COL ffdc78>《触芽》</COL>という
のたうつツタのようなものが飛び出しています

狂侵魔が攻撃を行うと、それに合わせて《触芽》も
同時に攻撃を仕掛けてくるので注意が必要です",,ui\00_message\tutorial_guide\steps\tutorial_guide_step328.gmd,\tguide\tutorial_guide_328.arc,tutorial_guide_328.arc,0
