"0","","ジョブマスター：シーカー","Job Master: Seeker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","94"
"0","","宿・よろず屋","Inn / General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","114"
"0","","クラン執務官","Clan Officer","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","115"
"0","","クラン執務官","Clan Officer","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","116"
"0","","クランダンジョン","Clan Dungeon","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","117"
"0","","宿・転職・戦技補佐","Inn / Vocation / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","118"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","119"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","120"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","121"
"0","","エリアマスター","Area Master","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","122"
"0","","宿・転職・戦技補佐","Inn / Vocation / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","123"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","124"
"0","","オーブ交換：クレスト","Orb Exchange: Crests","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","125"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","126"
"0","","エリアマスター","Area Master","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","127"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","128"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","129"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","130"
"0","","エリアマスター","Area Master","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","131"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","132"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","133"
"0","","食堂","Cafeteria","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","134"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","135"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","136"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","137"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","138"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","139"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","140"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","141"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","142"
"0","","道具屋","Item Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","143"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","144"
"0","","エリアマスター・戦技補佐","Area Master / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","145"
"0","","ジョブマスター：スピリットランサー","Job Master: Spirit Lancer","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","146"
"0","","復活力の回復","Recover Revival Power","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","147"
"0","","ポーン遠征隊","Pawn Expedition Corps","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","148"
"0","","グランドミッション：呼び覚まされし竜","Grand Mission: The Dragon Awakened","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","149"
"0","","グランドミッション：古代神殿の死闘","Grand Mission: The Deathly Battle of the Ancient
Temple","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","150"
"0","","エリアマスター・紋章メダル交換","Area Master / Emblem Medal Exchange","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","151"
"0","","エリアマスター・紋章メダル交換","Area Master / Emblem Medal Exchange","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","152"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","153"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","154"
"0","","宿・転職・戦技補佐","Inn / Vocation / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","155"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","156"
"0","","武具屋","Equipment Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","157"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","158"
"0","","戦技補佐","Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","159"
"0","","宿屋","Inn","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","160"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","161"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","162"
"0","","オーブ交換：クレスト","Orb Exchange: Crests","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","163"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","164"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","165"
"0","","エリアマスター・紋章メダル交換","Area Master / Emblem Medal Exchange","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","166"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","167"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","168"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","169"
"0","","戦技補佐","Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","170"
"0","","宿屋","Inn","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","171"
"0","","武具屋","Equipment Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","172"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","173"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","174"
"0","","エリアマスター・紋章メダル交換","Area Master / Emblem Medal Exchange","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","175"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","176"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","177"
"0","","転職・戦技補佐","Vocation / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","178"
"0","","防具屋","Armor Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","179"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","180"
"0","","バザー","Bazaar","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","181"
"0","","クラフト係官","Craft Officer","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","182"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","183"
"0","","ジョブマスター：ハイセプター","Job Master: High Scepter","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","184"
"0","","ウォーミッション：ジフール砦","War Mission: Jifule Fortress","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","185"
"0","","戦技補佐","Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","186"
"0","","ウォーミッション：ダクレイム砦","War Mission: Dacreim Fortress","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","187"
"0","","戦技補佐","Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","188"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","189"
"0","","バザー","Bazaar","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","190"
"0","","宿屋","Inn","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","191"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","192"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","193"
"0","","道具屋","Item Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","194"
"0","","クラン拠点管理","Clan Hall Management","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","195"
"0","","カスタムメイド工房","Custom-Made Workshop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","196"
"0","","クラン拠点管理","Clan Hall Management","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","197"
"0","","セレクトショップ","Secret Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","198"
"0","","鑑定交換","Appraisal Exchange","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","199"
"0","","冒険サポート係","Adventure Support Staff","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","200"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","201"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","202"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","203"
"0","","よろず屋","General Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","204"
"0","","冒険仲介係","Adventure Broker","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","205"
"0","","宿・戦技補佐","Inn / Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","206"
"0","","美容院","Beauty Salon","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","207"
"0","","鑑定交換","Appraisal Exchange","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","208"
"0","","復活力・ログインスタンプ","Revival Power / Login Stamp","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","209"
"0","","武器屋","Weapon Shop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","210"
"0","","ウォーミッション：霧の森の死闘","War Mission: The Deathly Battle of the Forest of
Mist","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","211"
"0","","ウォーミッション：蘇りし絶望の炎","War Mission: Resurrection of the Flame of Despair","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","212"
"0","","カスタムメイド工房","Custom-Made Workshop","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","213"
"0","","戦技補佐","Arts Support","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","214"
"0","","ウォーミッション：アッカーシェラン追懐戦記","War Mission: Acre Selund War Chronicles","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","215"
"0","","黒呪の迷宮 案内人","Bitterblack Maze Guide","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","216"
"0","","黒呪の迷宮 案内人","Bitterblack Maze Guide","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","217"
"0","","黒呪の迷宮 案内人","Bitterblack Maze Guide","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","218"
"0","","滅びの渦対策本部","Vortex of Stagnation Task Force","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","219"
"0","","黒呪の迷宮 案内人","Bitterblack Maze Guide","ui\00_message\npc\npc_class_name.gmd","\npc\npc_common.arc","npc_common.arc","220"
"0","","マスター――、
助けに来てくれたの――？","Master... You've come to aid me...?","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","0"
"0","","ご機嫌いかが？　素敵な覚者様","How are you feeling? My splendid Arisen.","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","1"
"0","","役立つポーンを探しているのかしら？
なら、あたしのことも見てみてくださいね","Are you looking for a useful Pawn?
If so, please take a look at me as well.","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","2"
"0","","どこまでも尽くす従者なら、
ほら、ここに――","If you seek a servant who will serve diligently,
Look, right here――","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","3"
"0","","覚者様の目――すごく魅力的
従者として見染めて頂けないかしら","Lord Arisen, your gaze is captivating.
Would you consider me as your faithful servant?","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","4"
"0","","ねぇ、マスター
あなたのために、あたしにできること
ないかしら？","Hey, Master.
Is there aught I can do for you?","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","5"
"0","","戦いでもクラフトでも、要望があれば
何でもおっしゃってね","If you have any requests, whether it's fighting,
crafting, or anything else, please let me know.","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","6"
"0","","少しだけ退屈だわ――
あたしもマスターのお役に立ちたいのに","I'm a little bored...
Master, I wish I could serve useful to thee.","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","7"
"0","","ふふっ
まだ製作中よ、焦らせないで","Hehe.
It's still a work in progress,
so please don't rush me.","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","8"
"0","","思ったよりもいい感じにまとまりそう","Looks like it's coming together
better than I had thought.","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","9"
"0","","待ちきれないの？　マスター
完成するまでもう少し我慢してね","Can't wait, Master?
Hold on just a moment and it will be done.","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","10"
"0","","マスター、本当にありがとう
あたしが助けにならないといけないのに――","Master, thank you so much.
Even though I should be the one helping you...","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","11"
"0","","ああ感激！　ご恩返しさせてもらわなきゃ","Oh, how moved I am! I must repay the favor.","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","12"
"0","","ごめんなさい、もうこんな失敗しないから","I'm sorry,
I won't make this kind of mistake again.","ui\00_message\pawn\p0008.gmd","\npc\npc_common.arc","npc_common.arc","13"
"0","","くっ、ざまぁ――ありません――！","Urgh, there's no shame in it!","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","0"
"0","","おぅ、覚者様！
絶好の冒険日和ってやつですねえ","Oh, Arisen!
It's a perfect day for an adventure, isn't it?","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","1"
"0","","頼れる従者をお探しで？
なら、俺なんてどうです","Looking for a trustworthy squire?
Then how about me?","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","2"
"0","","覚者様！　ポーンのご用ならぜひお声掛けを！
後悔はさせませんよ","Arisen, my Lord! If you need a Pawn,
please do not hesitate to call upon me!
You won't regret it.","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","3"
"0","","俺の腕前、試してみちゃあ貰えませんか","Why don't you give my skills a try?","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","4"
"0","","用事はありませんか？
このままじゃ手持無沙汰ってもんです","Is there anything you need me to do?
I'm just idle with nothing to do.","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","5"
"0","","どうです？
一仕事、任せちゃもらえませんかね","How about it?
Can you entrust me with a task?","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","6"
"0","","こっちの準備ぁできてます
戦いにクラフトに、何でも言って下さい","I stand at the ready.
Whether it's for battle or crafting,
just say the word.","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","7"
"0","","仕事でヘマはやりませんよ、お任せを","I shall not gaffe.
You can count on me.","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","8"
"0","","もう少しばかり、時間貰えませんかね","Just a little more, give it some time.","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","9"
"0","","我ながら、なかなかの一品が
仕上がりそうですよ","I must say,
it's turning out to be quite a masterpiece.","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","10"
"0","","とんだ失態やらかしちまいました
申し訳ねぇ――！","I made a terrible mistake.
I'm so sorry!","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","11"
"0","","少々無茶が過ぎました――
もう下手は打ちませんよ","I have gone a little too far ――
I won't make any more mistakes.","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","12"
"0","","覚者様の手を煩わせちまうとは、
まったく情けねぇ――！
汚名返上の機会を！","Lord, I apologize for troubling you.
I am truly sorry!
This is an opportunity to clear my name!","ui\00_message\pawn\p0007.gmd","\npc\npc_common.arc","npc_common.arc","13"
"0","","我が、主――
私を救出に――？","My Lord, will you rescue me――?","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","0"
"0","","雇用ならば、しかるべき手順で","If it's employment,
let us follow the proper procedure.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","1"
"0","","覚者よ、リムストーンにて
あなたの指名を待つ","Arisen, I await your summons at the Riftstone.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","2"
"0","","機あらば、共に戦場へ","If the opportunity arises,
I shall join you in battle.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","3"
"0","","私なら、貴方の善き盾となれると信じる","If you believe in me,
I shall be your reliable shield.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","4"
"0","","私への用命あらば、ただちに取りかかる","If there is an order for me,
I shall immediately set to work.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","5"
"0","","我が主、任務と指示を待つ","My lord, I await for missions and instructions.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","6"
"0","","製作か戦闘か、私にも役割を――","In production or combat, allow me to participate.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","7"
"0","","鋭意製作中――作業に遅延なし","Currently in production - No delays in progress.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","8"
"0","","作業完了まで、もうしばし猶予を","Please allow some more time
until the completion of the task.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","9"
"0","","――くっ
より技術を磨き、さらに生産効率を
上げなければ","--We must refine our technology
to further improve our production efficiency.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","10"
"0","","こんな無様を――許していただきたい","Prithee, I humbly request your forgiveness
for such a disgraceful display.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","11"
"0","","我が主――！
償いは、次の戦いの場で――！","My Lord...!
I shall atone at the next battle--!","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","12"
"0","","私の力不足、恥じる他はない――
この経験を次の糧に――","I am left with no choice
but to be ashamed of my own inadequacy.
Let this experience
be my stepping stone for the future.","ui\00_message\pawn\p0004.gmd","\npc\npc_common.arc","npc_common.arc","13"
"0","","覚者さま、もしかして
ぼくのこと、助けに――？","Arisen, you've really come to aid me?","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","0"
"0","","あ、覚者さまだ！","Ah, Arisen!","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","1"
"0","","覚者さま！
ぼくにもお供させてください！","Arisen! Let me accompany you!","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","2"
"0","","ぼくはこう見えて強いんです！　
いつかはお声を掛けてくださいね！","I'm strong despite how I look!
Just say the word and I'm there!","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","3"
"0","","従者が必要？
だったらぼくとかどうですか！？","Need a follower?
How's about picking me?","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","4"
"0","","暇だなあ――ぼくもお仕事したい！","I'm bored, give me a task!","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","5"
"0","","クラフトかあ――いろいろ試してみたいな
試したい戦技もあるんです！","I want to craft lots of different things!
And combat techniques I'd like to try out!","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","6"
"0","","ねぇねぇ覚者さま！
ぼくにも何かさせてください！","Hey, hey, Lord Arisen!
Please let me accompany you as well!","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","7"
"0","","クラフトって、面白いですね！","Crafting is fun, isn't it?","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","8"
"0","","いますごく調子が良くて、いいのができそう！","I'm in really good shape
and it feels like I can do something great!","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","9"
"0","","えーっと、ごめんなさい
まだもうちょっと！","Um, sorry, still a little more!","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","10"
"0","","うう――心細かった――","Ah... I was feeling so helpless...","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","11"
"0","","ごめんなさい！
ぼく、失敗しちゃって――、今度こそ！","I'm sorry! I messed up—
This time, I'll get it right!","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","12"
"0","","覚者さまと一緒に、また戦えるんですね！
次はもっとがんばらないと――！","With the Arisen by my side,
I can fight again, can't I?
I'll have to work even harder next time!","ui\00_message\pawn\p0006.gmd","\npc\npc_common.arc","npc_common.arc","13"
"0","","あぁ、覚者様の幻が見える――","Ah, Arisen, is that you?
Or an illusion?","ui\00_message\pawn\p0005.gmd","\npc\npc_common.arc","npc_common.arc","0"
"0","","我が力、貴方のもとでも発揮したいものです","I'd like to demonstrate my power under your care.","ui\00_message\pawn\p0005.gmd","\npc\npc_common.arc","npc_common.arc","1"
"0","","ああ――これこそ運命的な出会いというもの","Ah, this is indeed
what one would call a fateful encounter.","ui\00_message\pawn\p0005.gmd","\npc\npc_common.arc","npc_common.arc","2"
"0","","貴方のもとで力が尽くせるのなら――！
それに勝る喜びはありません","If I can devote my strength
under your leadership,
there is no greater joy than that.","ui\00_message\pawn\p0005.gmd","\npc\npc_common.arc","npc_common.arc","3"
"0","","この出会い――！
私と覚者様との絆を感じます","This encounter--!
I feel a bond between me and the Arisen.","ui\00_message\pawn\p0005.gmd","\npc\npc_common.arc","npc_common.arc","4"
