0,,"腕試しとして
エクストリームミッションは最適かもな
気が向いたら参戦してみるといい","Extreme Missions might be perfect
for testing your skills. You should
join if you feel like it.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,16,Isaac
0,,"ただし、経験値とは勝手が違うところが
あるから注意も必要だ",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,7,Archibald
0,,"というのも、《プレイポイント》が手に入るのは
中型・大型の敵を倒した時だけだ
延々とゴブリンを相手にしつづけても
得るものは無いぞ",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,8,Archibald
0,,"それからもう一つ
敵のレベルが自分より低くなると、入手できる
プレイポイントが減ってしまう
自分と大体同じレベルの敵を相手にするんだな",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,9,Archibald
0,,"今回は、《プレイポイント》が
手に入りやすい場所を教えてやろう
実際に獲得してみて初めて
わかることもあるかもしれん",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,10,Archibald
0,,"――いまさらこんなことを言わなくても
いいだろうが、現地へ向かう時には
エリアランクが十分かどうか自分で判断して
向かってくれ",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,11,Archibald
0,,"経験値と違うのは、《プレイポイント》は
自分と同レベル帯の中型・大型の敵相手でないと
手に入りづらいという点だな",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,12,Archibald
0,,"今回は、《プレイポイント》が入りやすい場所を
教えるから――そこに向かってみてくれ",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,13,Archibald
0,,"いまさらこんなことを言わなくてもいいだろうが
現地へ向かう時には、エリアランクが十分かどうか
自分で判断して行ってくれよ",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,14,Archibald
0,,"《プレイポイント》獲得の流れは理解したようだな
――単純だが、経験値を獲得する時との違いだけは
意識しておくことだ",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,15,Archibald
0,,"おっと、そうそう！
メインクエストをクリアした時には
どちらのモードを選んでいても
経験値が手に入るようになってるから安心してくれ",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,16,Archibald
0,,"次に――獲得した《プレイポイント》を
どう使うかについては
レンテンに詳しく聞いてみるといいだろう",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,17,Archibald
0,,"獲得した《プレイポイント》を
どう使うかについては
レンテンに詳しく聞いてみるといいだろう",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,18,Archibald
0,,"おっ、その面構え――
さらなるジョブの成長が可能になったんだな！
ここまで強くなるなんて、やるじゃないか",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,19,Renton
0,,"それじゃ
《プレイポイント》の使い方について
説明するとしようか",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,20,Renton
0,,"ま、説明するってほどでもないけど――
獲得した《プレイポイント》を使う事で
主に、各ジョブのさらなる成長に関わる要素を
手に入れられるんだ",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,21,Renton
0,,"どんな要素を手に入れられるかは――
自分の目で《プレイポイントショップ》を
確認してみてのお楽しみだな！",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,22,Renton
0,,"獲得した《プレイポイント》を使う事で
主に、各ジョブのさらなる成長に関わる要素を
手に入れられるんだ",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,23,Renton
0,,"どんな要素を手に入れられるかは――
自分の目で《プレイポイントショップ》を
確認してみてのお楽しみだな！",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,24,Renton
0,,"ほらほら、早く確認してみようぜ？
いやぁ、俺が見てみたいだけじゃないって――",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,25,Renton
0,,"どうだ？
説明はこれでおしまいだけど――
お前くらいの歴戦の使い手なら良さがわかるだろ？",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,26,Renton
0,,"あ、最後に！
《プレイポイント》の使い方は計画的にな",,ui\00_message\quest\q60200014.gmd,\quest\q60200014.arc,q60200014.arc,27,Renton
0,,"フッフッフ、まぁ聞きたまえ！
俺は祭りってものが大好きなのだ
先日も、ある村で伝統的な祭りに参加したんだが
これがまた面白い祭りでね",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,0,Angelo
0,,"ほら、このランタンをもって村中を練り歩くんだ
そうすると甘いお菓子が沢山拾えるようになる
どうだ、摩訶不思議で素晴らしいランタンだろう！",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,1,Angelo
0,,"そうして集めたお菓子を友達と交換したり
楽しく食べたりする愉快な祭りというわけだ！
これはぜひともレスタニアでも流行らせたい――
そう思って、準備を重ねてきたのだよッ！",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,2,Angelo
0,,"だが、せっかく手に入れたお菓子を
ここに来る途中で落っことしてしまったのだ！
というわけで、通りすがりのキミ
俺の代わりに拾ってきてくれないかね？",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,3,Angelo
0,,"＜テル村にある枯れ井戸＞で落としてね
――だって、急にお化けが出てきたんだ
そりゃ驚いて落っことしても仕方ないだろう！？
お菓子の回収、どうか頼まれてくれ！",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,4,Angelo
0,,"＜テルの枯れ井戸＞にお菓子を落としたんだ
きっとあのお化けみたいな魔物もまだいるに違いない
どうか頼む！
俺の代わりに拾ってきてくれないか！",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,5,Angelo
0,,"あのお化けを倒してきてくれたのか！
いやぁハッハッハ、これは助かった
では、取り返してもらったお菓子をさっそく――",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,6,Angelo
0,,"ん？　あれ？　これは――
これはキャンディだ！
俺が落としたお菓子は、クッキーなのだ！",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,7,Angelo
0,,"お、俺のクッキーはどこにいってしまったんだ！？
レスタニアでは小さなキャンディよりも
食べごたえのあるクッキーの方が喜ばれるから
必死になって集めたのに――！",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,8,Angelo
0,,"むむ――
そういえば、ここには何でも交換してくれる人が
いるらしい、と酒場の客から聞いたのだが――
本当だったらその人に交換してもらえないだろうか",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,9,Angelo
0,,"ここには何でも交換してくれる人がいる
と聞いたんだが――
その人に頼んで、キャンディをクッキーに替えて
来てもらえないか！？",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,10,Angelo
0,,"これは覚者さん、わたしになにか御用で？
おや――これはまた珍しい
近頃はこういった小さな菓子が
流通するようになってきましたねぇ",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,11,Gregory
0,,"これとは別の菓子をお探しと？
へっへへ、覚者さん実に運がいい
丁度商人から菓子を入荷したところです
よろしければ差し上げましょう",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,12,Gregory
0,,"勿論タダじゃありませんよ
そのキャンディと交換で、ですがね",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,13,Gregory
0,,"もしまた、同じようなものを手に入れたら
わたしが交換してさしあげましょう
それまでに商人から沢山仕入れときますよ",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,14,Gregory
0,,"もしまた、同じようなものを手に入れられたら
わたしが交換してさしあげましょう
それまでに商人から沢山仕入れときますよ",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,15,Gregory
0,,"おお！　交換してきてくれたのか
素晴らしい！　キミもやるじゃないか！
これこれ、この美味そうなクッキーだ",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,16,Angelo
0,,"ここまでやってもらって、さすがに
タダでっていうわけにはいかないな
そうだ、お礼にこのランタンと同じのを
君にもプレゼントしよう！",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,17,Angelo
0,,"例の祭りでもらったのだ
なかなか味があって可愛いだろう？
これがあるとお菓子が沢山手に入るんだそうだ ",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,18,Angelo
0,,"俺はもうしばらくここに居て
この祭りを流行らせるために宣伝するとしよう
何かあれば、また話かけてくれ！",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,19,Angelo
0,,"彼に付き合って
いろんな所を巡ってきたけど
ここは何と言うか、そうねぇ
お祭りより戦いに必死って感じかしら",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,20,Shelly
0,,"道楽にかまけて滅んでしまっては
意味がないから、何がいいとは言わないけど――
でも、もう少しお祭りごとを
楽しむ余裕があってもいいと思うのよね！",,ui\00_message\quest\q60200015.gmd,\quest\q60200015.arc,q60200015.arc,21,Shelly
0,,"ランタン、付けてくれているかね？
あのランタンを付けていれば
様々な場所でお菓子が拾えるぞ！
正に魔法のランタン、だな",,ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,0,Angelo
0,,"例の交換屋に行けば、キャンディと
クッキーを好きに交換してもらえるそうだ
俺もキャンディを拾ったらクッキーに
変えてもらおうと思ってな",,ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,1,Angelo
0,,"ふふ、あちこちでお菓子を集めるなんて
こんな楽しい祭り、きっとレスタニア中で
流行るにちがいないぞッ！",,ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,2,Angelo
0,,"これはこれは覚者さん
先日お伝えした通り、
小さな菓子を沢山入荷しました",,ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,3,Gregory
0,,"わたしに声をかけていただければ
別の菓子と交換をいたしますよ",,ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,4,Gregory
0,,"キャンディも美味しいけど
やっぱり私も食べごたえがあるクッキーの方が好き
何だか特別な感じがするんだもの！
これぞお祭りって感じよねぇ",,ui\00_message\quest\q60200016.gmd,\quest\q60200016.arc,q60200016.arc,5,Shelly
0,,"ホッホッホ、初めまして！
わしは君と同じ覚者、ニコラスという者だ
後ろにいるのは従者のミーアとマルコ","Ho-ho-ho, nice to meet you!
I'm Nicholas, an Arisen like you.
Behind me are my followers, Mia and Marco.",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,0,Nicholas
0,,"さて、わしは普段は一覚者として
北の方で活動しているのだが――
この時期だけは特別な任務についていてね","Now, I'm normally an Arisen, 
operating in the north of the country.
But this time of year I'm on a special mission.",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,1,Nicholas
0,,"それは、このレスタニアの地に
幸せな気持ちを広めること
そのために従者と共にここに来たのだ","That is, to spread 
happiness in the land of Lestania.
That's why I'm here with my followers.",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,2,Nicholas
0,,"我々の話を聞いて少しでも共感してもらえたら
同じ覚者のよしみで、私の手伝いをしてみないかね？","If our story resonates with you, even a little, 
would you consider lending me a hand, 
as one Arisen to another?",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,3,Nicholas
0,,詳しい話は、二人の従者から聞いておくれ,"For the full story, please speak with the two 
attendants.",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,4,Nicholas
0,,"御機嫌よう覚者様、私はマルコと申します
我が主が目指すのは、寒い季節でも
心は温かい、そんな時間と気持ちを
全ての人と共有すること","Greetings, Master Arisen. I am known as Marco. 
My lord's goal is to create a time and feeling 
where hearts stay warm, even in the coldest 
seasons, and share this with all people.",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,5,Marco
0,,"気持ちを共有するためには
まずは身なりからお揃いにするのが一番――
それが私達の考えでございます","To share our feelings, the best way is to first 
match our attire. That is what we believe.",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,6,Marco
0,,"私の恰好、でございますか？
これは主のためならどんな苦労も厭わない――
そんな決意を表す特別な衣装でございます","My attire, you ask? This is a special outfit 
that represents my resolve to endure any hardship 
for my lord.",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,7,Marco
0,,"どうもどうも覚者様！　あたしはミーア
あたしたちの毎日って、熱くたぎる戦火の中で
勝利の雄たけびを上げたり上げなかったり
してる感じですよね？","Greetings, Master Arisen! I am Mia. 
Our daily lives feel like we're caught in fiery 
battles, sometimes shouting victory cries, and 
sometimes not, don't they?",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,8,Mia
0,,"でも、たまには心のこもった挨拶や行動で
お互いの苦労ねぎらったり、思い出を作るのも
素敵だと思いません？","But don't you think it's wonderful to sometimes 
exchange heartfelt greetings or actions, 
acknowledge each other's struggles, and create 
memories together?",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,9,Mia
0,,"あたしたちは、年に一度のこのシーズンに
そんなキラキラしたものを広めるため
主と共に活動しているのでーす！","During this once-a-year season, we work alongside 
our lord to spread such sparkling joy to all!",ui\00_message\quest\q60200017.gmd,\quest\q60200017.arc,q60200017.arc,10,Mia
