"246","ABILITY_INFO_197","風圧の影響を受けなくなる","You are unaffected by wind pressure.","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","246"
"259","ABILITY_INFO_224","竜族系の敵から受けるダメージ量が減少する
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Reduces damage taken from dragon-type enemies.
<COL ffdc78>LV UP: Further reduces damage taken.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","259"
"260","ABILITY_INFO_247","女性へのプレゼント譲渡時に
好感度がより上昇する","When giving gifts to women, their favorability will increase even more.","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","260"
"261","ABILITY_INFO_407","ブースト中のスピリットゲージ減少速度が低下する
<COL ffdc78>LV UP毎により減少速度がさらに低下</COL>","Decreases the rate at which the spirit gauge drops
during boost mode.
<COL ffdc78>LV UP: Further decreases reduction rate.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","261"
"262","ABILITY_INFO_11","盾での攻撃時に与えるダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases damage caused by shield attacks.
<COL ffdc78>LV UP: Further increases damage.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","262"
"263","ABILITY_INFO_37","弓の威力が増す最適距離の範囲が拡張される
<COL ffdc78>LV UP毎に射撃最適距離がより拡張</COL>","Increases the range in which arrows will deal the
greatest amount of damage.
<COL ffdc78>LV UP: Further increases range.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","263"
"264","ABILITY_INFO_60","受けるダメージ量が軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Reduces damage taken.
<COL ffdc78>LV UP: Further reduces damage taken.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","264"
"265","ABILITY_INFO_91","物理防御力と魔法防御力が増加する
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加</COL>","Increases physical and magic defense.
<COL ffdc78>LV UP: Further increases defenses.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","265"
"266","ABILITY_INFO_107","しがみつき時に与えるダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases damage dealt while grabbing
onto enemies.
<COL ffdc78>LV UP: Further increases damage dealt.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","266"
"267","ABILITY_INFO_135","魔力が増加する
<COL ffdc78>LV UP毎に魔力がより増加</COL>","Increases magic power.
<COL ffdc78>LV UP: Further increases magic power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","267"
"268","ABILITY_INFO_162","敵にダメージを与えた時、体力が回復する
<COL ffdc78>LV UP毎に回復力がより上昇</COL>","Recovers health when damaging enemies.
<COL ffdc78>LV UP: Further increases health recovered.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","268"
"269","ABILITY_INFO_179","リベンジゲージの減少速度が遅くなる
<COL ffdc78>LV UP毎に減少速度がさらに軽減</COL>","Slows rate at which your revenge gauge depletes.
<COL ffdc78>LV UP: Further slows depletion.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","269"
"270","ABILITY_INFO_215","カスタムスキル使用時の
スタミナ消費量が軽減される
<COL ffdc78>LV UP毎にスタミナ消費がさらに減少</COL>","Reduces stamina consumed by custom skills.
<COL ffdc78>LV UP: Further reduces stamina consumption.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","270"
"271","ABILITY_INFO_248","毒の状態異常への耐性が増加する
<COL ffdc78>LV UP毎に耐性がより増加</COL>","Increases resistance to Poison.
<COL ffdc78>LV UP: Further increases resistance.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","271"
"272","ABILITY_INFO_420","エンチャントを受けた際に
同属性の状態異常にかかっている敵に対して
ダメージ量が上昇する
<COL ffdc78>LV UP毎にダメージ量がより増加</COL>","When receiving an enchantment,
the damage dealt to an enemy currently affected by the same
element's affliction increases.
<COL ffdc78>LV UP: Further increases damage dealt.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","272"
"273","ABILITY_INFO_475","純魔法を発動し魔力消費した際に少し魔力が残る
<COL ffdc78>LV UP毎に魔力残量がより増加</COL>","When using pure magick, a tiny portion of
magick gauge remains.
<COL ffdc78>LV UP: Further increases the remaining portion.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","273"
"274","ABILITY_INFO_7","筋力が増加する
<COL ffdc78>LV UP毎に筋力がより増加</COL>","Increases physical power.
<COL ffdc78>LV UP: Further increases physical power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","274"
"275","ABILITY_INFO_40","吹き飛ばし力が上昇し、敵の体勢を崩しやすくなる
<COL ffdc78>LV UP毎に吹き飛ばし力がより増加</COL>","Increases blow power, making it easier to
stagger enemies.
<COL ffdc78>LV UP: Further increases blow power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","275"
"276","ABILITY_INFO_54","表出させたシークレットコア出現時間が延長される
<COL ffdc78>LV UP毎に出現時間がより延長</COL>","Increases the duration of secret cores.
<COL ffdc78>LV UP: Further increses duration.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","276"
"277","ABILITY_INFO_78","フォースゲインの成功時にスタミナが回復する
<COL ffdc78>LV UP毎にスタミナ回復量がより増加</COL>","Recovers stamina on a successful Force Gain.
<COL ffdc78>LV UP: Further increases stamina recovered.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","277"
"278","ABILITY_INFO_108","怒り状態の敵にしがみついたとき
揺さぶりによって敵のスタミナを
より奪いやすくなる
<COL ffdc78>LV UP毎に奪う敵スタミナ量がより増加</COL>","Increases the rate at which shaking an enraged
enemy drains their stamina.
<COL ffdc78>LV UP: Further increases stamina drain.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","278"
"279","ABILITY_INFO_139","魔法詠唱中に受けたダメージ量が軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Reduces damage taken while casting spells.
<COL ffdc78>LV UP: Further reduces damage taken.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","279"
"280","ABILITY_INFO_155","魔矢の追従性能が向上し
より精密に対象を追尾するようになる
<COL ffdc78>LV UP毎に追従性能がより上昇</COL>","Increases the tracking power on magic arrows and
allows them to more accurately follow targets.
<COL ffdc78>LV UP: Further increases tracking power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","280"
"281","ABILITY_INFO_194","溜め攻撃で、より敵の体勢を崩しやすくなる
<COL ffdc78>LV UP毎に吹き飛ばし力がより増加</COL>","Increases the stagger power of your charged
attacks.
<COL ffdc78>LV UP: Further increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","281"
"282","ABILITY_INFO_221","錬成値が最大の状態でエリクシル使用時
スタミナが回復する
<COL ffdc78>LV UP毎にスタミナ回復量がより増加</COL>","Recovers your stamina when using a fully
alchemized Elixir.
<COL ffdc78>LV UP: Further increases stamina recovered.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","282"
"283","ABILITY_INFO_249","遅延の状態異常への耐性が増加する
<COL ffdc78>LV UP毎に耐性がより増加</COL>","Increases resistance to Slow.
<COL ffdc78>LV UP: Further increases resistance.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","283"
"284","ABILITY_INFO_421","エンチャントを受けた際に
付与される状態異常値が増加する
<COL ffdc78>LV UP毎に状態異常値がより増加</COL>","When receiving an enchantment,
the chance to apply an elemental affliction is increased.
<COL ffdc78>LV UP: Further increases affliction chance.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","284"
"285","ABILITY_INFO_487","敵にダメージを与えた時
自身の蓄積中の状態異常値が減少する
<COL ffdc78>LV UP毎に状態異常値がさらに減少</COL>","Status effect accumulation on yourself decreases
when you are attacking enemies.
<COL ffdc78>LV UP: Further decreases status effect accumulation.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","285"
"286","ABILITY_INFO_14","押さえ込みの持続時間が延長される
<COL ffdc78>LV UP毎に持続時間がより延長</COL>","Increases the duration of holding enemies.
<COL ffdc78>LV UP: Further increases duration.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","286"
"287","ABILITY_INFO_44","射属性攻撃によって受けるダメージ量が軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Reduces the damage you take from missile attacks.
<COL ffdc78>LV UP: Further reduces chance of being staggered.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","287"
"288","ABILITY_INFO_59","助け起こしたパーティーメンバーの
最大体力が一定時間増加する
<COL ffdc78>LV UP毎に効果持続時間がより延長</COL>","Temporarily increases the maximum health of
allies you revive.
<COL ffdc78>LV UP: Further increases effect duration.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","288"
"289","ABILITY_INFO_100","斬属性攻撃によって受けるダメージ量が軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Reduces damage taken from slash attacks.
<COL ffdc78>LV UP: Further reduces damage taken.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","289"
"290","ABILITY_INFO_114","回避行動時のすり抜け成功時間が延長される
<COL ffdc78>LV UP毎にすり抜け時間がより延長</COL>","Increases the invincibility time for evasion skills.
<COL ffdc78>LV UP: Further increases invincibility time.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","290"
"291","ABILITY_INFO_150","人間系の敵に与えるダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases the damage you deal toward
humanoid-type enemies.
<COL ffdc78>LV UP: Further increases damage dealt.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","291"
"292","ABILITY_INFO_158","回復魔法を受けたときの
体力回復速度が上昇する
<COL ffdc78>LV UP毎に回復速度がより上昇</COL>","Increases recovery speed when affected by healing
magic.
<COL ffdc78>LV UP: Further increases recovery speed.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","292"
"293","ABILITY_INFO_198","地震の影響を受けなくなる","You are unaffected by tremors.","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","293"
"294","ABILITY_INFO_225","竜族系の敵に与えるダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases damage dealt toward dragon-type enemies.
<COL ffdc78>LV UP: Further increases damage done.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","294"
"295","ABILITY_INFO_250","睡眠の状態異常への耐性が増加する
<COL ffdc78>LV UP毎に耐性がより増加</COL>","Increases resistance to Sleep.
<COL ffdc78>LV UP: Further increases resistance.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","295"
"296","ABILITY_INFO_428","侵食系の敵に与えるダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases damage dealt toward infected enemies.
<COL ffdc78>LV UP: Further increases damage dealt.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","296"
"297","ABILITY_INFO_474","ルイン・ブレードの魔力消費量を増加させ
ダメージを大幅に増加させる
<COL ffdc78>LV UP毎にダメージがより増加</COL>","Increases amount of magic gauge consumed by Ruin Blade,
greatly increasing its damage.
<COL ffdc78>LV UP: Further increases damage.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","297"
"298","ABILITY_INFO_20","打属性攻撃によって受けるダメージ量が軽減される
<COL ffdc78>LV UP毎にダメージさらに軽減</COL>","Reduces damage taken from striking attacks.
<COL ffdc78>LV UP: Further reduces damage taken.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","298"
"299","ABILITY_INFO_251","気絶の状態異常への耐性が増加する
<COL ffdc78>LV UP毎に耐性がより増加</COL>","Increases resistance to Stun.
<COL ffdc78>LV UP: Further increases resistance.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","299"
"300","ABILITY_INFO_308","弓射ちのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of your basic arrow attacks.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","300"
"301","ABILITY_INFO_320","ヒールオーラ/ヒールオーラエクス/
ライドヒールオーラの回復量が増加する
<COL ffdc78>LV UP毎に回復量がより増加
LV5～6で詠唱速度が上昇</COL>","Increases the healing done by Heal Aura,
Greater Heal Aura, and Ride Heal Aura.
<COL ffdc78>LV UP: Further increases resistance.
LV5~6: Increases cast speed.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","301"
"302","ABILITY_INFO_332","シールドブロウのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Shield Blow.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","302"
"303","ABILITY_INFO_344","連斬のダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Carve.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","303"
"304","ABILITY_INFO_356","マジックボールのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Magick Bolt.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","304"
"305","ABILITY_INFO_368","闘波の矢のダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Seeker.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","305"
"306","ABILITY_INFO_380","破斬のダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Hack.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","306"
"307","ABILITY_INFO_392","アルケムのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Alchem.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","307"
"308","ABILITY_INFO_429","スラストのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases damage of Thrust.
<COL ffdc78>LV UP: Increases damage further.
LV5~6: Increases blow power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","308"
"309","ABILITY_INFO_499","四連斬のダメージ量が増加する
<COL ffdc78>LVUP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases damage of Quadruple Slash.
<COL ffdc78>LV UP: Increases damage further.
LV5~6: Increases blow power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","309"
"310","ABILITY_INFO_252","水濡れの状態異常への耐性が増加する
<COL ffdc78>LV UP毎に耐性がより増加</COL>","Increases resistance to Drench.
<COL ffdc78>LV UP: Further increases resistance.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","310"
"311","ABILITY_INFO_296","連撃のダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Onslaught.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","311"
"312","ABILITY_INFO_309","仕込み爆矢射ちのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で状態異常蓄積値が増加</COL>","Increases the damage of Explosive Arrows.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases status effect rate.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","312"
"313","ABILITY_INFO_321","ブラストビットのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Blast Bit.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","313"
"314","ABILITY_INFO_333","ウィークライトのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で状態異常蓄積値が増加</COL>","Increases the damage of Weaklight.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases status effect rate.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","314"
"315","ABILITY_INFO_345","百裂斬り/阿修羅斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Scarlet Kisses/Hundred Kisses.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","315"
"316","ABILITY_INFO_357","マジックトラップのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the damage of Magick Trap.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases chance attack and exhaust attack power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","316"
"317","ABILITY_INFO_369","助真の矢の回復量が増加する
<COL ffdc78>LV UP毎に回復量がより増加
LV5～6で詠唱速度が上昇</COL>","Increases the healing of True Aid Arrow.
<COL ffdc78>LV UP: Further increases healing.
LV5~6: Increases cast speed.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","317"
"318","ABILITY_INFO_381","魔倒斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the damage of Inverse Slash.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases chance attack and exhaust
attack power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","318"
"319","ABILITY_INFO_393","アルケム・フーガのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Alchem Fuga.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","319"
"320","ABILITY_INFO_430","エア・スラストのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases damage of Air Thrust.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases blow power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","320"
"321","ABILITY_INFO_500","弧連斬のダメージ量が増加する
<COL ffdc78>LVUP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases damage of Arc Slash.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases blow power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","321"
"322","ABILITY_INFO_253","油濡れの状態異常への耐性が増加する
<COL ffdc78>LV UP毎に耐性がより増加</COL>","Increases resistance to Oil Doused.
<COL ffdc78>LV UP: Further increases resistance.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","322"
"323","ABILITY_INFO_297","斬り崩し/強斬り崩しのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Guard Break/Strong Guard
Break.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","323"
"324","ABILITY_INFO_311","矢じり斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で状態異常蓄積値が増加</COL>","Increases the damage of Arrowhead Strike.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases status effect rate.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","324"
"325","ABILITY_INFO_323","セイントオーラ/セイントオーラエクス
ライドセイントオーラのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Saint Aura,
Greater Saint Aura, and Ride Saint Aura.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","325"
"326","ABILITY_INFO_336","フォースバーストのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the damage of Force Burst.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases chance attack and exhaust attack power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","326"
"327","ABILITY_INFO_348","乱斬り/大乱斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the damage of Scarlet Slashes/Hundred Slashes.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases chance attack and exhaust attack power.</COL>","ui\00_message\skill\ability_info.gmd","\ui\uGUICharacter.arc","uGUICharacter.arc","327"
