0,,"――ううん！
大丈夫だよね、きっと
あんなに強いんだし！","――ううん！
大丈夫だよね、きっと
あんなに強いんだし！",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,65
0,,"――――
――","――――
――",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,76
0,,"ついに奴を仕留められるのか――
気を引き締めて行こうぜ","ついに奴を仕留められるのか――
気を引き締めて行こうぜ",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,77
0,,"相棒――俺たちはついにここまで辿りついた
最後にもう一度だけ、力を貸してくれ！","相棒――俺たちはついにここまで辿りついた
最後にもう一度だけ、力を貸してくれ！",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,78
0,,"ナヴィド！
貴様はメガドの街を、民を、アッカ―シェランの誇りを
汚らわしいオーク共に売り払ったんだ！","ナヴィド！
貴様はメガドの街を、民を、アッカ―シェランの誇りを
汚らわしいオーク共に売り払ったんだ！",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,79
0,,エミル様を――実の兄を、どうして！,エミル様を――実の兄を、どうして！,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,80
0,,"メフィス――
兄上の足元に、いつも纏わりついていた
あのガキが私に復讐だと――？","メフィス――
兄上の足元に、いつも纏わりついていた
あのガキが私に復讐だと――？",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,81
0,,"くだらん――
なんと愚劣で、無意味で、稚拙な動機だ！
復讐だと？　そんなことのために
私を引き摺り下ろすというのか！","くだらん――
なんと愚劣で、無意味で、稚拙な動機だ！
復讐だと？　そんなことのために
私を引き摺り下ろすというのか！",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,82
0,,"私がどれだけこの街――そして人々に
貢献したか分かっているのか？","私がどれだけこの街――そして人々に
貢献したか分かっているのか？",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,83
0,,"私が危険を冒してオークと交渉しなければ
愚鈍な民どもは無謀な戦いの末、全滅していた！
なぜメガドはここまで早く復興した？
私がオークから掠めた隠し金があったからだ！","私が危険を冒してオークと交渉しなければ
愚鈍な民どもは無謀な戦いの末、全滅していた！
なぜメガドはここまで早く復興した？
私がオークから掠めた隠し金があったからだ！",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,84
0,,"その私を――国賊として捕えるというのか？
覚者――貴様はそれが正しい道だと
思っているのか？","その私を――国賊として捕えるというのか？
覚者――貴様はそれが正しい道だと
思っているのか？",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,85
0,,――――,――――,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,86
0,,"――――
――ウグゥ","――――
――ウグゥ",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,87
0,,貴様ら――貴様ら全員！,貴様ら――貴様ら全員！,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,88
0,,悪しき竜の炎に焼かれるがいいわ！！！,悪しき竜の炎に焼かれるがいいわ！！！,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,89
0,,――<NPC 681>はどこへ隠れやがった？,――<NPC 681>はどこへ隠れやがった？,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,90
0,,――――――,――――――,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,91
0,,"――――――
――――","――――――
――――",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,92
0,,"こいつを縛りあげて王国裁判所に突き出せば
しかるべき罰を受けることになるだろう","こいつを縛りあげて王国裁判所に突き出せば
しかるべき罰を受けることになるだろう",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,93
0,,"執政者がいなくなった街は一時、混乱するだろうが
すぐ誰かが爵位を継いで収まるだろうさ
――前だってそうだったんだ","執政者がいなくなった街は一時、混乱するだろうが
すぐ誰かが爵位を継いで収まるだろうさ
――前だってそうだったんだ",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,94
0,,"なぁ――奴にも奴なりの正義があったのかもしれない
だが、俺達が勝った――
だから、正しいのは俺達なんだ
お前のお蔭だよ、相棒","なぁ――奴にも奴なりの正義があったのかもしれない
だが、俺達が勝った――
だから、正しいのは俺達なんだ
お前のお蔭だよ、相棒",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,95
0,,"さぁ、戻ろうか――
きっと皆もお前に礼が言いたいはずだ","さぁ、戻ろうか――
きっと皆もお前に礼が言いたいはずだ",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,96
0,,"覚者、俺はこの任務が終わったら
メガドを去ろうと思っていた――
だが、気が変わった","覚者、俺はこの任務が終わったら
メガドを去ろうと思っていた――
だが、気が変わった",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,97
0,,"<NPC 681>のいなくなった後の侯爵家を――
エミル様の家を、陰から支える
“暗躍者”が必要になりそうだからな","<NPC 681>のいなくなった後の侯爵家を――
エミル様の家を、陰から支える
“暗躍者”が必要になりそうだからな",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,98
0,,"覚者、お前は――
これからもアッカー王家に手を貸すんだろう？
それなら、たまには会いに来いよ","覚者、お前は――
これからもアッカー王家に手を貸すんだろう？
それなら、たまには会いに来いよ",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,99
0,,"集会所も、屋敷も残ってる――
そうだ、今度は昼に来いよ
寝込みをオークが襲うってこともない
きっと、新しい侯爵もお前なら歓迎するだろう","集会所も、屋敷も残ってる――
そうだ、今度は昼に来いよ
寝込みをオークが襲うってこともない
きっと、新しい侯爵もお前なら歓迎するだろう",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,100
0,,――――,――――,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,101
0,,――ここまで、付き合ってくれてありがとな,――ここまで、付き合ってくれてありがとな,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,102
0,,また、会えるのを楽しみにしてるぜ――相棒,また、会えるのを楽しみにしてるぜ――相棒,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,103
0,,"なんだか、メフィスさん――
嬉しいと言うよりは
胸のつかえが下りてスッキリしたような
そんな顔してますね","なんだか、メフィスさん――
嬉しいと言うよりは
胸のつかえが下りてスッキリしたような
そんな顔してますね",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,104
0,,きっとあなたのおかげです、覚者さん,きっとあなたのおかげです、覚者さん,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,105
0,,"また酒場の店員に戻るのかぁ――
って思うと、なんだかちょっと寂しいかも？","また酒場の店員に戻るのかぁ――
って思うと、なんだかちょっと寂しいかも？",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,106
0,,覚者さんも、たまには遊びに来てくださいね！,覚者さんも、たまには遊びに来てくださいね！,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,107
0,,アツい戦いだったな――,アツい戦いだったな――,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,108
0,,"あんな強い想い――使命感っていうのかな
盗賊って仕事柄、生きるのに手一杯で
そういうのとは無縁だったからさ","あんな強い想い――使命感っていうのかな
盗賊って仕事柄、生きるのに手一杯で
そういうのとは無縁だったからさ",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,109
0,,良い経験だったよ――ありがとな,良い経験だったよ――ありがとな,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,110
0,,"はぁ～
<NPC 681>ったら、よくあんな臭いを
我慢できますねぇ","はぁ～
<NPC 681>ったら、よくあんな臭いを
我慢できますねぇ",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,111
0,,"とにかく、これでわたしは
大手を振って街を歩けるように
なったんですよね","とにかく、これでわたしは
大手を振って街を歩けるように
なったんですよね",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,112
0,,うふふ、お役にたてたなら幸いです,うふふ、お役にたてたなら幸いです,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,113
0,,"うん――いい朝日だね
新しい門出に、ぴったりの天気だ","うん――いい朝日だね
新しい門出に、ぴったりの天気だ",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,114
0,,"僕は侯爵家に身を寄せることにしようかな
ほら、もしかしたらエミル様の遠縁にでも
幼い子供がいて、オークの言葉に精通した家庭教師が
必要になるかもしれないだろう？","僕は侯爵家に身を寄せることにしようかな
ほら、もしかしたらエミル様の遠縁にでも
幼い子供がいて、オークの言葉に精通した家庭教師が
必要になるかもしれないだろう？",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,115
0,,誰も死ななくて、本当に良かった――,誰も死ななくて、本当に良かった――,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,116
0,,"これからのことは不安だけど
レジスタンスに入ると決めたときや
夜中に、みんなが帰るのを待っていたときの
ことを思い出せば――","これからのことは不安だけど
レジスタンスに入ると決めたときや
夜中に、みんなが帰るのを待っていたときの
ことを思い出せば――",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,117
0,,きっとどんなこともへっちゃらだよ,きっとどんなこともへっちゃらだよ,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,118
0,,ううぅぅ――――,ううぅぅ――――,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,119
0,,"ふぁぁ――
いやいや、さすがだな
激戦を戦い抜いて、それだけピンピンしてるとは","ふぁぁ――
いやいや、さすがだな
激戦を戦い抜いて、それだけピンピンしてるとは",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,120
0,,"さぁて、俺はどうしようかな
憲兵隊も解散することだし
晴れて自由の身になった訳だけど――","さぁて、俺はどうしようかな
憲兵隊も解散することだし
晴れて自由の身になった訳だけど――",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,121
0,,"なぁ、恩賞ってことで
侯爵家で世話になれたりしねぇかな？","なぁ、恩賞ってことで
侯爵家で世話になれたりしねぇかな？",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,122
0,,"あんた、やっぱり――！
来てくれたんだな、信じてたぜ","あんた、やっぱり――！
来てくれたんだな、信じてたぜ",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,123
0,,"ごほ、ごほっ
あぁ、大丈夫だ大したことはない
ここは埃っぽくてな――","ごほ、ごほっ
あぁ、大丈夫だ大したことはない
ここは埃っぽくてな――",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,124
0,,気にせず、<NPC 681>の野郎をとっちめてくれ,気にせず、<NPC 681>の野郎をとっちめてくれ,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,125
0,,あ、あなたは――！,あ、あなたは――！,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,126
0,,"あたしたちを助けに来たっていうの？
――ありがとう
これで自由の身なのね","あたしたちを助けに来たっていうの？
――ありがとう
これで自由の身なのね",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,127
0,,"おお、覚者さん！
やっぱり正義の味方は最高だ！
絶対助けに来てくれると思っていたよ","おお、覚者さん！
やっぱり正義の味方は最高だ！
絶対助けに来てくれると思っていたよ",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,128
0,,"いやぁ、酷い目に遭ったよ――
まさか侯爵や憲兵があんな奴だったとはな
覚者さん、やっつけちまってくれ！","いやぁ、酷い目に遭ったよ――
まさか侯爵や憲兵があんな奴だったとはな
覚者さん、やっつけちまってくれ！",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,129
0,,おお、あなたは息子のお友達の――！,おお、あなたは息子のお友達の――！,ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,130
0,,"わざわざ迎えに来てくださって
ありがとうございます
ここは酷く寒くて老体にはこたえますわい","わざわざ迎えに来てくださって
ありがとうございます
ここは酷く寒くて老体にはこたえますわい",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,131
0,,"ふふふふ――
英雄サマが哀れな囚人たちを
解放しに来てくれたって訳かい","ふふふふ――
英雄サマが哀れな囚人たちを
解放しに来てくれたって訳かい",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,132
0,,"これから<NPC 681>に会いに行くんだろう？
知っていると思うけど、ヤツはオークの兵を
手駒にしている――気を付けるんだよ","これから<NPC 681>に会いに行くんだろう？
知っていると思うけど、ヤツはオークの兵を
手駒にしている――気を付けるんだよ",ui\00_message\quest\q10320701.gmd,\quest\q10320701.arc,q10320701.arc,133
0,q10320702_00_70,闘争は夢の跡,闘争は夢の跡,ui\00_message\quest_info\q10320702_00.gmd,\quest\q10320702.arc,q10320702.arc,0
1,q10320702_00_70,"<STG 474>に訪れ
仲間たちに会う","<STG 474>に訪れ
仲間たちに会う",ui\00_message\quest_info\q10320702_00.gmd,\quest\q10320702.arc,q10320702.arc,1
2,q10320702_00_4468,メフィスに話しかけ、<STG 474>へ向かう,Head to メフィスに話しかけ、<STG 474>,ui\00_message\quest_info\q10320702_00.gmd,\quest\q10320702.arc,q10320702.arc,2
3,q10320702_00_4469,メフィスから詳しく聞く,メフィスから詳しく聞く,ui\00_message\quest_info\q10320702_00.gmd,\quest\q10320702.arc,q10320702.arc,3
4,q10320702_00_4470,ガクシャに会う,ガクシャに会う,ui\00_message\quest_info\q10320702_00.gmd,\quest\q10320702.arc,q10320702.arc,4
5,q10320702_00_4471,カレンに会う,カレンに会う,ui\00_message\quest_info\q10320702_00.gmd,\quest\q10320702.arc,q10320702.arc,5
6,q10320702_00_4615,バジットに会う,バジットに会う,ui\00_message\quest_info\q10320702_00.gmd,\quest\q10320702.arc,q10320702.arc,6
7,q10320702_00_4616,セムに会う,セムに会う,ui\00_message\quest_info\q10320702_00.gmd,\quest\q10320702.arc,q10320702.arc,7
8,q10320702_00_4617,メフィスに報告する,Report to Mephis,ui\00_message\quest_info\q10320702_00.gmd,\quest\q10320702.arc,q10320702.arc,8
0,,"よぉ相棒――
早速会いに来てくれたのか
元気だったか？","よぉ相棒――
早速会いに来てくれたのか
元気だったか？",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,0
0,,こっちの方は――まぁ、ぼちぼちだな,こっちの方は――まぁ、ぼちぼちだな,ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,1
0,,"クルト家の運営を取り纏めてた家令と
さらには当主までいなくなっちまったんだ――
なかなかに渾沌とした状態だぜ","クルト家の運営を取り纏めてた家令と
さらには当主までいなくなっちまったんだ――
なかなかに渾沌とした状態だぜ",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,2
0,,"とりあえず、今は<NPC 681>の悪事について
他にも証拠がないか家探ししろって任務が来てる
元レジスタンスってことで
暇そうな<NPC 691>と<NPC 697>も駆り出してな","とりあえず、今は<NPC 681>の悪事について
他にも証拠がないか家探ししろって任務が来てる
元レジスタンスってことで
暇そうな<NPC 691>と<NPC 697>も駆り出してな",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,3
0,,"――覚者、よかったらあいつらにも
会いに行ってやってくれよ","――覚者、よかったらあいつらにも
会いに行ってやってくれよ",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,4
0,,"それじゃあ――
<STG 473>へ向かうか？","それじゃあ――
<STG 473>へ向かうか？",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,5
0,,はい,Yes,ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,6
0,,いいえ,No,ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,7
0,,それじゃ、出発するか,それじゃ、出発するか,ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,8
0,,"そうか？
まぁ、急ぐようなことじゃないからな
準備が出来たら声をかけてくれ","そうか？
まぁ、急ぐようなことじゃないからな
準備が出来たら声をかけてくれ",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,9
0,,"おお、そうか！
それじゃあ準備ができたら、声をかけてくれ","おお、そうか！
それじゃあ準備ができたら、声をかけてくれ",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,10
0,,"クルト家の運営を取り纏めてた家令と
さらには当主までいなくなっちまったんだ――
なかなかに渾沌とした状態だぜ","クルト家の運営を取り纏めてた家令と
さらには当主までいなくなっちまったんだ――
なかなかに渾沌とした状態だぜ",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,11
0,,"とりあえず、今は<NPC 681>の悪事について
他にも証拠がないか家探ししろって任務が来てる
元レジスタンスってことで
暇そうな<NPC 691>と<NPC 697>も駆り出してな","とりあえず、今は<NPC 681>の悪事について
他にも証拠がないか家探ししろって任務が来てる
元レジスタンスってことで
暇そうな<NPC 691>と<NPC 697>も駆り出してな",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,12
0,,"――覚者、よかったらあいつらにも
会いに行ってやってくれよ","――覚者、よかったらあいつらにも
会いに行ってやってくれよ",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,13
0,,"今は――
屋敷にはガクシャしかいないみたいだな
バジットの奴、またサボりに行ったのか？","今は――
屋敷にはガクシャしかいないみたいだな
バジットの奴、またサボりに行ったのか？",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,14
0,,"ガクシャなら２階にいるはずだぜ
お前が会いに来たって知ったら、きっと
喜ぶだろうよ","ガクシャなら２階にいるはずだぜ
お前が会いに来たって知ったら、きっと
喜ぶだろうよ",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,15
0,,"おや、覚者クン――
元気そうでよかったよ
遊びに来てくれたのかい？","おや、覚者クン――
元気そうでよかったよ
遊びに来てくれたのかい？",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,16
0,,"そうだ、実はね――
隠し書棚から<NPC 681>の前の当主――
エミル様の日記が見つかったんだ","そうだ、実はね――
隠し書棚から<NPC 681>の前の当主――
エミル様の日記が見つかったんだ",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,17
0,,"それによると生前、自分が運営していた救済施設で
特に可愛がっていた子供を一人、後継者として
養子にとる手配を進めていたらしい","それによると生前、自分が運営していた救済施設で
特に可愛がっていた子供を一人、後継者として
養子にとる手配を進めていたらしい",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,18
0,,"しかし、残念ながらその子供の名前はわからなかった
その子さえ見つかれば
当主不在の混乱も収まるんだが――","しかし、残念ながらその子供の名前はわからなかった
その子さえ見つかれば
当主不在の混乱も収まるんだが――",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,19
0,,"あっ！　でもこれはメフィスには言わないでくれ
詳しくは分からんが、どうやら彼――
エミル様にずいぶんとご執心だったそうじゃないか
その話を聞いたら、落ち込むかもしれないだろう","あっ！　でもこれはメフィスには言わないでくれ
詳しくは分からんが、どうやら彼――
エミル様にずいぶんとご執心だったそうじゃないか
その話を聞いたら、落ち込むかもしれないだろう",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,20
0,,"ところで――君は、他の仲間たちにも
会いに行くのかい？","ところで――君は、他の仲間たちにも
会いに行くのかい？",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,21
0,,"もしカレンに会ったら、伝えてくれ
大急ぎで、とびきりの酒を見繕っておいてくれ
――とね！
頭を使うと喉が渇くんだ、頼んだよ！","もしカレンに会ったら、伝えてくれ
大急ぎで、とびきりの酒を見繕っておいてくれ
――とね！
頭を使うと喉が渇くんだ、頼んだよ！",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,22
0,,"ところで――君は、他の仲間たちにも
会いに行くのかい？","ところで――君は、他の仲間たちにも
会いに行くのかい？",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,23
0,,"もしカレンに会ったら、伝えてほしいんだ
大急ぎで、とびきりの酒を見繕っておいてくれ
――とね！","もしカレンに会ったら、伝えてほしいんだ
大急ぎで、とびきりの酒を見繕っておいてくれ
――とね！",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,24
0,,"久しぶりに “ガクシャ”っぽい仕事をしたから
酷く喉が渇くんだ――
頼んだよ！","久しぶりに “ガクシャ”っぽい仕事をしたから
酷く喉が渇くんだ――
頼んだよ！",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,25
0,,"よぉ、覚者さん元気か！
俺は親父共々、侯爵家に世話になっててさ","よぉ、覚者さん元気か！
俺は親父共々、侯爵家に世話になっててさ",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,26
0,,"<NPC 681>が残したものを漁って、何か他に
悪いことしてないか調べる退屈な生活を送ってんだ
――あ、だからってサボってないぜ
今は自主休憩中なんだっての！","<NPC 681>が残したものを漁って、何か他に
悪いことしてないか調べる退屈な生活を送ってんだ
――あ、だからってサボってないぜ
今は自主休憩中なんだっての！",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,27
0,,"正直、カネのことを言えば憲兵だった頃の方が
上だけど――
今の方が穏やかな気分だし、こういうのが
地に足が着いた暮らしってことなんだろうな","正直、カネのことを言えば憲兵だった頃の方が
上だけど――
今の方が穏やかな気分だし、こういうのが
地に足が着いた暮らしってことなんだろうな",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,28
0,,"そういえば、セムには会ったか？
上の階にいるんだ――せっかくだから
顔だけでも見せて来てやりなよ","そういえば、セムには会ったか？
上の階にいるんだ――せっかくだから
顔だけでも見せて来てやりなよ",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,29
0,,"まぁ、覚者さん！
元気にしてた？","まぁ、覚者さん！
元気にしてた？",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,30
0,,"――え？
ガクシャさんから伝言を頼まれたって？","――え？
ガクシャさんから伝言を頼まれたって？",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,31
0,,"んもう――
せっかくしばらく断酒できていたっていうのに
覚者さんまで寄越して、仕方のない人ね","んもう――
せっかくしばらく断酒できていたっていうのに
覚者さんまで寄越して、仕方のない人ね",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,32
0,,"分かったわ、お酒の件は私に任せて
酒場を司るものとして――
なんとかお酒を止めさせてみせるから！","分かったわ、お酒の件は私に任せて
酒場を司るものとして――
なんとかお酒を止めさせてみせるから！",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,33
0,,"ところで、最近ガクシャさんだけじゃなくて
<NPC 691>さんまでよくここに来るようになったの
確か侯爵家で働き始めたはずなんだけど――
全く、レジスタンスは仕方のない人ばっかりね！","ところで、最近ガクシャさんだけじゃなくて
<NPC 691>さんまでよくここに来るようになったの
確か侯爵家で働き始めたはずなんだけど――
全く、レジスタンスは仕方のない人ばっかりね！",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,34
0,,"ね、ちょうどそこにいるから
良かったら声をかけてきたら？","ね、ちょうどそこにいるから
良かったら声をかけてきたら？",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,35
0,,"最近ガクシャさんだけじゃなくて
<NPC 691>さんまでよくここに来るようになったの
確か侯爵家で働き始めたはずなんだけど――
全く、レジスタンスは仕方のない人ばっかりね！","最近ガクシャさんだけじゃなくて
<NPC 691>さんまでよくここに来るようになったの
確か侯爵家で働き始めたはずなんだけど――
全く、レジスタンスは仕方のない人ばっかりね！",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,36
0,,"ね、ちょうどそこにいるから
良かったら声をかけてきたら？","ね、ちょうどそこにいるから
良かったら声をかけてきたら？",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,37
0,,"そういえば、セムには会ったか？
上の階にいるんだ――せっかくだから、
顔だけでも見せてきてやりなよ","そういえば、セムには会ったか？
上の階にいるんだ――せっかくだから、
顔だけでも見せてきてやりなよ",ui\00_message\quest\q10320702.gmd,\quest\q10320702.arc,q10320702.arc,38
