key,old,new,format
ENEMY_NAME_52,ソードアンデッド,Sword Undead,
ENEMY_NAME_53,ファットアンデッド,Stout Undead,
ENEMY_NAME_54,アンデッド,Undead,
ENEMY_NAME_55,シャドーハーピー,Shadow Harpy,
ENEMY_NAME_56,ハーピーアルケミー,Alchemized Harpy,
ENEMY_NAME_57,スノーハーピー,Snow Harpy,
ENEMY_NAME_58,ハーピー,Harpy,
ENEMY_NAME_59,ミストアルケミスト,Mist Alchemist,
ENEMY_NAME_60,ミストウォリアー,Mist Warrior,
ENEMY_NAME_61,ミストソーサラー,Mist Sorcerer,
ENEMY_NAME_62,ミストプリースト,Mist Priest,
ENEMY_NAME_63,ミストハンター,Mist Hunter,
ENEMY_NAME_64,ミストファイター,Mist Fighter,
ENEMY_NAME_65,メルガンシーカー,Mergan Seeker,
ENEMY_NAME_66,バンデッドファイター,Banded Fighter,
ENEMY_NAME_67,ローグファイター,Rogue Fighter,
ENEMY_NAME_68,リーチ,Leech,
ENEMY_NAME_69,ワーム,Worm,
ENEMY_NAME_70,サイクロプス,Cyclops,
ENEMY_NAME_71,モルトロール,Mole Troll,
ENEMY_NAME_72,トロール,Troll,
ENEMY_NAME_73,エント,Ent,{'pluralize': False}
ENEMY_NAME_74,グランエント,Grand Ent,
ENEMY_NAME_75,コロッサス,Colossus,
ENEMY_NAME_76,アーマーサイクロプス,Armored Cyclops,
ENEMY_NAME_77,シャドーキメラ,Shadow Chimera,
ENEMY_NAME_78,ホワイトキメラ,White Chimera,
ENEMY_NAME_79,キメラ,Chimera,
ENEMY_NAME_80,ジオゴーレム,Geo Golem,
ENEMY_NAME_81,ダムドゴーレム,Damned Golem,
ENEMY_NAME_82,ゴリアテ,Goliath,
ENEMY_NAME_83,ゴーレム,Golem,
ENEMY_NAME_84,グリフィン,Griffin,
ENEMY_NAME_85,コカトリス,Cockatrice,{'pluralize': False}
ENEMY_NAME_86,ナイトメア,Nightmare,
ENEMY_NAME_87,グリフィンアルケミー,Alchemized Griffin,
ENEMY_NAME_88,ブラックグリフィン,Black Griffin,
ENEMY_NAME_89,スフィンクス,Sphinx,
ENEMY_NAME_90,アルケミーアイ,Alchemy Eye,
ENEMY_NAME_91,エメラルドアイ,Emerald Eye,
ENEMY_NAME_92,ラピスアイ,Lapis Eye,
ENEMY_NAME_93,ルビーアイ,Ruby Eye,
ENEMY_NAME_94,クリスタルアイ,Crystal Eye,
ENEMY_NAME_95,ブルトエイプ,Brute Ape,
ENEMY_NAME_96,グール,Ghoul,
ENEMY_NAME_97,ドレッドエイプ,Dread Ape,
ENEMY_NAME_98,オーガ,Ogre,
ENEMY_NAME_99,エンプレスゴースト,Empress Ghost,
ENEMY_NAME_100,ウィッチ,Witch,
ENEMY_NAME_101,ワイト,Wight,
ENEMY_NAME_102,ゴルゴラン,Golgorran,"{'proper': True, 'pluralize': False}"
ENEMY_NAME_103,エルダードラゴン,Elder Dragon,
ENEMY_NAME_104,白竜,The White Dragon,"{'new': 'White Dragon', 'pluralize': False}"
ENEMY_NAME_105,ディアマンテス,Diamantes,"{'proper': True, 'pluralize': False}"
ENEMY_NAME_106,ズール,Zuhl,"{'proper': True, 'pluralize': False}"
ENEMY_NAME_107,カブトグモ,Spider,
ENEMY_NAME_108,ブタ,Pig,{'new': 'pig'}
ENEMY_NAME_109,野ブタ,Boar,
ENEMY_NAME_110,オオネズミ,Giant Rat,{'new': 'giant rat'}
ENEMY_NAME_111,牛,Ox,{'new': 'ox'}
ENEMY_NAME_112,雌ジカ,Doe,
ENEMY_NAME_113,雄ジカ,Buck,
ENEMY_NAME_114,ウサギ,Rabbit,{'new': 'rabbit'}
ENEMY_NAME_115,スカルロード,Skull Lord,
ENEMY_NAME_116,ゴブリンアルケミーファイター,Alchemized Goblin Fighter,
ENEMY_NAME_117,イリス,Iris,"{'proper': True, 'pluralize': False}"
ENEMY_NAME_118,レオ,Leo,"{'proper': True, 'pluralize': False}"
ENEMY_NAME_119,ポーンファイター,Pawn Fighter,
ENEMY_NAME_120,ポーンシーカー,Pawn Seeker,
ENEMY_NAME_121,ポーンハンター,Pawn Hunter,
ENEMY_NAME_122,ポーンヒーラー,Pawn Healer,
ENEMY_NAME_123,ポーンガーダー,Pawn Defender,
ENEMY_NAME_124,ポーンメイジ,Pawn Mage,
ENEMY_NAME_125,ポーンウォリアー,Pawn Warrior,
ENEMY_NAME_126,ポーンエレメンター,Pawn Element Archer,
ENEMY_NAME_127,ポーンアルケミスト,Pawn Alchemist,
ENEMY_NAME_128,フォレストゴブリン,Forest Goblin,
ENEMY_NAME_129,フォレストゴブリンファイター,Forest Goblin Fighter,
ENEMY_NAME_130,スリングフォレストゴブリン,Sling Forest Goblin,
ENEMY_NAME_131,レッドキャップ,Redcap,
ENEMY_NAME_132,レッドキャップファイター,Redcap Fighter,
ENEMY_NAME_133,スリングレッドキャップ,Sling Redcap,
ENEMY_NAME_134,ゴブリンアルケミー,Alchemized Goblin,
ENEMY_NAME_135,メルガンアルケミスト,Mergan Alchemist,
ENEMY_NAME_136,ローグシーカー,Rogue Seeker,
ENEMY_NAME_137,ローグハンター,Rogue Hunter,
ENEMY_NAME_138,ローグヒーラー,Rogue Healer,
ENEMY_NAME_139,ローグガーダー,Rogue Defender,
ENEMY_NAME_140,ローグメイジ,Rogue Mage,
ENEMY_NAME_141,ローグウォリアー,Rogue Warrior,
ENEMY_NAME_142,バンデッドシーカー,Banded Seeker,
ENEMY_NAME_143,バンデッドハンター,Banded Hunter,
ENEMY_NAME_144,バンデッドヒーラー,Banded Healer,
ENEMY_NAME_145,バンデッドガーダー,Banded Defender,
ENEMY_NAME_146,バンデッドメイジ,Banded Mage,
ENEMY_NAME_147,バンデッドウォリアー,Banded Warrior,
ENEMY_NAME_148,メルガンハンター,Mergan Hunter,
ENEMY_NAME_149,メルガンヒーラー,Mergan Healer,
ENEMY_NAME_150,メルガンガーダー,Mergan Defender,
ENEMY_NAME_151,メルガンメイジ,Mergan Mage,
ENEMY_NAME_152,メルガンウォリアー,Mergan Warrior,
ENEMY_NAME_153,メルガンエレメンター,Mergan Element Archer,
ENEMY_NAME_154,リビングアーマー,Living Armor,
ENEMY_NAME_155,オークエイマー,Orc Aimer,
ENEMY_NAME_156,オークバンガー,Orc Banger,
ENEMY_NAME_157,オークブリンガー,Orc Bringer,
ENEMY_NAME_158,オークトルーパー,Orc Trooper,
ENEMY_NAME_159,キラービー,Killer Bee,
ENEMY_NAME_160,シャドーゴブリンリーダー,Shadow Goblin Leader,
ENEMY_NAME_161,ゴブリンボマー,Goblin Bomber,
ENEMY_NAME_162,ゴブリンキング,Goblin King,
ENEMY_NAME_163,スリングシャドーゴブリン,Shadow Sling Goblin,
ENEMY_NAME_164,シャドーゴブリンファイター,Shadow Goblin Fighter,
ENEMY_NAME_165,シャドーゴブリン,Shadow Goblin,
ENEMY_NAME_166,ダムドゴブリンファイター,Damned Goblin Fighter,
ENEMY_NAME_167,ダムドスリングゴブリン,Damned Sling Goblin,
ENEMY_NAME_168,ダムドゴブリン,Damned Goblin,
ENEMY_NAME_169,スリングゴブリンアルケミー,Alchemized Sling Goblin,
ENEMY_NAME_170,シルバーロア,Silver Roar,
ENEMY_NAME_171,ロックリザードスピネル,Rock Saurian Spinel,
ENEMY_NAME_172,子ブタ,Piglet,
ENEMY_NAME_173,巨大な謎の肉塊,Giant Unspeakable Meat,
ENEMY_NAME_174,謎の肉塊,Unspeakable Meat,
ENEMY_NAME_175,メルガンファイター,Mergan Fighter,
ENEMY_NAME_179,？？？,???,
ENEMY_NAME_292,ピクシー,Pixie,
ENEMY_NAME_181,ピクシージャバー,Pixie Jabber,
ENEMY_NAME_182,侵食ホブゴブリン,Infected Hobgoblin,
ENEMY_NAME_184,ワーグ,Warg,
ENEMY_NAME_185,侵食ダイアウルフ,Infected Direwolf,
ENEMY_NAME_186,グリーンガーディアン,Green Guardian,
ENEMY_NAME_187,ボルトグリムワーグ,Bolt Grimwarg,
ENEMY_NAME_188,狂侵ワーグ,Severely Infected Warg,
ENEMY_NAME_189,スケルトンブルート,Skeleton Brute,
ENEMY_NAME_190,スケルトン・フレイム,Flame Skeleton,
ENEMY_NAME_191,スケルトン・フロスト,Frost Skeleton,
ENEMY_NAME_192,スケルトン・ボルト,Bolt Skeleton,
ENEMY_NAME_193,スケルトン・ルクス,Lux Skeleton,
ENEMY_NAME_194,スケルトン・ダーク,Dark Skeleton,
ENEMY_NAME_195,スケルトンブルート・フレイム,Flame Skeleton Brute,
ENEMY_NAME_196,スケルトンブルート・フロスト,Frost Skeleton Brute,
ENEMY_NAME_197,スケルトンブルート・ボルト,Bolt Skeleton Brute,
ENEMY_NAME_198,スケルトンブルート・ルクス,Lux Skeleton Brute,
ENEMY_NAME_199,スケルトンブルート・ダーク,Dark Skeleton Brute,
ENEMY_NAME_200,ラージニュート,Large Newt,
ENEMY_NAME_201,フットバイター,Foot-Biter,
ENEMY_NAME_202,エリミネーター,Eliminator,
ENEMY_NAME_203,コープスパニッシャー・フレイム,Flame Corpse Punisher,
ENEMY_NAME_204,コープスパニッシャー・ボルト,Bolt Corpse Punisher,
ENEMY_NAME_205,コープスパニッシャー・ルクス,Lux Corpse Punisher,
ENEMY_NAME_206,コープスパニッシャー・ダーク,Dark Corpse Punisher,
ENEMY_NAME_207,コープストーチャー・フレイム,Flame Corpse Torturer,
ENEMY_NAME_208,コープストーチャー・ボルト,Bolt Corpse Torturer,
ENEMY_NAME_209,コープストーチャー・ルクス,Lux Corpse Torturer,
ENEMY_NAME_210,コープストーチャー・ダーク,Dark Corpse Torturer,
ENEMY_NAME_211,ガーゴイル,Gargoyle,
ENEMY_NAME_212,セイレーン,Siren,
ENEMY_NAME_213,スチュパリデス,Stymphalídes,
ENEMY_NAME_214,ストリクス,Strix,
ENEMY_NAME_215,侵食スノーハーピー,Infected Snow Harpy,
ENEMY_NAME_216,狂侵スチュパリデス,Severely Infected Stymphalídes,
ENEMY_NAME_217,ヨロイムシ,Armored Insect,
ENEMY_NAME_219,アクアジェリー,Aqua Jelly,
ENEMY_NAME_220,パイロスライム,Pyro Slime,
ENEMY_NAME_221,フリージングスライム,Freezing Slime,
ENEMY_NAME_222,エレキスライム,Electric Slime,
ENEMY_NAME_223,フォトンスライム,Photon Slime,
ENEMY_NAME_224,ディムスライム,Dim Slime,
ENEMY_NAME_225,フィンドファイター,Phindymian Fighter,
ENEMY_NAME_226,フィンドシーカー,Phindymian Seeker,
ENEMY_NAME_227,フィンドハンター,Phindymian Hunter,
ENEMY_NAME_228,フィンドプリースト,Phindymian Priest,
ENEMY_NAME_229,フィンドガーダー,Phindymian Defender,
ENEMY_NAME_230,フィンドウォリアー,Phindymian Warrior,
ENEMY_NAME_231,フィンドソーサラー,Phindymian Sorcerer,
ENEMY_NAME_232,フィンドエレメンター,Phindymian Element Archer,
ENEMY_NAME_235,モス,Moth,
ENEMY_NAME_237,マンドラゴラ,Mandragora,
ENEMY_NAME_239,ゴアサイクロプス,Gorecyclops,
ENEMY_NAME_240,侵食ゴアサイクロプス,Infected Gorecyclops,
ENEMY_NAME_241,狂侵ゴアサイクロプス,Severely Infected Gorecyclops,
ENEMY_NAME_242,マンティコア,Manticore,
ENEMY_NAME_244,ゴアキメラ,Gorechimera,
ENEMY_NAME_245,狂侵グリフィン,Severely Infected Griffin,
ENEMY_NAME_246,侵食グリフィン,Infected Griffin,
ENEMY_NAME_247,バイルアイ,Vile Eye,
ENEMY_NAME_248,イービルアイ,Evil Eye,{'pluralize': False}
ENEMY_NAME_249,マンイーター,Maneater,
ENEMY_NAME_250,スパインバック,Spineback,
ENEMY_NAME_251,メドゥーサ,Medusa,
ENEMY_NAME_252,ゴースト,Ghost,
ENEMY_NAME_253,カースドラゴン,Cursed Dragon,
ENEMY_NAME_254,侵食ベヘモット,Infected Behemoth,
ENEMY_NAME_255,狂侵ベヘモット,Severely Infected Behemoth,
ENEMY_NAME_257,侵食オークソルジャー,Infected Orc Soldier,
ENEMY_NAME_258,タラスク,Tarasque,
ENEMY_NAME_259,フロスト・マキナ,Frost Machina,
ENEMY_NAME_260,グリゴリ,Grigori,
ENEMY_NAME_261,狂侵デーモン,Severely Infected Demon,
ENEMY_NAME_264,ニワトリ,Chicken,
ENEMY_NAME_266,ヤギ,Goat,
ENEMY_NAME_267,カエル,Frog,
ENEMY_NAME_269,ワイルド・ボア,Wild Boar,
ENEMY_NAME_271,アルタード・ズール,Altered Zuhl,"{'proper': True, 'pluralize': False}"
ENEMY_NAME_272,スカージ,Scourge,
ENEMY_NAME_274,黒騎士,Black Knight,{'pluralize': False}
ENEMY_NAME_275,淀みし大竜力,Phantasmic Great Dragon,{'pluralize': False}
ENEMY_NAME_276,精霊竜ウィルミア,Spirit Dragon Willmia,"{'proper': True, 'pluralize': False}"
ENEMY_NAME_277,リザードマンセージ,Saurian Sage,
ENEMY_NAME_278,侵食ホブゴブリンファイター,Infected Hobgoblin Fighter,
ENEMY_NAME_279,侵食スリングホブゴブリン,Infected Sling Hobgoblin,
ENEMY_NAME_280,フィンダーエント,Phindymian Ent,
ENEMY_NAME_281,ホワイトグリフィン,White Griffin,
ENEMY_NAME_282,ビフレスト,Bifrest,
ENEMY_NAME_283,触手,Tentacle,
ENEMY_NAME_284,侵食オークエイマー,Infected Orc Aimer,
ENEMY_NAME_285,侵食オークバンガー,Infected Orc Banger,
ENEMY_NAME_286,アドタラスク,Wisened Tarasque,
ENEMY_NAME_287,グリゴリベアード,Bearded Grigori,
ENEMY_NAME_288,ピクシービフ,Pixie Biff,
ENEMY_NAME_289,ピクシーディン,Pixie Din,
ENEMY_NAME_290,ピクシーポウ,Pixie Pow,
ENEMY_NAME_291,狂侵ピクシー,Severely Infected Pixie,
ENEMY_NAME_294,ハイピクシービフ,High Pixie Biff,
ENEMY_NAME_295,ハイピクシーゾルダ,High Pixie Zolda,
ENEMY_NAME_296,ハイピクシーポウ,High Pixie Pow,
ENEMY_NAME_297,ピクシーキング,Pixie King,
ENEMY_NAME_298,オークに進化したゴブリン,Goblin Orc,
ENEMY_NAME_299,アシッドブロブ,Acid Blob,
ENEMY_NAME_300,オイルジェリー,Oil Jelly,
ENEMY_NAME_301,スカーレットファイター,Scarlet Fighter,
ENEMY_NAME_302,スカーレットシーカー,Scarlet Seeker,
ENEMY_NAME_303,スカーレットハンター,Scarlet Hunter,
ENEMY_NAME_304,スカーレットヒーラー,Scarlet Healer,
ENEMY_NAME_305,スカーレットガーダー,Scarlet Defender,
ENEMY_NAME_306,スカーレットメイジ,Scarlet Mage,
ENEMY_NAME_307,スカーレットウォリアー,Scarlet Warrior,
ENEMY_NAME_308,ラージリザードセージ,Giant Saurian Sage,
ENEMY_NAME_309,リトルスパイン,Little Spine,
ENEMY_NAME_310,祈りの竜晶,Dragon Crystal of Praying,
ENEMY_NAME_311,うめきの竜晶,Dragon Crystal of Groaning,
ENEMY_NAME_312,エリミネーター・スレイ,Eliminator Slay,
ENEMY_NAME_313,黒騎士・幻影,Black Knight Phantom,
ENEMY_NAME_314,グリムゴブリン,Grim Goblin,
ENEMY_NAME_315,グリムゴブリンファイター,Grim Goblin Fighter,
ENEMY_NAME_316,スリンググリムゴブリン,Sling Grim Goblin,
ENEMY_NAME_317,グレーターゴブリン,Greater Goblin,
ENEMY_NAME_318,ゴブリンシャーマン,Goblin Shaman,
ENEMY_NAME_319,ゴブリンエイドシャーマン,Goblin Aid Shaman,
ENEMY_NAME_320,ヘルハウンド,Hellhound,
ENEMY_NAME_321,ブレイズウルフ,Blaze Wolf,
ENEMY_NAME_322,スケルトンワーグ,Skeleton Warg,
ENEMY_NAME_323,戦甲グリムワーグ,War-Ready Grimwarg,
ENEMY_NAME_324,スケルトンロード・アビス,Skeleton Lord (Abyss),
ENEMY_NAME_325,ジオリザードマン,Geo Saurian,
ENEMY_NAME_326,ラージジオリザード,Giant Geo Saurian,
ENEMY_NAME_327,戦甲リザードマン,War-Ready Saurian,
ENEMY_NAME_328,戦甲ラージリザード,War-Ready Giant Saurian,
ENEMY_NAME_329,ブレイズハーピー,Blaze Harpy,
ENEMY_NAME_331,ストーンブロブ,Stone Blob,
ENEMY_NAME_332,ブレイズゴブリン,Blaze Goblin,
ENEMY_NAME_333,ハバネロ,Habanero,
ENEMY_NAME_335,バーンドエント,Burned Ent,
ENEMY_NAME_336,フォッデン,Fodden,
ENEMY_NAME_337,スケルトンサイクロプス,Skeleton Cyclops,
ENEMY_NAME_338,戦甲ゴアサイクロプス,War-Ready Gorecyclops,
ENEMY_NAME_339,ブレイズキメラ,Blaze Chimera,
ENEMY_NAME_340,ゴアマンティコア,Goremanticore,
ENEMY_NAME_341,戦甲ゴアマンティコア,War-Ready Goremanticore,
ENEMY_NAME_342,戦甲ナイトメア,War-Ready Nightmare,
ENEMY_NAME_344,クラッガー,Cragger,
ENEMY_NAME_345,リトルクラッグ,Little Crag,
ENEMY_NAME_346,戦甲オーガ,War-Ready Ogre,
ENEMY_NAME_347,ミザリーゴースト,Misery Ghost,
ENEMY_NAME_348,グラッジゴースト,Grudge Ghost,
ENEMY_NAME_349,ロータスフィン,Lotus Fin,
ENEMY_NAME_350,ホワイトタラスク,White Tarasque,
ENEMY_NAME_351,カトブレパス,Catoblepas,
ENEMY_NAME_352,斬兵ドワーフオーク,Sword Soldier Dwarf Orc,
ENEMY_NAME_353,隊将ドワーフオーク,Squad Leader Dwarf Orc,
ENEMY_NAME_354,アンセスターオーク,Ancestor Orc,
ENEMY_NAME_355,キャプテンアンセスターオーク,Captain Ancestor Orc,
ENEMY_NAME_356,戦の将,War Master,{'pluralize': False}
ENEMY_NAME_357,獣の将,Beast Master,{'pluralize': False}
ENEMY_NAME_358,骸の将,Necro Master,{'pluralize': False}
ENEMY_NAME_359,闇の将,Shadow Master,{'pluralize': False}
ENEMY_NAME_360,アンセスターオリジン,Ancestor Origin,
ENEMY_NAME_361,ブレイズグリゴリ,Blaze Grigori,
ENEMY_NAME_362,バフォメット,Baphomet,{'pluralize': False}
ENEMY_NAME_363,イフリート,Ifrit,{'pluralize': False}
ENEMY_NAME_364,ウシュムガル,Ushumgal,{'pluralize': False}
ENEMY_NAME_365,悪しき竜,The Evil Dragon,"{'new': 'Evil Dragon', 'pluralize': False}"
ENEMY_NAME_366,打兵ドワーフオーク,Blunt Soldier Dwarf Orc,
ENEMY_NAME_367,重兵ドワーフオーク,Heavy Soldier Dwarf Orc,
ENEMY_NAME_368,投兵ドワーフオーク,Ranged Soldier Dwarf Orc,
ENEMY_NAME_369,グリムゴブリンリーダー,Grim Goblin Leader,
ENEMY_NAME_371,サラマンダー,Pyre Saurian,
ENEMY_NAME_372,狂侵スカージ,Severely Infected Scourge,
ENEMY_NAME_373,レッドズール,Red Zuhl,
ENEMY_NAME_380,ブレイズゴブリンリーダー,Blaze Goblin Leader,
ENEMY_NAME_381,ボルトアイ,Volt Eye,
ENEMY_NAME_382,触手,Tentacle,
ENEMY_NAME_383,烈火岩,Blazing Boulder,
ENEMY_NAME_384,悪しき竜用OM,,
ENEMY_NAME_385,怨塊,,
ENEMY_NAME_386,メガド護衛兵,Megado Guard,
ENEMY_NAME_390,ヘイト管理用透明敵,,
ENEMY_NAME_391,ドワーフオーク,Dwarf Orc,
ENEMY_NAME_392,デス,Death,
ENEMY_NAME_393,悪しき竜,The Evil Dragon,"{'new': 'Evil Dragon', 'pluralize': False}"
ENEMY_NAME_394,アバドーン,Abaddon,{'pluralize': False}
ENEMY_NAME_395,蟲塚,,
ENEMY_NAME_396,アルベ,Albe,
ENEMY_NAME_397,スケルトンサイクロプス・フロスト,Frost Skeleton Cyclops,
ENEMY_NAME_398,レギオン,Legion,
ENEMY_NAME_399,レギオンリーダー,Legion Leader,
ENEMY_NAME_400,シャドーグリゴリ,Shadow Grigori,
ENEMY_NAME_401,マーマン,Merman,
ENEMY_NAME_402,ポイズンマーマン,Poison Merman,
ENEMY_NAME_403,ダゴン,Dagon,
ENEMY_NAME_404,スケルトンサイクロプス・ボルト,Bolt Skeleton Cyclops,
ENEMY_NAME_405,ウコバク,Ukobach,
ENEMY_NAME_406,黒竜の覚者,Arisen of the Black Dragon,
ENEMY_NAME_407,ゴルゴーン,Gorgon,
ENEMY_NAME_408,スケルトンサイクロプス・フレイム,Flame Skeleton Cyclops,
ENEMY_NAME_409,ウァレフォル,Valefar,
ENEMY_NAME_410,黒竜,Black Dragon,{'pluralize': False}
ENEMY_NAME_411,元覚者隊統率レオ,,
ENEMY_NAME_412,ボルト・マキナ,Bolt Machina,
ENEMY_NAME_413,レイジゴースト,Rage Ghost,
ENEMY_NAME_414,ギガン・マキナトリニティ,Gigant Machina Trinity,
ENEMY_NAME_415,フロスト・マキナトリニティ,Frost Machina Trinity,
ENEMY_NAME_416,ボルト・マキナトリニティ,Bolt Machina Trinity,
ENEMY_NAME_418,暗黒の竜晶,Dragon Crystal of Darkness,
ENEMY_NAME_419,祝福の結晶,Crystal of Blessing,
ENEMY_NAME_420,強い闇を放つ暗黒竜晶,,
ENEMY_NAME_421,シェムハザ,Samyaza,
ENEMY_NAME_422,理を破壊する力,,
ENEMY_NAME_423,黒竜イベント用,,
ENEMY_NAME_424,破滅の竜晶,Dragon Crystal of Destruction,
ENEMY_NAME_425,ゴルゴラン,Golgorran,"{'proper': True, 'pluralize': False}"
ENEMY_NAME_426,黒剣,Black Sword,
ENEMY_NAME_427,束縛の竜晶,Dragon Crystal of Binding,
